dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,date,tz,historical,local_time
1745131560000,0.0,0.0,0,0,1,224,48.6,91,4.29,30.07,30.1691,0,0,9789,8810100,48.6,46.09,2025-04-19,,,2025-04-19 23:46:00-07:00
1745130660000,0.0,0.0,0,0,1,224,49.3,93,,30.07,30.1689,0,0,9789,8810100,49.3,47.36,2025-04-19,,,2025-04-19 23:31:00-07:00
1745129760000,0.0,0.0,0,0,1,224,49.6,93,,30.08,30.1789,0,0,9789,8810100,49.6,47.66,2025-04-19,,,2025-04-19 23:16:00-07:00
1745128860000,0.0,0.0,0,0,1,224,49.8,93,,30.08,30.1789,0,0,9789,8810100,49.8,47.86,2025-04-19,,,2025-04-19 23:01:00-07:00
1745127960000,0.0,0.0,0,0,1,224,50.0,92,4.29,30.09,30.1889,0,0,9789,8810100,50.0,47.77,2025-04-19,,,2025-04-19 22:46:00-07:00
1745127060000,0.0,0.0,0,0,1,224,49.8,90,,30.09,30.1889,0,0,9789,8810100,49.8,46.99,2025-04-19,,,2025-04-19 22:31:00-07:00
1745126160000,0.0,0.0,0,0,1,224,50.0,91,,30.09,30.1889,0,0,9789,8810100,50.0,47.48,2025-04-19,,,2025-04-19 22:16:00-07:00
1745125260000,0.0,0.0,0,0,1,224,49.8,90,,30.09,30.1889,0,0,9789,8810100,49.8,46.99,2025-04-19,America/Los_Angeles,True,2025-04-19 22:01:00-07:00
1745124360000,0.0,0.0,0,0,1,224,51.1,90,,30.09,30.1886,0,0,9789,8810100,51.1,48.27,2025-04-19,America/Los_Angeles,True,2025-04-19 21:46:00-07:00
1745123460000,0.0,0.0,0,0,1,224,51.6,89,,30.09,30.1885,0,0,9789,8810100,51.6,48.46,2025-04-19,,,2025-04-19 21:31:00-07:00
1745122560000,0.0,0.0,0,0,1,224,52.2,91,,30.09,30.1884,0,0,9789,8810100,52.2,49.65,2025-04-19,,,2025-04-19 21:16:00-07:00
1745121660000,0.0,0.0,0,0,1,224,52.5,93,4.3,30.09,30.1884,0,0,9789,8810100,52.5,50.53,2025-04-19,,,2025-04-19 21:01:00-07:00
1745120760000,0.0,0.0,0,0,1,224,52.7,90,,30.09,30.1883,0,0,9789,8810100,52.7,49.85,2025-04-19,,,2025-04-19 20:46:00-07:00
1745119860000,0.0,0.0,0,0,1,224,53.1,91,,30.09,30.1883,0,0,9789,8810100,53.1,50.54,2025-04-19,,,2025-04-19 20:31:00-07:00
1745118960000,0.2237,1.5659,0,0,1,224,53.8,87,,30.09,30.1881,0,0,9789,8810100,53.8,50.02,2025-04-19,,,2025-04-19 20:16:00-07:00
1745118060000,0.0,0.0,0,0,1,224,54.9,89,4.31,30.09,30.1879,0,0,9789,8810100,54.9,51.72,2025-04-19,,,2025-04-19 20:01:00-07:00
1745117160000,0.2237,1.7895,0,0,1,224,55.4,89,,30.09,30.1878,0,0,9789,8810100,55.4,52.21,2025-04-19,,,2025-04-19 19:46:00-07:00
1745116260000,0.4474,1.5659,0,0,1,224,55.8,89,,30.09,30.1877,1,480,9788,8810100,55.8,52.61,2025-04-19,,,2025-04-19 19:31:00-07:00
1745115360000,1.5659,2.6843,0,0,1,224,56.1,88,,30.09,30.1877,4,1680,9784,8809200,56.1,52.59,2025-04-19,,,2025-04-19 19:16:00-07:00
1745114460000,2.0132,3.3554,0,0,1,224,56.7,86,4.31,30.09,30.1876,9,4320,9775,8805600,56.7,52.56,2025-04-19,,,2025-04-19 19:01:00-07:00
1745113560000,1.5659,3.5791,0,0,1,224,57.2,85,,30.09,30.1875,12,5040,9763,8797500,57.2,52.73,2025-04-19,,,2025-04-19 18:46:00-07:00
1745112660000,1.5659,4.2502,0,0,1,224,57.4,84,,30.09,30.1874,17,8160,9746,8786700,57.4,52.6,2025-04-19,,,2025-04-19 18:31:00-07:00
1745111760000,0.6711,2.908,0,0,1,224,57.4,85,,30.1,30.1975,20,8400,9726,8771400,57.4,52.93,2025-04-19,,,2025-04-19 18:16:00-07:00
1745110860000,2.6843,5.5923,0,0,1,224,57.7,83,4.32,30.1,30.1974,24,11520,9702,8753400,57.7,52.57,2025-04-19,,,2025-04-19 18:01:00-07:00
1745109960000,0.8948,3.5791,0,0,1,224,58.1,82,,30.11,30.2074,27,11340,9675,8731800,58.1,52.63,2025-04-19,,,2025-04-19 17:46:00-07:00
1745109060000,1.5659,7.6056,0,0,1,223,58.3,82,,30.11,30.2073,31,14880,9610,8676900,58.3,52.83,2025-04-19,,,2025-04-19 17:31:00-07:00
1745108160000,2.4606,6.7108,0,0,1,222,58.8,81,,30.11,30.2072,34,14280,9641,8679600,58.8,52.98,2025-04-19,America/Los_Angeles,True,2025-04-19 17:16:00-07:00
