dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,date,batt1volts,lastRain,local_time
1768117800000,0.0,0.0,0,0,1,1,41.9,92,39.75,41.9,30.29,30.3911,0,0,45,4112100,America/Los_Angeles,True,2026-01-10,,,2026-01-10 23:50:00-08:00
1768116900000,0.0,0.0,0,0,1,1,41.9,93,40.03,41.9,30.3,30.4012,0,0,45,4112100,America/Los_Angeles,True,2026-01-10,,,2026-01-10 23:35:00-08:00
1768116000000,0.0,0.0,0,0,1,1,42.1,93,40.22,42.1,30.3,30.4011,0,0,45,4112100,America/Los_Angeles,True,2026-01-10,,,2026-01-10 23:20:00-08:00
1768115100000,0.0,1.7895,0,0,1,1,42.3,93,40.42,42.3,30.3,30.4011,0,0,45,4112100,America/Los_Angeles,True,2026-01-10,4.24,,2026-01-10 23:05:00-08:00
1768114200000,0.0,1.5659,0,0,1,1,42.4,93,40.52,42.4,30.3,30.4011,0,0,45,4112100,America/Los_Angeles,True,2026-01-10,,,2026-01-10 22:50:00-08:00
1768113300000,0.0,0.0,0,0,1,1,42.6,92,40.44,42.6,30.31,30.411,0,0,45,4112100,America/Los_Angeles,True,2026-01-10,,,2026-01-10 22:35:00-08:00
1768112400000,0.0,0.0,0,0,1,1,43.2,93,41.31,43.2,30.31,30.4109,0,0,45,4112100,America/Los_Angeles,True,2026-01-10,,,2026-01-10 22:20:00-08:00
1768111500000,0.0,0.0,0,0,1,1,43.7,93,41.81,43.7,30.31,30.4108,0,0,45,4112100,America/Los_Angeles,True,2026-01-10,4.24,,2026-01-10 22:05:00-08:00
1768110600000,0.0,0.0,0,0,1,1,44.2,93,42.31,44.2,30.31,30.4107,0,0,45,4112100,America/Los_Angeles,True,2026-01-10,,,2026-01-10 21:50:00-08:00
1768109700000,0.2237,1.5659,0,0,1,1,44.6,93,42.7,44.6,30.31,30.4106,0,0,45,4112100,America/Los_Angeles,True,2026-01-10,,,2026-01-10 21:35:00-08:00
1768108800000,0.0,1.5659,0,0,1,1,45.0,92,42.82,45.0,30.32,30.4206,0,0,45,4112100,America/Los_Angeles,True,2026-01-10,,,2026-01-10 21:20:00-08:00
1768107900000,0.2237,2.2369,0,0,1,1,45.3,92,43.11,45.3,30.32,30.4205,0,0,45,4112100,America/Los_Angeles,True,2026-01-10,4.25,,2026-01-10 21:05:00-08:00
1768107000000,0.0,0.0,0,0,1,1,45.9,91,43.42,45.9,30.33,30.4304,0,0,45,4112100,America/Los_Angeles,True,2026-01-10,,,2026-01-10 20:50:00-08:00
1768106100000,0.0,0.0,0,0,1,1,46.4,91,43.92,46.4,30.32,30.4203,0,0,45,4112100,America/Los_Angeles,True,2026-01-10,,,2026-01-10 20:35:00-08:00
1768105200000,0.0,0.0,0,0,1,1,46.9,91,44.41,46.9,30.32,30.4202,0,0,45,4112100,America/Los_Angeles,True,2026-01-10,,,2026-01-10 20:20:00-08:00
1768104300000,0.0,1.1185,0,0,1,1,47.1,90,44.32,47.1,30.32,30.4202,0,0,45,4112100,America/Los_Angeles,True,2026-01-10,4.24,,2026-01-10 20:05:00-08:00
1768103400000,0.2237,1.3422,0,0,1,1,47.5,89,44.42,47.5,30.32,30.4201,0,0,45,4112100,America/Los_Angeles,True,2026-01-10,,,2026-01-10 19:50:00-08:00
1768102500000,0.0,1.3422,0,0,1,1,48.0,88,44.62,48.0,30.32,30.42,0,0,45,4112100,America/Los_Angeles,True,2026-01-10,,,2026-01-10 19:35:00-08:00
1768101600000,0.0,0.0,0,0,1,1,48.7,87,45.01,48.7,30.32,30.4199,0,0,45,4112100,America/Los_Angeles,True,2026-01-10,,,2026-01-10 19:20:00-08:00
1768100700000,0.0,1.3422,0,0,1,1,49.5,86,45.49,49.5,30.32,30.4197,0,0,45,4112100,America/Los_Angeles,True,2026-01-10,4.25,,2026-01-10 19:05:00-08:00
1768099800000,0.0,0.0,0,0,1,1,50.4,85,46.06,50.4,30.32,30.4195,0,0,45,4112100,America/Los_Angeles,True,2026-01-10,,,2026-01-10 18:50:00-08:00
1768098900000,0.0,0.0,0,0,1,1,51.4,83,46.41,51.4,30.32,30.4193,0,0,45,4112100,America/Los_Angeles,True,2026-01-10,,,2026-01-10 18:35:00-08:00
1768098000000,0.0,0.0,0,0,1,1,52.7,81,47.03,52.7,30.33,30.4291,0,0,45,4112100,America/Los_Angeles,True,2026-01-10,,,2026-01-10 18:20:00-08:00
1768097100000,0.0,0.0,0,0,1,1,54.0,77,46.95,54.0,30.33,30.4289,0,0,45,4112100,America/Los_Angeles,True,2026-01-10,4.25,,2026-01-10 18:05:00-08:00
1768096200000,0.0,0.0,0,0,1,1,54.9,75,47.13,54.9,30.33,30.4287,0,0,45,4112100,America/Los_Angeles,True,2026-01-10,,,2026-01-10 17:50:00-08:00
1768095300000,0.0,0.0,0,0,1,1,55.6,75,47.8,55.6,30.33,30.4286,0,0,45,4112100,America/Los_Angeles,True,2026-01-10,,,2026-01-10 17:35:00-08:00
1768094400000,0.0,0.0,0,0,1,1,56.1,74,47.93,56.1,30.32,30.4184,1,180,45,4112100,America/Los_Angeles,True,2026-01-10,,,2026-01-10 17:20:00-08:00
1768093500000,0.4474,2.2369,0,0,1,1,56.8,73,48.24,56.8,30.32,30.4183,4,720,45,4111200,America/Los_Angeles,True,2026-01-10,4.26,,2026-01-10 17:05:00-08:00
1768092600000,0.0,1.1185,0,0,1,1,57.4,72,48.45,57.4,30.33,30.4282,10,1800,45,4107600,America/Los_Angeles,True,2026-01-10,,,2026-01-10 16:50:00-08:00
1768091700000,0.0,0.0,0,0,1,1,58.1,71,48.74,58.1,30.33,30.4281,16,2880,45,4098600,America/Los_Angeles,True,2026-01-10,,,2026-01-10 16:35:00-08:00
1768090800000,0.0,0.0,0,0,1,1,58.6,69,48.46,58.6,30.33,30.428,21,3780,45,4084200,America/Los_Angeles,True,2026-01-10,,,2026-01-10 16:20:00-08:00
1768089900000,0.0,0.0,0,0,1,1,59.0,65,47.25,59.0,30.34,30.4379,42,7560,45,4065300,America/Los_Angeles,True,2026-01-10,4.26,,2026-01-10 16:05:00-08:00
1768089000000,0.0,0.0,0,0,1,1,59.2,61,45.76,59.2,30.34,30.4379,31,5580,45,4027500,America/Los_Angeles,True,2026-01-10,,,2026-01-10 15:50:00-08:00
1768088100000,0.0,1.3422,0,0,1,1,59.4,60,45.51,59.4,30.35,30.4479,28,5040,45,3999600,America/Los_Angeles,True,2026-01-10,,,2026-01-10 15:35:00-08:00
1768087200000,0.0,1.3422,0,0,1,1,59.5,58,44.71,59.5,30.35,30.4479,34,6120,45,3974400,America/Los_Angeles,True,2026-01-10,,,2026-01-10 15:20:00-08:00
