dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,date,batt1volts,tz,historical,local_time
1748415000000,1.7895,6.9345,0,0,1,93,56.7,90,29.96,30.0338,0,0,22798,20518200,56.7,53.8,2025-05-27,,,,2025-05-27 23:50:00-07:00
1748414100000,1.7895,6.2634,0,0,1,100,56.8,89,29.96,30.0337,0,0,22798,20518200,56.8,53.59,2025-05-27,4.29,America/Los_Angeles,True,2025-05-27 23:35:00-07:00
1748413200000,1.7895,6.4871,0,0,1,81,56.8,89,29.96,30.0337,0,0,22798,20518200,56.8,53.59,2025-05-27,,America/Los_Angeles,True,2025-05-27 23:20:00-07:00
1748412300000,1.7895,6.0397,0,0,1,66,56.5,89,29.96,30.0338,0,0,22798,20518200,56.5,53.3,2025-05-27,4.29,,,2025-05-27 23:05:00-07:00
1748411400000,0.4474,5.5923,0,0,1,152,56.1,89,29.96,30.0338,0,0,22798,20518200,56.1,52.9,2025-05-27,,,,2025-05-27 22:50:00-07:00
1748410500000,0.0,1.3422,0,0,1,165,55.8,90,29.96,30.0339,0,0,22798,20518200,55.8,52.91,2025-05-27,,,,2025-05-27 22:35:00-07:00
1748409600000,0.2237,2.4606,0,0,1,165,55.8,90,29.96,30.0339,0,0,22798,20518200,55.8,52.91,2025-05-27,,,,2025-05-27 22:20:00-07:00
1748408700000,0.2237,1.7895,0,0,1,165,55.6,89,29.95,30.0239,0,0,22798,20518200,55.6,52.41,2025-05-27,4.3,,,2025-05-27 22:05:00-07:00
1748407800000,1.1185,3.1317,0,0,1,165,56.1,89,29.95,30.0238,0,0,22798,20518200,56.1,52.9,2025-05-27,,,,2025-05-27 21:50:00-07:00
1748406900000,0.0,0.0,0,0,1,165,56.7,88,29.95,30.0237,0,0,22798,20518200,56.7,53.18,2025-05-27,,,,2025-05-27 21:35:00-07:00
1748406000000,1.5659,5.145,0,0,1,171,57.2,89,29.94,30.0136,0,0,22798,20518200,57.2,53.99,2025-05-27,,,,2025-05-27 21:20:00-07:00
1748405100000,1.7895,4.4739,0,0,1,208,56.8,88,29.93,30.0037,0,0,22798,20518200,56.8,53.28,2025-05-27,4.3,,,2025-05-27 21:05:00-07:00
1748404200000,0.0,0.0,0,0,1,254,57.7,87,29.93,30.0035,0,0,22798,20518200,57.7,53.86,2025-05-27,,,,2025-05-27 20:50:00-07:00
1748403300000,0.6711,4.0265,0,0,1,254,58.3,86,29.94,30.0135,0,0,22798,20518200,58.3,54.13,2025-05-27,,,,2025-05-27 20:35:00-07:00
1748402400000,2.6843,5.5923,0,0,1,219,59.0,86,29.94,30.0134,0,0,22798,20518200,59.0,54.82,2025-05-27,,,,2025-05-27 20:20:00-07:00
1748401500000,0.4474,4.0265,0,0,1,248,60.1,82,29.94,30.0132,5,4500,22793,20518200,60.1,54.58,2025-05-27,4.31,,,2025-05-27 20:05:00-07:00
1748400600000,0.0,0.0,0,0,1,260,61.0,78,29.94,30.0131,15,13500,22778,20513700,61.0,54.09,2025-05-27,,,,2025-05-27 19:50:00-07:00
1748399700000,0.6711,2.6843,0,0,1,260,61.7,78,29.93,30.003,39,35100,22739,20500200,61.7,54.77,2025-05-27,,,,2025-05-27 19:35:00-07:00
1748398800000,2.2369,4.4739,0,0,1,259,61.9,78,29.94,30.013,75,67500,22664,20465100,61.9,54.96,2025-05-27,,,,2025-05-27 19:20:00-07:00
1748397900000,3.3554,6.2634,0,0,1,256,62.1,79,29.93,30.0029,110,99000,22554,20397600,62.1,55.51,2025-05-27,4.32,,,2025-05-27 19:05:00-07:00
1748397000000,4.4739,7.3819,0,0,1,247,62.2,78,29.93,30.0029,150,135000,22404,20298600,62.2,55.25,2025-05-27,,,,2025-05-27 18:50:00-07:00
1748396100000,4.6976,7.8293,0,0,1,251,62.6,77,29.93,30.0029,192,172800,22212,20163600,62.6,55.28,2025-05-27,,,,2025-05-27 18:35:00-07:00
1748395200000,5.145,8.9477,0,0,1,257,62.6,76,29.93,30.0029,237,213300,21975,19990800,62.6,54.92,2025-05-27,,,,2025-05-27 18:20:00-07:00
1748394300000,5.816,10.2899,0,0,1,254,62.6,75,29.94,30.0129,281,252900,21365,19481400,62.6,54.56,2025-05-27,4.36,,,2025-05-27 18:05:00-07:00
1748393400000,6.4871,11.4084,0,0,1,265,62.8,75,29.94,30.0128,329,296100,21646,19524600,62.8,54.75,2025-05-27,,America/Los_Angeles,True,2025-05-27 17:50:00-07:00
1748392500000,6.9345,12.9742,0,0,1,275,62.6,75,29.94,30.0129,375,337500,20990,19228500,62.6,54.56,2025-05-27,,,,2025-05-27 17:35:00-07:00
1748391600000,8.053,14.0927,0,0,1,270,62.8,74,29.95,30.0229,422,379800,20568,18891000,62.8,54.38,2025-05-27,,,,2025-05-27 17:20:00-07:00
1748390700000,8.5004,15.6586,0,0,1,267,63.5,73,29.94,30.0128,470,423000,20098,18511200,63.5,54.69,2025-05-27,4.38,,,2025-05-27 17:05:00-07:00
1748389800000,8.7241,17.4481,0,0,1,264,63.9,72,29.94,30.0127,514,462600,19584,18088200,63.9,54.69,2025-05-27,,,,2025-05-27 16:50:00-07:00
1748388900000,9.1714,16.1059,0,0,1,260,64.6,71,29.95,30.0226,575,517500,19009,17625600,64.6,54.98,2025-05-27,,,,2025-05-27 16:35:00-07:00
1748388000000,7.3819,14.7638,0,0,1,261,65.3,70,29.94,30.0125,583,524700,18426,17108100,65.3,55.26,2025-05-27,,,,2025-05-27 16:20:00-07:00
1748387100000,8.053,14.9875,0,0,1,254,65.5,70,29.94,30.0125,647,582300,17779,16583400,65.5,55.45,2025-05-27,4.39,,,2025-05-27 16:05:00-07:00
1748386200000,7.6056,15.4349,0,0,1,258,65.8,70,29.94,30.0124,686,617400,17093,16001100,65.8,55.74,2025-05-27,,,,2025-05-27 15:50:00-07:00
1748385300000,8.053,13.6453,0,0,1,268,66.0,71,29.94,30.0124,723,650700,16370,15383700,66.0,56.32,2025-05-27,,,,2025-05-27 15:35:00-07:00
1748384400000,8.2767,15.2112,0,0,1,266,65.8,71,29.94,30.0124,756,680400,15614,14733000,65.8,56.13,2025-05-27,,,,2025-05-27 15:20:00-07:00
1748383500000,8.053,14.9875,0,0,1,270,66.6,70,29.94,30.0123,786,707400,14828,14052600,66.6,56.5,2025-05-27,4.4,,,2025-05-27 15:05:00-07:00
1748382600000,8.7241,17.0007,0,0,1,257,66.6,70,29.94,30.0123,813,731700,14015,13345200,66.6,56.5,2025-05-27,,,,2025-05-27 14:50:00-07:00
1748381700000,8.053,15.6586,0,0,1,257,67.5,70,29.95,30.0222,839,755100,13176,12613500,67.5,57.36,2025-05-27,,,,2025-05-27 14:35:00-07:00
1748380800000,8.053,14.5401,0,0,1,263,68.0,69,29.95,30.0222,858,772200,12318,11858400,68.0,57.44,2025-05-27,,,,2025-05-27 14:20:00-07:00
1748379900000,7.1582,13.1979,0,0,1,260,68.7,69,29.95,30.0221,877,789300,11441,11086200,68.51,58.11,2025-05-27,4.4,,,2025-05-27 14:05:00-07:00
1748379000000,6.9345,12.9742,0,0,1,251,68.0,69,29.95,30.0222,890,801000,10551,10296900,68.0,57.44,2025-05-27,,,,2025-05-27 13:50:00-07:00
1748378100000,7.8293,11.4084,0,0,1,239,66.7,71,29.95,30.0223,900,810000,7835,7861500,66.7,56.99,2025-05-27,,,,2025-05-27 13:35:00-07:00
1748377200000,7.8293,11.8558,0,0,1,236,66.4,72,29.95,30.0224,906,815400,9645,8685900,66.4,57.09,2025-05-27,,America/Los_Angeles,True,2025-05-27 13:20:00-07:00
1748376300000,7.1582,10.7373,0,0,1,243,66.9,71,29.96,30.0323,910,819000,8735,7870500,66.9,57.18,2025-05-27,,America/Los_Angeles,True,2025-05-27 13:05:00-07:00
1748375400000,6.0397,9.6188,0,0,1,254,66.6,72,29.96,30.0324,906,815400,6929,7051500,66.6,57.28,2025-05-27,,,,2025-05-27 12:50:00-07:00
1748374500000,6.7108,10.0662,0,0,1,241,65.8,72,29.96,30.0325,737,663300,6192,6236100,65.8,56.52,2025-05-27,,,,2025-05-27 12:35:00-07:00
1748373600000,6.4871,10.0662,0,0,1,240,64.9,75,29.96,30.0326,701,630900,5491,5572800,64.9,56.78,2025-05-27,4.52,,,2025-05-27 12:20:00-07:00
1748372700000,5.3686,8.7241,0,0,1,242,65.3,74,29.97,30.0426,593,533700,4898,4941900,65.3,56.79,2025-05-27,,,,2025-05-27 12:05:00-07:00
1748371800000,4.4739,8.2767,0,0,1,241,64.2,75,29.97,30.0427,512,460800,4386,4408200,64.2,56.1,2025-05-27,,,,2025-05-27 11:50:00-07:00
1748370900000,4.9213,7.3819,0,0,1,239,63.3,77,29.97,30.0429,478,430200,3908,3947400,63.3,55.96,2025-05-27,,,,2025-05-27 11:35:00-07:00
1748370000000,4.4739,7.1582,0,0,1,224,63.5,75,29.97,30.0428,379,341100,3529,3517200,63.5,55.43,2025-05-27,4.46,,,2025-05-27 11:20:00-07:00
1748369100000,3.5791,6.2634,0,0,1,232,63.7,76,29.97,30.0428,332,298800,3197,3176100,63.7,55.99,2025-05-27,,,,2025-05-27 11:05:00-07:00
1748368200000,4.2502,6.2634,0,0,1,234,62.1,79,29.97,30.043,301,270900,2896,2877300,62.1,55.51,2025-05-27,,,,2025-05-27 10:50:00-07:00
1748367300000,4.0265,6.9345,0,0,1,242,61.9,80,29.97,30.043,259,233100,2637,2606400,61.9,55.66,2025-05-27,,,,2025-05-27 10:35:00-07:00
1748366400000,4.2502,6.9345,0,0,1,231,61.9,80,29.97,30.043,265,238500,2372,2373300,61.9,55.66,2025-05-27,4.42,,,2025-05-27 10:20:00-07:00
1748365500000,3.8028,5.816,0,0,1,215,61.9,80,29.97,30.043,238,214200,2134,2134800,61.9,55.66,2025-05-27,,,,2025-05-27 10:05:00-07:00
1748364600000,2.908,5.5923,0,0,1,209,61.5,80,29.97,30.0431,236,212400,1898,1920600,61.5,55.27,2025-05-27,,,,2025-05-27 09:50:00-07:00
1748363700000,2.908,4.6976,0,0,1,208,61.2,81,29.98,30.0532,219,197100,1679,1708200,61.2,55.32,2025-05-27,,,,2025-05-27 09:35:00-07:00
1748362800000,2.2369,4.4739,0,0,1,175,60.8,82,29.98,30.0532,202,181800,1477,1511100,60.8,55.27,2025-05-27,4.33,,,2025-05-27 09:20:00-07:00
1748361900000,2.6843,4.2502,0,0,1,166,60.8,83,29.98,30.0532,190,171000,1287,1329300,60.8,55.6,2025-05-27,,,,2025-05-27 09:05:00-07:00
1748361000000,2.6843,5.5923,0,0,1,145,61.2,83,29.98,30.0532,173,155700,1114,1158300,61.2,55.99,2025-05-27,,,,2025-05-27 08:50:00-07:00
1748360100000,2.4606,6.0397,0,0,1,128,60.6,82,29.98,30.0533,145,130500,969,1002600,60.6,55.07,2025-05-27,,,,2025-05-27 08:35:00-07:00
1748359200000,2.4606,6.9345,0,0,1,128,60.4,83,29.98,30.0533,121,108900,848,872100,60.4,55.21,2025-05-27,4.24,,,2025-05-27 08:20:00-07:00
