dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,lastRain,date,tz,historical,local_time
1750920360000,0.0,1.5659,0,0,1,217,59.0,92,4.17,56.68,59.0,29.91,30.0066,0,0,4215,3793500,2025-04-26T15:31:00.000Z,2025-06-25,,,2025-06-25 23:46:00-07:00
1750919460000,0.0,0.8948,0,0,1,216,59.0,91,,56.37,59.0,29.91,30.0066,0,0,4215,3793500,2025-04-26T15:31:00.000Z,2025-06-25,,,2025-06-25 23:31:00-07:00
1750918560000,0.0,1.3422,0,0,1,217,59.2,91,,56.57,59.2,29.91,30.0065,0,0,4215,3793500,2025-04-26T15:31:00.000Z,2025-06-25,,,2025-06-25 23:16:00-07:00
1750917660000,0.2237,1.7895,0,0,1,216,59.4,91,,56.77,59.4,29.91,30.0065,0,0,4215,3793500,2025-04-26T15:31:00.000Z,2025-06-25,,,2025-06-25 23:01:00-07:00
1750916760000,0.2237,2.0132,0,0,1,217,59.5,90,4.17,56.56,59.5,29.91,30.0065,0,0,4215,3793500,2025-04-26T15:31:00.000Z,2025-06-25,,,2025-06-25 22:46:00-07:00
1750915860000,0.8948,2.0132,0,0,1,216,59.5,90,,56.56,59.5,29.9,29.9964,0,0,4215,3793500,2025-04-26T15:31:00.000Z,2025-06-25,,,2025-06-25 22:31:00-07:00
1750914960000,0.2237,1.7895,0,0,1,217,59.7,90,,56.76,59.7,29.9,29.9964,0,0,4215,3793500,2025-04-26T15:31:00.000Z,2025-06-25,,,2025-06-25 22:16:00-07:00
1750914060000,0.0,1.5659,0,0,1,216,59.7,90,,56.76,59.7,29.9,29.9964,0,0,4215,3793500,2025-04-26T15:31:00.000Z,2025-06-25,,,2025-06-25 22:01:00-07:00
1750913160000,0.0,0.0,0,0,1,217,59.9,89,4.17,56.65,59.9,29.89,29.9863,0,0,4215,3793500,2025-04-26T15:31:00.000Z,2025-06-25,,,2025-06-25 21:46:00-07:00
1750912260000,0.0,1.3422,0,0,1,216,59.9,89,,56.65,59.9,29.89,29.9863,0,0,4215,3793500,2025-04-26T15:31:00.000Z,2025-06-25,,,2025-06-25 21:31:00-07:00
1750911360000,0.2237,1.3422,0,0,1,217,59.9,89,,56.65,59.9,29.89,29.9863,0,0,4215,3793500,2025-04-26T15:31:00.000Z,2025-06-25,,,2025-06-25 21:16:00-07:00
1750910460000,0.0,1.5659,0,0,1,216,60.1,88,,56.53,60.1,29.9,29.9963,0,0,4215,3793500,2025-04-26T15:31:00.000Z,2025-06-25,,,2025-06-25 21:01:00-07:00
1750909560000,0.0,1.3422,0,0,1,217,60.1,87,4.17,56.22,60.1,29.9,29.9963,0,0,4215,3793500,2025-04-26T15:31:00.000Z,2025-06-25,,,2025-06-25 20:46:00-07:00
1750908660000,0.0,0.8948,0,0,1,216,60.3,87,,56.41,60.3,29.9,29.9963,0,0,4215,3793500,2025-04-26T15:31:00.000Z,2025-06-25,,,2025-06-25 20:31:00-07:00
1750907760000,0.0,0.0,0,0,1,217,60.4,87,,56.51,60.4,29.9,29.9963,1,420,4214,3793500,2025-04-26T15:31:00.000Z,2025-06-25,,,2025-06-25 20:16:00-07:00
1750906860000,0.0,0.0,0,0,1,216,60.8,87,,56.9,60.8,29.9,29.9962,3,1440,4211,3792600,2025-04-26T15:31:00.000Z,2025-06-25,,,2025-06-25 20:01:00-07:00
1750905960000,0.0,0.0,0,0,1,217,61.0,87,4.18,57.1,61.0,29.9,29.9961,6,2520,4205,3789900,2025-04-26T15:31:00.000Z,2025-06-25,,,2025-06-25 19:46:00-07:00
1750905060000,0.0,2.0132,0,0,1,216,61.2,87,,57.3,61.2,29.91,30.0061,9,4320,4196,3784500,2025-04-26T15:31:00.000Z,2025-06-25,,,2025-06-25 19:31:00-07:00
1750904160000,0.6711,2.0132,0,0,1,217,61.3,87,,57.39,61.3,29.91,30.0061,12,5040,4184,3776400,2025-04-26T15:31:00.000Z,2025-06-25,,,2025-06-25 19:16:00-07:00
1750903260000,1.1185,2.908,0,0,1,216,61.9,86,,57.66,61.9,29.91,30.006,20,9600,4164,3765600,2025-04-26T15:31:00.000Z,2025-06-25,,,2025-06-25 19:01:00-07:00
1750902360000,1.1185,2.908,0,0,1,217,62.1,85,4.19,57.53,62.1,29.91,30.006,47,19740,4117,3747600,2025-04-26T15:31:00.000Z,2025-06-25,,,2025-06-25 18:46:00-07:00
1750901460000,1.3422,3.3554,0,0,1,216,61.9,86,,57.66,61.9,29.92,30.016,28,13440,4089,3705300,2025-04-26T15:31:00.000Z,2025-06-25,,,2025-06-25 18:31:00-07:00
1750900560000,2.4606,4.2502,0,0,1,217,62.2,83,,56.97,62.2,29.92,30.016,30,12600,4059,3680100,2025-04-26T15:31:00.000Z,2025-06-25,,,2025-06-25 18:16:00-07:00
