dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,date,batt1volts,tz,historical,local_time
1744872360000,0.0,0.0,0,0,1,203,57.0,80,29.98,30.0772,0,0,9932,8938800,57.0,50.89,2025-04-16,,,,2025-04-16 23:46:00-07:00
1744871460000,0.0,0.0,0,0,1,203,57.0,80,29.98,30.0772,0,0,9932,8938800,57.0,50.89,2025-04-16,,,,2025-04-16 23:31:00-07:00
1744870560000,0.0,0.0,0,0,1,203,57.2,80,29.98,30.0771,0,0,9932,8938800,57.2,51.08,2025-04-16,4.3,,,2025-04-16 23:16:00-07:00
1744869660000,0.0,0.0,0,0,1,203,57.2,80,29.98,30.0771,0,0,9932,8938800,57.2,51.08,2025-04-16,,,,2025-04-16 23:01:00-07:00
1744868760000,0.0,0.0,0,0,1,203,57.2,80,29.98,30.0771,0,0,9932,8938800,57.2,51.08,2025-04-16,,,,2025-04-16 22:46:00-07:00
1744867860000,0.0,0.0,0,0,1,203,57.2,81,29.99,30.0871,0,0,9932,8938800,57.2,51.42,2025-04-16,,,,2025-04-16 22:31:00-07:00
1744866960000,0.0,0.0,0,0,1,203,57.4,80,29.99,30.0871,0,0,9932,8938800,57.4,51.28,2025-04-16,4.3,,,2025-04-16 22:16:00-07:00
1744866060000,0.0,0.0,0,0,1,203,57.4,80,29.99,30.0871,0,0,9932,8938800,57.4,51.28,2025-04-16,,,,2025-04-16 22:01:00-07:00
1744865160000,0.0,0.0,0,0,1,203,57.4,79,29.99,30.0871,0,0,9932,8938800,57.4,50.94,2025-04-16,,,,2025-04-16 21:46:00-07:00
1744864260000,0.0,0.0,0,0,1,203,57.4,77,29.98,30.0771,0,0,9932,8938800,57.4,50.25,2025-04-16,,,,2025-04-16 21:31:00-07:00
1744863360000,0.0,0.0,0,0,1,203,57.6,76,29.98,30.077,0,0,9932,8938800,57.6,50.09,2025-04-16,4.31,,,2025-04-16 21:16:00-07:00
1744862460000,0.0,0.0,0,0,1,203,57.6,76,29.98,30.077,0,0,9932,8938800,57.6,50.09,2025-04-16,,,,2025-04-16 21:01:00-07:00
1744861560000,0.0,0.0,0,0,1,203,57.7,76,29.98,30.077,0,0,9932,8938800,57.7,50.19,2025-04-16,,,,2025-04-16 20:46:00-07:00
1744860660000,0.0,0.0,0,0,1,203,57.7,77,29.98,30.077,0,0,9932,8938800,57.7,50.54,2025-04-16,,,,2025-04-16 20:31:00-07:00
1744859760000,0.0,0.0,0,0,1,203,57.9,76,29.97,30.067,0,0,9932,8938800,57.9,50.38,2025-04-16,4.31,,,2025-04-16 20:16:00-07:00
1744858860000,0.0,0.0,0,0,1,203,57.9,77,29.97,30.067,0,0,9932,8938800,57.9,50.73,2025-04-16,,,,2025-04-16 20:01:00-07:00
1744857960000,0.0,1.7895,0,0,1,203,57.9,77,29.97,30.067,0,0,9932,8938800,57.9,50.73,2025-04-16,,,,2025-04-16 19:46:00-07:00
1744857060000,0.0,1.3422,0,0,1,203,57.7,78,29.97,30.067,0,0,9932,8938800,57.7,50.89,2025-04-16,,,,2025-04-16 19:31:00-07:00
1744856160000,0.0,1.5659,0,0,1,203,57.7,80,29.97,30.067,1,420,9931,8938800,57.7,51.57,2025-04-16,4.32,,,2025-04-16 19:16:00-07:00
