dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,lastRain,date,batt1volts,local_time
1788591180000,0.0,0.0,0,0,1,214,62.2,91,59.54,29.92,30.016,0,0,11290,10161000,62.2,2026-06-12T17:37:00.000Z,2026-09-04,,2026-09-04 23:53:00-07:00
1788590280000,0.0,0.0,0,0,1,214,62.1,90,59.13,29.92,30.016,0,0,11290,10161000,62.1,2026-06-12T17:37:00.000Z,2026-09-04,,2026-09-04 23:38:00-07:00
1788589380000,0.0,0.0,0,0,1,214,61.7,90,58.73,29.92,30.0161,0,0,11290,10161000,61.7,2026-06-12T17:37:00.000Z,2026-09-04,4.3,2026-09-04 23:23:00-07:00
1788588480000,0.0,0.0,0,0,1,214,61.7,90,58.73,29.91,30.0061,0,0,11290,10161000,61.7,2026-06-12T17:37:00.000Z,2026-09-04,,2026-09-04 23:08:00-07:00
1788587580000,0.0,0.0,0,0,1,214,62.4,89,59.11,29.91,30.0059,0,0,11290,10161000,62.4,2026-06-12T17:37:00.000Z,2026-09-04,,2026-09-04 22:53:00-07:00
1788586680000,0.0,0.0,0,0,1,214,63.0,89,59.7,29.92,30.0158,0,0,11290,10161000,63.0,2026-06-12T17:37:00.000Z,2026-09-04,,2026-09-04 22:38:00-07:00
1788585780000,0.0,0.0,0,0,1,214,63.3,90,60.31,29.92,30.0158,0,0,11290,10161000,63.3,2026-06-12T17:37:00.000Z,2026-09-04,4.31,2026-09-04 22:23:00-07:00
1788584880000,0.0,0.0,0,0,1,214,63.5,89,60.2,29.92,30.0158,0,0,11290,10161000,63.5,2026-06-12T17:37:00.000Z,2026-09-04,,2026-09-04 22:08:00-07:00
1788583980000,0.0,0.0,0,0,1,214,64.4,90,61.4,29.92,30.0156,0,0,11290,10161000,64.4,2026-06-12T17:37:00.000Z,2026-09-04,,2026-09-04 21:53:00-07:00
1788583080000,0.0,0.0,0,0,1,214,64.6,90,61.6,29.92,30.0156,0,0,11290,10161000,64.6,2026-06-12T17:37:00.000Z,2026-09-04,,2026-09-04 21:38:00-07:00
1788582180000,0.0,0.0,0,0,1,214,65.1,91,62.4,29.92,30.0155,0,0,11290,10161000,65.1,2026-06-12T17:37:00.000Z,2026-09-04,4.31,2026-09-04 21:23:00-07:00
1788581280000,0.0,0.0,0,0,1,214,65.3,88,61.65,29.91,30.0054,0,0,11290,10161000,65.3,2026-06-12T17:37:00.000Z,2026-09-04,,2026-09-04 21:08:00-07:00
1788580380000,0.0,0.0,0,0,1,214,66.4,90,63.37,29.91,30.0052,0,0,11290,10161000,66.4,2026-06-12T17:37:00.000Z,2026-09-04,,2026-09-04 20:53:00-07:00
1788579480000,0.0,0.0,0,0,1,214,66.7,89,63.35,29.91,30.0051,0,0,11290,10161000,66.7,2026-06-12T17:37:00.000Z,2026-09-04,,2026-09-04 20:38:00-07:00
