dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,feelsLike,date,lastRain,batt1volts,local_time
1787381580000,0.4474,1.7895,0,0,1,205,68.5,89,65.12,29.95,30.0449,0,0,0,13685400,America/Los_Angeles,True,69.23,2026-08-21,,,2026-08-21 23:53:00-07:00
1787380680000,0.2237,2.0132,0,0,1,205,68.5,88,64.8,29.94,30.0349,0,0,15206,13685400,,,69.19,2026-08-21,2026-06-12T17:37:00.000Z,,2026-08-21 23:38:00-07:00
1787379780000,0.0,1.3422,0,0,1,205,68.7,89,65.32,29.94,30.0349,0,0,15206,13685400,,,69.45,2026-08-21,2026-06-12T17:37:00.000Z,4.31,2026-08-21 23:23:00-07:00
1787378880000,0.0,0.0,0,0,1,205,68.5,89,65.12,29.94,30.0349,0,0,15206,13685400,,,69.23,2026-08-21,2026-06-12T17:37:00.000Z,,2026-08-21 23:08:00-07:00
1787377980000,0.0,0.0,0,0,1,205,68.7,88,65.0,29.94,30.0349,0,0,15206,13685400,,,69.41,2026-08-21,2026-06-12T17:37:00.000Z,,2026-08-21 22:53:00-07:00
1787377080000,0.0,0.0,0,0,1,205,68.9,89,65.52,29.94,30.0348,0,0,15206,13685400,,,69.67,2026-08-21,2026-06-12T17:37:00.000Z,4.3,2026-08-21 22:38:00-07:00
1787376180000,0.0,0.0,0,0,1,205,69.1,89,65.72,29.94,30.0348,0,0,15206,13685400,,,69.89,2026-08-21,2026-06-12T17:37:00.000Z,,2026-08-21 22:23:00-07:00
1787375280000,0.0,0.0,0,0,1,205,69.1,89,65.72,29.95,30.0448,0,0,15206,13685400,,,69.89,2026-08-21,2026-06-12T17:37:00.000Z,,2026-08-21 22:08:00-07:00
1787374380000,0.0,1.3422,0,0,1,205,68.9,90,65.84,29.95,30.0449,0,0,15206,13685400,America/Los_Angeles,True,69.72,2026-08-21,,,2026-08-21 21:53:00-07:00
1787373480000,0.0,0.0,0,0,1,205,68.5,91,65.76,29.95,30.0449,0,0,15206,13685400,America/Los_Angeles,True,69.33,2026-08-21,,,2026-08-21 21:38:00-07:00
1787372580000,0.0,1.3422,0,0,1,205,68.7,91,65.96,29.95,30.0449,0,0,15206,13685400,,,69.55,2026-08-21,2026-06-12T17:37:00.000Z,,2026-08-21 21:23:00-07:00
1787371680000,0.0,0.0,0,0,1,205,68.7,90,65.64,29.94,30.0349,0,0,15206,13685400,America/Los_Angeles,True,69.5,2026-08-21,,4.31,2026-08-21 21:08:00-07:00
1787370780000,0.0,0.0,0,0,1,205,68.7,89,65.32,29.94,30.0349,0,0,15206,13685400,,,69.45,2026-08-21,2026-06-12T17:37:00.000Z,,2026-08-21 20:53:00-07:00
1787369880000,0.0,0.0,0,0,1,205,68.9,89,65.52,29.93,30.0248,0,0,15206,13685400,,,69.67,2026-08-21,2026-06-12T17:37:00.000Z,,2026-08-21 20:38:00-07:00
1787368980000,0.0,0.0,0,0,1,205,69.3,89,65.91,29.93,30.0247,0,0,15206,13685400,,,70.11,2026-08-21,2026-06-12T17:37:00.000Z,4.31,2026-08-21 20:23:00-07:00
1787368080000,0.0,0.0,0,0,1,205,69.6,88,65.88,29.93,30.0247,0,0,15206,13685400,,,70.4,2026-08-21,2026-06-12T17:37:00.000Z,,2026-08-21 20:08:00-07:00
1787367180000,0.0,0.0,0,0,1,205,70.0,88,66.28,29.93,30.0246,0,0,15206,13685400,,,70.84,2026-08-21,2026-06-12T17:37:00.000Z,,2026-08-21 19:53:00-07:00
1787366280000,0.0,0.0,0,0,1,205,70.5,88,66.77,29.92,30.0145,0,0,15206,13685400,,,71.39,2026-08-21,2026-06-12T17:37:00.000Z,,2026-08-21 19:38:00-07:00
1787365380000,0.6711,2.0132,0,0,1,205,70.9,88,67.16,29.92,30.0144,3,2700,15203,13685400,,,71.83,2026-08-21,2026-06-12T17:37:00.000Z,4.32,2026-08-21 19:23:00-07:00
