dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,lastRain,date,batt1volts,tz,historical,local_time
1747032360000,0.4474,2.908,0,0,1,194,60.4,79,29.89,29.9862,0,0,8772,7894800,60.4,53.85,2025-04-26T15:31:00.000Z,2025-05-11,,,,2025-05-11 23:46:00-07:00
1747031460000,0.6711,2.4606,0,0,1,194,61.3,79,29.88,29.976,0,0,8772,7894800,61.3,54.73,2025-04-26T15:31:00.000Z,2025-05-11,4.25,,,2025-05-11 23:31:00-07:00
1747030560000,0.2237,2.0132,0,0,1,194,62.4,77,29.89,29.9859,0,0,8772,7894800,62.4,55.09,2025-04-26T15:31:00.000Z,2025-05-11,,,,2025-05-11 23:16:00-07:00
1747029660000,0.4474,2.2369,0,0,1,194,63.5,75,29.89,29.9857,0,0,8772,7894800,63.5,55.43,2025-04-26T15:31:00.000Z,2025-05-11,,,,2025-05-11 23:01:00-07:00
1747028760000,0.0,1.5659,0,0,1,194,64.8,71,29.88,29.9754,0,0,8772,7894800,64.8,55.17,2025-04-26T15:31:00.000Z,2025-05-11,,,,2025-05-11 22:46:00-07:00
1747027860000,0.2237,2.2369,0,0,1,194,65.1,67,29.87,29.9653,0,0,8772,7894800,65.1,53.86,2025-04-26T15:31:00.000Z,2025-05-11,4.25,,,2025-05-11 22:31:00-07:00
1747026960000,0.2237,2.2369,0,0,1,194,65.3,68,29.87,29.9653,0,0,8772,7894800,65.3,54.46,2025-04-26T15:31:00.000Z,2025-05-11,,,,2025-05-11 22:16:00-07:00
1747026060000,2.4606,4.9213,0,0,1,194,67.6,60,29.85,29.9448,0,0,8772,7894800,67.6,53.21,2025-04-26T15:31:00.000Z,2025-05-11,,,,2025-05-11 22:01:00-07:00
1747025160000,0.8948,3.8028,0,0,1,273,72.0,36,29.84,29.934,0,0,8772,7894800,70.59,43.57,2025-04-26T15:31:00.000Z,2025-05-11,,,,2025-05-11 21:46:00-07:00
1747024260000,2.4606,5.816,0,0,1,346,73.6,28,29.83,29.9237,0,0,8772,7894800,71.98,38.47,2025-04-26T15:31:00.000Z,2025-05-11,4.26,,,2025-05-11 21:31:00-07:00
