dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,lastRain,date,batt1volts,tz,historical,local_time
1757832600000,1.1185,4.6976,0,0,1,89,64.9,87,60.93,64.9,29.85,29.9223,0,0,18694,16824600,2025-09-08T13:20:00.000Z,2025-09-13,,,,2025-09-13 23:50:00-07:00
1757831700000,1.7895,6.4871,0,0,1,71,65.1,87,61.13,65.1,29.85,29.9223,0,0,18694,16824600,2025-09-08T13:20:00.000Z,2025-09-13,,,,2025-09-13 23:35:00-07:00
1757830800000,2.0132,6.7108,0,0,1,93,64.9,87,60.93,64.9,29.84,29.9123,0,0,18694,16824600,2025-09-08T13:20:00.000Z,2025-09-13,,,,2025-09-13 23:20:00-07:00
1757829900000,1.1185,5.3686,0,0,1,68,64.9,85,60.28,64.9,29.84,29.9123,0,0,18694,16824600,2025-09-08T13:20:00.000Z,2025-09-13,4.29,,,2025-09-13 23:05:00-07:00
1757829000000,1.7895,6.0397,0,0,1,62,65.1,85,60.47,65.1,29.84,29.9123,0,0,18694,16824600,2025-09-08T13:20:00.000Z,2025-09-13,,,,2025-09-13 22:50:00-07:00
1757828100000,1.3422,6.4871,0,0,1,68,65.1,84,60.14,65.1,29.84,29.9123,0,0,18694,16824600,2025-09-08T13:20:00.000Z,2025-09-13,,,,2025-09-13 22:35:00-07:00
1757827200000,1.5659,6.4871,0,0,1,75,65.3,84,60.34,65.3,29.84,29.9123,0,0,18694,16824600,2025-09-08T13:20:00.000Z,2025-09-13,,,,2025-09-13 22:20:00-07:00
1757826300000,1.1185,4.6976,0,0,1,54,65.1,84,60.14,65.1,29.84,29.9123,0,0,18694,16824600,2025-09-08T13:20:00.000Z,2025-09-13,4.3,,,2025-09-13 22:05:00-07:00
1757825400000,0.2237,3.1317,0,0,1,77,64.9,83,59.61,64.9,29.84,29.9123,0,0,18694,16824600,2025-09-08T13:20:00.000Z,2025-09-13,,,,2025-09-13 21:50:00-07:00
1757824500000,0.6711,3.3554,0,0,1,77,65.3,82,59.66,65.3,29.83,29.9022,0,0,18694,16824600,2025-09-08T13:20:00.000Z,2025-09-13,,,,2025-09-13 21:35:00-07:00
1757823600000,1.3422,4.2502,0,0,1,77,65.7,82,60.05,65.7,29.83,29.9022,0,0,18694,16824600,2025-09-08T13:20:00.000Z,2025-09-13,,,,2025-09-13 21:20:00-07:00
1757822700000,1.7895,5.145,0,0,1,73,65.7,82,60.05,65.7,29.83,29.9022,0,0,18694,16824600,2025-09-08T13:20:00.000Z,2025-09-13,4.3,,,2025-09-13 21:05:00-07:00
1757821800000,2.0132,7.1582,0,0,1,46,65.8,83,60.49,65.8,29.83,29.9022,0,0,18694,16824600,2025-09-08T13:20:00.000Z,2025-09-13,,,,2025-09-13 20:50:00-07:00
1757820900000,1.7895,5.5923,0,0,1,69,66.0,84,61.02,66.0,29.83,29.9021,0,0,18694,16824600,2025-09-08T13:20:00.000Z,2025-09-13,,,,2025-09-13 20:35:00-07:00
1757820000000,1.3422,5.816,0,0,1,79,66.0,84,61.02,66.0,29.83,29.9021,0,0,18694,16824600,2025-09-08T13:20:00.000Z,2025-09-13,,,,2025-09-13 20:20:00-07:00
1757819100000,2.0132,7.1582,0,0,1,58,66.4,83,61.07,66.4,29.83,29.9021,0,0,18694,16824600,2025-09-08T13:20:00.000Z,2025-09-13,4.31,,,2025-09-13 20:05:00-07:00
1757818200000,2.2369,6.9345,0,0,1,65,66.4,83,61.07,66.4,29.83,29.9021,0,0,18694,16824600,2025-09-08T13:20:00.000Z,2025-09-13,,,,2025-09-13 19:50:00-07:00
1757817300000,1.7895,8.2767,0,0,1,41,66.6,82,60.93,66.6,29.82,29.892,0,0,18694,16824600,2025-09-08T13:20:00.000Z,2025-09-13,,,,2025-09-13 19:35:00-07:00
1757816400000,0.4474,3.5791,0,0,1,147,66.7,81,60.68,66.7,29.82,29.892,0,0,18694,16824600,2025-09-08T13:20:00.000Z,2025-09-13,,,,2025-09-13 19:20:00-07:00
1757815500000,0.4474,2.908,0,0,1,154,67.3,80,60.91,67.3,29.82,29.8919,12,10800,18682,16824600,2025-09-08T13:20:00.000Z,2025-09-13,4.32,,,2025-09-13 19:05:00-07:00
