dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,lastRain,date,batt1volts,local_time
1788591060000,0.0,0.0,0,0,1,284,62.4,84,57.5,29.9,29.9728,0,0,22745,20470500,62.4,2026-08-26T10:21:00.000Z,2026-09-04,,2026-09-04 23:51:00-07:00
1788590160000,0.0,1.5659,0,0,1,284,62.1,84,57.2,29.9,29.9728,0,0,22745,20470500,62.1,2026-08-26T10:21:00.000Z,2026-09-04,4.27,2026-09-04 23:36:00-07:00
1788589260000,0.0,0.0,0,0,1,284,62.4,84,57.5,29.89,29.9628,0,0,22745,20470500,62.4,2026-08-26T10:21:00.000Z,2026-09-04,,2026-09-04 23:21:00-07:00
1788588360000,0.0,0.0,0,0,1,284,62.8,84,57.89,29.9,29.9728,0,0,22745,20470500,62.8,2026-08-26T10:21:00.000Z,2026-09-04,,2026-09-04 23:06:00-07:00
1788587460000,0.0,0.0,0,0,1,284,63.3,84,58.38,29.89,29.9627,0,0,22745,20470500,63.3,2026-08-26T10:21:00.000Z,2026-09-04,,2026-09-04 22:51:00-07:00
1788586560000,0.4474,2.6843,0,0,1,284,63.9,84,58.97,29.9,29.9726,0,0,22745,20470500,63.9,2026-08-26T10:21:00.000Z,2026-09-04,4.27,2026-09-04 22:36:00-07:00
1788585660000,0.2237,1.7895,0,0,1,284,64.2,85,59.59,29.9,29.9726,0,0,22745,20470500,64.2,2026-08-26T10:21:00.000Z,2026-09-04,,2026-09-04 22:21:00-07:00
1788584760000,0.0,1.7895,0,0,1,284,64.2,85,59.59,29.9,29.9726,0,0,22745,20470500,64.2,2026-08-26T10:21:00.000Z,2026-09-04,,2026-09-04 22:06:00-07:00
1788583860000,0.0,0.0,0,0,1,284,64.4,85,59.79,29.9,29.9725,0,0,22745,20470500,64.4,2026-08-26T10:21:00.000Z,2026-09-04,,2026-09-04 21:51:00-07:00
1788582960000,0.0,0.0,0,0,1,284,64.6,85,59.98,29.9,29.9725,0,0,22745,20470500,64.6,2026-08-26T10:21:00.000Z,2026-09-04,4.28,2026-09-04 21:36:00-07:00
1788582060000,0.0,0.0,0,0,1,284,64.9,84,59.94,29.9,29.9725,0,0,22745,20470500,64.9,2026-08-26T10:21:00.000Z,2026-09-04,,2026-09-04 21:21:00-07:00
1788581160000,0.0,0.0,0,0,1,284,65.7,84,60.73,29.9,29.9723,0,0,22745,20470500,65.7,2026-08-26T10:21:00.000Z,2026-09-04,,2026-09-04 21:06:00-07:00
1788580260000,0.0,0.0,0,0,1,284,66.0,83,60.68,29.89,29.9623,0,0,22745,20470500,66.0,2026-08-26T10:21:00.000Z,2026-09-04,,2026-09-04 20:51:00-07:00
1788579360000,0.2237,3.5791,0,0,1,284,66.4,83,61.07,29.89,29.9622,0,0,22745,20470500,66.4,2026-08-26T10:21:00.000Z,2026-09-04,4.28,2026-09-04 20:36:00-07:00
1788578460000,3.5791,5.816,0,0,1,284,66.6,82,60.93,29.89,29.9622,0,0,22745,20470500,66.6,2026-08-26T10:21:00.000Z,2026-09-04,,2026-09-04 20:21:00-07:00
1788577560000,4.2502,8.053,0,0,1,283,66.7,81,60.68,29.88,29.9522,0,0,22745,20470500,66.7,2026-08-26T10:21:00.000Z,2026-09-04,,2026-09-04 20:06:00-07:00
1788576660000,4.9213,8.9477,0,0,1,271,66.7,81,60.68,29.88,29.9522,0,0,22745,20470500,66.7,2026-08-26T10:21:00.000Z,2026-09-04,,2026-09-04 19:51:00-07:00
1788575760000,5.3686,8.9477,0,0,1,273,67.1,80,60.72,29.88,29.9521,0,0,22745,20470500,67.1,2026-08-26T10:21:00.000Z,2026-09-04,4.29,2026-09-04 19:36:00-07:00
1788574860000,6.2634,11.4084,0,0,1,277,67.6,79,60.85,29.88,29.952,7,6300,22738,20470500,67.6,2026-08-26T10:21:00.000Z,2026-09-04,,2026-09-04 19:21:00-07:00
1788573960000,6.4871,12.7505,0,0,1,285,68.4,78,61.26,29.88,29.9519,28,25200,22710,20464200,68.61,2026-08-26T10:21:00.000Z,2026-09-04,,2026-09-04 19:06:00-07:00
1788573060000,7.6056,14.0927,0,0,1,281,68.9,77,61.38,29.88,29.9519,54,48600,22656,20439000,69.11,2026-08-26T10:21:00.000Z,2026-09-04,,2026-09-04 18:51:00-07:00
1788572160000,6.4871,12.0795,0,0,1,284,69.8,75,61.51,29.89,29.9618,85,76500,22571,20390400,70.01,2026-08-26T10:21:00.000Z,2026-09-04,4.3,2026-09-04 18:36:00-07:00
1788571260000,7.1582,12.7505,0,0,1,275,70.7,74,62.0,29.89,29.9616,121,108900,22450,20313900,70.95,2026-08-26T10:21:00.000Z,2026-09-04,,2026-09-04 18:21:00-07:00
1788570360000,7.3819,12.9742,0,0,1,270,71.1,73,61.99,29.89,29.9616,160,144000,22290,20205000,71.34,2026-08-26T10:21:00.000Z,2026-09-04,,2026-09-04 18:06:00-07:00
1788569460000,7.6056,13.4216,0,0,1,270,71.6,73,62.47,29.89,29.9615,200,180000,22090,20061000,71.89,2026-08-26T10:21:00.000Z,2026-09-04,,2026-09-04 17:51:00-07:00
1788568560000,7.8293,14.7638,0,0,1,271,72.0,72,62.47,29.88,29.9514,243,218700,21847,19881000,72.28,2026-08-26T10:21:00.000Z,2026-09-04,4.35,2026-09-04 17:36:00-07:00
1788567660000,8.9477,15.8822,0,0,1,272,72.1,72,62.56,29.88,29.9514,286,257400,21561,19662300,72.39,2026-08-26T10:21:00.000Z,2026-09-04,,2026-09-04 17:21:00-07:00
1788566760000,8.7241,16.3296,0,0,1,270,73.0,71,63.03,29.88,29.9513,331,297900,21230,19404900,73.34,2026-08-26T10:21:00.000Z,2026-09-04,,2026-09-04 17:06:00-07:00
1788565860000,8.053,16.777,0,0,1,268,73.8,71,63.79,29.89,29.9612,375,337500,20855,19107000,74.22,2026-08-26T10:21:00.000Z,2026-09-04,,2026-09-04 16:51:00-07:00
1788564960000,8.7241,15.6586,0,0,1,273,73.6,71,63.6,29.89,29.9613,418,376200,20437,18769500,74.0,2026-08-26T10:21:00.000Z,2026-09-04,4.34,2026-09-04 16:36:00-07:00
1788564060000,9.8425,16.3296,0,0,1,267,73.8,70,63.39,29.88,29.9512,461,414900,19976,18393300,74.17,2026-08-26T10:21:00.000Z,2026-09-04,,2026-09-04 16:21:00-07:00
1788563160000,9.8425,17.6718,0,0,1,276,73.8,70,63.39,29.88,29.9512,502,451800,19474,17978400,74.17,2026-08-26T10:21:00.000Z,2026-09-04,,2026-09-04 16:06:00-07:00
1788562260000,9.1714,18.3429,0,0,1,273,74.8,69,63.93,29.88,29.9511,541,486900,18933,17526600,75.22,2026-08-26T10:21:00.000Z,2026-09-04,,2026-09-04 15:51:00-07:00
1788561360000,9.6188,15.8822,0,0,1,269,75.0,68,63.71,29.89,29.9611,575,517500,18358,17039700,75.4,2026-08-26T10:21:00.000Z,2026-09-04,4.35,2026-09-04 15:36:00-07:00
1788560460000,8.7241,14.5401,0,0,1,266,75.6,66,63.42,29.89,29.961,609,548100,17749,16522200,75.96,2026-08-26T10:21:00.000Z,2026-09-04,,2026-09-04 15:21:00-07:00
1788559560000,8.9477,14.7638,0,0,1,266,75.2,67,63.47,29.89,29.961,641,576900,17108,15974100,75.57,2026-08-26T10:21:00.000Z,2026-09-04,,2026-09-04 15:06:00-07:00
1788558660000,8.7241,14.5401,0,0,1,264,75.7,66,63.52,29.89,29.961,670,603000,16438,15397200,76.07,2026-08-26T10:21:00.000Z,2026-09-04,,2026-09-04 14:51:00-07:00
