dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,lastRain,date,batt1volts,tz,historical,local_time
1744008600000,0.0,0.0,0,0,1,52,50.0,95,30.1,30.1751,0,0,25576,23018400,50.0,48.62,2025-04-01T21:20:00.000Z,2025-04-06,,,,2025-04-06 23:50:00-07:00
1744007700000,0.0,1.3422,0,0,1,52,50.2,94,30.1,30.175,0,0,25576,23018400,50.2,48.54,2025-04-01T21:20:00.000Z,2025-04-06,,,,2025-04-06 23:35:00-07:00
1744006800000,0.4474,3.8028,0,0,1,52,50.5,94,30.1,30.175,0,0,25576,23018400,50.5,48.84,2025-04-01T21:20:00.000Z,2025-04-06,,,,2025-04-06 23:20:00-07:00
1744005900000,0.4474,2.4606,0,0,1,85,50.9,94,30.1,30.1749,0,0,25576,23018400,50.9,49.23,2025-04-01T21:20:00.000Z,2025-04-06,4.29,,,2025-04-06 23:05:00-07:00
1744005000000,0.2237,3.1317,0,0,1,168,50.5,94,30.1,30.175,0,0,25576,23018400,50.5,48.84,2025-04-01T21:20:00.000Z,2025-04-06,,,,2025-04-06 22:50:00-07:00
1744004100000,0.0,1.1185,0,0,1,166,50.5,94,30.1,30.175,0,0,25576,23018400,50.5,48.84,2025-04-01T21:20:00.000Z,2025-04-06,,,,2025-04-06 22:35:00-07:00
1744003200000,0.2237,2.2369,0,0,1,166,50.7,93,30.11,30.185,0,0,25576,23018400,50.7,48.75,2025-04-01T21:20:00.000Z,2025-04-06,,,,2025-04-06 22:20:00-07:00
1744002300000,0.0,1.1185,0,0,1,166,51.3,92,30.11,30.1849,0,0,25576,23018400,51.3,49.06,2025-04-01T21:20:00.000Z,2025-04-06,4.3,,,2025-04-06 22:05:00-07:00
1744001400000,0.0,0.0,0,0,1,166,51.6,92,30.11,30.1849,0,0,25576,23018400,51.6,49.35,2025-04-01T21:20:00.000Z,2025-04-06,,,,2025-04-06 21:50:00-07:00
1744000500000,0.2237,2.0132,0,0,1,166,52.0,92,30.11,30.1848,0,0,25576,23018400,52.0,49.75,2025-04-01T21:20:00.000Z,2025-04-06,,,,2025-04-06 21:35:00-07:00
