dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,date,batt1volts,lastRain,local_time
1767253800000,0.4474,2.908,0.0,0.0,1,77,59.4,91,56.77,59.4,29.96,30.0566,0,0,7,501300,America/Los_Angeles,True,2025-12-31,,,2025-12-31 23:50:00-08:00
1767252900000,1.3422,5.5923,0.03,0.0,1,96,59.5,90,56.56,59.5,29.96,30.0566,0,0,7,501300,America/Los_Angeles,True,2025-12-31,,,2025-12-31 23:35:00-08:00
1767252000000,1.3422,4.0265,0.03,0.0,1,150,60.3,88,56.73,60.3,29.96,30.0565,0,0,7,501300,America/Los_Angeles,True,2025-12-31,4.1,,2025-12-31 23:20:00-08:00
1767251100000,1.7895,5.145,0.09,0.0,1,145,60.6,85,56.06,60.6,29.97,30.0664,0,0,7,501300,America/Los_Angeles,True,2025-12-31,,,2025-12-31 23:05:00-08:00
1767250200000,2.0132,6.2634,0.0,0.0,1,131,60.6,85,56.06,60.6,29.96,30.0564,0,0,7,501300,America/Los_Angeles,True,2025-12-31,,,2025-12-31 22:50:00-08:00
1767249300000,1.5659,4.2502,0.0,0.0,1,135,60.3,86,56.09,60.3,29.96,30.0565,0,0,7,501300,America/Los_Angeles,True,2025-12-31,,,2025-12-31 22:35:00-08:00
1767248400000,1.7895,4.2502,0.0,0.0,1,157,60.1,86,55.9,60.1,29.96,30.0565,0,0,7,501300,America/Los_Angeles,True,2025-12-31,4.1,,2025-12-31 22:20:00-08:00
1767247500000,2.0132,5.816,0.0,0.0,1,139,59.7,86,55.5,59.7,29.96,30.0566,0,0,7,501300,America/Los_Angeles,True,2025-12-31,,,2025-12-31 22:05:00-08:00
1767246600000,2.0132,5.5923,0.0,0.0,1,134,59.4,86,55.21,59.4,29.96,30.0566,0,0,7,501300,America/Los_Angeles,True,2025-12-31,,,2025-12-31 21:50:00-08:00
1767245700000,2.0132,5.145,0.0,0.0,1,151,59.2,88,55.65,59.2,29.96,30.0567,0,0,7,501300,America/Los_Angeles,True,2025-12-31,,,2025-12-31 21:35:00-08:00
1767244800000,1.7895,4.4739,0.0,0.0,1,134,59.0,89,55.76,59.0,29.97,30.0667,0,0,7,501300,America/Los_Angeles,True,2025-12-31,4.1,,2025-12-31 21:20:00-08:00
1767243900000,1.5659,4.0265,0.03,0.0,1,136,59.5,87,55.63,59.5,29.97,30.0667,0,0,7,501300,America/Los_Angeles,True,2025-12-31,,,2025-12-31 21:05:00-08:00
1767243000000,2.0132,5.5923,0.03,0.0,1,139,60.3,84,55.44,60.3,29.96,30.0565,0,0,7,501300,America/Los_Angeles,True,2025-12-31,,,2025-12-31 20:50:00-08:00
1767242100000,2.4606,5.145,0.0,0.0,1,151,60.4,84,55.54,60.4,29.96,30.0565,0,0,7,501300,America/Los_Angeles,True,2025-12-31,,,2025-12-31 20:35:00-08:00
1767241200000,2.4606,6.2634,0.0,0.0,1,159,60.1,84,55.25,60.1,29.96,30.0565,0,0,7,501300,America/Los_Angeles,True,2025-12-31,4.1,,2025-12-31 20:20:00-08:00
1767240300000,0.8948,4.6976,0.0,0.0,1,112,59.7,85,55.18,59.7,29.95,30.0466,0,0,7,501300,America/Los_Angeles,True,2025-12-31,,,2025-12-31 20:05:00-08:00
1767239400000,0.8948,3.8028,0.0,0.0,1,95,59.2,86,55.01,59.2,29.95,30.0466,0,0,7,501300,America/Los_Angeles,True,2025-12-31,,,2025-12-31 19:50:00-08:00
1767238500000,0.4474,2.2369,0.0,0.0,1,95,59.0,86,54.82,59.0,29.95,30.0467,0,0,7,501300,America/Los_Angeles,True,2025-12-31,,,2025-12-31 19:35:00-08:00
1767237600000,0.4474,2.0132,0.0,0.0,1,95,59.0,85,54.49,59.0,29.95,30.0467,0,0,7,501300,America/Los_Angeles,True,2025-12-31,4.1,,2025-12-31 19:20:00-08:00
1767236700000,0.8948,2.6843,0.0,0.0,1,95,59.2,83,54.04,59.2,29.95,30.0466,0,0,7,501300,America/Los_Angeles,True,2025-12-31,,,2025-12-31 19:05:00-08:00
1767235800000,1.3422,4.4739,0.0,0.0,1,107,59.0,82,53.51,59.0,29.94,30.0367,0,0,7,501300,America/Los_Angeles,True,2025-12-31,,,2025-12-31 18:50:00-08:00
1767234900000,1.7895,5.3686,0.0,0.0,1,149,58.8,83,53.65,58.8,29.94,30.0367,0,0,7,501300,America/Los_Angeles,True,2025-12-31,,,2025-12-31 18:35:00-08:00
