dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,lastRain,date,local_time
1761675420000,1.5659,4.2502,0,0,1,193,68.4,79,61.62,68.65,30,30.0951,63,11340,0,56700,2025-10-14T14:47:00.000Z,2025-10-28,2025-10-28 11:17:00-07:00
