dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,lastRain,date,batt1volts,tz,historical,local_time
1785739860000,0.8948,2.0132,0,0,1,16,64.4,87,60.44,29.8,29.8723,0,0,24480,22032000,64.4,2026-06-06T17:21:00.000Z,2026-08-02,,,,2026-08-02 23:51:00-07:00
1785738960000,0.8948,2.2369,0,0,1,16,64.8,87,60.83,29.8,29.8722,0,0,24480,22032000,64.8,2026-06-06T17:21:00.000Z,2026-08-02,4.27,,,2026-08-02 23:36:00-07:00
1785738060000,0.4474,2.0132,0,0,1,16,65.1,86,60.8,29.8,29.8722,0,0,24480,22032000,65.1,2026-06-06T17:21:00.000Z,2026-08-02,,,,2026-08-02 23:21:00-07:00
1785737160000,1.1185,2.4606,0,0,1,16,65.3,86,61.0,29.8,29.8722,0,0,24480,22032000,65.3,2026-06-06T17:21:00.000Z,2026-08-02,,,,2026-08-02 23:06:00-07:00
1785736260000,0.8948,2.4606,0,0,1,16,65.5,86,61.2,29.81,29.8822,0,0,24480,22032000,65.5,2026-06-06T17:21:00.000Z,2026-08-02,,,,2026-08-02 22:51:00-07:00
1785735360000,0.4474,2.2369,0,0,1,16,65.3,86,61.0,29.82,29.8922,0,0,24480,22032000,65.3,2026-06-06T17:21:00.000Z,2026-08-02,4.28,,,2026-08-02 22:36:00-07:00
1785734460000,0.2237,1.5659,0,0,1,16,65.3,86,61.0,29.81,29.8822,0,0,24480,22032000,65.3,2026-06-06T17:21:00.000Z,2026-08-02,,,,2026-08-02 22:21:00-07:00
1785733560000,0.0,1.3422,0,0,1,19,65.5,86,61.2,29.81,29.8822,0,0,24480,22032000,65.5,2026-06-06T17:21:00.000Z,2026-08-02,,,,2026-08-02 22:06:00-07:00
1785732660000,1.1185,3.1317,0,0,1,96,65.3,86,61.0,29.81,29.8822,0,0,24480,22032000,65.3,2026-06-06T17:21:00.000Z,2026-08-02,,,,2026-08-02 21:51:00-07:00
1785731760000,1.3422,3.3554,0,0,1,96,65.3,85,60.67,29.8,29.8722,0,0,24480,22032000,65.3,2026-06-06T17:21:00.000Z,2026-08-02,4.28,,,2026-08-02 21:36:00-07:00
1785730860000,0.4474,3.1317,0,0,1,241,65.5,85,60.87,29.8,29.8721,0,0,24480,22032000,65.5,2026-06-06T17:21:00.000Z,2026-08-02,,,,2026-08-02 21:21:00-07:00
1785729960000,0.2237,1.7895,0,0,1,255,65.5,84,60.53,29.79,29.8621,0,0,24480,22032000,65.5,2026-06-06T17:21:00.000Z,2026-08-02,,,,2026-08-02 21:06:00-07:00
1785729060000,0.0,0.0,0,0,1,255,65.7,83,60.39,29.79,29.8621,0,0,24480,22032000,65.7,2026-06-06T17:21:00.000Z,2026-08-02,,,,2026-08-02 20:51:00-07:00
1785728160000,0.0,0.0,0,0,1,255,66.2,82,60.54,29.79,29.862,0,0,24480,22032000,66.2,2026-06-06T17:21:00.000Z,2026-08-02,4.29,,,2026-08-02 20:36:00-07:00
1785727260000,0.0,0.0,0,0,1,255,66.9,82,61.22,29.8,29.8719,0,0,24480,22032000,66.9,2026-06-06T17:21:00.000Z,2026-08-02,,,,2026-08-02 20:21:00-07:00
1785726360000,0.0,1.1185,0,0,1,255,67.6,81,61.55,29.79,29.8618,2,1800,24478,22032000,67.6,2026-06-06T17:21:00.000Z,2026-08-02,,,,2026-08-02 20:06:00-07:00
