dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,lastRain,date,batt1volts,tz,historical,local_time
1789714260000,0.0,0.0,0,0,1,340,62.8,70,52.87,30.04,30.1131,0,0,18932,17038800,62.8,2026-09-08T22:06:00.000Z,2026-09-17,,,,2026-09-17 23:51:00-07:00
1789713360000,0.0,0.0,0,0,1,340,63.1,69,52.76,30.04,30.113,0,0,18932,17038800,63.1,2026-09-08T22:06:00.000Z,2026-09-17,4.27,,,2026-09-17 23:36:00-07:00
1789712460000,0.0,0.0,0,0,1,340,64.0,68,53.22,30.04,30.1129,0,0,18932,17038800,64.0,2026-09-08T22:06:00.000Z,2026-09-17,,,,2026-09-17 23:21:00-07:00
1789710660000,0.0,0.0,0,0,1,340,65.8,65,53.7,30.04,30.1127,0,0,18932,17038800,65.8,2026-09-08T22:06:00.000Z,2026-09-17,,,,2026-09-17 22:51:00-07:00
1789709760000,0.8948,3.8028,0,0,1,340,66.9,63,53.89,30.05,30.1225,0,0,18932,17038800,66.9,2026-09-08T22:06:00.000Z,2026-09-17,4.28,,,2026-09-17 22:36:00-07:00
1789708860000,2.0132,5.3686,0,0,1,340,67.5,62,54.01,30.05,30.1225,0,0,18932,17038800,67.5,2026-09-08T22:06:00.000Z,2026-09-17,,,,2026-09-17 22:21:00-07:00
1789707960000,2.4606,5.3686,0,0,1,347,67.5,62,54.01,30.05,30.1225,0,0,18932,17038800,67.5,2026-09-08T22:06:00.000Z,2026-09-17,,,,2026-09-17 22:06:00-07:00
1789707060000,2.6843,5.5923,0,0,1,348,67.1,63,54.08,30.05,30.1225,0,0,18932,17038800,67.1,2026-09-08T22:06:00.000Z,2026-09-17,,,,2026-09-17 21:51:00-07:00
1789706160000,0.8948,5.3686,0,0,1,312,66.0,66,54.31,30.05,30.1227,0,0,18932,17038800,66.0,2026-09-08T22:06:00.000Z,2026-09-17,4.28,,,2026-09-17 21:36:00-07:00
1789705260000,0.0,0.0,0,0,1,237,65.5,67,54.25,30.05,30.1227,0,0,18932,17038800,65.5,2026-09-08T22:06:00.000Z,2026-09-17,,,,2026-09-17 21:21:00-07:00
1789704360000,0.0,0.0,0,0,1,237,65.8,67,54.53,30.05,30.1227,0,0,18932,17038800,65.8,2026-09-08T22:06:00.000Z,2026-09-17,,,,2026-09-17 21:06:00-07:00
1789703460000,1.3422,2.908,0,0,1,237,66.6,66,54.88,30.04,30.1126,0,0,18932,17038800,66.6,2026-09-08T22:06:00.000Z,2026-09-17,,,,2026-09-17 20:51:00-07:00
1789702560000,0.6711,2.6843,0,0,1,237,66.4,68,55.51,30.04,30.1126,0,0,18932,17038800,66.4,2026-09-08T22:06:00.000Z,2026-09-17,4.28,,,2026-09-17 20:36:00-07:00
1789701660000,0.0,0.0,0,0,1,237,67.3,70,57.17,30.03,30.1024,0,0,18932,17038800,67.3,2026-09-08T22:06:00.000Z,2026-09-17,,,,2026-09-17 20:21:00-07:00
1789700760000,0.0,0.0,0,0,1,237,67.8,71,58.05,30.03,30.1024,0,0,18932,17038800,67.8,2026-09-08T22:06:00.000Z,2026-09-17,,,,2026-09-17 20:06:00-07:00
1789699860000,0.0,0.0,0,0,1,237,68.0,71,58.24,30.02,30.0923,0,0,18932,17038800,68.0,2026-09-08T22:06:00.000Z,2026-09-17,,,,2026-09-17 19:51:00-07:00
1789698960000,0.0,0.0,0,0,1,237,68.4,72,59.01,30.02,30.0923,0,0,18932,17038800,68.32,2026-09-08T22:06:00.000Z,2026-09-17,4.29,,,2026-09-17 19:36:00-07:00
1789698060000,0.0,1.1185,0,0,1,237,69.3,71,59.48,30.01,30.0821,0,0,18932,17038800,69.27,2026-09-08T22:06:00.000Z,2026-09-17,,,,2026-09-17 19:21:00-07:00
1789697160000,0.0,0.0,0,0,1,237,70.3,71,60.44,30.01,30.082,6,5400,18926,17038800,70.37,2026-09-08T22:06:00.000Z,2026-09-17,,,,2026-09-17 19:06:00-07:00
1789696260000,2.0132,8.5004,0,0,1,263,71.1,71,61.21,30.01,30.0819,26,23400,18900,17033400,71.25,2026-09-08T22:06:00.000Z,2026-09-17,,,,2026-09-17 18:51:00-07:00
1789695360000,4.6976,9.1714,0,0,1,249,71.4,70,61.09,30.01,30.0818,53,47700,18847,17010000,71.53,2026-09-08T22:06:00.000Z,2026-09-17,4.3,,,2026-09-17 18:36:00-07:00
1789694460000,6.4871,11.4084,0,0,1,245,71.8,69,61.07,30.01,30.0818,84,75600,18763,16962300,71.92,2026-09-08T22:06:00.000Z,2026-09-17,,,,2026-09-17 18:21:00-07:00
1789693560000,6.4871,10.7373,0,0,1,242,72.0,68,60.85,30.01,30.0818,121,108900,18642,16886700,72.1,2026-09-08T22:06:00.000Z,2026-09-17,,,,2026-09-17 18:06:00-07:00
1789692660000,6.0397,12.7505,0,0,1,243,72.3,69,61.55,30.01,30.0817,163,146700,18479,16777800,72.47,2026-09-08T22:06:00.000Z,2026-09-17,,,,2026-09-17 17:51:00-07:00
1789691760000,8.7241,13.4216,0,0,1,247,73.2,63,59.83,30.01,30.0816,206,185400,18273,16631100,73.18,2026-09-08T22:06:00.000Z,2026-09-17,4.34,,,2026-09-17 17:36:00-07:00
1789690860000,7.1582,14.3164,0,0,1,250,74.7,62,60.8,30.01,30.0814,251,225900,18022,16445700,74.78,2026-09-08T22:06:00.000Z,2026-09-17,,,,2026-09-17 17:21:00-07:00
1789689960000,6.9345,12.3031,0,0,1,258,74.7,60,59.87,30.01,30.0814,297,267300,17725,16219800,74.69,2026-09-08T22:06:00.000Z,2026-09-17,,,,2026-09-17 17:06:00-07:00
1789689060000,8.053,12.0795,0,0,1,254,74.7,59,59.4,30.01,30.0814,343,308700,17382,15952500,74.64,2026-09-08T22:06:00.000Z,2026-09-17,,,,2026-09-17 16:51:00-07:00
1789688160000,7.1582,11.8558,0,0,1,256,75.6,58,59.76,30.01,30.0813,388,349200,16994,15643800,75.59,2026-09-08T22:06:00.000Z,2026-09-17,4.34,,,2026-09-17 16:36:00-07:00
1789687260000,8.2767,14.0927,0,0,1,257,75.0,59,59.68,30.01,30.0814,431,387900,16563,15294600,74.97,2026-09-08T22:06:00.000Z,2026-09-17,,,,2026-09-17 16:21:00-07:00
1789686360000,8.2767,14.5401,0,0,1,264,75.4,59,60.06,30.01,30.0813,471,423900,16092,14906700,75.41,2026-09-08T22:06:00.000Z,2026-09-17,,,,2026-09-17 16:06:00-07:00
1789685460000,7.8293,13.4216,0,0,1,263,75.4,60,60.53,30.02,30.0913,510,459000,15582,14482800,75.46,2026-09-08T22:06:00.000Z,2026-09-17,,,,2026-09-17 15:51:00-07:00
1789684560000,8.2767,14.5401,0,0,1,260,75.6,60,60.72,30.02,30.0913,547,492300,15035,14023800,75.68,2026-09-08T22:06:00.000Z,2026-09-17,4.35,,,2026-09-17 15:36:00-07:00
1789683660000,8.053,13.6453,0,0,1,261,75.7,60,60.81,30.02,30.0913,581,522900,14454,13531500,75.79,2026-09-08T22:06:00.000Z,2026-09-17,,,,2026-09-17 15:21:00-07:00
1789682760000,8.5004,14.5401,0,0,1,259,75.9,59,60.53,30.03,30.1013,615,553500,13839,13008600,75.96,2026-09-08T22:06:00.000Z,2026-09-17,,,,2026-09-17 15:06:00-07:00
1789681860000,8.7241,14.3164,0,0,1,248,75.9,58,60.04,30.03,30.1013,645,580500,13194,12455100,75.92,2026-09-08T22:06:00.000Z,2026-09-17,,,,2026-09-17 14:51:00-07:00
1789680960000,8.2767,13.1979,0,0,1,249,76.1,59,60.71,30.04,30.1113,677,609300,12517,11874600,76.18,2026-09-08T22:06:00.000Z,2026-09-17,4.35,,,2026-09-17 14:36:00-07:00
1789680060000,8.5004,12.7505,0,0,1,247,75.4,60,60.53,30.04,30.1114,707,636300,11810,11265300,75.46,2026-09-08T22:06:00.000Z,2026-09-17,,,,2026-09-17 14:21:00-07:00
1789679160000,8.7241,12.7505,0,0,1,244,75.6,60,60.72,30.04,30.1113,721,648900,11089,10629000,75.68,2026-09-08T22:06:00.000Z,2026-09-17,,,,2026-09-17 14:06:00-07:00
1789678260000,9.1714,13.869,0,0,1,245,75.6,60,60.72,30.05,30.1214,741,666900,10348,9980100,75.68,2026-09-08T22:06:00.000Z,2026-09-17,,,,2026-09-17 13:51:00-07:00
1789677360000,8.7241,15.4349,0,0,1,250,76.5,59,61.09,30.06,30.1313,752,676800,9596,9313200,76.62,2026-09-08T22:06:00.000Z,2026-09-17,4.36,,,2026-09-17 13:36:00-07:00
1789674660000,8.2767,12.5268,0,0,1,244,75.0,62,61.08,30.07,30.1415,750,675000,8846,8636400,75.11,2026-09-08T22:06:00.000Z,2026-09-17,,,,2026-09-17 12:51:00-07:00
1789673760000,7.3819,11.1847,0,0,1,241,74.5,62,60.61,30.07,30.1416,607,546300,8239,7961400,74.56,2026-09-08T22:06:00.000Z,2026-09-17,,,,2026-09-17 12:36:00-07:00
