dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,lastRain,date,tz,historical,batt1volts,local_time
1756699320000,1.1185,2.6843,0,0,1,217,68.0,91,65.27,68.0,29.88,29.9748,0,0,0,0,2025-04-26T15:31:00.000Z,2025-08-31,,,,2025-08-31 21:02:00-07:00
1756698420000,0.8948,2.6843,0,0,1,217,68.0,90,64.95,68.0,29.88,29.9748,0,0,8416,7574400,,2025-08-31,America/Los_Angeles,True,,2025-08-31 20:47:00-07:00
1756697520000,0.4474,2.2369,0,0,1,217,68.2,90,65.15,68.95,29.88,29.9748,0,0,8416,7574400,,2025-08-31,America/Los_Angeles,True,4.34,2025-08-31 20:32:00-07:00
1756696620000,0.0,1.3422,0,0,1,217,68.2,90,65.15,68.95,29.88,29.9748,0,0,8416,7574400,,2025-08-31,America/Los_Angeles,True,,2025-08-31 20:17:00-07:00
1756695720000,0.8948,2.908,0,0,1,217,68.4,89,65.03,69.12,29.88,29.9747,0,0,8415,7574400,,2025-08-31,America/Los_Angeles,True,,2025-08-31 20:02:00-07:00
1756694820000,1.3422,2.908,0,0,1,217,68.5,89,65.12,69.23,29.87,29.9647,0,0,8415,7574400,,2025-08-31,America/Los_Angeles,True,,2025-08-31 19:47:00-07:00
1756693920000,0.4474,2.4606,0,0,1,217,68.7,88,65.0,69.41,29.87,29.9647,0,0,8415,7574400,,2025-08-31,America/Los_Angeles,True,4.34,2025-08-31 19:32:00-07:00
1756693020000,0.6711,3.3554,0,0,1,217,69.1,87,65.06,69.8,29.87,29.9646,1,180,8400,7574400,,2025-08-31,America/Los_Angeles,True,,2025-08-31 19:17:00-07:00
1756692120000,1.3422,3.5791,0,0,1,217,69.3,87,65.26,70.02,29.87,29.9645,4,720,8393,7573500,,2025-08-31,America/Los_Angeles,True,,2025-08-31 19:02:00-07:00
1756691220000,1.7895,4.4739,0,0,1,217,69.6,86,65.22,70.3,29.87,29.9645,7,1260,8322,7569900,,2025-08-31,America/Los_Angeles,True,,2025-08-31 18:47:00-07:00
1756690320000,1.7895,5.145,0,0,1,217,70.2,85,65.47,70.92,29.87,29.9644,11,1980,8322,7563600,,2025-08-31,America/Los_Angeles,True,4.34,2025-08-31 18:32:00-07:00
1756689420000,1.5659,5.3686,0,0,1,217,70.5,84,65.42,71.2,29.87,29.9643,14,2520,8301,7553700,,2025-08-31,America/Los_Angeles,True,,2025-08-31 18:17:00-07:00
1756688520000,2.0132,4.4739,0,0,1,217,70.7,84,65.62,71.42,29.87,29.9643,18,3240,8301,7541100,,2025-08-31,America/Los_Angeles,True,,2025-08-31 18:02:00-07:00
1756687620000,2.4606,4.6976,0,0,1,217,71.2,82,65.41,71.87,29.87,29.9642,21,3780,8269,7524900,,2025-08-31,America/Los_Angeles,True,,2025-08-31 17:47:00-07:00
1756686720000,2.4606,5.5923,0,0,1,217,71.8,82,66.0,72.53,29.87,29.9641,39,7020,8269,7506000,,2025-08-31,America/Los_Angeles,True,4.36,2025-08-31 17:32:00-07:00
1756685820000,2.2369,5.145,0,0,1,216,72.0,82,66.19,72.75,29.88,29.9741,32,5760,8140,7470900,,2025-08-31,America/Los_Angeles,True,,2025-08-31 17:17:00-07:00
1756684920000,2.4606,5.5923,0,0,1,228,72.0,84,66.89,72.85,29.88,29.9741,30,5400,8098,7442100,,2025-08-31,America/Los_Angeles,True,,2025-08-31 17:02:00-07:00
1756684020000,2.2369,5.145,0,0,1,230,72.7,84,67.58,73.62,29.88,29.974,52,9360,8098,7415100,,2025-08-31,America/Los_Angeles,True,,2025-08-31 16:47:00-07:00
1756683120000,1.7895,5.5923,0,0,1,230,73.4,84,68.26,74.39,29.88,29.9738,47,8460,7989,7368300,,2025-08-31,America/Los_Angeles,True,4.38,2025-08-31 16:32:00-07:00
1756682220000,1.7895,4.2502,0,0,1,230,74.1,82,68.24,75.06,29.88,29.9737,42,7560,7704,7326000,,2025-08-31,America/Los_Angeles,True,,2025-08-31 16:17:00-07:00
1756681320000,1.7895,4.2502,0,0,1,230,75.2,80,68.59,76.18,29.88,29.9735,45,8100,7704,7288200,,2025-08-31,America/Los_Angeles,True,,2025-08-31 16:02:00-07:00
1756680420000,2.0132,6.0397,0,0,1,221,75.9,79,68.91,76.9,29.87,29.9634,64,11520,7704,7247700,,2025-08-31,America/Los_Angeles,True,,2025-08-31 15:47:00-07:00
1756679520000,2.4606,5.145,0,0,1,217,75.7,79,68.71,76.68,29.87,29.9634,285,51300,6269,7190100,,2025-08-31,America/Los_Angeles,True,4.52,2025-08-31 15:32:00-07:00
1756678620000,2.6843,4.6976,0,0,1,217,75.6,80,68.98,76.62,29.88,29.9735,666,119880,6038,6933600,,2025-08-31,America/Los_Angeles,True,,2025-08-31 15:17:00-07:00
1756677720000,0.8948,2.6843,0,0,1,217,75.2,80,68.59,76.18,29.88,29.9735,701,126180,5919,6334200,,2025-08-31,America/Los_Angeles,True,,2025-08-31 15:02:00-07:00
1756676820000,2.0132,4.6976,0,0,1,217,75.0,81,68.76,76.01,29.89,29.9836,231,41580,5919,5703300,,2025-08-31,America/Los_Angeles,True,,2025-08-31 14:47:00-07:00
1756675920000,2.908,4.4739,0,0,1,217,75.2,80,68.59,76.18,29.9,29.9936,68,12240,5919,5495400,,2025-08-31,America/Los_Angeles,True,4.4,2025-08-31 14:32:00-07:00
1756675020000,2.6843,4.6976,0,0,1,217,75.7,78,68.34,76.64,29.9,29.9935,53,9540,5919,5434200,,2025-08-31,America/Los_Angeles,True,,2025-08-31 14:17:00-07:00
1756674120000,1.7895,4.4739,0,0,1,217,76.1,78,68.73,77.08,29.9,29.9934,66,11880,5919,5386500,,2025-08-31,America/Los_Angeles,True,,2025-08-31 14:02:00-07:00
1756673220000,2.4606,4.4739,0,0,1,217,76.1,78,68.73,77.08,29.9,29.9934,57,10260,4720,5327100,,2025-08-31,America/Los_Angeles,True,,2025-08-31 13:47:00-07:00
1756672320000,2.0132,4.2502,0,0,1,217,76.5,77,68.74,77.47,29.91,30.0034,65,11700,4041,5275800,,2025-08-31,America/Los_Angeles,True,4.42,2025-08-31 13:32:00-07:00
1756671420000,2.6843,4.0265,0,0,1,217,76.5,77,68.74,77.47,29.91,30.0034,59,10620,4041,5217300,,2025-08-31,America/Los_Angeles,True,,2025-08-31 13:17:00-07:00
1756670520000,2.0132,4.2502,0,0,1,217,76.5,77,68.74,77.47,29.91,30.0034,499,89820,3436,5164200,,2025-08-31,America/Los_Angeles,True,,2025-08-31 13:02:00-07:00
1756669620000,1.1185,3.5791,0,0,1,245,75.6,79,68.61,76.57,29.91,30.0036,519,93420,3436,4715100,,2025-08-31,America/Los_Angeles,True,,2025-08-31 12:47:00-07:00
1756668720000,1.7895,3.8028,0,0,1,210,74.8,80,68.2,75.74,29.91,30.0037,679,122220,3368,4248000,,2025-08-31,America/Los_Angeles,True,4.64,2025-08-31 12:32:00-07:00
1756667820000,2.0132,3.5791,0,0,1,210,74.1,81,67.88,75.02,29.92,30.0138,605,108900,3368,3636900,,2025-08-31,America/Los_Angeles,True,,2025-08-31 12:17:00-07:00
1756666920000,2.2369,4.0265,0,0,1,210,73.9,81,67.69,74.8,29.93,30.0239,68,12240,3368,3092400,,2025-08-31,America/Los_Angeles,True,,2025-08-31 12:02:00-07:00
1756666020000,2.2369,3.8028,0,0,1,210,73.6,81,67.4,74.47,29.93,30.024,101,18180,1172,3031200,,2025-08-31,America/Los_Angeles,True,,2025-08-31 11:47:00-07:00
1756665120000,1.5659,4.0265,0,0,1,210,73.2,82,67.36,74.07,29.93,30.024,85,15300,1172,2940300,,2025-08-31,America/Los_Angeles,True,4.45,2025-08-31 11:32:00-07:00
1756664220000,1.5659,4.2502,0,0,1,210,73.0,83,67.52,73.9,29.93,30.0241,175,31500,1172,2863800,,2025-08-31,America/Los_Angeles,True,,2025-08-31 11:17:00-07:00
1756663320000,2.0132,3.5791,0,0,1,210,72.7,83,67.23,73.57,29.92,30.0141,441,79380,1172,2706300,,2025-08-31,America/Los_Angeles,True,,2025-08-31 11:02:00-07:00
1756662420000,2.2369,3.3554,0,0,1,210,72.3,84,67.18,73.18,29.92,30.0142,283,50940,1172,2309400,,2025-08-31,America/Los_Angeles,True,,2025-08-31 10:47:00-07:00
1756661520000,2.2369,3.1317,0,0,1,210,72.3,83,66.84,73.13,29.92,30.0142,520,93600,1172,2054700,,2025-08-31,America/Los_Angeles,True,4.67,2025-08-31 10:32:00-07:00
1756660620000,1.7895,3.1317,0,0,1,210,71.4,85,66.65,72.24,29.92,30.0143,591,106380,1172,1586700,,2025-08-31,America/Los_Angeles,True,,2025-08-31 10:17:00-07:00
1756659720000,2.0132,3.8028,0,0,1,231,70.3,86,65.91,71.07,29.93,30.0246,550,99000,67,1054800,,2025-08-31,America/Los_Angeles,True,,2025-08-31 10:02:00-07:00
1756658820000,2.0132,2.908,0,0,1,241,70.3,85,65.57,71.03,29.93,30.0246,156,28080,67,559800,,2025-08-31,America/Los_Angeles,True,,2025-08-31 09:47:00-07:00
1756657920000,1.5659,2.6843,0,0,1,241,70.0,85,65.28,70.7,29.93,30.0246,87,15660,67,419400,,2025-08-31,America/Los_Angeles,True,4.38,2025-08-31 09:32:00-07:00
1756657020000,1.5659,2.6843,0,0,1,241,69.4,85,64.69,70.04,29.93,30.0247,129,23220,67,341100,,2025-08-31,America/Los_Angeles,True,,2025-08-31 09:17:00-07:00
1756656120000,1.5659,2.4606,0,0,1,241,68.7,87,64.67,69.36,29.93,30.0248,122,21960,67,225000,,2025-08-31,America/Los_Angeles,True,,2025-08-31 09:02:00-07:00
1756655220000,0.2237,2.0132,0,0,1,241,66.9,90,63.87,66.9,29.93,30.0252,37,6660,67,115200,,2025-08-31,America/Los_Angeles,True,,2025-08-31 08:47:00-07:00
1756654320000,0.0,0.0,0,0,1,241,64.8,92,62.42,64.8,29.93,30.0255,24,4320,67,81900,,2025-08-31,America/Los_Angeles,True,4.29,2025-08-31 08:32:00-07:00
