dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,date,lastRain,batt1volts,local_time
1763970660000,0.0,0.0,0,0,1,76,53.6,95,52.2,53.6,30.11,30.1846,0,0,0,12187800,America/Los_Angeles,True,2025-11-23,,,2025-11-23 23:51:00-08:00
1763969760000,0.0,1.3422,0,0,1,76,54.0,95,52.6,54.0,30.11,30.1845,0,0,13542,12187800,,,2025-11-23,2025-11-22T17:21:00.000Z,,2025-11-23 23:36:00-08:00
1763968860000,0.0,1.5659,0,0,1,76,54.3,95,52.9,54.3,30.1,30.1744,0,0,13542,12187800,,,2025-11-23,2025-11-22T17:21:00.000Z,4.26,2025-11-23 23:21:00-08:00
1763967960000,0.2237,1.5659,0,0,1,76,54.3,95,52.9,54.3,30.1,30.1744,0,0,13542,12187800,America/Los_Angeles,True,2025-11-23,,,2025-11-23 23:06:00-08:00
1763967060000,0.2237,2.0132,0,0,1,76,54.7,95,53.3,54.7,30.11,30.1844,0,0,13542,12187800,,,2025-11-23,2025-11-22T17:21:00.000Z,,2025-11-23 22:51:00-08:00
1763966160000,0.0,1.7895,0,0,1,76,54.5,95,53.1,54.5,30.11,30.1844,0,0,13542,12187800,,,2025-11-23,2025-11-22T17:21:00.000Z,,2025-11-23 22:36:00-08:00
1763965260000,0.4474,2.4606,0,0,1,76,54.5,94,52.81,54.5,30.11,30.1844,0,0,13542,12187800,,,2025-11-23,2025-11-22T17:21:00.000Z,4.27,2025-11-23 22:21:00-08:00
1763963460000,0.2237,2.0132,0,0,1,76,54.9,94,53.2,54.9,30.1,30.1744,0,0,13542,12187800,,,2025-11-23,2025-11-22T17:21:00.000Z,,2025-11-23 21:51:00-08:00
1763962560000,0.0,1.3422,0,0,1,76,54.5,94,52.81,54.5,30.1,30.1744,0,0,13542,12187800,,,2025-11-23,2025-11-22T17:21:00.000Z,,2025-11-23 21:36:00-08:00
1763961660000,0.2237,2.2369,0,0,1,76,54.7,93,52.72,54.7,30.1,30.1744,0,0,13542,12187800,,,2025-11-23,2025-11-22T17:21:00.000Z,4.27,2025-11-23 21:21:00-08:00
1763960760000,0.0,0.0,0,0,1,76,54.9,93,52.91,54.9,30.09,30.1643,0,0,13542,12187800,,,2025-11-23,2025-11-22T17:21:00.000Z,,2025-11-23 21:06:00-08:00
1763959860000,0.0,1.3422,0,0,1,76,55.4,93,53.41,55.4,30.09,30.1643,0,0,13542,12187800,,,2025-11-23,2025-11-22T17:21:00.000Z,,2025-11-23 20:51:00-08:00
1763958960000,0.2237,2.0132,0,0,1,76,55.8,93,53.81,55.8,30.09,30.1642,0,0,13542,12187800,,,2025-11-23,2025-11-22T17:21:00.000Z,,2025-11-23 20:36:00-08:00
1763958060000,0.4474,2.6843,0,0,1,76,55.8,93,53.81,55.8,30.08,30.1542,0,0,13542,12187800,,,2025-11-23,2025-11-22T17:21:00.000Z,4.28,2025-11-23 20:21:00-08:00
1763957160000,0.4474,2.4606,0,0,1,76,55.6,92,53.31,55.6,30.08,30.1542,0,0,13542,12187800,,,2025-11-23,2025-11-22T17:21:00.000Z,,2025-11-23 20:06:00-08:00
1763956260000,0.4474,3.1317,0,0,1,76,55.9,92,53.61,55.9,30.08,30.1542,0,0,13542,12187800,America/Los_Angeles,True,2025-11-23,,,2025-11-23 19:51:00-08:00
1763955360000,0.0,2.0132,0,0,1,76,55.6,92,53.31,55.6,30.08,30.1542,0,0,13542,12187800,,,2025-11-23,2025-11-22T17:21:00.000Z,,2025-11-23 19:36:00-08:00
1763954460000,0.0,0.8948,0,0,1,76,55.8,92,53.51,55.8,30.07,30.1442,0,0,13542,12187800,,,2025-11-23,2025-11-22T17:21:00.000Z,4.29,2025-11-23 19:21:00-08:00
1763953560000,0.0,0.0,0,0,1,76,56.7,91,54.1,56.7,30.08,30.1541,0,0,13542,12187800,,,2025-11-23,2025-11-22T17:21:00.000Z,,2025-11-23 19:06:00-08:00
1763952660000,0.0,1.3422,0,0,1,76,57.2,91,54.6,57.2,30.07,30.144,0,0,13542,12187800,,,2025-11-23,2025-11-22T17:21:00.000Z,,2025-11-23 18:51:00-08:00
1763951760000,0.0,2.0132,0,0,1,76,57.9,90,54.98,57.9,30.06,30.1338,0,0,13542,12187800,,,2025-11-23,2025-11-22T17:21:00.000Z,,2025-11-23 18:36:00-08:00
1763950860000,0.2237,2.908,0,0,1,76,58.5,90,55.58,58.5,30.06,30.1337,0,0,13542,12187800,,,2025-11-23,2025-11-22T17:21:00.000Z,4.3,2025-11-23 18:21:00-08:00
1763949960000,0.2237,2.6843,0,0,1,76,59.0,90,56.07,59.0,30.06,30.1337,0,0,13542,12187800,,,2025-11-23,2025-11-22T17:21:00.000Z,,2025-11-23 18:06:00-08:00
1763949060000,0.4474,3.8028,0,0,1,76,59.7,89,56.45,59.7,30.06,30.1336,0,0,13542,12187800,,,2025-11-23,2025-11-22T17:21:00.000Z,,2025-11-23 17:51:00-08:00
1763948160000,0.8948,2.908,0,0,1,76,60.3,88,56.73,60.3,30.06,30.1335,0,0,13542,12187800,,,2025-11-23,2025-11-22T17:21:00.000Z,,2025-11-23 17:36:00-08:00
1763947260000,0.4474,2.0132,0,0,1,76,60.6,87,56.71,60.6,30.06,30.1334,0,0,13542,12187800,,,2025-11-23,2025-11-22T17:21:00.000Z,4.31,2025-11-23 17:21:00-08:00
1763946360000,0.4474,2.4606,0,0,1,76,61.2,85,56.65,61.2,30.06,30.1334,0,0,13542,12187800,,,2025-11-23,2025-11-22T17:21:00.000Z,,2025-11-23 17:06:00-08:00
1763945460000,1.1185,2.4606,0,0,1,76,61.7,81,55.81,61.7,30.05,30.1233,10,9000,13493,12152700,,,2025-11-23,2025-11-22T17:21:00.000Z,,2025-11-23 16:51:00-08:00
1763944560000,0.6711,3.1317,0,0,1,76,63.9,75,55.82,63.9,30.05,30.123,39,35100,13503,12178800,America/Los_Angeles,True,2025-11-23,,,2025-11-23 16:36:00-08:00
1763943660000,1.1185,2.6843,0,0,1,76,64.8,72,55.56,64.8,30.04,30.1128,71,63900,13422,12143700,,,2025-11-23,2025-11-22T17:21:00.000Z,,2025-11-23 16:21:00-08:00
1763942760000,0.8948,3.8028,0,0,1,81,65.3,73,56.42,65.3,30.04,30.1127,105,94500,13317,12079800,,,2025-11-23,2025-11-22T17:21:00.000Z,,2025-11-23 16:06:00-08:00
1763941860000,0.4474,2.0132,0,0,1,131,65.1,78,58.06,65.1,30.04,30.1128,143,128700,13174,11985300,,,2025-11-23,2025-11-22T17:21:00.000Z,,2025-11-23 15:51:00-08:00
1763940960000,0.4474,2.6843,0,0,1,94,65.3,78,58.26,65.3,30.03,30.1027,181,162900,12771,11656800,,,2025-11-23,2025-11-22T17:21:00.000Z,4.36,2025-11-23 15:36:00-08:00
1763940060000,0.4474,2.908,0,0,1,94,64.9,79,58.23,64.9,30.03,30.1028,222,199800,12952,11693700,America/Los_Angeles,True,2025-11-23,,,2025-11-23 15:21:00-08:00
1763939160000,2.0132,4.9213,0,0,1,132,65.3,79,58.61,65.3,30.02,30.0927,261,234900,12510,11493900,,,2025-11-23,2025-11-22T17:21:00.000Z,,2025-11-23 15:06:00-08:00
1763938260000,4.6976,7.1582,0,0,1,156,65.1,81,59.12,65.1,30.02,30.0927,298,268200,12212,11259000,,,2025-11-23,2025-11-22T17:21:00.000Z,,2025-11-23 14:51:00-08:00
1763937360000,5.145,9.1714,0,0,1,156,65.8,80,59.45,65.8,30.02,30.0926,335,301500,11877,10990800,,,2025-11-23,2025-11-22T17:21:00.000Z,4.36,2025-11-23 14:36:00-08:00
1763936460000,4.9213,7.6056,0,0,1,161,66.2,78,59.13,66.2,30.01,30.0825,368,331200,11509,10689300,,,2025-11-23,2025-11-22T17:21:00.000Z,,2025-11-23 14:21:00-08:00
1763935560000,4.4739,7.3819,0,0,1,166,66.0,78,58.94,66.0,30.01,30.0826,399,359100,11110,10358100,,,2025-11-23,2025-11-22T17:21:00.000Z,,2025-11-23 14:06:00-08:00
1763934660000,4.2502,6.9345,0,0,1,161,65.8,79,59.1,65.8,30.01,30.0826,429,386100,10681,9999000,,,2025-11-23,2025-11-22T17:21:00.000Z,,2025-11-23 13:51:00-08:00
1763933760000,4.2502,6.9345,0,0,1,159,66.0,79,59.29,66.0,30.01,30.0826,456,410400,10225,9612900,,,2025-11-23,2025-11-22T17:21:00.000Z,4.37,2025-11-23 13:36:00-08:00
1763932860000,3.8028,6.2634,0,0,1,163,66.0,79,59.29,66.0,30.01,30.0826,479,431100,9746,9202500,,,2025-11-23,2025-11-22T17:21:00.000Z,,2025-11-23 13:21:00-08:00
1763931960000,3.5791,6.4871,0,0,1,182,66.0,79,59.29,66.0,30.01,30.0826,500,450000,9246,8771400,,,2025-11-23,2025-11-22T17:21:00.000Z,,2025-11-23 13:06:00-08:00
1763931060000,3.8028,6.2634,0,0,1,174,66.2,78,59.13,66.2,30.01,30.0825,518,466200,8728,8321400,,,2025-11-23,2025-11-22T17:21:00.000Z,,2025-11-23 12:51:00-08:00
1763930160000,4.6976,7.6056,0,0,1,163,66.0,78,58.94,66.0,30.02,30.0926,531,477900,8197,7855200,,,2025-11-23,2025-11-22T17:21:00.000Z,4.36,2025-11-23 12:36:00-08:00
1763929260000,4.6976,7.6056,0,0,1,168,66.7,76,58.89,66.7,30.02,30.0925,541,486900,7656,7377300,,,2025-11-23,2025-11-22T17:21:00.000Z,,2025-11-23 12:21:00-08:00
1763928360000,4.9213,9.3951,0,0,1,157,66.7,75,58.52,66.7,30.02,30.0925,547,492300,7109,6890400,,,2025-11-23,2025-11-22T17:21:00.000Z,,2025-11-23 12:06:00-08:00
1763927460000,5.3686,9.3951,0,0,1,163,66.9,75,58.71,66.9,30.02,30.0925,550,495000,6559,6398100,,,2025-11-23,2025-11-22T17:21:00.000Z,,2025-11-23 11:51:00-08:00
1763926560000,5.816,8.5004,0,0,1,162,66.9,75,58.71,66.9,30.02,30.0925,550,495000,6009,5903100,,,2025-11-23,2025-11-22T17:21:00.000Z,4.37,2025-11-23 11:36:00-08:00
1763925660000,5.3686,8.5004,0,0,1,165,68.4,70,58.22,68.23,30.03,30.1023,544,489600,5465,5408100,,,2025-11-23,2025-11-22T17:21:00.000Z,,2025-11-23 11:21:00-08:00
