dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,lastRain,date,tz,historical,local_time
1753208160000,2.4606,4.6976,0,0,1,199,64.0,87,4.35,60.05,64.0,30.02,30.116,202,36360,0,181800,2025-04-26T15:31:00.000Z,2025-07-22,,,2025-07-22 11:16:00-07:00
1753207260000,1.7895,3.8028,0,0,1,199,64.2,87,,60.25,64.2,30.02,30.1159,170,30600,1106,1454400,,2025-07-22,America/Los_Angeles,True,2025-07-22 11:01:00-07:00
1753206360000,1.7895,3.8028,0,0,1,199,63.9,88,,60.27,63.9,30.02,30.116,183,32940,818,1301400,,2025-07-22,America/Los_Angeles,True,2025-07-22 10:46:00-07:00
1753205460000,2.2369,4.4739,0,0,1,199,63.7,88,,60.08,63.7,30.02,30.116,181,32580,953,1136700,,2025-07-22,America/Los_Angeles,True,2025-07-22 10:31:00-07:00
1753204560000,1.5659,4.0265,0,0,1,199,63.3,89,4.3,60.0,63.3,30.02,30.1161,178,32040,818,973800,,2025-07-22,America/Los_Angeles,True,2025-07-22 10:16:00-07:00
1753203660000,2.2369,5.145,0,0,1,199,63.3,89,,60.0,63.3,30.01,30.1061,153,27540,721,813600,,2025-07-22,America/Los_Angeles,True,2025-07-22 10:01:00-07:00
1753202760000,0.8948,3.5791,0,0,1,199,63.1,89,,59.8,63.1,30.01,30.1061,135,24300,721,675900,,2025-07-22,America/Los_Angeles,True,2025-07-22 09:46:00-07:00
1753201860000,0.4474,2.908,0,0,1,199,63.0,89,,59.7,63.0,30.01,30.1061,127,22860,332,554400,,2025-07-22,America/Los_Angeles,True,2025-07-22 09:31:00-07:00
1753200960000,0.4474,3.8028,0,0,1,214,62.6,89,4.26,59.31,62.6,30.01,30.1062,97,17460,332,440100,,2025-07-22,America/Los_Angeles,True,2025-07-22 09:16:00-07:00
1753200060000,0.0,1.5659,0,0,1,311,62.1,90,,59.13,62.1,30.01,30.1063,90,16200,278,352800,,2025-07-22,America/Los_Angeles,True,2025-07-22 09:01:00-07:00
1753199160000,0.2237,2.0132,0,0,1,311,61.5,91,,58.85,61.5,30.01,30.1064,78,14040,278,271800,,2025-07-22,America/Los_Angeles,True,2025-07-22 08:46:00-07:00
1753198260000,0.0,1.3422,0,0,1,311,61.0,93,,58.96,61.0,30.0,30.0965,54,9720,278,201600,,2025-07-22,America/Los_Angeles,True,2025-07-22 08:31:00-07:00
1753197360000,0.2237,2.0132,0,0,1,311,60.3,95,4.25,58.86,60.3,30.0,30.0966,53,9540,278,153000,,2025-07-22,America/Los_Angeles,True,2025-07-22 08:16:00-07:00
1753196460000,0.0,0.0,0,0,1,311,59.4,96,,58.26,59.4,29.99,30.0867,41,7380,246,105300,,2025-07-22,America/Los_Angeles,True,2025-07-22 08:01:00-07:00
1753195560000,0.0,0.0,0,0,1,311,58.8,97,,57.95,58.8,29.99,30.0868,32,5760,202,68400,,2025-07-22,America/Los_Angeles,True,2025-07-22 07:46:00-07:00
1753194660000,0.0,0.0,0,0,1,311,58.5,98,,57.94,58.5,29.99,30.0869,22,3960,202,39600,,2025-07-22,America/Los_Angeles,True,2025-07-22 07:31:00-07:00
1753193760000,0.0,0.0,0,0,1,311,58.1,98,4.24,57.54,58.1,29.98,30.0769,12,2160,202,19800,,2025-07-22,America/Los_Angeles,True,2025-07-22 07:16:00-07:00
1753192860000,0.0,0.0,0,0,1,311,57.7,98,,57.14,57.7,29.98,30.077,6,1080,202,9000,,2025-07-22,America/Los_Angeles,True,2025-07-22 07:01:00-07:00
1753191960000,0.0,0.0,0,0,1,311,57.6,99,,57.32,57.6,29.98,30.077,4,720,202,3600,,2025-07-22,America/Los_Angeles,True,2025-07-22 06:46:00-07:00
1753191060000,0.6711,2.0132,0,0,1,311,57.2,99,,56.92,57.2,29.98,30.0771,0,0,202,0,,2025-07-22,America/Los_Angeles,True,2025-07-22 06:31:00-07:00
