dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,lastRain,date,tz,historical,local_time
1748587560000,0.0,0.0,0,0,1,203,55.6,89,4.28,29.96,30.0574,0,0,8158,7342200,55.6,52.41,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 23:46:00-07:00
1748586660000,0.0,0.0,0,0,1,203,55.6,89,,29.96,30.0574,0,0,8158,7342200,55.6,52.41,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 23:31:00-07:00
1748585760000,0.0,0.0,0,0,1,203,55.6,88,,29.96,30.0574,0,0,8158,7342200,55.6,52.1,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 23:16:00-07:00
1748584860000,0.0,0.0,0,0,1,203,56.1,88,,29.95,30.0472,0,0,8158,7342200,56.1,52.59,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 23:01:00-07:00
1748583960000,0.0,0.0,0,0,1,203,56.3,88,4.28,29.95,30.0472,0,0,8158,7342200,56.3,52.79,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 22:46:00-07:00
1748583060000,0.0,0.0,0,0,1,203,56.3,85,,29.94,30.0372,0,0,8158,7342200,56.3,51.85,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 22:31:00-07:00
1748582160000,0.0,0.0,0,0,1,203,56.7,85,,29.95,30.0471,0,0,8158,7342200,56.7,52.24,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 22:16:00-07:00
1748581260000,0.0,0.0,0,0,1,203,57.2,85,,29.95,30.047,0,0,8158,7342200,57.2,52.73,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 22:01:00-07:00
1748580360000,0.0,0.0,0,0,1,203,57.7,86,4.29,29.95,30.0469,0,0,8158,7342200,57.7,53.54,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 21:46:00-07:00
1748579460000,0.0,0.0,0,0,1,203,57.9,85,,29.95,30.0469,0,0,8158,7342200,57.9,53.42,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 21:31:00-07:00
1748578560000,0.0,0.0,0,0,1,203,58.5,85,,29.93,30.0267,0,0,8158,7342200,58.5,54.0,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 21:16:00-07:00
1748577660000,0.0,0.0,0,0,1,203,58.8,86,,29.94,30.0367,0,0,8158,7342200,58.8,54.62,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 21:01:00-07:00
1748576760000,0.0,1.5659,0,0,1,203,59.2,86,4.29,29.94,30.0366,0,0,8158,7342200,59.2,55.01,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 20:46:00-07:00
1748575860000,0.0,1.7895,0,0,1,203,59.5,86,,29.93,30.0265,0,0,8158,7342200,59.5,55.31,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 20:31:00-07:00
1748574960000,0.0,0.0,0,0,1,203,59.9,86,,29.93,30.0265,0,0,8158,7342200,59.9,55.7,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 20:16:00-07:00
1748574060000,0.0,0.0,0,0,1,203,60.3,84,,29.93,30.0264,1,480,8157,7342200,60.3,55.44,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 20:01:00-07:00
1748573160000,0.8948,2.2369,0,0,1,203,60.6,83,4.29,29.93,30.0263,4,1680,8153,7341300,60.6,55.41,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 19:46:00-07:00
1748572260000,1.1185,2.4606,0,0,1,203,61.0,82,,29.93,30.0262,7,3360,8146,7337700,61.0,55.46,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 19:31:00-07:00
1748571360000,0.6711,2.2369,0,0,1,203,61.2,82,,29.92,30.0162,11,4620,8135,7331400,61.2,55.66,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 19:16:00-07:00
1748570460000,0.8948,2.4606,0,0,1,203,61.3,80,,29.92,30.0162,15,7200,8120,7321500,61.3,55.07,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 19:01:00-07:00
1748569560000,1.3422,2.4606,0,0,1,203,61.5,79,4.3,29.92,30.0161,26,10920,8094,7308000,61.5,54.92,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 18:46:00-07:00
1748568660000,1.1185,2.6843,0,0,1,203,61.9,79,,29.93,30.0261,23,11040,8071,7284600,61.9,55.31,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 18:31:00-07:00
1748567760000,1.1185,2.4606,0,0,1,203,62.1,78,,29.93,30.026,27,11340,8044,7263900,62.1,55.15,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 18:16:00-07:00
1748566860000,1.5659,3.5791,0,0,1,203,62.4,77,,29.93,30.026,32,15360,8012,7239600,62.4,55.09,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 18:01:00-07:00
1748565960000,2.0132,3.1317,0,0,1,203,62.6,76,4.31,29.93,30.026,34,14280,7978,7210800,62.6,54.92,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 17:46:00-07:00
1748565060000,1.7895,3.1317,0,0,1,203,63.3,76,,29.93,30.0258,44,21120,7934,7180200,63.3,55.6,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 17:31:00-07:00
1748564160000,2.2369,3.5791,0,0,1,203,63.3,77,,29.94,30.0359,40,16800,7894,7140600,63.3,55.96,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 17:16:00-07:00
1748563260000,1.5659,2.908,0,0,1,203,63.9,75,,29.94,30.0357,46,22080,7848,7104600,63.9,55.82,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 17:01:00-07:00
1748562360000,1.7895,3.5791,0,0,1,203,63.7,75,4.31,29.94,30.0358,50,21000,7798,7063200,63.7,55.62,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 16:46:00-07:00
1748561460000,2.4606,4.0265,0,0,1,203,63.3,76,,29.94,30.0359,51,24480,7747,7018200,63.3,55.6,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 16:31:00-07:00
1748560560000,1.7895,3.8028,0,0,1,203,63.7,75,,29.94,30.0358,56,23520,7691,6972300,63.7,55.62,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 16:16:00-07:00
1748559660000,1.5659,4.4739,0,0,1,203,63.5,76,,29.95,30.0458,58,27840,7633,6921900,63.5,55.79,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 16:01:00-07:00
1748558760000,2.2369,4.6976,0,0,1,203,63.7,76,4.32,29.95,30.0458,78,32760,7555,6869700,63.7,55.99,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 15:46:00-07:00
1748557860000,2.4606,5.5923,0,0,1,203,63.7,76,,29.95,30.0458,116,55680,7439,6799500,63.7,55.99,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 15:31:00-07:00
1748556960000,2.4606,4.4739,0,0,1,203,64.0,75,,29.95,30.0458,79,33180,7360,6695100,64.0,55.91,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 15:16:00-07:00
1748556060000,2.2369,4.0265,0,0,1,203,64.2,75,,29.95,30.0457,67,32160,7293,6624000,64.2,56.1,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 15:01:00-07:00
1748555160000,1.7895,4.0265,0,0,1,203,64.0,75,4.33,29.95,30.0458,68,28560,7225,6563700,64.0,55.91,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 14:46:00-07:00
1748554260000,1.7895,4.6976,0,0,1,203,64.4,74,,29.95,30.0457,94,45120,7131,6502500,64.4,55.93,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 14:31:00-07:00
1748553360000,2.4606,5.3686,0,0,1,203,64.2,74,,29.95,30.0457,96,40320,7035,6417900,64.2,55.73,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 14:16:00-07:00
1748552460000,2.6843,5.145,0,0,1,203,64.4,74,,29.96,30.0557,193,92640,6842,6331500,64.4,55.93,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 14:01:00-07:00
1748551560000,2.6843,4.6976,0,0,1,210,64.9,73,4.34,29.96,30.0556,82,34440,6760,6157800,64.9,56.03,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 13:46:00-07:00
1748550660000,2.908,4.4739,0,0,1,219,64.9,73,,29.96,30.0556,121,58080,6518,5975100,64.9,56.03,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 13:31:00-07:00
1748549760000,2.6843,4.2502,0,0,1,219,65.1,73,,29.96,30.0556,121,50820,6639,5975100,65.1,56.22,,2025-05-29,America/Los_Angeles,True,2025-05-29 13:16:00-07:00
1748548860000,2.6843,4.4739,0,0,1,219,64.9,73,,29.96,30.0556,149,71520,6369,5866200,64.9,56.03,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 13:01:00-07:00
1748547960000,2.908,4.4739,0,0,1,219,64.6,73,4.53,29.96,30.0557,554,232680,5815,5732100,64.6,55.74,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 12:46:00-07:00
1748547060000,3.1317,4.6976,0,0,1,219,64.2,74,,29.95,30.0457,879,421920,4936,5233500,64.2,55.73,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 12:31:00-07:00
1748546160000,3.1317,5.145,0,0,1,219,64.8,74,,29.95,30.0456,875,367500,4061,4442400,64.8,56.31,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 12:16:00-07:00
1748545260000,2.908,4.4739,0,0,1,219,64.2,75,,29.95,30.0457,864,414720,3197,3654900,64.2,56.1,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 12:01:00-07:00
1748544360000,2.6843,4.0265,0,0,1,219,63.9,76,4.47,29.95,30.0458,858,360360,2339,2877300,63.9,56.18,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 11:46:00-07:00
1748543460000,2.6843,4.0265,0,0,1,219,62.8,78,,29.96,30.056,546,262080,1793,2105100,62.8,55.83,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 11:31:00-07:00
1748542560000,2.908,4.6976,0,0,1,219,62.1,80,,29.96,30.0561,288,120960,1505,1613700,62.1,55.85,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 11:16:00-07:00
1748541660000,1.3422,4.2502,0,0,1,219,61.7,80,,29.97,30.0662,236,113280,1269,1354500,61.7,55.46,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 11:01:00-07:00
1748540760000,2.0132,3.8028,0,0,1,219,61.3,81,4.27,29.96,30.0563,215,90300,1054,1142100,61.3,55.42,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 10:46:00-07:00
1748539860000,2.0132,4.0265,0,0,1,219,61.0,81,,29.96,30.0563,189,90720,865,948600,61.0,55.12,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 10:31:00-07:00
1748538960000,2.0132,4.4739,0,0,1,219,60.6,82,,29.97,30.0664,181,76020,684,778500,60.6,55.07,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 10:16:00-07:00
1748538060000,2.2369,3.5791,0,0,1,219,60.1,83,,29.97,30.0665,150,72000,534,615600,60.1,54.92,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 10:01:00-07:00
1748537160000,2.2369,3.3554,0,0,1,219,59.5,84,4.22,29.97,30.0667,118,49560,416,480600,59.5,54.66,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 09:46:00-07:00
1748536260000,1.5659,3.1317,0,0,1,219,59.2,85,,29.97,30.0667,81,38880,335,374400,59.2,54.69,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 09:31:00-07:00
1748535360000,1.3422,2.908,0,0,1,219,59.0,86,,29.98,30.0768,59,24780,276,301500,59.0,54.82,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 09:16:00-07:00
1748534460000,1.7895,3.1317,0,0,1,219,59.0,86,,29.97,30.0667,51,24480,225,248400,59.0,54.82,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 09:01:00-07:00
1748533560000,1.1185,3.5791,0,0,1,219,59.0,85,4.22,29.97,30.0667,46,19320,179,202500,59.0,54.49,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 08:46:00-07:00
1748532660000,0.4474,2.4606,0,0,1,219,59.0,85,,29.97,30.0667,44,21120,135,161100,59.0,54.49,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 08:31:00-07:00
1748531760000,0.2237,2.4606,0,0,1,219,58.6,86,,29.97,30.0668,39,16380,96,121500,58.6,54.42,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 08:16:00-07:00
1748530860000,0.0,1.3422,0,0,1,219,58.5,86,,29.97,30.0668,29,13920,67,86400,58.5,54.32,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 08:01:00-07:00
1748529960000,0.0,0.0,0,0,1,219,58.1,87,4.21,29.97,30.0669,20,8400,47,60300,58.1,54.25,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 07:46:00-07:00
1748529060000,0.0,0.0,0,0,1,219,57.9,87,,29.96,30.0569,17,8160,30,42300,57.9,54.05,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 07:31:00-07:00
1748528160000,0.0,0.0,0,0,1,219,57.9,87,,29.96,30.0569,13,5460,17,27000,57.9,54.05,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 07:16:00-07:00
1748527260000,0.0,0.0,0,0,1,219,57.9,87,,29.97,30.067,9,4320,8,15300,57.9,54.05,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 07:01:00-07:00
1748526360000,0.0,0.0,0,0,1,219,57.7,87,4.22,29.96,30.057,5,2100,3,7200,57.7,53.86,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 06:46:00-07:00
1748525460000,0.0,0.0,0,0,1,219,57.7,87,,29.96,30.057,2,960,1,2700,57.7,53.86,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 06:31:00-07:00
1748524560000,0.0,0.0,0,0,1,219,57.7,87,,29.96,30.057,1,420,0,900,57.7,53.86,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 06:16:00-07:00
1748523660000,0.0,0.0,0,0,1,219,57.7,87,,29.95,30.0469,0,0,0,0,57.7,53.86,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 06:01:00-07:00
1748522760000,0.0,1.1185,0,0,1,219,57.7,86,4.22,29.95,30.0469,0,0,0,0,57.7,53.54,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 05:46:00-07:00
1748521860000,0.0,0.8948,0,0,1,219,57.9,86,,29.95,30.0469,0,0,0,0,57.9,53.74,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 05:31:00-07:00
1748520960000,0.0,1.1185,0,0,1,219,58.1,87,,29.95,30.0469,0,0,0,0,58.1,54.25,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 05:16:00-07:00
1748520060000,0.0,0.0,0,0,1,219,58.1,87,,29.95,30.0469,0,0,0,0,58.1,54.25,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 05:01:00-07:00
1748519160000,0.0,0.0,0,0,1,219,58.3,87,4.22,29.96,30.0568,0,0,0,0,58.3,54.45,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 04:46:00-07:00
1748518260000,0.0,0.0,0,0,1,219,58.1,87,,29.96,30.0569,0,0,0,0,58.1,54.25,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 04:31:00-07:00
1748517360000,0.0,0.0,0,0,1,219,58.3,88,,29.96,30.0568,0,0,0,0,58.3,54.76,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 04:16:00-07:00
1748516460000,0.0,0.8948,0,0,1,219,58.3,88,,29.96,30.0568,0,0,0,0,58.3,54.76,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 04:01:00-07:00
1748515560000,0.0,0.0,0,0,1,219,58.3,88,4.22,29.97,30.0669,0,0,0,0,58.3,54.76,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 03:46:00-07:00
1748514660000,0.0,0.0,0,0,1,219,58.3,88,,29.97,30.0669,0,0,0,0,58.3,54.76,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 03:31:00-07:00
1748513760000,0.0,0.0,0,0,1,219,57.9,88,,29.97,30.067,0,0,0,0,57.9,54.37,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 03:16:00-07:00
1748512860000,0.0,0.0,0,0,1,219,57.7,89,,29.98,30.077,0,0,0,0,57.7,54.48,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 03:01:00-07:00
1748511960000,0.0,0.0,0,0,1,219,57.4,90,4.22,29.98,30.0771,0,0,0,0,57.4,54.49,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 02:46:00-07:00
1748511060000,0.0,0.0,0,0,1,219,57.2,90,,29.98,30.0771,0,0,0,0,57.2,54.29,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 02:31:00-07:00
1748510160000,0.0,0.0,0,0,1,219,57.2,89,,29.98,30.0771,0,0,0,0,57.2,53.99,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 02:16:00-07:00
1748509260000,0.0,0.0,0,0,1,219,57.2,89,,29.99,30.0871,0,0,0,0,57.2,53.99,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 02:01:00-07:00
1748508360000,0.0,0.0,0,0,1,219,57.4,88,4.22,29.99,30.0871,0,0,0,0,57.4,53.87,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 01:46:00-07:00
1748507460000,0.0,0.0,0,0,1,219,57.7,88,,29.99,30.0871,0,0,0,0,57.7,54.17,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 01:31:00-07:00
1748506560000,0.0,0.0,0,0,1,219,57.9,88,,29.99,30.087,0,0,0,0,57.9,54.37,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 01:16:00-07:00
1748505660000,0.0,0.0,0,0,1,219,57.7,89,,29.99,30.0871,0,0,0,0,57.7,54.48,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 01:01:00-07:00
1748504760000,0.0,0.0,0,0,1,219,57.7,90,4.22,29.99,30.0871,0,0,0,0,57.7,54.79,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 00:46:00-07:00
1748503860000,0.0,0.0,0,0,1,219,57.9,90,,29.99,30.087,0,0,0,0,57.9,54.98,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 00:31:00-07:00
1748502960000,0.0,0.0,0,0,1,219,58.1,89,,29.99,30.087,0,0,0,0,58.1,54.87,2025-04-26T15:31:00.000Z,2025-05-29,,,2025-05-29 00:16:00-07:00
