dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,lastRain,date,tz,historical,local_time
1761029460000,0.0,0.0,0.0,0.01,1,297,56.8,93,4.28,54.8,56.8,30.04,30.1139,0,0,18623,16760700,2025-10-20T14:36:00.000Z,2025-10-20,,,2025-10-20 23:51:00-07:00
1761028560000,0.0,0.0,0.0,0.01,1,297,57.2,93,,55.19,57.2,30.04,30.1139,0,0,18623,16760700,2025-10-20T14:36:00.000Z,2025-10-20,,,2025-10-20 23:36:00-07:00
1761027660000,0.0,0.0,0.0,0.01,1,297,57.9,93,,55.89,57.9,30.04,30.1138,0,0,18623,16760700,2025-10-20T14:36:00.000Z,2025-10-20,,,2025-10-20 23:21:00-07:00
1761025860000,0.0,1.1185,0.0,0.01,1,297,57.9,93,4.28,55.89,57.9,30.03,30.1038,0,0,18623,16760700,2025-10-20T14:36:00.000Z,2025-10-20,,,2025-10-20 22:51:00-07:00
1761024960000,0.0,0.0,0.0,0.01,1,297,58.3,93,,56.28,58.3,30.03,30.1037,0,0,18623,16760700,2025-10-20T14:36:00.000Z,2025-10-20,,,2025-10-20 22:36:00-07:00
1761024000000,0.0,0.0,0.0,0.01,1,297,58.3,93,,56.28,58.3,30.02,30.0937,0,0,18623,16760700,2025-10-20T14:36:00.000Z,2025-10-20,,,2025-10-20 22:20:00-07:00
1761023160000,0.0,0.0,0.0,0.01,1,297,58.1,92,,55.79,58.1,30.02,30.0937,0,0,18623,16760700,2025-10-20T14:36:00.000Z,2025-10-20,,,2025-10-20 22:06:00-07:00
1761022200000,0.0,1.5659,0.0,0.01,1,297,58.3,92,4.29,55.98,58.3,30.02,30.0937,0,0,18623,16760700,2025-10-20T14:36:00.000Z,2025-10-20,,,2025-10-20 21:50:00-07:00
1761021300000,0.0,0.8948,0.0,0.01,1,297,58.6,92,,56.28,58.6,30.02,30.0936,0,0,18623,16760700,2025-10-20T14:36:00.000Z,2025-10-20,,,2025-10-20 21:35:00-07:00
1761020460000,0.0,0.0,0.0,0.01,1,297,58.6,92,,56.28,58.6,30.02,30.0936,0,0,18623,16760700,2025-10-20T14:36:00.000Z,2025-10-20,,,2025-10-20 21:21:00-07:00
1761019500000,0.0,0.0,0.0,0.01,1,297,58.8,91,,56.18,58.8,30.02,30.0936,0,0,18623,16760700,2025-10-20T14:36:00.000Z,2025-10-20,,,2025-10-20 21:05:00-07:00
1761018660000,0.0,0.0,0.0,0.01,1,297,59.7,91,4.3,57.07,59.7,30.01,30.0835,0,0,18623,16760700,2025-10-20T14:36:00.000Z,2025-10-20,,,2025-10-20 20:51:00-07:00
1761017760000,0.0,0.0,0.0,0.01,1,297,60.6,91,,57.96,60.6,30.01,30.0833,0,0,18623,16760700,2025-10-20T14:36:00.000Z,2025-10-20,,,2025-10-20 20:36:00-07:00
1761016860000,1.7895,5.816,0.0,0.01,1,289,61.3,91,,58.65,61.3,30.01,30.0832,0,0,18623,16760700,2025-10-20T14:36:00.000Z,2025-10-20,,,2025-10-20 20:21:00-07:00
1761015960000,3.5791,7.6056,0.0,0.01,1,273,61.3,91,,58.65,61.3,30.01,30.0832,0,0,18623,16760700,2025-10-20T14:36:00.000Z,2025-10-20,,,2025-10-20 20:06:00-07:00
1761015060000,3.3554,6.9345,0.0,0.01,1,281,61.3,90,4.3,58.34,61.3,30.01,30.0832,0,0,18623,16760700,2025-10-20T14:36:00.000Z,2025-10-20,,,2025-10-20 19:51:00-07:00
1761014160000,3.1317,6.9345,0.0,0.01,1,284,61.3,89,,58.03,61.3,30.0,30.0732,0,0,18623,16760700,2025-10-20T14:36:00.000Z,2025-10-20,,,2025-10-20 19:36:00-07:00
1761013260000,2.908,5.145,0.0,0.01,1,285,61.7,89,,58.42,61.7,30.0,30.0731,0,0,18623,16760700,2025-10-20T14:36:00.000Z,2025-10-20,,,2025-10-20 19:21:00-07:00
