dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,lastRain,date,tz,historical,local_time
1751179800000,0.8948,3.1317,0.0,0.01,1,279,58.8,91,4.29,56.18,58.8,29.94,30.0134,0,0,24272,21844800,2025-06-28T12:35:00.000Z,2025-06-28,,,2025-06-28 23:50:00-07:00
1751178900000,2.4606,6.9345,0.0,0.01,1,282,59.0,91,,56.37,59.0,29.94,30.0134,0,0,24272,21844800,2025-06-28T12:35:00.000Z,2025-06-28,,,2025-06-28 23:35:00-07:00
1751178000000,2.6843,7.3819,0.0,0.01,1,292,59.0,91,,56.37,59.0,29.94,30.0134,0,0,24272,21844800,2025-06-28T12:35:00.000Z,2025-06-28,,,2025-06-28 23:20:00-07:00
1751177100000,3.8028,8.2767,0.0,0.01,1,281,59.0,91,,56.37,59.0,29.94,30.0134,0,0,24272,21844800,2025-06-28T12:35:00.000Z,2025-06-28,,,2025-06-28 23:05:00-07:00
1751176200000,2.6843,8.7241,0.0,0.01,1,275,59.2,91,4.3,56.57,59.2,29.94,30.0134,0,0,24272,21844800,2025-06-28T12:35:00.000Z,2025-06-28,,,2025-06-28 22:50:00-07:00
1751175300000,3.8028,10.5136,0.0,0.01,1,272,59.2,91,,56.57,59.2,29.93,30.0033,0,0,24272,21844800,2025-06-28T12:35:00.000Z,2025-06-28,,,2025-06-28 22:35:00-07:00
1751174400000,3.8028,8.2767,0.0,0.01,1,275,59.2,91,,56.57,59.2,29.93,30.0033,0,0,24272,21844800,2025-06-28T12:35:00.000Z,2025-06-28,,,2025-06-28 22:20:00-07:00
1751173500000,3.8028,8.5004,0.0,0.01,1,281,59.2,91,,56.57,59.2,29.93,30.0033,0,0,24272,21844800,2025-06-28T12:35:00.000Z,2025-06-28,,,2025-06-28 22:05:00-07:00
1751172600000,3.3554,7.8293,0.0,0.01,1,277,59.2,91,4.3,56.57,59.2,29.92,29.9933,0,0,24272,21844800,2025-06-28T12:35:00.000Z,2025-06-28,,,2025-06-28 21:50:00-07:00
1751171700000,3.5791,7.1582,0.0,0.01,1,282,59.4,91,,56.77,59.4,29.92,29.9933,0,0,24272,21844800,2025-06-28T12:35:00.000Z,2025-06-28,,,2025-06-28 21:35:00-07:00
1751170800000,4.4739,8.7241,0.0,0.01,1,275,59.5,90,,56.56,59.5,29.92,29.9933,0,0,24272,21844800,,2025-06-28,America/Los_Angeles,True,2025-06-28 21:20:00-07:00
1751169900000,4.4739,8.9477,0.0,0.01,1,282,59.7,90,4.31,56.76,59.7,29.91,29.9832,0,0,24272,21844800,,2025-06-28,America/Los_Angeles,True,2025-06-28 21:05:00-07:00
1751169000000,4.6976,8.9477,0.0,0.01,1,280,59.9,90,,56.96,59.9,29.91,29.9832,0,0,24272,21844800,2025-06-28T12:35:00.000Z,2025-06-28,,,2025-06-28 20:50:00-07:00
1751168100000,4.2502,9.3951,0.0,0.01,1,270,59.9,90,,56.96,59.9,29.91,29.9832,0,0,24272,21844800,2025-06-28T12:35:00.000Z,2025-06-28,,,2025-06-28 20:35:00-07:00
1751167200000,4.4739,9.3951,0.0,0.01,1,279,59.9,89,4.31,56.65,59.9,29.91,29.9832,2,1800,24270,21844800,2025-06-28T12:35:00.000Z,2025-06-28,,,2025-06-28 20:20:00-07:00
1751166300000,5.5923,11.6321,0.0,0.01,1,281,60.1,88,,56.53,60.1,29.91,29.9832,11,9900,24236,21822300,2025-06-28T12:35:00.000Z,2025-06-28,,,2025-06-28 20:05:00-07:00
1751165400000,5.816,12.5268,0.0,0.01,1,277,60.4,87,,56.51,60.4,29.91,29.9831,23,20700,24247,21833100,,2025-06-28,America/Los_Angeles,True,2025-06-28 19:50:00-07:00
1751164500000,6.2634,14.3164,0.0,0.01,1,279,61.2,85,,56.65,61.2,29.91,29.983,57,51300,24179,21812400,2025-06-28T12:35:00.000Z,2025-06-28,,,2025-06-28 19:35:00-07:00
