dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,lastRain,date,batt1volts,tz,historical,local_time
1767858660000,2.6843,6.7108,0,0,1,358,52.7,75,45.0,52.7,29.99,30.0644,0,0,12588,11329200,2026-01-06T18:36:00.000Z,2026-01-07,,,,2026-01-07 23:51:00-08:00
1767857760000,0.6711,3.8028,0,0,1,325,51.8,76,44.48,51.8,30.0,30.0746,0,0,12588,11329200,2026-01-06T18:36:00.000Z,2026-01-07,4.27,,,2026-01-07 23:36:00-08:00
1767856860000,0.6711,4.6976,0,0,1,240,53.2,73,44.77,53.2,30.0,30.0744,0,0,12588,11329200,2026-01-06T18:36:00.000Z,2026-01-07,,,,2026-01-07 23:21:00-08:00
1767855960000,2.6843,8.7241,0,0,1,265,53.6,73,45.16,53.6,30.0,30.0743,0,0,12588,11329200,2026-01-06T18:36:00.000Z,2026-01-07,,,,2026-01-07 23:06:00-08:00
1767855060000,3.1317,6.2634,0,0,1,284,54.1,71,44.91,54.1,29.99,30.0642,0,0,12588,11329200,2026-01-06T18:36:00.000Z,2026-01-07,,,,2026-01-07 22:51:00-08:00
1767854160000,1.3422,6.0397,0,0,1,278,54.9,70,45.3,54.9,29.99,30.0641,0,0,12588,11329200,,2026-01-07,4.27,America/Los_Angeles,True,2026-01-07 22:36:00-08:00
1767853260000,2.0132,7.8293,0,0,1,259,55.0,71,45.77,55.0,29.99,30.0641,0,0,12588,11329200,2026-01-06T18:36:00.000Z,2026-01-07,,,,2026-01-07 22:21:00-08:00
1767852360000,0.6711,3.8028,0,0,1,269,55.0,70,45.4,55.0,29.99,30.0641,0,0,12588,11329200,2026-01-06T18:36:00.000Z,2026-01-07,,,,2026-01-07 22:06:00-08:00
1767851460000,2.6843,7.1582,0,0,1,214,54.5,72,45.66,54.5,29.98,30.0541,0,0,12588,11329200,2026-01-06T18:36:00.000Z,2026-01-07,,,,2026-01-07 21:51:00-08:00
1767850560000,0.6711,4.2502,0,0,1,178,54.5,72,45.66,54.5,29.98,30.0541,0,0,12588,11329200,2026-01-06T18:36:00.000Z,2026-01-07,4.28,,,2026-01-07 21:36:00-08:00
1767849660000,0.0,2.0132,0,0,1,21,53.4,74,45.32,53.4,29.98,30.0543,0,0,12588,11329200,2026-01-06T18:36:00.000Z,2026-01-07,,,,2026-01-07 21:21:00-08:00
1767848760000,0.4474,3.3554,0,0,1,21,53.8,73,45.35,53.8,29.97,30.0442,0,0,12588,11329200,2026-01-06T18:36:00.000Z,2026-01-07,,,,2026-01-07 21:06:00-08:00
1767847860000,0.2237,2.908,0,0,1,21,54.5,71,45.29,54.5,29.97,30.0441,0,0,12588,11329200,2026-01-06T18:36:00.000Z,2026-01-07,,,,2026-01-07 20:51:00-08:00
1767846960000,0.0,2.2369,0,0,1,21,55.2,71,45.96,55.2,29.97,30.044,0,0,12588,11329200,,2026-01-07,4.29,America/Los_Angeles,True,2026-01-07 20:36:00-08:00
1767846060000,0.2237,3.1317,0,0,1,21,55.2,72,46.33,55.2,29.96,30.034,0,0,12588,11329200,2026-01-06T18:36:00.000Z,2026-01-07,,,,2026-01-07 20:21:00-08:00
1767845160000,0.2237,2.6843,0,0,1,21,55.6,71,46.35,55.6,29.96,30.0339,0,0,12588,11329200,2026-01-06T18:36:00.000Z,2026-01-07,,,,2026-01-07 20:06:00-08:00
1767844260000,0.6711,4.2502,0,0,1,16,55.9,71,46.63,55.9,29.95,30.0238,0,0,12588,11329200,2026-01-06T18:36:00.000Z,2026-01-07,4.29,,,2026-01-07 19:51:00-08:00
1767843360000,0.0,1.5659,0,0,1,212,55.4,73,46.89,55.4,29.96,30.0339,0,0,12588,11329200,2026-01-06T18:36:00.000Z,2026-01-07,,,,2026-01-07 19:36:00-08:00
1767842460000,0.2237,3.1317,0,0,1,229,55.9,72,47.01,55.9,29.95,30.0238,0,0,12588,11329200,2026-01-06T18:36:00.000Z,2026-01-07,,,,2026-01-07 19:21:00-08:00
1767841560000,0.0,2.908,0,0,1,352,56.1,71,46.83,56.1,29.95,30.0238,0,0,12588,11329200,2026-01-06T18:36:00.000Z,2026-01-07,,,,2026-01-07 19:06:00-08:00
1767840660000,0.6711,4.0265,0,0,1,352,56.8,70,47.12,56.8,29.94,30.0137,0,0,12588,11329200,2026-01-06T18:36:00.000Z,2026-01-07,4.31,,,2026-01-07 18:51:00-08:00
1767839760000,1.1185,4.0265,0,0,1,352,57.7,68,47.21,57.7,29.94,30.0136,0,0,12588,11329200,2026-01-06T18:36:00.000Z,2026-01-07,,,,2026-01-07 18:36:00-08:00
1767838860000,2.0132,5.145,0,0,1,352,58.6,68,48.07,58.6,29.94,30.0134,0,0,12588,11329200,2026-01-06T18:36:00.000Z,2026-01-07,,,,2026-01-07 18:21:00-08:00
1767837960000,2.2369,4.6976,0,0,1,352,59.0,69,48.84,59.0,29.93,30.0034,0,0,12588,11329200,2026-01-06T18:36:00.000Z,2026-01-07,,,,2026-01-07 18:06:00-08:00
1767837060000,2.2369,6.7108,0,0,1,331,59.4,69,49.22,59.4,29.92,29.9933,0,0,12588,11329200,2026-01-06T18:36:00.000Z,2026-01-07,4.31,,,2026-01-07 17:51:00-08:00
1767836160000,0.4474,4.4739,0,0,1,303,59.4,68,48.83,59.4,29.91,29.9833,0,0,12547,11292300,2026-01-06T18:36:00.000Z,2026-01-07,,,,2026-01-07 17:36:00-08:00
1767835260000,0.6711,5.5923,0,0,1,280,60.1,68,49.5,60.1,29.91,29.9832,0,0,12547,11329200,,2026-01-07,,America/Los_Angeles,True,2026-01-07 17:21:00-08:00
1767834360000,2.6843,10.7373,0,0,1,281,61.3,67,50.25,61.3,29.9,29.973,11,9900,12547,11329200,,2026-01-07,4.31,America/Los_Angeles,True,2026-01-07 17:06:00-08:00
1767833460000,6.2634,13.1979,0,0,1,283,62.1,67,51.01,62.1,29.89,29.9628,30,27000,12547,11319300,,2026-01-07,,America/Los_Angeles,True,2026-01-07 16:51:00-08:00
1767832560000,4.4739,12.9742,0,0,1,282,63.9,59,49.29,63.9,29.88,29.9525,68,61200,12479,11292300,2026-01-06T18:36:00.000Z,2026-01-07,,,,2026-01-07 16:36:00-08:00
1767831660000,3.1317,9.3951,0,0,1,280,64.9,57,49.3,64.9,29.88,29.9524,101,90900,12378,11231100,2026-01-06T18:36:00.000Z,2026-01-07,4.36,,,2026-01-07 16:21:00-08:00
1767830760000,2.2369,6.2634,0,0,1,318,66.2,48,45.92,66.2,29.88,29.9522,140,126000,12238,11140200,2026-01-06T18:36:00.000Z,2026-01-07,,,,2026-01-07 16:06:00-08:00
1767829860000,1.3422,7.1582,0,0,1,42,66.7,50,47.46,66.7,29.87,29.9421,174,156600,12064,11014200,2026-01-06T18:36:00.000Z,2026-01-07,,,,2026-01-07 15:51:00-08:00
1767828960000,1.3422,10.0662,0,0,1,74,67.1,51,48.36,67.1,29.87,29.9421,211,189900,11853,10857600,2026-01-06T18:36:00.000Z,2026-01-07,,,,2026-01-07 15:36:00-08:00
1767828060000,2.0132,7.6056,0,0,1,288,67.3,51,48.54,67.3,29.87,29.9421,251,225900,11602,10667700,2026-01-06T18:36:00.000Z,2026-01-07,4.36,,,2026-01-07 15:21:00-08:00
1767827160000,4.6976,12.7505,0,0,1,291,67.3,52,49.06,67.3,29.87,29.9421,288,259200,11314,10441800,2026-01-06T18:36:00.000Z,2026-01-07,,,,2026-01-07 15:06:00-08:00
