dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,lastRain,date,tz,historical,local_time
1739951340000,0.4474,2.2369,0,0,1,295,48.6,86,4.29,30.04,30.1151,0,0,16981,15282900,48.6,44.6,2025-02-14T20:54:00.000Z,2025-02-18,,,2025-02-18 23:49:00-08:00
1739950440000,0.0,1.1185,0,0,1,295,48.6,88,,30.04,30.1151,0,0,16981,15282900,48.6,45.21,2025-02-14T20:54:00.000Z,2025-02-18,,,2025-02-18 23:34:00-08:00
1739949540000,0.0,1.3422,0,0,1,295,48.4,90,,30.04,30.1152,0,0,16981,15282900,48.4,45.6,2025-02-14T20:54:00.000Z,2025-02-18,,,2025-02-18 23:19:00-08:00
1739948640000,0.2237,2.2369,0,0,1,295,48.4,90,,30.04,30.1152,0,0,16981,15282900,48.4,45.6,2025-02-14T20:54:00.000Z,2025-02-18,,,2025-02-18 23:04:00-08:00
1739947740000,0.2237,3.1317,0,0,1,295,48.6,88,4.3,30.04,30.1151,0,0,16981,15282900,48.6,45.21,2025-02-14T20:54:00.000Z,2025-02-18,,,2025-02-18 22:49:00-08:00
1739946840000,0.4474,2.908,0,0,1,295,49.6,87,,30.04,30.115,0,0,16981,15282900,49.6,45.89,2025-02-14T20:54:00.000Z,2025-02-18,,,2025-02-18 22:34:00-08:00
1739945940000,0.0,2.2369,0,0,1,295,48.9,88,,30.04,30.1151,0,0,16981,15282900,48.9,45.5,2025-02-14T20:54:00.000Z,2025-02-18,,,2025-02-18 22:19:00-08:00
1739945040000,0.2237,2.2369,0,0,1,295,48.9,88,,30.04,30.1151,0,0,16981,15282900,48.9,45.5,2025-02-14T20:54:00.000Z,2025-02-18,,,2025-02-18 22:04:00-08:00
1739944140000,0.0,1.5659,0,0,1,295,49.3,88,4.3,30.04,30.115,0,0,16981,15282900,49.3,45.9,2025-02-14T20:54:00.000Z,2025-02-18,,,2025-02-18 21:49:00-08:00
1739943240000,0.0,1.1185,0,0,1,295,50.4,85,,30.04,30.1149,0,0,16981,15282900,50.4,46.06,2025-02-14T20:54:00.000Z,2025-02-18,,,2025-02-18 21:34:00-08:00
1739942340000,0.4474,3.8028,0,0,1,295,49.8,87,,30.04,30.115,0,0,16981,15282900,49.8,46.09,2025-02-14T20:54:00.000Z,2025-02-18,,,2025-02-18 21:19:00-08:00
1739941440000,0.0,2.2369,0,0,1,295,49.8,87,,30.04,30.115,0,0,16981,15282900,49.8,46.09,2025-02-14T20:54:00.000Z,2025-02-18,,,2025-02-18 21:04:00-08:00
1739940540000,0.0,1.1185,0,0,1,295,50.5,87,4.31,30.04,30.1149,0,0,16981,15282900,50.5,46.78,2025-02-14T20:54:00.000Z,2025-02-18,,,2025-02-18 20:49:00-08:00
1739939640000,0.0,0.0,0,0,1,295,51.3,86,,30.04,30.1147,0,0,16981,15282900,51.3,47.26,2025-02-14T20:54:00.000Z,2025-02-18,,,2025-02-18 20:34:00-08:00
1739938740000,0.0,2.2369,0,0,1,295,52.0,84,,30.04,30.1146,0,0,16981,15282900,52.0,47.32,2025-02-14T20:54:00.000Z,2025-02-18,,,2025-02-18 20:19:00-08:00
1739937840000,0.2237,4.6976,0,0,1,291,52.5,83,,30.03,30.1045,0,0,16981,15282900,52.5,47.49,2025-02-14T20:54:00.000Z,2025-02-18,,,2025-02-18 20:04:00-08:00
1739936940000,0.6711,3.5791,0,0,1,280,52.9,85,4.31,30.02,30.0945,0,0,16981,15282900,52.9,48.51,2025-02-14T20:54:00.000Z,2025-02-18,,,2025-02-18 19:49:00-08:00
1739936040000,3.5791,5.816,0,0,1,280,52.5,86,,30.02,30.0945,0,0,16981,15282900,52.5,48.43,2025-02-14T20:54:00.000Z,2025-02-18,,,2025-02-18 19:34:00-08:00
1739935140000,2.2369,4.4739,0,0,1,280,53.6,83,,30.02,30.0944,0,0,16981,15282900,53.6,48.56,2025-02-14T20:54:00.000Z,2025-02-18,,,2025-02-18 19:19:00-08:00
1739934240000,2.0132,6.2634,0,0,1,284,54.3,87,,30.02,30.0943,0,0,16981,15282900,54.3,50.51,2025-02-14T20:54:00.000Z,2025-02-18,,,2025-02-18 19:04:00-08:00
1739933340000,0.8948,6.0397,0,0,1,298,54.1,88,4.33,30.01,30.0843,0,0,16981,15282900,54.1,50.62,2025-02-14T20:54:00.000Z,2025-02-18,,,2025-02-18 18:49:00-08:00
1739932440000,1.7895,4.4739,0,0,1,292,54.0,88,,30.01,30.0843,0,0,16981,15282900,54.0,50.53,2025-02-14T20:54:00.000Z,2025-02-18,,,2025-02-18 18:34:00-08:00
1739931540000,0.0,1.1185,0,0,1,183,54.3,87,,30.01,30.0842,0,0,16981,15282900,54.3,50.51,2025-02-14T20:54:00.000Z,2025-02-18,,,2025-02-18 18:19:00-08:00
1739930640000,0.0,0.0,0,0,1,183,55.4,84,,30.01,30.0841,0,0,16981,15282900,55.4,50.65,2025-02-14T20:54:00.000Z,2025-02-18,,,2025-02-18 18:04:00-08:00
1739929740000,0.4474,3.5791,0,0,1,183,56.7,76,4.35,30.01,30.0839,8,7200,16973,15282900,56.7,49.22,2025-02-14T20:54:00.000Z,2025-02-18,,,2025-02-18 17:49:00-08:00
1739928840000,0.0,3.8028,0,0,1,183,60.6,62,,30.01,30.0833,31,27900,16942,15275700,60.6,47.51,2025-02-14T20:54:00.000Z,2025-02-18,,,2025-02-18 17:34:00-08:00
1739927940000,0.0,2.0132,0,0,1,183,61.7,56,,30.0,30.0731,75,67500,16867,15247800,61.7,45.84,2025-02-14T20:54:00.000Z,2025-02-18,,,2025-02-18 17:19:00-08:00
1739927040000,0.2237,2.0132,0,0,1,183,61.7,53,,30.0,30.0731,97,87300,16770,15180300,61.7,44.39,2025-02-14T20:54:00.000Z,2025-02-18,,,2025-02-18 17:04:00-08:00
1739926140000,0.0,2.0132,0,0,1,183,61.9,54,4.42,30.0,30.0731,110,99000,16660,15093000,61.9,45.07,2025-02-14T20:54:00.000Z,2025-02-18,,,2025-02-18 16:49:00-08:00
