dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,lastRain,date,batt1volts,tz,historical,local_time
1766562600000,2.2369,6.7108,0.5,0.34,1,143,59.2,95,57.77,59.2,29.87,29.9664,0,0,658,592200,2025-12-24T07:50:00.000Z,2025-12-23,,,,2025-12-23 23:50:00-08:00
1766561700000,2.2369,6.7108,0.28,0.27,1,149,59.2,95,57.77,59.2,29.86,29.9564,0,0,658,592200,2025-12-24T07:35:00.000Z,2025-12-23,,,,2025-12-23 23:35:00-08:00
1766560800000,2.0132,7.1582,0.09,0.25,1,123,58.8,95,57.37,58.8,29.85,29.9464,0,0,658,592200,2025-12-24T07:20:00.000Z,2025-12-23,4.12,,,2025-12-23 23:20:00-08:00
1766559900000,2.2369,7.8293,0.03,0.24,1,70,58.5,96,57.36,58.5,29.86,29.9565,0,0,658,592200,2025-12-24T07:05:00.000Z,2025-12-23,,,,2025-12-23 23:05:00-08:00
1766559000000,2.4606,6.7108,0.03,0.23,1,70,58.3,97,57.45,58.3,29.87,29.9666,0,0,658,592200,2025-12-24T06:50:00.000Z,2025-12-23,,,,2025-12-23 22:50:00-08:00
1766558100000,1.5659,5.5923,0.06,0.21,1,113,58.3,97,57.45,58.3,29.89,29.9866,0,0,658,592200,2025-12-24T06:35:00.000Z,2025-12-23,,,,2025-12-23 22:35:00-08:00
1766557200000,1.5659,7.1582,0.06,0.19,1,113,58.3,97,57.45,58.3,29.9,29.9967,0,0,658,592200,2025-12-24T06:20:00.000Z,2025-12-23,4.12,,,2025-12-23 22:20:00-08:00
1766556300000,1.5659,6.7108,0.0,0.19,1,130,58.3,96,57.16,58.3,29.9,29.9967,0,0,658,592200,2025-12-24T05:50:00.000Z,2025-12-23,,,,2025-12-23 22:05:00-08:00
1766555400000,2.0132,8.2767,0.03,0.18,1,123,58.3,96,57.16,58.3,29.9,29.9967,0,0,658,592200,2025-12-24T05:50:00.000Z,2025-12-23,,,,2025-12-23 21:50:00-08:00
1766554500000,1.7895,6.7108,0.0,0.18,1,133,58.6,95,57.17,58.6,29.9,29.9966,0,0,658,592200,2025-12-24T05:20:00.000Z,2025-12-23,,,,2025-12-23 21:35:00-08:00
1766553600000,2.2369,6.7108,0.03,0.17,1,144,58.6,94,56.88,58.6,29.91,30.0066,0,0,658,592200,2025-12-24T05:20:00.000Z,2025-12-23,4.12,,,2025-12-23 21:20:00-08:00
1766552700000,1.7895,4.9213,0.0,0.17,1,106,57.9,95,56.48,57.9,29.89,29.9867,0,0,658,592200,2025-12-24T04:35:00.000Z,2025-12-23,,,,2025-12-23 21:05:00-08:00
