dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,date,batt1volts,lastRain,local_time
1767599400000,0.0,0.0,0.0,0.0,1,26,48.2,100,48.2,48.2,30.03,30.129,0,0,89,1877400,America/Los_Angeles,True,2026-01-04,,,2026-01-04 23:50:00-08:00
1767598500000,0.0,0.0,0.0,0.0,1,26,48.6,100,48.6,48.6,30.03,30.1289,0,0,89,1877400,America/Los_Angeles,True,2026-01-04,,,2026-01-04 23:35:00-08:00
1767597600000,0.0,0.0,0.0,0.0,1,26,48.7,100,48.7,48.7,30.03,30.1289,0,0,89,1877400,America/Los_Angeles,True,2026-01-04,,,2026-01-04 23:20:00-08:00
1767596700000,0.0,0.0,0.0,0.0,1,26,48.7,100,48.7,48.7,30.03,30.1289,0,0,89,1877400,America/Los_Angeles,True,2026-01-04,4.08,,2026-01-04 23:05:00-08:00
1767595800000,0.0,0.0,0.0,0.0,1,26,48.9,100,48.9,48.9,30.03,30.1289,0,0,89,1877400,America/Los_Angeles,True,2026-01-04,,,2026-01-04 22:50:00-08:00
1767594900000,0.0,0.0,0.0,0.0,1,26,49.3,100,49.3,49.3,30.03,30.1288,0,0,89,1877400,America/Los_Angeles,True,2026-01-04,,,2026-01-04 22:35:00-08:00
1767594000000,0.0,0.0,0.0,0.0,1,26,49.3,100,49.3,49.3,30.03,30.1288,0,0,89,1877400,America/Los_Angeles,True,2026-01-04,,,2026-01-04 22:20:00-08:00
1767593100000,0.0,0.0,0.0,0.0,1,26,49.6,100,49.6,49.6,30.03,30.1287,0,0,89,1877400,America/Los_Angeles,True,2026-01-04,4.08,,2026-01-04 22:05:00-08:00
1767592200000,0.0,0.0,0.0,0.0,1,26,49.8,100,49.8,49.8,30.02,30.1187,0,0,89,1877400,America/Los_Angeles,True,2026-01-04,,,2026-01-04 21:50:00-08:00
1767591300000,0.0,0.0,0.0,0.0,1,26,50.2,100,50.2,50.2,30.01,30.1086,0,0,89,1877400,America/Los_Angeles,True,2026-01-04,,,2026-01-04 21:35:00-08:00
