dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,date,batt1volts,tz,historical,local_time
1745477160000,0.0,0.0,0,0,1,203,48.4,90,29.99,30.0888,0,0,5011,4509900,48.4,45.6,2025-04-23,,,,2025-04-23 23:46:00-07:00
1745476260000,0.0,0.0,0,0,1,203,48.6,88,29.99,30.0888,0,0,5011,4509900,48.6,45.21,2025-04-23,,,,2025-04-23 23:31:00-07:00
1745475360000,0.0,0.0,0,0,1,203,48.9,87,29.98,30.0787,0,0,5011,4509900,48.9,45.2,2025-04-23,,,,2025-04-23 23:16:00-07:00
1745474460000,0.0,0.0,0,0,1,203,49.3,87,29.99,30.0887,0,0,5011,4509900,49.3,45.6,2025-04-23,4.23,,,2025-04-23 23:01:00-07:00
1745473560000,0.0,0.0,0,0,1,203,49.8,87,29.99,30.0886,0,0,5011,4509900,49.8,46.09,2025-04-23,,,,2025-04-23 22:46:00-07:00
1745472660000,0.0,0.0,0,0,1,203,50.4,85,29.98,30.0784,0,0,5011,4509900,50.4,46.06,2025-04-23,,,,2025-04-23 22:31:00-07:00
1745471760000,0.0,0.0,0,0,1,203,51.1,84,29.98,30.0783,0,0,5011,4509900,51.1,46.44,2025-04-23,,,,2025-04-23 22:16:00-07:00
1745470860000,0.0,0.0,0,0,1,203,51.6,84,29.98,30.0782,0,0,5011,4509900,51.6,46.92,2025-04-23,4.24,,,2025-04-23 22:01:00-07:00
1745469960000,0.4474,2.2369,0,0,1,203,51.4,86,29.98,30.0782,0,0,5011,4509900,51.4,47.35,2025-04-23,,,,2025-04-23 21:46:00-07:00
1745469060000,0.2237,1.5659,0,0,1,205,50.7,89,29.97,30.0683,0,0,5011,4509900,50.7,47.58,2025-04-23,,,,2025-04-23 21:31:00-07:00
1745468160000,0.0,0.0,0,0,1,219,50.9,86,29.97,30.0683,0,0,5011,4509900,50.9,46.86,2025-04-23,,,,2025-04-23 21:16:00-07:00
1745467260000,0.0,0.0,0,0,1,219,51.6,85,29.96,30.0581,0,0,5011,4509900,51.6,47.24,2025-04-23,4.24,,,2025-04-23 21:01:00-07:00
1745466360000,0.0,0.0,0,0,1,219,52.3,84,29.96,30.058,0,0,5011,4509900,52.3,47.61,2025-04-23,,,,2025-04-23 20:46:00-07:00
1745465460000,0.0,0.0,0,0,1,219,53.2,84,29.96,30.0578,0,0,5011,4509900,53.2,48.49,2025-04-23,,,,2025-04-23 20:31:00-07:00
1745464560000,0.0,0.0,0,0,1,219,54.7,83,29.96,30.0575,0,0,5011,4509900,54.7,49.64,2025-04-23,,,,2025-04-23 20:16:00-07:00
1745463660000,0.0,0.0,0,0,1,219,55.2,82,29.95,30.0474,0,0,5011,4509900,55.2,49.8,2025-04-23,4.25,,,2025-04-23 20:01:00-07:00
1745462760000,0.0,0.0,0,0,1,219,55.8,82,29.96,30.0573,0,0,5011,4509900,55.8,50.39,2025-04-23,,,,2025-04-23 19:46:00-07:00
1745461860000,0.0,0.0,0,0,1,219,56.1,82,29.95,30.0472,2,960,5009,4509900,56.1,50.68,2025-04-23,,,,2025-04-23 19:31:00-07:00
1745460960000,0.0,0.0,0,0,1,219,56.3,82,29.95,30.0472,6,2520,5003,4508100,56.3,50.87,2025-04-23,,,,2025-04-23 19:16:00-07:00
1745460060000,0.0,0.0,0,0,1,219,56.5,82,29.95,30.0472,10,4800,4993,4502700,56.5,51.07,2025-04-23,4.25,,,2025-04-23 19:01:00-07:00
1745459160000,0.0,0.0,0,0,1,219,56.5,83,29.95,30.0472,13,5460,4961,4476600,56.5,51.4,2025-04-23,,,,2025-04-23 18:46:00-07:00
1745458260000,0.0,0.0,0,0,1,219,56.7,83,29.95,30.0471,19,9120,4974,4482000,56.7,51.59,2025-04-23,,America/Los_Angeles,True,2025-04-23 18:31:00-07:00
1745457360000,0.6711,2.2369,0,0,1,219,56.8,82,29.96,30.0571,21,8820,4940,4464900,56.8,51.36,2025-04-23,4.27,,,2025-04-23 18:16:00-07:00
1745456460000,2.0132,3.5791,0,0,1,219,57.2,81,29.96,30.0571,26,12480,4914,4446000,57.2,51.42,2025-04-23,,,,2025-04-23 18:01:00-07:00
1745455560000,2.0132,3.8028,0,0,1,219,57.2,81,29.96,30.0571,30,12600,4884,4422600,57.2,51.42,2025-04-23,,,,2025-04-23 17:46:00-07:00
1745454660000,2.908,4.6976,0,0,1,219,57.6,80,29.97,30.067,34,16320,4850,4395600,57.6,51.47,2025-04-23,,,,2025-04-23 17:31:00-07:00
1745453760000,2.908,4.6976,0,0,1,219,57.7,79,29.97,30.067,38,15960,4812,4365000,57.7,51.23,2025-04-23,4.29,,,2025-04-23 17:16:00-07:00
1745452860000,2.908,6.7108,0,0,1,219,58.1,78,29.98,30.0769,41,19680,4771,4330800,58.1,51.27,2025-04-23,,,,2025-04-23 17:01:00-07:00
1745451960000,1.7895,6.0397,0,0,1,219,58.5,76,29.98,30.0769,45,18900,4726,4293900,58.5,50.96,2025-04-23,,,,2025-04-23 16:46:00-07:00
1745451060000,2.0132,5.3686,0,0,1,224,59.0,75,29.98,30.0768,63,30240,4663,4253400,59.0,51.09,2025-04-23,,,,2025-04-23 16:31:00-07:00
1745450160000,2.2369,5.3686,0,0,1,228,59.2,76,29.98,30.0767,98,41160,4470,4111200,59.2,51.64,2025-04-23,4.32,,,2025-04-23 16:16:00-07:00
1745449260000,1.3422,4.9213,0,0,1,215,59.2,75,29.98,30.0767,95,45600,4568,4108500,59.2,51.28,2025-04-23,,America/Los_Angeles,True,2025-04-23 16:01:00-07:00
1745448360000,3.1317,6.7108,0,0,1,220,59.2,76,29.98,30.0767,117,49140,4353,4023000,59.2,51.64,2025-04-23,,,,2025-04-23 15:46:00-07:00
1745447460000,1.1185,5.145,0,0,1,224,58.8,74,29.98,30.0768,171,82080,4182,3917700,58.8,50.53,2025-04-23,,,,2025-04-23 15:31:00-07:00
1745446560000,1.3422,4.0265,0,0,1,214,58.3,75,29.99,30.0869,185,77700,3997,3763800,58.3,50.41,2025-04-23,4.35,,,2025-04-23 15:16:00-07:00
1745445660000,1.1185,4.0265,0,0,1,214,57.9,77,29.99,30.087,158,75840,3839,3597300,57.9,50.73,2025-04-23,,,,2025-04-23 15:01:00-07:00
1745444760000,0.2237,2.908,0,0,1,214,57.7,77,30.0,30.0971,137,57540,3702,3455100,57.7,50.54,2025-04-23,,,,2025-04-23 14:46:00-07:00
1745443860000,0.8948,3.8028,0,0,1,214,57.7,77,30.0,30.0971,119,57120,3583,3331800,57.7,50.54,2025-04-23,,,,2025-04-23 14:31:00-07:00
1745442960000,1.1185,4.0265,0,0,1,214,58.3,78,30.0,30.097,138,57960,3445,3224700,58.3,51.47,2025-04-23,4.36,,,2025-04-23 14:16:00-07:00
1745442060000,1.7895,4.9213,0,0,1,232,58.6,78,30.0,30.0969,155,74400,3290,3100500,58.6,51.76,2025-04-23,,,,2025-04-23 14:01:00-07:00
1745441160000,1.7895,4.2502,0,0,1,213,58.8,77,30.0,30.0969,182,76440,2908,2961000,58.8,51.6,2025-04-23,,,,2025-04-23 13:46:00-07:00
1745440260000,2.2369,5.816,0,0,1,213,59.4,75,29.99,30.0867,200,96000,3090,2797200,59.4,51.47,2025-04-23,,America/Los_Angeles,True,2025-04-23 13:31:00-07:00
1745439360000,1.3422,4.6976,0,0,1,213,59.0,75,30.0,30.0968,226,94920,2682,2617200,59.0,51.09,2025-04-23,4.42,,,2025-04-23 13:16:00-07:00
1745438460000,1.1185,6.7108,0,0,1,213,59.2,76,30.0,30.0968,225,108000,2207,2413800,59.2,51.64,2025-04-23,,,,2025-04-23 13:01:00-07:00
1745437560000,1.3422,4.2502,0,0,1,243,59.0,77,30.0,30.0968,250,105000,2432,2211300,59.0,51.8,2025-04-23,,America/Los_Angeles,True,2025-04-23 12:46:00-07:00
1745436660000,1.5659,4.9213,0,0,1,208,58.8,79,30.0,30.0969,276,132480,1931,1986300,58.8,52.3,2025-04-23,,,,2025-04-23 12:31:00-07:00
1745435760000,1.3422,4.0265,0,0,1,208,58.1,80,30.01,30.107,393,165060,1538,1737900,58.1,51.96,2025-04-23,4.34,,,2025-04-23 12:16:00-07:00
1745434860000,1.1185,4.2502,0,0,1,208,57.2,82,30.01,30.1072,198,95040,1340,1384200,57.2,51.75,2025-04-23,,,,2025-04-23 12:01:00-07:00
1745433960000,2.0132,4.2502,0,0,1,234,56.5,83,30.01,30.1073,162,68040,1178,1206000,56.5,51.4,2025-04-23,,,,2025-04-23 11:46:00-07:00
1745433060000,2.0132,3.1317,0,0,1,238,56.5,83,30.01,30.1073,120,57600,1058,1060200,56.5,51.4,2025-04-23,,,,2025-04-23 11:31:00-07:00
1745432160000,1.7895,3.1317,0,0,1,238,56.7,84,30.01,30.1073,113,47460,945,952200,56.7,51.92,2025-04-23,4.25,,,2025-04-23 11:16:00-07:00
1745431260000,2.0132,3.1317,0,0,1,238,56.5,85,30.0,30.0973,114,54720,831,850500,56.5,52.04,2025-04-23,,,,2025-04-23 11:01:00-07:00
1745430360000,2.0132,2.908,0,0,1,238,56.1,85,30.0,30.0974,113,47460,718,747900,56.1,51.65,2025-04-23,,,,2025-04-23 10:46:00-07:00
1745429460000,2.0132,2.6843,0,0,1,238,56.3,86,29.99,30.0873,100,48000,618,646200,56.3,52.17,2025-04-23,,,,2025-04-23 10:31:00-07:00
1745428560000,1.7895,2.6843,0,0,1,238,55.9,85,29.99,30.0874,106,44520,512,556200,55.9,51.46,2025-04-23,4.25,,,2025-04-23 10:16:00-07:00
1745427660000,1.5659,2.4606,0,0,1,238,55.8,85,29.99,30.0874,69,33120,443,460800,55.8,51.36,2025-04-23,,,,2025-04-23 10:01:00-07:00
1745426760000,1.5659,2.4606,0,0,1,238,55.8,85,29.99,30.0874,77,32340,366,398700,55.8,51.36,2025-04-23,,,,2025-04-23 09:46:00-07:00
1745425860000,1.1185,2.6843,0,0,1,238,55.4,86,29.98,30.0775,79,37920,287,329400,55.4,51.28,2025-04-23,,,,2025-04-23 09:31:00-07:00
1745424960000,1.1185,2.2369,0,0,1,238,55.4,86,29.98,30.0775,53,22260,234,258300,55.4,51.28,2025-04-23,4.24,,,2025-04-23 09:16:00-07:00
1745424060000,0.0,1.7895,0,0,1,238,55.0,87,29.97,30.0675,60,28800,174,210600,55.0,51.2,2025-04-23,,,,2025-04-23 09:01:00-07:00
1745423160000,0.0,0.0,0,0,1,238,54.5,88,29.97,30.0676,50,21000,124,156600,54.5,51.02,2025-04-23,,,,2025-04-23 08:46:00-07:00
1745422260000,0.0,0.0,0,0,1,238,54.0,90,29.97,30.0677,40,19200,84,111600,54.0,51.13,2025-04-23,,,,2025-04-23 08:31:00-07:00
1745421360000,0.0,0.0,0,0,1,238,53.6,91,29.97,30.0678,28,11760,56,75600,53.6,51.04,2025-04-23,4.24,,,2025-04-23 08:16:00-07:00
1745420460000,0.0,0.0,0,0,1,238,53.2,92,29.96,30.0578,19,9120,37,50400,53.2,50.94,2025-04-23,,,,2025-04-23 08:01:00-07:00
1745419560000,0.0,0.0,0,0,1,238,53.1,93,29.96,30.0578,15,6300,22,33300,53.1,51.13,2025-04-23,,,,2025-04-23 07:46:00-07:00
1745418660000,0.0,0.0,0,0,1,238,53.1,94,29.96,30.0578,10,4800,12,19800,53.1,51.42,2025-04-23,,,,2025-04-23 07:31:00-07:00
1745417760000,0.0,0.0,0,0,1,238,52.9,95,29.96,30.0579,6,2520,6,10800,52.9,51.51,2025-04-23,4.24,,,2025-04-23 07:16:00-07:00
1745416860000,0.0,0.0,0,0,1,238,52.7,95,29.95,30.0479,4,1920,2,5400,52.7,51.31,2025-04-23,,,,2025-04-23 07:01:00-07:00
1745415960000,0.0,0.0,0,0,1,238,52.7,95,29.95,30.0479,2,840,0,1800,52.7,51.31,2025-04-23,,,,2025-04-23 06:46:00-07:00
1745415060000,0.0,0.0,0,0,1,238,52.9,96,29.94,30.0378,0,0,0,0,52.9,51.79,2025-04-23,,,,2025-04-23 06:31:00-07:00
1745414160000,0.0,0.0,0,0,1,238,52.9,96,29.94,30.0378,0,0,0,0,52.9,51.79,2025-04-23,4.24,,,2025-04-23 06:16:00-07:00
1745413260000,0.0,0.0,0,0,1,238,52.9,96,29.94,30.0378,0,0,0,0,52.9,51.79,2025-04-23,,,,2025-04-23 06:01:00-07:00
1745412360000,0.0,0.0,0,0,1,238,52.9,96,29.94,30.0378,0,0,0,0,52.9,51.79,2025-04-23,,,,2025-04-23 05:46:00-07:00
1745411460000,0.0,0.0,0,0,1,238,52.7,96,29.94,30.0378,0,0,0,0,52.7,51.59,2025-04-23,,,,2025-04-23 05:31:00-07:00
1745410560000,0.0,0.0,0,0,1,238,52.7,96,29.94,30.0378,0,0,0,0,52.7,51.59,2025-04-23,4.24,,,2025-04-23 05:16:00-07:00
1745409660000,0.0,0.0,0,0,1,238,52.7,96,29.94,30.0378,0,0,0,0,52.7,51.59,2025-04-23,,,,2025-04-23 05:01:00-07:00
1745408760000,0.0,0.0,0,0,1,238,52.7,96,29.94,30.0378,0,0,0,0,52.7,51.59,2025-04-23,,America/Los_Angeles,True,2025-04-23 04:46:00-07:00
1745407860000,0.0,0.0,0,0,1,238,52.7,96,29.94,30.0378,0,0,0,0,52.7,51.59,2025-04-23,4.24,America/Los_Angeles,True,2025-04-23 04:31:00-07:00
