dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,lastRain,date,batt1volts,local_time
1741762140000,0.0,0.0,0.0,0.1,1,120,50.9,85,29.88,29.9544,0,0,12821,11538900,50.9,46.55,2025-03-11T18:19:00.000Z,2025-03-11,,2025-03-11 23:49:00-07:00
1741761240000,0.0,0.0,0.0,0.1,1,120,51.6,85,29.88,29.9543,0,0,12821,11538900,51.6,47.24,2025-03-11T18:19:00.000Z,2025-03-11,,2025-03-11 23:34:00-07:00
1741760340000,0.0,0.0,0.0,0.1,1,120,51.4,85,29.88,29.9543,0,0,12821,11538900,51.4,47.04,2025-03-11T18:19:00.000Z,2025-03-11,4.3,2025-03-11 23:19:00-07:00
1741759440000,0.0,0.0,0.0,0.1,1,120,51.6,85,29.88,29.9543,0,0,12821,11538900,51.6,47.24,2025-03-11T18:19:00.000Z,2025-03-11,,2025-03-11 23:04:00-07:00
1741758540000,0.0,0.8948,0.0,0.1,1,120,51.4,85,29.88,29.9543,0,0,12821,11538900,51.4,47.04,2025-03-11T18:19:00.000Z,2025-03-11,,2025-03-11 22:49:00-07:00
1741757640000,0.0,0.0,0.0,0.1,1,120,51.4,85,29.87,29.9443,0,0,12821,11538900,51.4,47.04,2025-03-11T18:19:00.000Z,2025-03-11,,2025-03-11 22:34:00-07:00
1741756740000,0.0,0.0,0.0,0.1,1,120,51.6,85,29.87,29.9443,0,0,12821,11538900,51.6,47.24,2025-03-11T18:19:00.000Z,2025-03-11,4.3,2025-03-11 22:19:00-07:00
1741755840000,0.0,0.0,0.0,0.1,1,120,51.4,85,29.86,29.9343,0,0,12821,11538900,51.4,47.04,2025-03-11T18:19:00.000Z,2025-03-11,,2025-03-11 22:04:00-07:00
1741754940000,0.0,0.0,0.0,0.1,1,120,51.4,85,29.86,29.9343,0,0,12821,11538900,51.4,47.04,2025-03-11T18:19:00.000Z,2025-03-11,,2025-03-11 21:49:00-07:00
1741754040000,0.0,0.0,0.0,0.1,1,120,52.0,85,29.86,29.9342,0,0,12821,11538900,52.0,47.63,2025-03-11T18:19:00.000Z,2025-03-11,,2025-03-11 21:34:00-07:00
