dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,lastRain,date,tz,historical,local_time
1742280540000,8.5004,25.0537,0.0,0.09,1,289,52.0,68,4.29,30.17,30.245,0,0,11485,10336500,52.0,41.77,2025-03-17T20:19:00.000Z,2025-03-17,,,2025-03-17 23:49:00-07:00
1742279640000,6.2634,17.6718,0.0,0.09,1,292,52.2,70,,30.17,30.2449,0,0,11485,10336500,52.2,42.71,2025-03-17T20:19:00.000Z,2025-03-17,,,2025-03-17 23:34:00-07:00
1742278740000,6.7108,18.3429,0.0,0.09,1,293,52.2,70,,30.16,30.2349,0,0,11485,10336500,52.2,42.71,2025-03-17T20:19:00.000Z,2025-03-17,,,2025-03-17 23:19:00-07:00
1742277840000,6.7108,18.3429,0.0,0.09,1,299,52.2,69,,30.16,30.2349,0,0,11485,10336500,52.2,42.34,2025-03-17T20:19:00.000Z,2025-03-17,,,2025-03-17 23:04:00-07:00
1742276940000,6.7108,19.9087,0.0,0.09,1,297,52.0,69,4.3,30.15,30.2249,0,0,11485,10336500,52.0,42.15,2025-03-17T20:19:00.000Z,2025-03-17,,,2025-03-17 22:49:00-07:00
1742276040000,5.3686,19.4613,0.0,0.09,1,299,52.0,69,,30.15,30.2249,0,0,11485,10336500,52.0,42.15,,2025-03-17,America/Los_Angeles,True,2025-03-17 22:34:00-07:00
1742275140000,6.4871,20.5798,0.0,0.09,1,297,52.2,70,,30.15,30.2249,0,0,11485,10336500,52.2,42.71,2025-03-17T20:19:00.000Z,2025-03-17,,,2025-03-17 22:19:00-07:00
1742274240000,8.2767,23.9352,0.0,0.09,1,287,52.3,70,4.3,30.14,30.2148,0,0,11485,10336500,52.3,42.81,2025-03-17T20:19:00.000Z,2025-03-17,,,2025-03-17 22:04:00-07:00
1742273340000,9.8425,21.922,0.0,0.09,1,286,52.5,70,,30.14,30.2148,0,0,11485,10336500,52.5,43.0,2025-03-17T20:19:00.000Z,2025-03-17,,,2025-03-17 21:49:00-07:00
1742272440000,11.6321,21.922,0.0,0.09,1,283,52.9,70,,30.14,30.2148,0,0,11485,10336500,52.9,43.39,2025-03-17T20:19:00.000Z,2025-03-17,,,2025-03-17 21:34:00-07:00
1742271540000,7.6056,21.4746,0.0,0.09,1,286,52.7,70,,30.14,30.2148,0,0,11485,10336500,52.7,43.19,2025-03-17T20:19:00.000Z,2025-03-17,,,2025-03-17 21:19:00-07:00
1742270640000,8.2767,21.0272,0.0,0.09,1,290,52.9,69,4.31,30.13,30.2047,0,0,11485,10336500,52.9,43.01,2025-03-17T20:19:00.000Z,2025-03-17,,,2025-03-17 21:04:00-07:00
1742269740000,6.9345,19.685,0.0,0.09,1,290,52.9,69,,30.13,30.2047,0,0,11485,10336500,52.9,43.01,2025-03-17T20:19:00.000Z,2025-03-17,,,2025-03-17 20:49:00-07:00
