dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,lastRain,date,batt1volts,tz,historical,local_time
1781851920000,0.0,0.0,0,0,1,213,57.0,94,55.29,29.98,30.0772,0,0,9185,8266500,57.0,2026-06-12T17:37:00.000Z,2026-06-18,,,,2026-06-18 23:52:00-07:00
1781851020000,0.0,0.0,0,0,1,213,57.4,95,55.98,29.99,30.0871,0,0,9185,8266500,57.4,2026-06-12T17:37:00.000Z,2026-06-18,,,,2026-06-18 23:37:00-07:00
1781850120000,0.0,0.0,0,0,1,213,57.7,94,55.98,30.0,30.0971,0,0,9185,8266500,57.7,2026-06-12T17:37:00.000Z,2026-06-18,,,,2026-06-18 23:22:00-07:00
1781849220000,0.0,0.0,0,0,1,213,57.9,92,55.59,30.0,30.097,0,0,9185,8266500,57.9,2026-06-12T17:37:00.000Z,2026-06-18,4.28,,,2026-06-18 23:07:00-07:00
1781848320000,0.0,0.0,0,0,1,213,58.8,92,56.48,30.0,30.0969,0,0,9185,8266500,58.8,2026-06-12T17:37:00.000Z,2026-06-18,,,,2026-06-18 22:52:00-07:00
1781847420000,0.0,0.0,0,0,1,213,59.4,93,57.37,30.0,30.0968,0,0,9185,8266500,59.4,2026-06-12T17:37:00.000Z,2026-06-18,,,,2026-06-18 22:37:00-07:00
1781846520000,0.4474,2.2369,0,0,1,213,59.5,92,57.17,29.99,30.0867,0,0,9185,8266500,59.5,2026-06-12T17:37:00.000Z,2026-06-18,,,,2026-06-18 22:22:00-07:00
1781845620000,1.5659,2.6843,0,0,1,213,59.7,92,57.37,29.99,30.0867,0,0,9185,8266500,59.7,2026-06-12T17:37:00.000Z,2026-06-18,4.29,,,2026-06-18 22:07:00-07:00
1781844720000,1.7895,3.3554,0,0,1,213,59.7,93,57.67,29.99,30.0867,0,0,9185,8266500,59.7,2026-06-12T17:37:00.000Z,2026-06-18,,,,2026-06-18 21:52:00-07:00
1781843820000,1.1185,2.908,0,0,1,213,59.9,92,57.57,29.99,30.0866,0,0,9185,8266500,59.9,2026-06-12T17:37:00.000Z,2026-06-18,,,,2026-06-18 21:37:00-07:00
1781842920000,0.8948,2.6843,0,0,1,213,59.9,92,57.57,29.99,30.0866,0,0,9185,8266500,59.9,2026-06-12T17:37:00.000Z,2026-06-18,,,,2026-06-18 21:22:00-07:00
1781842020000,0.8948,2.6843,0,0,1,213,60.1,91,57.46,29.99,30.0866,0,0,9185,8266500,60.1,2026-06-12T17:37:00.000Z,2026-06-18,4.3,,,2026-06-18 21:07:00-07:00
1781841120000,0.8948,3.1317,0,0,1,205,60.4,91,57.76,29.98,30.0765,0,0,9185,8266500,60.4,2026-06-12T17:37:00.000Z,2026-06-18,,,,2026-06-18 20:52:00-07:00
1781840220000,0.0,0.0,0,0,1,132,60.6,90,57.65,29.98,30.0765,0,0,9185,8266500,60.6,2026-06-12T17:37:00.000Z,2026-06-18,,,,2026-06-18 20:37:00-07:00
1781839320000,0.2237,2.2369,0,0,1,132,60.8,90,57.85,29.98,30.0764,0,0,9185,8266500,60.8,2026-06-12T17:37:00.000Z,2026-06-18,,,,2026-06-18 20:22:00-07:00
1781838420000,0.6711,3.3554,0,0,1,174,60.8,90,57.85,29.98,30.0764,2,1800,9183,8266500,60.8,2026-06-12T17:37:00.000Z,2026-06-18,4.3,,,2026-06-18 20:07:00-07:00
1781837520000,0.8948,4.0265,0,0,1,210,61.2,89,57.93,29.98,30.0764,9,8100,9174,8264700,61.2,2026-06-12T17:37:00.000Z,2026-06-18,,,,2026-06-18 19:52:00-07:00
1781836620000,0.0,1.7895,0,0,1,123,61.5,89,58.22,29.98,30.0763,18,16200,9156,8256600,61.5,2026-06-12T17:37:00.000Z,2026-06-18,,,,2026-06-18 19:37:00-07:00
1781835720000,0.0,1.3422,0,0,1,122,61.9,88,58.3,29.98,30.0762,25,22500,9131,8240400,61.9,2026-06-12T17:37:00.000Z,2026-06-18,,,,2026-06-18 19:22:00-07:00
1781834820000,0.2237,2.4606,0,0,1,211,62.1,87,58.18,29.98,30.0762,33,29700,9098,8217900,62.1,2026-06-12T17:37:00.000Z,2026-06-18,4.32,,,2026-06-18 19:07:00-07:00
1781833920000,0.8948,3.1317,0,0,1,221,62.2,86,57.96,29.98,30.0762,38,34200,9060,8188200,62.2,2026-06-12T17:37:00.000Z,2026-06-18,,,,2026-06-18 18:52:00-07:00
1781833020000,1.5659,4.2502,0,0,1,221,62.4,85,57.83,29.98,30.0761,49,44100,9011,8154000,62.4,2026-06-12T17:37:00.000Z,2026-06-18,,,,2026-06-18 18:37:00-07:00
1781832120000,1.5659,4.0265,0,0,1,221,62.4,85,57.83,29.97,30.0661,62,55800,8949,8109900,62.4,2026-06-12T17:37:00.000Z,2026-06-18,,,,2026-06-18 18:22:00-07:00
1781831220000,1.3422,4.6976,0,0,1,213,63.0,84,58.09,29.96,30.056,77,69300,8872,8054100,63.0,2026-06-12T17:37:00.000Z,2026-06-18,4.34,,,2026-06-18 18:07:00-07:00
1781830320000,1.5659,4.4739,0,0,1,198,63.0,84,58.09,29.96,30.056,91,81900,8781,7984800,63.0,2026-06-12T17:37:00.000Z,2026-06-18,,,,2026-06-18 17:52:00-07:00
1781829420000,0.8948,4.2502,0,0,1,198,63.5,83,58.24,29.96,30.0559,106,95400,8675,7902900,63.5,2026-06-12T17:37:00.000Z,2026-06-18,,,,2026-06-18 17:37:00-07:00
1781828520000,1.1185,3.5791,0,0,1,198,63.9,82,58.29,29.96,30.0558,127,114300,8548,7807500,63.9,2026-06-12T17:37:00.000Z,2026-06-18,,,,2026-06-18 17:22:00-07:00
1781827620000,0.8948,3.8028,0,0,1,198,64.4,81,58.44,29.97,30.0657,146,131400,8402,7693200,64.4,2026-06-12T17:37:00.000Z,2026-06-18,4.35,,,2026-06-18 17:07:00-07:00
1781826720000,0.6711,3.1317,0,0,1,198,63.9,82,58.29,29.98,30.0759,161,144900,8241,7561800,63.9,2026-06-12T17:37:00.000Z,2026-06-18,,,,2026-06-18 16:52:00-07:00
1781825820000,1.3422,5.5923,0,0,1,271,63.5,83,58.24,29.98,30.0759,166,149400,8075,7416900,63.5,2026-06-12T17:37:00.000Z,2026-06-18,,,,2026-06-18 16:37:00-07:00
1781824920000,0.8948,4.2502,0,0,1,229,63.9,83,58.63,29.99,30.0859,169,152100,7906,7267500,63.9,2026-06-12T17:37:00.000Z,2026-06-18,,,,2026-06-18 16:22:00-07:00
1781824020000,0.6711,4.4739,0,0,1,193,63.3,83,58.04,29.99,30.086,173,155700,7733,7115400,63.3,2026-06-12T17:37:00.000Z,2026-06-18,4.38,,,2026-06-18 16:07:00-07:00
