dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,lastRain,date,batt1volts,local_time
1744613400000,0.0,0.0,0,0,1,279,51.4,93,29.95,30.0245,0,0,22471,20223900,51.4,49.44,2025-04-01T21:20:00.000Z,2025-04-13,,2025-04-13 23:50:00-07:00
1744612500000,0.0,0.0,0,0,1,279,51.4,93,29.95,30.0245,0,0,22471,20223900,51.4,49.44,2025-04-01T21:20:00.000Z,2025-04-13,4.28,2025-04-13 23:35:00-07:00
1744611600000,0.0,0.0,0,0,1,279,50.9,93,29.95,30.0246,0,0,22471,20223900,50.9,48.95,2025-04-01T21:20:00.000Z,2025-04-13,,2025-04-13 23:20:00-07:00
1744610700000,0.0,0.0,0,0,1,279,50.2,93,29.94,30.0147,0,0,22471,20223900,50.2,48.25,2025-04-01T21:20:00.000Z,2025-04-13,,2025-04-13 23:05:00-07:00
1744609800000,0.0,0.0,0,0,1,279,49.8,93,29.94,30.0147,0,0,22471,20223900,49.8,47.86,2025-04-01T21:20:00.000Z,2025-04-13,,2025-04-13 22:50:00-07:00
1744608900000,0.0,0.0,0,0,1,279,50.2,92,29.94,30.0147,0,0,22471,20223900,50.2,47.97,2025-04-01T21:20:00.000Z,2025-04-13,4.29,2025-04-13 22:35:00-07:00
1744608000000,0.0,0.0,0,0,1,279,50.9,92,29.94,30.0145,0,0,22471,20223900,50.9,48.66,2025-04-01T21:20:00.000Z,2025-04-13,,2025-04-13 22:20:00-07:00
1744607100000,0.0,0.0,0,0,1,279,51.3,92,29.94,30.0145,0,0,22471,20223900,51.3,49.06,2025-04-01T21:20:00.000Z,2025-04-13,,2025-04-13 22:05:00-07:00
1744606200000,0.0,0.0,0,0,1,279,51.6,92,29.95,30.0245,0,0,22471,20223900,51.6,49.35,2025-04-01T21:20:00.000Z,2025-04-13,,2025-04-13 21:50:00-07:00
1744605300000,0.0,0.0,0,0,1,279,51.6,92,29.95,30.0245,0,0,22471,20223900,51.6,49.35,2025-04-01T21:20:00.000Z,2025-04-13,4.3,2025-04-13 21:35:00-07:00
1744604400000,0.4474,2.908,0,0,1,279,52.0,91,29.94,30.0144,0,0,22471,20223900,52.0,49.45,2025-04-01T21:20:00.000Z,2025-04-13,,2025-04-13 21:20:00-07:00
1744603500000,2.2369,3.8028,0,0,1,279,52.0,91,29.94,30.0144,0,0,22471,20223900,52.0,49.45,2025-04-01T21:20:00.000Z,2025-04-13,,2025-04-13 21:05:00-07:00
1744602600000,2.908,6.4871,0,0,1,279,52.2,91,29.93,30.0043,0,0,22471,20223900,52.2,49.65,2025-04-01T21:20:00.000Z,2025-04-13,,2025-04-13 20:50:00-07:00
1744601700000,3.1317,6.4871,0,0,1,279,52.3,90,29.93,30.0043,0,0,22471,20223900,52.3,49.45,2025-04-01T21:20:00.000Z,2025-04-13,4.31,2025-04-13 20:35:00-07:00
1744600800000,3.8028,8.053,0,0,1,283,52.5,90,29.93,30.0043,0,0,22471,20223900,52.5,49.65,2025-04-01T21:20:00.000Z,2025-04-13,,2025-04-13 20:20:00-07:00
1744599900000,4.4739,7.6056,0,0,1,266,52.5,90,29.93,30.0043,0,0,22471,20223900,52.5,49.65,2025-04-01T21:20:00.000Z,2025-04-13,,2025-04-13 20:05:00-07:00
1744599000000,4.4739,7.1582,0,0,1,268,52.7,90,29.93,30.0043,0,0,22471,20223900,52.7,49.85,2025-04-01T21:20:00.000Z,2025-04-13,,2025-04-13 19:50:00-07:00
1744598100000,4.2502,8.053,0,0,1,270,53.1,90,29.93,30.0042,4,3600,22467,20223900,53.1,50.24,2025-04-01T21:20:00.000Z,2025-04-13,4.31,2025-04-13 19:35:00-07:00
1744597200000,4.4739,8.053,0,0,1,267,54.0,88,29.93,30.0041,18,16200,22449,20220300,54.0,50.53,2025-04-01T21:20:00.000Z,2025-04-13,,2025-04-13 19:20:00-07:00
1744596300000,4.4739,8.053,0,0,1,275,54.5,88,29.93,30.004,32,28800,22417,20204100,54.5,51.02,2025-04-01T21:20:00.000Z,2025-04-13,,2025-04-13 19:05:00-07:00
1744595400000,4.6976,8.5004,0,0,1,258,55.4,88,29.93,30.0039,55,49500,22362,20175300,55.4,51.9,2025-04-01T21:20:00.000Z,2025-04-13,,2025-04-13 18:50:00-07:00
