dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,lastRain,date,tz,historical,local_time
1746427800000,0.0,0.0,0,0,1,163,54.5,86,4.29,29.75,29.8236,0,0,25083,22574700,54.5,50.4,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 23:50:00-07:00
1746426900000,0.0,0.0,0,0,1,163,54.7,86,,29.75,29.8235,0,0,25083,22574700,54.7,50.59,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 23:35:00-07:00
1746426000000,0.0,0.0,0,0,1,163,54.9,86,,29.75,29.8235,0,0,25083,22574700,54.9,50.79,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 23:20:00-07:00
1746425100000,0.0,0.0,0,0,1,163,55.2,86,,29.75,29.8235,0,0,25083,22574700,55.2,51.09,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 23:05:00-07:00
1746424200000,0.0,0.0,0,0,1,163,55.0,86,4.3,29.74,29.8135,0,0,25083,22574700,55.0,50.89,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 22:50:00-07:00
1746423300000,0.0,0.0,0,0,1,163,55.0,87,,29.74,29.8135,0,0,25083,22574700,55.0,51.2,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 22:35:00-07:00
1746422400000,0.0,0.0,0,0,1,163,55.4,86,,29.74,29.8134,0,0,25083,22574700,55.4,51.28,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 22:20:00-07:00
1746421500000,0.0,0.0,0,0,1,163,55.8,86,,29.74,29.8133,0,0,25083,22574700,55.8,51.67,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 22:05:00-07:00
1746420600000,0.0,0.0,0,0,1,163,55.8,86,4.3,29.74,29.8133,0,0,25083,22574700,55.8,51.67,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 21:50:00-07:00
1746419700000,0.0,0.0,0,0,1,163,55.8,85,,29.73,29.8033,0,0,25083,22574700,55.8,51.36,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 21:35:00-07:00
1746418800000,0.0,0.0,0,0,1,163,56.1,84,,29.73,29.8033,0,0,25083,22574700,56.1,51.33,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 21:20:00-07:00
1746417900000,0.0,0.0,0,0,1,163,56.1,84,,29.73,29.8033,0,0,25083,22574700,56.1,51.33,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 21:05:00-07:00
1746417000000,0.0,0.0,0,0,1,163,56.5,84,4.31,29.72,29.7932,0,0,25083,22574700,56.5,51.72,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 20:50:00-07:00
1746416100000,0.6711,4.9213,0,0,1,159,56.8,83,,29.72,29.7932,0,0,25083,22574700,56.8,51.69,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 20:35:00-07:00
1746415200000,0.8948,6.2634,0,0,1,118,56.8,81,,29.72,29.7932,0,0,25083,22574700,56.8,51.03,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 20:20:00-07:00
1746414300000,1.5659,5.816,0,0,1,118,57.2,81,,29.71,29.7831,0,0,25083,22574700,57.2,51.42,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 20:05:00-07:00
1746413400000,3.5791,6.9345,0,0,1,122,57.4,80,4.31,29.71,29.783,5,4500,25078,22574700,57.4,51.28,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 19:50:00-07:00
1746412500000,4.0265,7.1582,0,0,1,154,57.7,80,,29.71,29.783,18,16200,25060,22570200,57.7,51.57,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 19:35:00-07:00
1746411600000,4.0265,8.5004,0,0,1,121,57.9,80,,29.71,29.783,27,24300,25033,22554000,57.9,51.77,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 19:20:00-07:00
1746410700000,5.816,10.0662,0,0,1,152,58.8,79,,29.7,29.7728,39,35100,24994,22529700,58.8,52.3,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 19:05:00-07:00
1746409800000,3.5791,6.4871,0,0,1,125,60.3,73,4.33,29.7,29.7726,78,70200,24916,22494600,60.3,51.61,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 18:50:00-07:00
1746408900000,4.0265,8.053,0,0,1,112,60.3,73,,29.7,29.7726,95,85500,24821,22424400,60.3,51.61,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 18:35:00-07:00
1746408000000,4.6976,8.5004,0,0,1,120,60.6,71,,29.69,29.7625,98,88200,24723,22338900,60.6,51.14,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 18:20:00-07:00
1746407100000,5.3686,10.7373,0,0,1,119,60.6,72,,29.69,29.7625,130,117000,24593,22250700,60.6,51.52,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 18:05:00-07:00
1746406200000,6.2634,11.1847,0,0,1,121,61.2,70,4.39,29.68,29.7524,139,125100,24454,22133700,61.2,51.33,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 17:50:00-07:00
1746405300000,6.9345,11.6321,0,0,1,127,62.2,69,,29.68,29.7523,317,285300,24137,22008600,62.2,51.9,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 17:35:00-07:00
1746404400000,7.8293,13.1979,0,0,1,131,63.3,68,,29.68,29.7521,376,338400,23277,21287700,63.3,52.55,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 17:20:00-07:00
1746403500000,6.9345,13.1979,0,0,1,127,64.0,66,,29.68,29.752,484,435600,23653,21384900,64.0,52.41,,2025-05-04,America/Los_Angeles,True,2025-05-04 17:05:00-07:00
1746402600000,6.9345,12.3031,0,0,1,136,65.3,64,,29.68,29.7519,511,459900,22766,20949300,65.3,52.8,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 16:50:00-07:00
1746401700000,5.816,9.8425,0,0,1,119,65.5,61,,29.68,29.7518,537,483300,21032,19412100,65.5,51.69,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 16:35:00-07:00
1746400800000,6.4871,10.5136,0,0,1,117,65.7,60,,29.68,29.7518,577,519300,21569,20006100,65.7,51.43,,2025-05-04,America/Los_Angeles,True,2025-05-04 16:20:00-07:00
1746399900000,5.5923,10.2899,0,0,1,123,65.7,61,,29.69,29.7618,620,558000,21569,19486800,65.7,51.88,,2025-05-04,America/Los_Angeles,True,2025-05-04 16:05:00-07:00
1746399000000,5.3686,8.5004,0,0,1,153,63.7,66,,29.69,29.7621,660,594000,20372,18928800,63.7,52.12,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 15:50:00-07:00
1746398100000,4.0265,8.2767,0,0,1,150,63.5,67,4.39,29.69,29.7621,698,628200,19674,18334800,63.5,52.34,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 15:35:00-07:00
1746397200000,4.6976,7.6056,0,0,1,183,62.6,70,,29.7,29.7723,730,657000,18944,17706600,62.6,52.67,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 15:20:00-07:00
1746396300000,4.4739,7.6056,0,0,1,193,63.5,69,,29.7,29.7722,758,682200,18186,17049600,63.5,53.14,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 15:05:00-07:00
1746395400000,3.8028,7.1582,0,0,1,206,63.9,66,,29.7,29.7721,789,710100,17397,16367400,63.9,52.31,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 14:50:00-07:00
1746394500000,4.2502,6.9345,0,0,1,214,63.7,69,4.39,29.7,29.7721,816,734400,16581,15657300,63.7,53.33,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 14:35:00-07:00
1746393600000,5.145,8.5004,0,0,1,207,63.5,67,,29.71,29.7822,858,772200,15723,14922900,63.5,52.34,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 14:20:00-07:00
1746392700000,4.6976,7.8293,0,0,1,212,63.5,66,,29.71,29.7822,832,748800,14891,14150700,63.5,51.93,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 14:05:00-07:00
1746391800000,4.4739,6.9345,0,0,1,214,63.3,69,,29.72,29.7922,900,810000,13991,13401900,63.3,52.95,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 13:50:00-07:00
1746390900000,4.9213,8.5004,0,0,1,208,63.3,70,4.4,29.72,29.7922,940,846000,13051,12591900,63.3,53.34,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 13:35:00-07:00
1746390000000,4.9213,7.6056,0,0,1,212,63.0,71,,29.72,29.7923,841,756900,12210,11745900,63.0,53.44,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 13:20:00-07:00
1746389100000,5.3686,10.2899,0,0,1,225,64.0,70,,29.73,29.8022,999,899100,11211,10989000,64.0,54.01,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 13:05:00-07:00
1746388200000,4.4739,7.8293,0,0,1,223,61.2,71,,29.74,29.8126,525,472500,10686,10089900,61.2,51.72,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 12:50:00-07:00
1746387300000,5.145,8.5004,0,0,1,240,61.5,68,4.41,29.74,29.8125,399,359100,10287,9617400,61.5,50.84,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 12:35:00-07:00
1746386400000,5.5923,8.7241,0,0,1,239,63.1,62,,29.74,29.8123,571,513900,9716,9258300,63.1,49.87,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 12:20:00-07:00
1746385500000,4.2502,8.2767,0,0,1,244,63.7,62,,29.74,29.8122,788,709200,8928,8744400,63.7,50.43,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 12:05:00-07:00
1746384600000,5.5923,8.9477,0,0,1,240,61.3,70,,29.75,29.8226,916,824400,8012,8035200,61.3,51.43,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 11:50:00-07:00
1746383700000,5.5923,9.1714,0,0,1,230,60.1,73,4.46,29.75,29.8228,383,344700,7629,7210800,60.1,51.41,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 11:35:00-07:00
1746382800000,6.9345,10.5136,0,0,1,211,60.6,71,,29.74,29.8127,812,730800,6817,6866100,60.6,51.14,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 11:20:00-07:00
1746381900000,6.7108,10.0662,0,0,1,208,60.3,70,,29.74,29.8127,772,694800,6045,6135300,60.3,50.47,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 11:05:00-07:00
1746381000000,6.0397,8.9477,0,0,1,210,59.9,69,,29.74,29.8128,743,668700,5302,5440500,59.9,49.7,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 10:50:00-07:00
1746380100000,6.0397,8.7241,0,0,1,212,59.9,69,4.59,29.75,29.8228,715,643500,4587,4771800,59.9,49.7,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 10:35:00-07:00
1746379200000,6.2634,8.9477,0,0,1,208,59.5,69,,29.75,29.8228,689,620100,3898,4128300,59.5,49.32,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 10:20:00-07:00
1746378300000,5.5923,8.7241,0,0,1,208,59.7,69,,29.75,29.8228,642,577800,3256,3508200,59.7,49.51,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 10:05:00-07:00
1746377400000,4.4739,6.9345,0,0,1,202,59.4,67,,29.75,29.8229,602,541800,2654,2930400,59.4,48.44,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 09:50:00-07:00
1746376500000,4.4739,6.7108,0,0,1,200,59.2,68,4.44,29.75,29.8229,579,521100,2075,2388600,59.2,48.64,2025-04-26T15:20:00.000Z,2025-05-04,,,2025-05-04 09:35:00-07:00
