dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,lastRain,date,batt1volts,local_time
1745715900000,6.7108,12.0795,0.0,0.27,1,263,54.1,75,29.93,30.0041,177,159300,20576,18677700,54.1,46.35,2025-04-26T15:20:00.000Z,2025-04-26,,2025-04-26 18:05:00-07:00
1745715000000,6.0397,11.1847,0.0,0.27,1,267,54.7,75,29.93,30.004,122,109800,20454,18518400,54.7,46.93,2025-04-26T15:20:00.000Z,2025-04-26,,2025-04-26 17:50:00-07:00
1745714100000,6.9345,12.9742,0.0,0.27,1,268,55.2,75,29.93,30.0039,168,151200,20286,18408600,55.2,47.42,2025-04-26T15:20:00.000Z,2025-04-26,4.38,2025-04-26 17:35:00-07:00
1745713200000,6.4871,12.0795,0.0,0.27,1,261,55.9,73,29.93,30.0038,206,185400,20080,18257400,55.9,47.37,2025-04-26T15:20:00.000Z,2025-04-26,,2025-04-26 17:20:00-07:00
1745712300000,6.4871,10.961,0.0,0.27,1,262,57.0,71,29.92,29.9936,178,160200,19902,18072000,57.0,47.69,2025-04-26T15:20:00.000Z,2025-04-26,,2025-04-26 17:05:00-07:00
1745711400000,7.1582,13.4216,0.0,0.27,1,257,58.6,68,29.91,29.9834,549,494100,19353,17911800,58.6,48.07,2025-04-26T15:20:00.000Z,2025-04-26,,2025-04-26 16:50:00-07:00
1745710500000,6.7108,11.8558,0.0,0.27,1,256,58.8,67,29.91,29.9833,550,495000,18803,17417700,58.8,47.87,2025-04-26T15:20:00.000Z,2025-04-26,4.39,2025-04-26 16:35:00-07:00
1745709600000,6.9345,12.5268,0.0,0.27,1,258,59.4,64,29.91,29.9833,592,532800,18211,16922700,59.4,47.22,2025-04-26T15:20:00.000Z,2025-04-26,,2025-04-26 16:20:00-07:00
1745708700000,6.7108,12.5268,0.0,0.27,1,255,59.0,63,29.91,29.9833,635,571500,17576,16389900,59.0,46.42,2025-04-26T15:20:00.000Z,2025-04-26,,2025-04-26 16:05:00-07:00
1745707800000,6.7108,11.6321,0.0,0.27,1,256,59.2,63,29.91,29.9833,676,608400,16900,15818400,59.2,46.61,2025-04-26T15:20:00.000Z,2025-04-26,,2025-04-26 15:50:00-07:00
1745706900000,6.7108,12.3031,0.0,0.27,1,250,59.2,63,29.91,29.9833,714,642600,16186,15210000,59.2,46.61,2025-04-26T15:20:00.000Z,2025-04-26,4.4,2025-04-26 15:35:00-07:00
1745706000000,6.4871,10.5136,0.0,0.27,1,240,58.8,62,29.91,29.9833,749,674100,15437,14567400,58.8,45.81,2025-04-26T15:20:00.000Z,2025-04-26,,2025-04-26 15:20:00-07:00
1745705100000,5.816,11.8558,0.0,0.27,1,245,59.2,62,29.91,29.9833,781,702900,14656,13893300,59.2,46.19,2025-04-26T15:20:00.000Z,2025-04-26,,2025-04-26 15:05:00-07:00
1745704200000,5.3686,9.6188,0.0,0.27,1,239,59.5,61,29.91,29.9832,810,729000,13846,13190400,59.5,46.04,2025-04-26T15:20:00.000Z,2025-04-26,,2025-04-26 14:50:00-07:00
1745703300000,5.816,9.6188,0.0,0.27,1,222,59.4,61,29.91,29.9833,836,752400,13010,12461400,59.4,45.95,2025-04-26T15:20:00.000Z,2025-04-26,4.4,2025-04-26 14:35:00-07:00
1745702400000,5.3686,8.2767,0.0,0.27,1,212,58.8,61,29.91,29.9833,859,773100,12151,11709000,58.8,45.38,2025-04-26T15:20:00.000Z,2025-04-26,,2025-04-26 14:20:00-07:00
1745701500000,5.145,8.2767,0.0,0.27,1,222,59.4,61,29.9,29.9732,878,790200,11273,10935900,59.4,45.95,2025-04-26T15:20:00.000Z,2025-04-26,,2025-04-26 14:05:00-07:00
1745700600000,5.3686,8.7241,0.0,0.27,1,214,58.6,62,29.9,29.9733,894,804600,10379,10145700,58.6,45.62,2025-04-26T15:20:00.000Z,2025-04-26,,2025-04-26 13:50:00-07:00
1745699700000,4.0265,7.1582,0.0,0.27,1,208,58.5,65,29.9,29.9734,909,818100,9470,9341100,58.5,46.78,2025-04-26T15:20:00.000Z,2025-04-26,4.41,2025-04-26 13:35:00-07:00
1745698800000,4.4739,8.5004,0.0,0.27,1,184,57.9,71,29.9,29.9734,908,817200,8562,8523000,57.9,48.55,2025-04-26T15:20:00.000Z,2025-04-26,,2025-04-26 13:20:00-07:00
1745697900000,3.8028,7.6056,0.0,0.27,1,167,58.3,72,29.9,29.9734,922,829800,7640,7705800,58.3,49.31,2025-04-26T15:20:00.000Z,2025-04-26,,2025-04-26 13:05:00-07:00
1745697000000,3.3554,6.2634,0.0,0.27,1,171,58.1,73,29.9,29.9734,913,821700,6727,6876000,58.1,49.49,2025-04-26T15:20:00.000Z,2025-04-26,,2025-04-26 12:50:00-07:00
1745696100000,3.8028,7.3819,0.0,0.27,1,159,57.9,77,29.9,29.9734,969,872100,5758,6054300,57.9,50.73,2025-04-26T15:20:00.000Z,2025-04-26,4.47,2025-04-26 12:35:00-07:00
1745695200000,3.8028,6.2634,0.0,0.27,1,167,56.8,76,29.91,29.9836,630,567000,5128,5182200,56.8,49.32,2025-04-26T15:20:00.000Z,2025-04-26,,2025-04-26 12:20:00-07:00
1745694300000,3.8028,6.9345,0.0,0.27,1,157,56.1,77,29.91,29.9837,689,620100,4439,4615200,56.1,48.99,2025-04-26T15:20:00.000Z,2025-04-26,,2025-04-26 12:05:00-07:00
1745693400000,4.0265,6.0397,0.0,0.27,1,154,54.9,79,29.91,29.9839,335,301500,4104,3995100,54.9,48.51,2025-04-26T15:20:00.000Z,2025-04-26,,2025-04-26 11:50:00-07:00
1745692500000,5.145,7.8293,0.0,0.27,1,154,54.7,79,29.91,29.9839,302,271800,3802,3693600,54.7,48.32,2025-04-26T15:20:00.000Z,2025-04-26,4.58,2025-04-26 11:35:00-07:00
1745691600000,6.2634,10.7373,0.0,0.27,1,150,55.8,79,29.9,29.9737,592,532800,3210,3421800,55.8,49.38,2025-04-26T15:20:00.000Z,2025-04-26,,2025-04-26 11:20:00-07:00
1745690700000,5.3686,10.0662,0.0,0.27,1,159,55.9,78,29.9,29.9737,738,664200,2472,2889000,55.9,49.14,2025-04-26T15:20:00.000Z,2025-04-26,,2025-04-26 11:05:00-07:00
1745689800000,2.6843,7.1582,0.0,0.27,1,123,55.8,76,29.9,29.9737,469,422100,2003,2224800,55.8,48.35,2025-04-26T15:20:00.000Z,2025-04-26,,2025-04-26 10:50:00-07:00
1745688900000,1.7895,5.816,0.0,0.27,1,80,55.0,81,29.9,29.9739,547,492300,1456,1802700,55.0,49.28,2025-04-26T15:20:00.000Z,2025-04-26,4.56,2025-04-26 10:35:00-07:00
1745688000000,1.5659,5.816,0.0,0.27,1,113,52.7,84,29.91,29.9842,386,347400,1070,1310400,52.7,48.0,2025-04-26T15:20:00.000Z,2025-04-26,,2025-04-26 10:20:00-07:00
1745687100000,1.3422,4.4739,0.0,0.27,1,77,52.2,86,29.91,29.9843,187,168300,883,963000,52.2,48.14,2025-04-26T15:20:00.000Z,2025-04-26,,2025-04-26 10:05:00-07:00
1745686200000,0.4474,4.0265,0.0,0.27,1,47,51.6,86,29.91,29.9844,105,94500,778,794700,51.6,47.55,2025-04-26T15:20:00.000Z,2025-04-26,,2025-04-26 09:50:00-07:00
1745685300000,0.8948,6.9345,0.0,0.27,1,75,51.4,86,29.9,29.9744,122,109800,656,700200,51.4,47.35,2025-04-26T15:20:00.000Z,2025-04-26,4.39,2025-04-26 09:35:00-07:00
1745684400000,1.1185,4.4739,0.0,0.27,1,120,51.1,87,29.9,29.9744,184,165600,472,590400,51.1,47.37,2025-04-26T15:20:00.000Z,2025-04-26,,2025-04-26 09:20:00-07:00
1745683500000,1.7895,6.2634,0.0,0.27,1,102,50.4,90,29.89,29.9645,188,169200,284,424800,50.4,47.58,2025-04-26T15:20:00.000Z,2025-04-26,,2025-04-26 09:05:00-07:00
1745682600000,1.1185,4.9213,0.0,0.27,1,77,50.0,91,29.88,29.9545,89,80100,195,255600,50.0,47.48,2025-04-26T15:20:00.000Z,2025-04-26,,2025-04-26 08:50:00-07:00
1745681700000,1.3422,6.7108,0.0,0.27,1,85,50.2,92,29.88,29.9545,41,36900,154,175500,50.2,47.97,2025-04-26T15:20:00.000Z,2025-04-26,4.23,2025-04-26 08:35:00-07:00
1745680800000,1.1185,7.3819,0.25,0.21,1,100,50.5,92,29.88,29.9545,17,15300,137,138600,50.5,48.26,2025-04-26T15:20:00.000Z,2025-04-26,,2025-04-26 08:20:00-07:00
1745679900000,0.8948,4.4739,0.16,0.17,1,108,50.4,93,29.88,29.9545,42,37800,95,123300,50.4,48.45,2025-04-26T15:05:00.000Z,2025-04-26,,2025-04-26 08:05:00-07:00
1745679000000,0.6711,3.5791,0.03,0.16,1,108,49.8,93,29.88,29.9546,42,37800,53,85500,49.8,47.86,2025-04-26T14:50:00.000Z,2025-04-26,,2025-04-26 07:50:00-07:00
1745678100000,0.6711,4.4739,0.0,0.16,1,108,49.6,93,29.87,29.9446,23,20700,30,47700,49.6,47.66,2025-04-26T14:05:00.000Z,2025-04-26,4.23,2025-04-26 07:35:00-07:00
1745677200000,2.4606,6.2634,0.0,0.16,1,90,49.5,93,29.87,29.9446,16,14400,14,27000,49.5,47.56,2025-04-26T14:05:00.000Z,2025-04-26,,2025-04-26 07:20:00-07:00
1745676300000,2.2369,6.7108,0.09,0.14,1,108,49.5,93,29.87,29.9446,8,7200,6,12600,49.5,47.56,2025-04-26T14:05:00.000Z,2025-04-26,,2025-04-26 07:05:00-07:00
1745675400000,2.4606,8.2767,0.03,0.13,1,95,49.5,93,29.86,29.9346,6,5400,0,5400,49.5,47.56,2025-04-26T13:50:00.000Z,2025-04-26,,2025-04-26 06:50:00-07:00
1745674500000,2.2369,10.7373,0.19,0.08,1,102,49.1,92,29.85,29.9246,0,0,0,0,49.1,46.88,2025-04-26T13:35:00.000Z,2025-04-26,4.23,2025-04-26 06:35:00-07:00
1745673600000,0.0,0.0,0.09,0.06,1,276,48.9,91,29.85,29.9246,0,0,0,0,48.9,46.39,2025-04-26T13:20:00.000Z,2025-04-26,,2025-04-26 06:20:00-07:00
1745672700000,0.0,0.0,0.13,0.03,1,276,48.7,90,29.85,29.9246,0,0,0,0,48.7,45.9,2025-04-26T13:05:00.000Z,2025-04-26,,2025-04-26 06:05:00-07:00
1745671800000,0.0,0.0,0.03,0.02,1,276,48.4,89,29.85,29.9247,0,0,0,0,48.4,45.31,2025-04-26T12:50:00.000Z,2025-04-26,,2025-04-26 05:50:00-07:00
1745670900000,0.0,0.8948,0.03,0.01,1,276,48.6,88,29.85,29.9247,0,0,0,0,48.6,45.21,2025-04-26T12:35:00.000Z,2025-04-26,4.25,2025-04-26 05:35:00-07:00
1745670000000,0.0,0.0,0.03,0.0,1,276,48.4,86,29.85,29.9247,0,0,0,0,48.4,44.41,2025-04-26T12:20:00.000Z,2025-04-26,,2025-04-26 05:20:00-07:00
1745669100000,0.0,0.0,0.0,0.0,1,276,48.4,84,29.86,29.9347,0,0,0,0,48.4,43.79,2025-04-01T21:20:00.000Z,2025-04-26,,2025-04-26 05:05:00-07:00
1745668200000,0.0,0.0,0.0,0.0,1,276,48.4,83,29.86,29.9347,0,0,0,0,48.4,43.48,2025-04-01T21:20:00.000Z,2025-04-26,,2025-04-26 04:50:00-07:00
1745667300000,0.0,0.0,0.0,0.0,1,276,47.8,83,29.86,29.9348,0,0,0,0,47.8,42.89,2025-04-01T21:20:00.000Z,2025-04-26,4.25,2025-04-26 04:35:00-07:00
1745666400000,0.0,0.0,0.0,0.0,1,276,47.5,83,29.86,29.9348,0,0,0,0,47.5,42.6,2025-04-01T21:20:00.000Z,2025-04-26,,2025-04-26 04:20:00-07:00
1745665500000,0.0,0.0,0.0,0.0,1,276,46.9,84,29.86,29.9349,0,0,0,0,46.9,42.32,2025-04-01T21:20:00.000Z,2025-04-26,,2025-04-26 04:05:00-07:00
1745664600000,0.0,0.0,0.0,0.0,1,276,46.8,84,29.86,29.935,0,0,0,0,46.8,42.22,2025-04-01T21:20:00.000Z,2025-04-26,,2025-04-26 03:50:00-07:00
1745663700000,0.0,0.0,0.0,0.0,1,276,46.8,84,29.87,29.945,0,0,0,0,46.8,42.22,2025-04-01T21:20:00.000Z,2025-04-26,4.26,2025-04-26 03:35:00-07:00
1745662800000,0.0,1.1185,0.0,0.0,1,276,46.6,85,29.87,29.945,0,0,0,0,46.6,42.34,2025-04-01T21:20:00.000Z,2025-04-26,,2025-04-26 03:20:00-07:00
1745661900000,0.0,0.0,0.0,0.0,1,276,46.6,85,29.87,29.945,0,0,0,0,46.6,42.34,2025-04-01T21:20:00.000Z,2025-04-26,,2025-04-26 03:05:00-07:00
1745661000000,0.0,0.0,0.0,0.0,1,276,46.8,85,29.88,29.955,0,0,0,0,46.8,42.53,2025-04-01T21:20:00.000Z,2025-04-26,,2025-04-26 02:50:00-07:00
1745660100000,0.0,0.0,0.0,0.0,1,276,47.1,84,29.88,29.955,0,0,0,0,47.1,42.52,2025-04-01T21:20:00.000Z,2025-04-26,4.27,2025-04-26 02:35:00-07:00
1745659200000,0.0,0.0,0.0,0.0,1,276,47.7,83,29.89,29.9649,0,0,0,0,47.7,42.79,2025-04-01T21:20:00.000Z,2025-04-26,,2025-04-26 02:20:00-07:00
1745658300000,0.0,0.0,0.0,0.0,1,276,48.2,82,29.9,29.9748,0,0,0,0,48.2,42.97,2025-04-01T21:20:00.000Z,2025-04-26,,2025-04-26 02:05:00-07:00
1745657400000,0.0,0.0,0.0,0.0,1,276,48.9,81,29.9,29.9747,0,0,0,0,48.9,43.33,2025-04-01T21:20:00.000Z,2025-04-26,,2025-04-26 01:50:00-07:00
1745656500000,0.0,0.0,0.0,0.0,1,276,49.8,79,29.91,29.9846,0,0,0,0,49.8,43.55,2025-04-01T21:20:00.000Z,2025-04-26,4.28,2025-04-26 01:35:00-07:00
1745655600000,1.1185,3.1317,0.0,0.0,1,276,50.4,78,29.91,29.9845,0,0,0,0,50.4,43.8,2025-04-01T21:20:00.000Z,2025-04-26,,2025-04-26 01:20:00-07:00
1745654700000,1.7895,4.0265,0.0,0.0,1,276,50.9,78,29.91,29.9845,0,0,0,0,50.9,44.29,2025-04-01T21:20:00.000Z,2025-04-26,,2025-04-26 01:05:00-07:00
1745653800000,2.908,6.0397,0.0,0.0,1,268,50.7,81,29.91,29.9845,0,0,0,0,50.7,45.08,2025-04-01T21:20:00.000Z,2025-04-26,,2025-04-26 00:50:00-07:00
1745652900000,2.4606,4.4739,0.0,0.0,1,246,50.7,81,29.91,29.9845,0,0,0,0,50.7,45.08,2025-04-01T21:20:00.000Z,2025-04-26,4.29,2025-04-26 00:35:00-07:00
1745652000000,2.2369,6.2634,0.0,0.0,1,251,51.3,76,29.91,29.9844,0,0,0,0,51.3,43.99,2025-04-01T21:20:00.000Z,2025-04-26,,2025-04-26 00:20:00-07:00
1745651100000,2.2369,6.9345,0.0,0.0,1,280,51.8,77,29.91,29.9843,0,0,0,0,51.8,44.82,2025-04-01T21:20:00.000Z,2025-04-26,,2025-04-26 00:05:00-07:00
