dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,feelsLike,date,lastRain,batt1volts,local_time
1785982920000,1.5659,4.0265,0,0,1,214,66.7,87,62.7,29.88,29.975,10,9000,14313,12890700,,,66.7,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 19:22:00-07:00
1785982020000,1.3422,4.2502,0,0,1,214,66.9,86,62.57,29.88,29.975,17,15300,14296,12881700,,,66.9,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 19:07:00-07:00
1785981120000,1.7895,5.816,0,0,1,223,67.5,85,62.83,29.89,29.9849,19,17100,14277,12866400,,,67.5,2026-08-05,2026-06-12T17:37:00.000Z,4.32,2026-08-05 18:52:00-07:00
1785980220000,1.5659,4.0265,0,0,1,208,67.8,84,62.78,29.89,29.9849,23,20700,14254,12849300,,,67.8,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 18:37:00-07:00
1785979320000,1.1185,6.0397,0,0,1,196,68.4,83,63.03,29.9,29.9948,39,35100,14215,12828600,,,68.84,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 18:22:00-07:00
1785978420000,2.0132,5.5923,0,0,1,187,68.5,82,62.78,29.9,29.9948,52,46800,14163,12793500,,,68.9,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 18:07:00-07:00
1785977520000,2.4606,6.7108,0,0,1,212,68.7,82,62.98,29.9,29.9947,55,49500,14108,12746700,,,69.12,2026-08-05,2026-06-12T17:37:00.000Z,4.33,2026-08-05 17:52:00-07:00
1785976620000,1.7895,6.0397,0,0,1,220,68.7,82,62.98,29.9,29.9947,41,36900,14067,12697200,,,69.12,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 17:37:00-07:00
1785975720000,2.0132,6.7108,0,0,1,208,68.5,81,62.43,29.9,29.9948,45,40500,14022,12660300,,,68.86,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 17:22:00-07:00
1785974820000,1.7895,6.4871,0,0,1,218,68.9,81,62.82,29.91,30.0047,54,48600,13968,12619800,,,69.3,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 17:07:00-07:00
1785973920000,2.0132,6.0397,0,0,1,223,68.7,82,62.98,29.91,30.0048,64,57600,13904,12571200,,,69.12,2026-08-05,2026-06-12T17:37:00.000Z,4.34,2026-08-05 16:52:00-07:00
1785973020000,1.5659,7.8293,0,0,1,218,69.1,81,63.02,29.91,30.0047,77,69300,13827,12513600,,,69.52,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 16:37:00-07:00
1785972120000,2.4606,7.1582,0,0,1,219,69.8,81,63.7,29.91,30.0046,103,92700,13724,12444300,,,70.29,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 16:22:00-07:00
1785971220000,2.0132,5.816,0,0,1,222,70.5,79,63.66,29.91,30.0045,104,93600,13620,12351600,,,70.96,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 16:07:00-07:00
1785970320000,3.1317,6.2634,0,0,1,213,70.5,79,63.66,29.91,30.0045,262,235800,13358,12258000,,,70.96,2026-08-05,2026-06-12T17:37:00.000Z,4.42,2026-08-05 15:52:00-07:00
1785969420000,2.4606,6.2634,0,0,1,208,70.9,78,63.69,29.92,30.0144,343,308700,13015,12022200,,,71.36,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 15:37:00-07:00
1785968520000,3.3554,5.145,0,0,1,202,71.2,78,63.98,29.92,30.0144,433,389700,12582,11713500,,,71.69,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 15:22:00-07:00
1785967620000,2.908,5.816,0,0,1,209,72.1,76,64.11,29.93,30.0242,694,624600,11888,11323800,,,72.58,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 15:07:00-07:00
1785966720000,3.1317,5.3686,0,0,1,208,72.5,75,64.11,29.94,30.0342,774,696600,11114,10699200,,,72.98,2026-08-05,2026-06-12T17:37:00.000Z,4.56,2026-08-05 14:52:00-07:00
1785965820000,1.7895,5.3686,0,0,1,205,72.9,74,64.11,29.95,30.0442,796,716400,10318,10002600,,,73.37,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 14:37:00-07:00
1785964920000,2.6843,4.2502,0,0,1,205,74.3,72,64.67,29.96,30.0539,817,735300,9501,9286200,,,74.81,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 14:22:00-07:00
1785964020000,2.908,4.4739,0,0,1,205,74.3,71,64.27,29.96,30.0539,837,753300,8664,8550900,,,74.77,2026-08-05,2026-06-12T17:37:00.000Z,4.58,2026-08-05 14:07:00-07:00
1785963120000,3.1317,5.145,0,0,1,205,74.1,71,64.08,29.96,30.054,852,766800,7812,7797600,,,74.55,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 13:52:00-07:00
1785962220000,2.908,4.4739,0,0,1,205,73.9,72,64.29,29.96,30.054,862,775800,6950,7030800,,,74.37,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 13:37:00-07:00
1785961320000,2.6843,4.2502,0,0,1,205,73.6,72,64.0,29.96,30.0541,863,776700,6087,6255000,,,74.04,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 13:22:00-07:00
1785960420000,2.6843,5.3686,0,0,1,205,72.1,74,63.34,29.97,30.0644,863,776700,5224,5478300,,,72.49,2026-08-05,2026-06-12T17:37:00.000Z,4.57,2026-08-05 13:07:00-07:00
1785959520000,2.6843,4.4739,0,0,1,205,71.1,77,63.51,29.98,30.0746,595,535500,4629,4701600,,,71.53,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 12:52:00-07:00
1785958620000,2.6843,4.2502,0,0,1,205,70.0,78,62.82,29.98,30.0748,373,335700,4256,4166100,,,70.37,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 12:37:00-07:00
1785957720000,2.2369,4.4739,0,0,1,205,69.8,79,62.98,29.97,30.0648,266,239400,3990,3830400,,,70.19,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 12:22:00-07:00
1785956820000,2.2369,4.0265,0,0,1,205,69.8,79,62.98,29.96,30.0547,324,291600,3666,3591000,,,70.19,2026-08-05,2026-06-12T17:37:00.000Z,4.46,2026-08-05 12:07:00-07:00
1785955920000,3.1317,4.6976,0,0,1,205,69.6,79,62.79,29.96,30.0548,381,342900,3285,3299400,,,69.97,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 11:52:00-07:00
1785955020000,2.908,4.4739,0,0,1,205,69.6,79,62.79,29.95,30.0447,638,574200,2647,2956500,,,69.97,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 11:37:00-07:00
1785954120000,2.4606,3.8028,0,0,1,205,69.3,80,62.86,29.95,30.0448,549,494100,2098,2382300,,,69.69,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 11:22:00-07:00
1785953220000,2.4606,4.2502,0,0,1,205,68.9,80,62.47,29.95,30.0449,156,140400,1942,1888200,,,69.25,2026-08-05,2026-06-12T17:37:00.000Z,4.36,2026-08-05 11:07:00-07:00
1785952320000,2.6843,3.8028,0,0,1,205,68.5,81,62.43,29.95,30.0449,152,136800,1790,1747800,,,68.86,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 10:52:00-07:00
1785951420000,2.908,4.4739,0,0,1,205,67.8,81,61.75,29.94,30.035,354,318600,1436,1611000,,,67.8,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 10:37:00-07:00
1785950520000,2.6843,3.8028,0,0,1,205,67.6,82,61.9,29.95,30.0451,368,331200,1068,1292400,,,67.6,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 10:22:00-07:00
1785949620000,2.4606,4.0265,0,0,1,205,67.6,83,62.25,29.95,30.0451,240,216000,828,961200,,,67.6,2026-08-05,2026-06-12T17:37:00.000Z,4.28,2026-08-05 10:07:00-07:00
1785948720000,2.0132,3.1317,0,0,1,205,67.1,84,62.1,29.95,30.0452,157,141300,671,745200,,,67.1,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 09:52:00-07:00
1785947820000,2.2369,3.8028,0,0,1,205,66.2,86,61.88,29.95,30.0454,155,139500,516,603900,,,66.2,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 09:37:00-07:00
1785946920000,0.8948,2.908,0,0,1,205,65.8,86,61.49,29.96,30.0555,97,87300,419,464400,,,65.8,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 09:22:00-07:00
1785946020000,0.6711,2.4606,0,0,1,205,65.7,86,61.39,29.95,30.0454,74,66600,345,377100,,,65.7,2026-08-05,2026-06-12T17:37:00.000Z,4.26,2026-08-05 09:07:00-07:00
1785945120000,0.2237,1.3422,0,0,1,205,65.5,86,61.2,29.95,30.0455,64,57600,281,310500,,,65.5,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 08:52:00-07:00
1785944220000,0.2237,2.0132,0,0,1,205,65.5,87,61.52,29.94,30.0355,53,47700,228,252900,,,65.5,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 08:37:00-07:00
1785943320000,0.4474,2.6843,0,0,1,205,65.7,87,61.72,29.93,30.0254,55,49500,173,205200,,,65.7,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 08:22:00-07:00
1785942420000,0.2237,2.2369,0,0,1,205,65.5,87,61.52,29.93,30.0254,54,48600,119,155700,,,65.5,2026-08-05,2026-06-12T17:37:00.000Z,4.26,2026-08-05 08:07:00-07:00
1785941520000,0.0,0.0,0,0,1,205,64.8,88,61.16,29.92,30.0155,48,43200,71,107100,,,64.8,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 07:52:00-07:00
1785940620000,0.0,1.1185,0,0,1,205,64.8,88,61.16,29.92,30.0155,33,29700,38,63900,,,64.8,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 07:37:00-07:00
1785939720000,0.0,0.0,0,0,1,205,64.6,89,61.28,29.92,30.0156,20,18000,18,34200,,,64.6,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 07:22:00-07:00
1785938820000,0.0,0.0,0,0,1,205,64.2,90,61.2,29.92,30.0156,11,9900,7,16200,,,64.2,2026-08-05,2026-06-12T17:37:00.000Z,4.26,2026-08-05 07:07:00-07:00
1785937920000,0.0,0.0,0,0,1,205,64.2,90,61.2,29.91,30.0056,5,4500,2,6300,,,64.2,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 06:52:00-07:00
1785937020000,0.0,0.0,0,0,1,205,64.2,90,61.2,29.9,29.9956,2,1800,0,1800,,,64.2,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 06:37:00-07:00
1785936120000,0.0,0.0,0,0,1,205,64.0,90,61.0,29.9,29.9956,0,0,0,0,,,64.0,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 06:22:00-07:00
1785935220000,0.0,0.0,0,0,1,205,64.2,90,61.2,29.9,29.9956,0,0,0,0,,,64.2,2026-08-05,2026-06-12T17:37:00.000Z,4.27,2026-08-05 06:07:00-07:00
1785934320000,0.0,1.3422,0,0,1,205,64.0,90,61.0,29.89,29.9856,0,0,0,0,,,64.0,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 05:52:00-07:00
1785933420000,0.0,0.0,0,0,1,205,64.0,90,61.0,29.89,29.9856,0,0,0,0,,,64.0,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 05:37:00-07:00
1785932520000,0.0,0.0,0,0,1,205,64.0,90,61.0,29.9,29.9956,0,0,0,0,,,64.0,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 05:22:00-07:00
1785931620000,0.0,1.3422,0,0,1,205,64.0,90,61.0,29.9,29.9956,0,0,0,0,,,64.0,2026-08-05,2026-06-12T17:37:00.000Z,4.28,2026-08-05 05:07:00-07:00
1785930720000,0.0,1.3422,0,0,1,205,64.0,90,61.0,29.9,29.9956,0,0,0,0,,,64.0,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 04:52:00-07:00
1785929820000,0.0,0.0,0,0,1,205,64.0,90,61.0,29.89,29.9856,0,0,0,0,,,64.0,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 04:37:00-07:00
1785928920000,0.0,0.0,0,0,1,205,64.0,90,61.0,29.89,29.9856,0,0,0,0,,,64.0,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 04:22:00-07:00
1785928020000,0.0,0.0,0,0,1,205,64.0,90,61.0,29.89,29.9856,0,0,0,0,,,64.0,2026-08-05,2026-06-12T17:37:00.000Z,4.29,2026-08-05 04:07:00-07:00
1785927120000,0.0,1.3422,0,0,1,205,64.2,90,61.2,29.89,29.9855,0,0,0,0,,,64.2,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 03:52:00-07:00
1785926220000,0.0,0.0,0,0,1,205,64.4,90,61.4,29.89,29.9855,0,0,0,0,,,64.4,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 03:37:00-07:00
1785925320000,0.0,0.0,0,0,1,205,64.4,90,61.4,29.9,29.9955,0,0,0,0,,,64.4,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 03:22:00-07:00
1785924420000,0.0,0.0,0,0,1,205,64.4,90,61.4,29.9,29.9955,0,0,0,0,,,64.4,2026-08-05,2026-06-12T17:37:00.000Z,4.29,2026-08-05 03:07:00-07:00
1785923520000,0.0,1.5659,0,0,1,205,64.4,90,61.4,29.9,29.9955,0,0,0,0,,,64.4,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 02:52:00-07:00
1785922620000,0.0,0.0,0,0,1,205,64.4,90,61.4,29.9,29.9955,0,0,0,0,,,64.4,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 02:37:00-07:00
1785921720000,0.0,1.3422,0,0,1,205,64.4,90,61.4,29.9,29.9955,0,0,0,0,,,64.4,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 02:22:00-07:00
1785920820000,0.0,0.0,0,0,1,205,64.4,90,61.4,29.89,29.9855,0,0,0,0,,,64.4,2026-08-05,2026-06-12T17:37:00.000Z,4.29,2026-08-05 02:07:00-07:00
1785919920000,0.0,0.0,0,0,1,205,64.4,90,61.4,29.89,29.9855,0,0,0,0,,,64.4,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 01:52:00-07:00
1785919020000,0.0,1.7895,0,0,1,205,64.4,90,61.4,29.89,29.9855,0,0,0,0,,,64.4,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 01:37:00-07:00
1785918120000,0.0,1.1185,0,0,1,205,64.6,90,61.6,29.89,29.9855,0,0,0,0,,,64.6,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 01:22:00-07:00
1785917220000,0.0,0.0,0,0,1,205,64.8,90,61.79,29.9,29.9955,0,0,0,0,,,64.8,2026-08-05,2026-06-12T17:37:00.000Z,4.3,2026-08-05 01:07:00-07:00
1785916320000,0.0,0.0,0,0,1,205,64.8,90,61.79,29.9,29.9955,0,0,0,0,,,64.8,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 00:52:00-07:00
1785915420000,0.0,0.0,0,0,1,205,64.8,90,61.79,29.9,29.9955,0,0,0,0,America/Los_Angeles,True,64.8,2026-08-05,,,2026-08-05 00:37:00-07:00
1785914520000,0.0,0.0,0,0,1,205,64.6,90,61.6,29.9,29.9955,0,0,0,0,,,64.6,2026-08-05,2026-06-12T17:37:00.000Z,4.31,2026-08-05 00:22:00-07:00
1785913620000,0.0,0.0,0,0,1,205,64.6,90,61.6,29.9,29.9955,0,0,0,0,,,64.6,2026-08-05,2026-06-12T17:37:00.000Z,,2026-08-05 00:07:00-07:00
