dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,dewPoint,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,lastRain,date,tz,historical,local_time
1788677460000,0.0,0.0,0,0,1,283,61.9,83,4.27,56.68,29.9,29.9729,0,0,22934,20640600,61.9,2026-08-26T10:21:00.000Z,2026-09-05,,,2026-09-05 23:51:00-07:00
1788676560000,0.0,0.0,0,0,1,283,62.1,83,,56.87,29.9,29.9728,0,0,22934,20640600,62.1,2026-08-26T10:21:00.000Z,2026-09-05,,,2026-09-05 23:36:00-07:00
1788675660000,0.0,0.0,0,0,1,283,62.6,82,,57.02,29.9,29.9728,0,0,22934,20640600,62.6,,2026-09-05,America/Los_Angeles,True,2026-09-05 23:21:00-07:00
1788674760000,0.0,0.0,0,0,1,283,62.6,83,4.27,57.36,29.9,29.9728,0,0,22934,20640600,62.6,2026-08-26T10:21:00.000Z,2026-09-05,,,2026-09-05 23:06:00-07:00
1788673860000,0.0,0.0,0,0,1,283,62.4,85,,57.83,29.91,29.9828,0,0,22934,20640600,62.4,2026-08-26T10:21:00.000Z,2026-09-05,,,2026-09-05 22:51:00-07:00
1788672960000,0.0,0.0,0,0,1,283,62.8,86,,58.55,29.91,29.9828,0,0,22934,20640600,62.8,2026-08-26T10:21:00.000Z,2026-09-05,,,2026-09-05 22:36:00-07:00
1788672060000,0.0,0.0,0,0,1,283,63.3,86,,59.04,29.91,29.9827,0,0,22934,20640600,63.3,2026-08-26T10:21:00.000Z,2026-09-05,,,2026-09-05 22:21:00-07:00
1788671160000,0.0,0.0,0,0,1,283,63.9,86,4.28,59.63,29.91,29.9826,0,0,22934,20640600,63.9,2026-08-26T10:21:00.000Z,2026-09-05,,,2026-09-05 22:06:00-07:00
1788670260000,0.0,0.0,0,0,1,283,64.2,86,,59.92,29.91,29.9826,0,0,22934,20640600,64.2,2026-08-26T10:21:00.000Z,2026-09-05,,,2026-09-05 21:51:00-07:00
1788669360000,0.0,0.0,0,0,1,283,64.8,85,,60.18,29.91,29.9825,0,0,22934,20640600,64.8,2026-08-26T10:21:00.000Z,2026-09-05,,,2026-09-05 21:36:00-07:00
1788668460000,0.0,0.0,0,0,1,283,65.5,85,,60.87,29.91,29.9824,0,0,22934,20640600,65.5,2026-08-26T10:21:00.000Z,2026-09-05,,,2026-09-05 21:21:00-07:00
1788667560000,0.0,2.2369,0,0,1,283,65.7,84,4.29,60.73,29.9,29.9723,0,0,22934,20640600,65.7,2026-08-26T10:21:00.000Z,2026-09-05,,,2026-09-05 21:06:00-07:00
1788666660000,0.8948,3.1317,0,0,1,283,66.0,84,,61.02,29.9,29.9723,0,0,22934,20640600,66.0,2026-08-26T10:21:00.000Z,2026-09-05,,,2026-09-05 20:51:00-07:00
1788665760000,2.4606,3.8028,0,0,1,283,66.4,83,,61.07,29.9,29.9723,0,0,22934,20640600,66.4,2026-08-26T10:21:00.000Z,2026-09-05,,,2026-09-05 20:36:00-07:00
1788664860000,2.6843,4.6976,0,0,1,283,66.9,82,,61.22,29.89,29.9622,0,0,22934,20640600,66.9,2026-08-26T10:21:00.000Z,2026-09-05,,,2026-09-05 20:21:00-07:00
1788663960000,1.7895,4.2502,0,0,1,283,67.3,81,4.29,61.26,29.89,29.9621,0,0,22934,20640600,67.3,2026-08-26T10:21:00.000Z,2026-09-05,,,2026-09-05 20:06:00-07:00
1788663060000,2.908,5.3686,0,0,1,283,67.5,80,,61.11,29.89,29.9621,0,0,22934,20640600,67.5,,2026-09-05,America/Los_Angeles,True,2026-09-05 19:51:00-07:00
1788662160000,3.5791,6.9345,0,0,1,282,67.6,79,,60.85,29.89,29.9621,0,0,22934,20640600,67.6,2026-08-26T10:21:00.000Z,2026-09-05,,,2026-09-05 19:36:00-07:00
1788661260000,4.9213,8.5004,0,0,1,276,68.4,77,,60.9,29.89,29.962,7,6300,22927,20640600,68.56,2026-08-26T10:21:00.000Z,2026-09-05,,,2026-09-05 19:21:00-07:00
1788660360000,6.0397,10.0662,0,0,1,264,69.4,77,4.29,61.87,29.88,29.9518,30,27000,22897,20634300,69.66,2026-08-26T10:21:00.000Z,2026-09-05,,,2026-09-05 19:06:00-07:00
1788659460000,6.0397,11.4084,0,0,1,266,70.3,75,,61.99,29.88,29.9517,58,52200,22839,20607300,70.56,2026-08-26T10:21:00.000Z,2026-09-05,,,2026-09-05 18:51:00-07:00
1788658560000,6.2634,12.0795,0,0,1,278,70.7,75,,62.38,29.88,29.9516,90,81000,22749,20555100,71.0,2026-08-26T10:21:00.000Z,2026-09-05,,,2026-09-05 18:36:00-07:00
1788657660000,7.1582,12.7505,0,0,1,279,71.2,75,,62.86,29.88,29.9516,127,114300,22622,20474100,71.55,2026-08-26T10:21:00.000Z,2026-09-05,,,2026-09-05 18:21:00-07:00
1788656760000,6.9345,13.4216,0,0,1,281,71.6,74,4.33,62.86,29.88,29.9515,166,149400,22456,20359800,71.94,2026-08-26T10:21:00.000Z,2026-09-05,,,2026-09-05 18:06:00-07:00
1788655860000,7.8293,13.1979,0,0,1,276,72.3,73,,63.15,29.88,29.9514,208,187200,22248,20210400,72.66,2026-08-26T10:21:00.000Z,2026-09-05,,,2026-09-05 17:51:00-07:00
1788654960000,7.6056,12.9742,0,0,1,278,72.5,72,,62.95,29.88,29.9514,252,226800,21996,20023200,72.83,2026-08-26T10:21:00.000Z,2026-09-05,,,2026-09-05 17:36:00-07:00
1788654060000,8.053,14.7638,0,0,1,273,73.2,72,,63.62,29.89,29.9613,296,266400,21700,19796400,73.6,2026-08-26T10:21:00.000Z,2026-09-05,,,2026-09-05 17:21:00-07:00
1788653160000,8.5004,14.7638,0,0,1,271,73.4,71,4.31,63.41,29.88,29.9513,341,306900,21359,19530000,73.78,2026-08-26T10:21:00.000Z,2026-09-05,,,2026-09-05 17:06:00-07:00
1788652260000,7.8293,13.1979,0,0,1,275,73.2,71,,63.22,29.88,29.9513,385,346500,20974,19223100,73.56,2026-08-26T10:21:00.000Z,2026-09-05,,,2026-09-05 16:51:00-07:00
1788651360000,8.2767,14.9875,0,0,1,276,73.6,71,,63.6,29.88,29.9512,427,384300,20547,18876600,74.0,2026-08-26T10:21:00.000Z,2026-09-05,,,2026-09-05 16:36:00-07:00
1788650460000,8.7241,15.2112,0,0,1,274,73.9,71,,63.89,29.89,29.9612,469,422100,20078,18492300,74.33,2026-08-26T10:21:00.000Z,2026-09-05,,,2026-09-05 16:21:00-07:00
1788649560000,9.1714,16.1059,0,0,1,272,74.1,71,4.33,64.08,29.89,29.9612,509,458100,19569,18070200,74.55,2026-08-26T10:21:00.000Z,2026-09-05,,,2026-09-05 16:06:00-07:00
1788648660000,8.5004,16.1059,0,0,1,275,74.5,70,,64.06,29.9,29.9712,548,493200,19021,17612100,74.94,2026-08-26T10:21:00.000Z,2026-09-05,,,2026-09-05 15:51:00-07:00
1788647760000,8.053,14.9875,0,0,1,269,75.2,69,,64.31,29.9,29.9711,584,525600,18437,17118900,75.66,2026-08-26T10:21:00.000Z,2026-09-05,,,2026-09-05 15:36:00-07:00
1788646860000,8.5004,14.5401,0,0,1,271,75.4,69,,64.51,29.9,29.971,618,556200,17168,16007400,75.88,2026-08-26T10:21:00.000Z,2026-09-05,,,2026-09-05 15:21:00-07:00
1788645960000,8.053,12.7505,0,0,1,254,76.1,68,4.35,64.75,29.9,29.9709,651,585900,17786,16037100,76.61,,2026-09-05,America/Los_Angeles,True,2026-09-05 15:06:00-07:00
1788645060000,8.7241,13.6453,0,0,1,248,74.7,70,,64.25,29.9,29.9711,680,612000,16488,15451200,75.16,2026-08-26T10:21:00.000Z,2026-09-05,,,2026-09-05 14:51:00-07:00
1788644160000,9.1714,12.9742,0,0,1,239,74.5,70,,64.06,29.9,29.9712,706,635400,15055,14184900,74.94,2026-08-26T10:21:00.000Z,2026-09-05,,,2026-09-05 14:36:00-07:00
1788643260000,8.2767,11.6321,0,0,1,242,74.8,69,4.35,63.93,29.91,29.9811,727,654300,15761,14203800,75.22,,2026-09-05,America/Los_Angeles,True,2026-09-05 14:21:00-07:00
1788642360000,7.8293,12.5268,0,0,1,239,75.6,68,,64.28,29.91,29.981,745,670500,14310,13549500,76.06,2026-08-26T10:21:00.000Z,2026-09-05,,,2026-09-05 14:06:00-07:00
1788641460000,7.8293,11.8558,0,0,1,251,75.7,68,,64.37,29.92,29.991,760,684000,13550,12879000,76.17,2026-08-26T10:21:00.000Z,2026-09-05,,,2026-09-05 13:51:00-07:00
1788640560000,8.5004,12.0795,0,0,1,241,75.4,67,,63.66,29.92,29.9911,771,693900,12779,12195000,75.79,2026-08-26T10:21:00.000Z,2026-09-05,,,2026-09-05 13:36:00-07:00
1788639660000,8.053,11.1847,0,0,1,240,74.7,68,4.36,63.42,29.92,29.9912,778,700200,12001,11501100,75.07,2026-08-26T10:21:00.000Z,2026-09-05,,,2026-09-05 13:21:00-07:00
1788638760000,7.3819,10.7373,0,0,1,236,74.5,68,,63.23,29.93,30.0012,781,702900,10439,10098000,74.85,2026-08-26T10:21:00.000Z,2026-09-05,,,2026-09-05 13:06:00-07:00
1788637860000,7.1582,10.5136,0,0,1,237,74.7,66,,62.57,29.93,30.0012,781,702900,11220,10098000,74.97,,2026-09-05,America/Los_Angeles,True,2026-09-05 12:51:00-07:00
1788636960000,6.7108,10.0662,0,0,1,237,74.7,65,4.37,62.14,29.94,30.0112,778,700200,9661,9395100,74.92,2026-08-26T10:21:00.000Z,2026-09-05,,,2026-09-05 12:36:00-07:00
1788636060000,6.4871,9.8425,0,0,1,233,74.3,65,,61.76,29.94,30.0113,771,693900,8890,8694900,74.49,2026-08-26T10:21:00.000Z,2026-09-05,,,2026-09-05 12:21:00-07:00
1788635160000,6.4871,9.8425,0,0,1,236,74.1,66,,62.0,29.94,30.0113,759,683100,8131,8001000,74.31,2026-08-26T10:21:00.000Z,2026-09-05,,,2026-09-05 12:06:00-07:00
1788634260000,5.5923,8.9477,0,0,1,227,73.8,68,,62.56,29.95,30.0214,744,669600,7387,7317900,74.08,2026-08-26T10:21:00.000Z,2026-09-05,,,2026-09-05 11:51:00-07:00
