dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,lastRain,date,tz,historical,local_time
1755154200000,0.0,0.0,0,0,1,91,58.8,91,4.29,56.18,58.8,29.88,29.9533,0,0,22987,20688300,2025-08-11T13:35:00.000Z,2025-08-13,,,2025-08-13 23:50:00-07:00
1755153300000,0.0,1.1185,0,0,1,91,59.2,91,,56.57,59.2,29.88,29.9532,0,0,22987,20688300,2025-08-11T13:35:00.000Z,2025-08-13,,,2025-08-13 23:35:00-07:00
1755152400000,0.0,0.0,0,0,1,91,59.5,91,,56.87,59.5,29.88,29.9532,0,0,22987,20688300,2025-08-11T13:35:00.000Z,2025-08-13,,,2025-08-13 23:20:00-07:00
1755151500000,0.0,1.1185,0,0,1,91,59.5,91,,56.87,59.5,29.88,29.9532,0,0,22987,20688300,2025-08-11T13:35:00.000Z,2025-08-13,,,2025-08-13 23:05:00-07:00
1755150600000,0.0,0.0,0,0,1,91,59.9,91,4.29,57.26,59.9,29.88,29.9531,0,0,22987,20688300,2025-08-11T13:35:00.000Z,2025-08-13,,,2025-08-13 22:50:00-07:00
1755149700000,0.0,0.8948,0,0,1,91,60.4,91,,57.76,60.4,29.87,29.943,0,0,22987,20688300,2025-08-11T13:35:00.000Z,2025-08-13,,,2025-08-13 22:35:00-07:00
1755148800000,0.0,1.3422,0,0,1,91,60.8,91,,58.15,60.8,29.87,29.943,0,0,22987,20688300,2025-08-11T13:35:00.000Z,2025-08-13,,,2025-08-13 22:20:00-07:00
1755147900000,0.6711,3.8028,0,0,1,91,61.0,91,,58.35,61.0,29.87,29.9429,0,0,22987,20688300,2025-08-11T13:35:00.000Z,2025-08-13,,,2025-08-13 22:05:00-07:00
1755147000000,0.6711,3.3554,0,0,1,91,60.8,91,4.29,58.15,60.8,29.86,29.9329,0,0,22987,20688300,2025-08-11T13:35:00.000Z,2025-08-13,,,2025-08-13 21:50:00-07:00
1755146100000,0.4474,2.908,0,0,1,91,60.6,91,,57.96,60.6,29.86,29.933,0,0,22987,20688300,2025-08-11T13:35:00.000Z,2025-08-13,,,2025-08-13 21:35:00-07:00
1755145200000,0.4474,2.6843,0,0,1,91,60.6,90,,57.65,60.6,29.86,29.933,0,0,22987,20688300,2025-08-11T13:35:00.000Z,2025-08-13,,,2025-08-13 21:20:00-07:00
1755144300000,0.0,1.7895,0,0,1,91,61.0,90,,58.04,61.0,29.86,29.9329,0,0,22987,20688300,2025-08-11T13:35:00.000Z,2025-08-13,,,2025-08-13 21:05:00-07:00
1755143400000,0.0,1.5659,0,0,1,91,61.2,89,4.31,57.93,61.2,29.86,29.9329,0,0,22987,20688300,2025-08-11T13:35:00.000Z,2025-08-13,,,2025-08-13 20:50:00-07:00
