dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,lastRain,date,batt1volts,tz,historical,local_time
1748155560000,0.0,0.0,0,0,1,217,56.3,83,29.99,30.0873,0,0,9690,8721000,56.3,51.2,2025-04-26T15:31:00.000Z,2025-05-24,,,,2025-05-24 23:46:00-07:00
1748154660000,0.0,0.0,0,0,1,216,56.7,84,29.99,30.0872,0,0,9690,8721000,56.7,51.92,2025-04-26T15:31:00.000Z,2025-05-24,4.29,,,2025-05-24 23:31:00-07:00
1748153760000,0.0,0.0,0,0,1,217,57.0,86,30.0,30.0972,0,0,9690,8721000,57.0,52.85,2025-04-26T15:31:00.000Z,2025-05-24,,,,2025-05-24 23:16:00-07:00
1748152860000,0.0,0.0,0,0,1,216,57.4,85,30.0,30.0971,0,0,9690,8721000,57.4,52.93,2025-04-26T15:31:00.000Z,2025-05-24,,,,2025-05-24 23:01:00-07:00
1748151960000,0.0,0.0,0,0,1,217,57.9,82,30.0,30.097,0,0,9690,8721000,57.9,52.44,2025-04-26T15:31:00.000Z,2025-05-24,,,,2025-05-24 22:46:00-07:00
1748151060000,0.0,0.0,0,0,1,216,58.5,81,29.99,30.0869,0,0,9690,8721000,58.5,52.69,2025-04-26T15:31:00.000Z,2025-05-24,4.29,,,2025-05-24 22:31:00-07:00
1748150160000,0.0,0.0,0,0,1,217,59.0,80,29.99,30.0868,0,0,9690,8721000,59.0,52.84,,2025-05-24,,America/Los_Angeles,True,2025-05-24 22:16:00-07:00
1748149260000,0.0,0.0,0,0,1,216,59.7,79,29.99,30.0867,0,0,9690,8721000,59.7,53.17,2025-04-26T15:31:00.000Z,2025-05-24,,,,2025-05-24 22:01:00-07:00
1748148360000,0.0,0.0,0,0,1,217,59.7,80,29.98,30.0766,0,0,9690,8721000,59.7,53.52,2025-04-26T15:31:00.000Z,2025-05-24,,,,2025-05-24 21:46:00-07:00
1748147460000,0.0,0.0,0,0,1,216,59.2,84,29.98,30.0767,0,0,9690,8721000,59.2,54.37,2025-04-26T15:31:00.000Z,2025-05-24,4.29,,,2025-05-24 21:31:00-07:00
1748146560000,0.0,0.0,0,0,1,217,59.5,85,29.98,30.0767,0,0,9690,8721000,59.5,54.98,2025-04-26T15:31:00.000Z,2025-05-24,,,,2025-05-24 21:16:00-07:00
1748145660000,0.0,0.0,0,0,1,216,59.9,84,29.98,30.0766,0,0,9690,8721000,59.9,55.05,2025-04-26T15:31:00.000Z,2025-05-24,,,,2025-05-24 21:01:00-07:00
1748144760000,0.0,0.0,0,0,1,217,60.4,83,29.98,30.0765,0,0,9690,8721000,60.4,55.21,2025-04-26T15:31:00.000Z,2025-05-24,,,,2025-05-24 20:46:00-07:00
1748143860000,0.0,0.0,0,0,1,216,60.8,83,29.98,30.0764,0,0,9690,8721000,60.8,55.6,2025-04-26T15:31:00.000Z,2025-05-24,4.28,,,2025-05-24 20:31:00-07:00
1748142960000,0.2237,2.2369,0,0,1,217,61.2,83,29.98,30.0764,0,0,9686,8717400,61.2,55.99,2025-04-26T15:31:00.000Z,2025-05-24,,,,2025-05-24 20:16:00-07:00
1748142060000,2.0132,2.908,0,0,1,216,61.2,82,29.98,30.0764,1,480,9686,8721000,61.2,55.66,,2025-05-24,,America/Los_Angeles,True,2025-05-24 20:01:00-07:00
1748141160000,2.0132,2.908,0,0,1,217,61.5,79,29.98,30.0763,3,1260,9686,8720100,61.5,54.92,,2025-05-24,4.31,America/Los_Angeles,True,2025-05-24 19:46:00-07:00
1748140260000,1.7895,2.908,0,0,1,216,62.1,78,29.98,30.0762,7,3360,9679,8717400,62.1,55.15,2025-04-26T15:31:00.000Z,2025-05-24,,,,2025-05-24 19:31:00-07:00
1748139360000,1.5659,2.908,0,0,1,217,62.8,77,29.98,30.0761,10,4200,9669,8711100,62.8,55.48,2025-04-26T15:31:00.000Z,2025-05-24,,,,2025-05-24 19:16:00-07:00
1748138460000,2.0132,3.5791,0,0,1,216,63.5,75,29.98,30.0759,15,7200,9607,8659800,63.5,55.43,2025-04-26T15:31:00.000Z,2025-05-24,4.31,,,2025-05-24 19:01:00-07:00
1748137560000,2.0132,4.0265,0,0,1,217,64.4,73,29.98,30.0758,22,9240,9622,8688600,64.4,55.55,,2025-05-24,,America/Los_Angeles,True,2025-05-24 18:46:00-07:00
1748136660000,1.1185,3.8028,0,0,1,216,64.6,73,29.98,30.0757,25,12000,9622,8668800,64.6,55.74,,2025-05-24,,America/Los_Angeles,True,2025-05-24 18:31:00-07:00
1748135760000,1.7895,3.8028,0,0,1,217,64.6,73,29.98,30.0757,26,10920,9581,8646300,64.6,55.74,2025-04-26T15:31:00.000Z,2025-05-24,4.32,,,2025-05-24 18:16:00-07:00
1748134860000,1.1185,3.1317,0,0,1,216,65.1,73,29.98,30.0757,32,15360,9549,8622900,65.1,56.22,2025-04-26T15:31:00.000Z,2025-05-24,,,,2025-05-24 18:01:00-07:00
1748133960000,1.5659,4.6976,0,0,1,217,65.1,74,29.98,30.0757,39,16380,9510,8594100,65.1,56.6,2025-04-26T15:31:00.000Z,2025-05-24,,,,2025-05-24 17:46:00-07:00
1748133060000,1.5659,4.2502,0,0,1,216,64.9,74,29.98,30.0757,44,21120,9466,8559000,64.9,56.41,2025-04-26T15:31:00.000Z,2025-05-24,,,,2025-05-24 17:31:00-07:00
1748132160000,2.0132,4.9213,0,0,1,217,65.3,73,29.98,30.0756,42,17640,9424,8519400,65.3,56.42,2025-04-26T15:31:00.000Z,2025-05-24,4.33,,,2025-05-24 17:16:00-07:00
1748131260000,2.2369,4.9213,0,0,1,216,65.3,73,29.98,30.0756,48,23040,9376,8481600,65.3,56.42,2025-04-26T15:31:00.000Z,2025-05-24,,,,2025-05-24 17:01:00-07:00
1748130360000,1.7895,4.4739,0,0,1,213,65.5,73,29.98,30.0756,50,21000,9326,8438400,65.5,56.61,2025-04-26T15:31:00.000Z,2025-05-24,,,,2025-05-24 16:46:00-07:00
1748129460000,2.908,6.2634,0,0,1,213,65.3,73,29.98,30.0756,59,28320,9267,8393400,65.3,56.42,2025-04-26T15:31:00.000Z,2025-05-24,,,,2025-05-24 16:31:00-07:00
1748128560000,2.6843,6.2634,0,0,1,213,66.0,70,29.98,30.0755,118,49560,9083,8280900,66.0,55.93,2025-04-26T15:31:00.000Z,2025-05-24,4.33,,,2025-05-24 16:16:00-07:00
1748127660000,2.0132,5.5923,0,0,1,213,66.0,68,29.99,30.0855,66,31680,9201,8234100,66.0,55.13,,2025-05-24,,America/Los_Angeles,True,2025-05-24 16:01:00-07:00
1748126760000,2.4606,5.3686,0,0,1,210,66.4,67,29.99,30.0854,119,49980,8964,8174700,66.4,55.1,2025-04-26T15:31:00.000Z,2025-05-24,,,,2025-05-24 15:46:00-07:00
1748125860000,1.5659,5.3686,0,0,1,208,66.6,67,30.0,30.0954,257,123360,8707,8067600,66.6,55.29,2025-04-26T15:31:00.000Z,2025-05-24,,,,2025-05-24 15:31:00-07:00
1748124960000,2.6843,6.0397,0,0,1,208,66.2,68,30.0,30.0955,154,64680,8553,7836300,66.2,55.32,2025-04-26T15:31:00.000Z,2025-05-24,4.35,,,2025-05-24 15:16:00-07:00
1748124060000,2.6843,5.145,0,0,1,200,66.9,67,30.0,30.0954,114,54720,8439,7697700,66.9,55.58,2025-04-26T15:31:00.000Z,2025-05-24,,,,2025-05-24 15:01:00-07:00
1748123160000,1.1185,4.6976,0,0,1,191,67.3,68,30.01,30.1053,96,40320,8343,7595100,67.3,56.37,2025-04-26T15:31:00.000Z,2025-05-24,,,,2025-05-24 14:46:00-07:00
1748122260000,2.2369,4.4739,0,0,1,191,66.7,69,30.01,30.1055,120,57600,8223,7508700,66.7,56.2,2025-04-26T15:31:00.000Z,2025-05-24,,,,2025-05-24 14:31:00-07:00
1748121360000,2.2369,4.6976,0,0,1,191,66.9,67,30.01,30.1054,194,81480,8029,7400700,66.9,55.58,2025-04-26T15:31:00.000Z,2025-05-24,4.48,,,2025-05-24 14:16:00-07:00
1748120460000,1.5659,4.0265,0,0,1,191,66.6,65,30.01,30.1055,318,152640,7711,7226100,66.6,54.46,2025-04-26T15:31:00.000Z,2025-05-24,,,,2025-05-24 14:01:00-07:00
1748119560000,1.5659,4.4739,0,0,1,191,66.4,67,30.01,30.1055,243,102060,7468,6939900,66.4,55.1,2025-04-26T15:31:00.000Z,2025-05-24,,,,2025-05-24 13:46:00-07:00
1748118660000,1.7895,3.5791,0,0,1,191,66.2,68,30.02,30.1156,231,110880,7237,6721200,66.2,55.32,2025-04-26T15:31:00.000Z,2025-05-24,,,,2025-05-24 13:31:00-07:00
1748117760000,2.2369,3.8028,0,0,1,191,65.7,70,30.01,30.1056,232,97440,7005,6513300,65.7,55.64,2025-04-26T15:31:00.000Z,2025-05-24,4.45,,,2025-05-24 13:16:00-07:00
1748116860000,2.6843,4.2502,0,0,1,191,66.6,69,30.01,30.1055,324,155520,6681,6304500,66.6,56.1,2025-04-26T15:31:00.000Z,2025-05-24,,,,2025-05-24 13:01:00-07:00
1748115960000,2.6843,4.2502,0,0,1,191,66.0,70,30.0,30.0956,403,169260,6278,6012900,66.0,55.93,2025-04-26T15:31:00.000Z,2025-05-24,,,,2025-05-24 12:46:00-07:00
1748115060000,2.6843,4.4739,0,0,1,191,66.0,71,30.0,30.0956,769,369120,4657,4883400,66.0,56.32,2025-04-26T15:31:00.000Z,2025-05-24,,,,2025-05-24 12:31:00-07:00
1748114160000,2.908,4.4739,0,0,1,191,65.3,72,30.0,30.0957,852,357840,5426,4958100,65.3,56.04,,2025-05-24,4.57,America/Los_Angeles,True,2025-05-24 12:16:00-07:00
1748113260000,2.908,4.0265,0,0,1,191,64.9,73,30.0,30.0958,837,401760,3820,4191300,64.9,56.03,2025-04-26T15:31:00.000Z,2025-05-24,,,,2025-05-24 12:01:00-07:00
1748112360000,2.6843,4.6976,0,0,1,191,64.4,75,30.0,30.0958,824,346080,2996,3438000,64.4,56.3,2025-04-26T15:31:00.000Z,2025-05-24,,,,2025-05-24 11:46:00-07:00
1748111460000,2.4606,4.0265,0,0,1,191,63.9,75,30.01,30.106,804,385920,2192,2696400,63.9,55.82,2025-04-26T15:31:00.000Z,2025-05-24,,,,2025-05-24 11:31:00-07:00
1748110560000,2.2369,4.4739,0,0,1,191,63.7,76,30.01,30.106,243,102060,1949,1972800,63.7,55.99,2025-04-26T15:31:00.000Z,2025-05-24,4.29,,,2025-05-24 11:16:00-07:00
1748109660000,1.5659,4.2502,0,0,1,191,63.7,76,30.01,30.106,114,54720,1835,1754100,63.7,55.99,2025-04-26T15:31:00.000Z,2025-05-24,,,,2025-05-24 11:01:00-07:00
1748108760000,1.3422,3.5791,0,0,1,191,63.1,78,30.01,30.1061,199,83580,1636,1651500,63.1,56.12,2025-04-26T15:31:00.000Z,2025-05-24,,,,2025-05-24 10:46:00-07:00
1748107860000,1.1185,3.5791,0,0,1,191,62.6,78,30.01,30.1062,205,98400,1431,1472400,62.6,55.64,2025-04-26T15:31:00.000Z,2025-05-24,,,,2025-05-24 10:31:00-07:00
1748106960000,1.7895,3.8028,0,0,1,191,62.4,80,30.01,30.1062,189,79380,1242,1287900,62.4,56.14,2025-04-26T15:31:00.000Z,2025-05-24,4.27,,,2025-05-24 10:16:00-07:00
1748106060000,1.7895,3.1317,0,0,1,191,62.4,79,30.01,30.1062,178,85440,1064,1117800,62.4,55.8,2025-04-26T15:31:00.000Z,2025-05-24,,,,2025-05-24 10:01:00-07:00
1748105160000,1.3422,2.908,0,0,1,191,62.2,80,30.01,30.1063,149,62580,915,957600,62.2,55.95,2025-04-26T15:31:00.000Z,2025-05-24,,,,2025-05-24 09:46:00-07:00
1748104260000,1.3422,2.908,0,0,1,191,61.9,80,30.01,30.1063,132,63360,783,823500,61.9,55.66,2025-04-26T15:31:00.000Z,2025-05-24,,,,2025-05-24 09:31:00-07:00
1748103360000,0.8948,2.6843,0,0,1,191,61.7,81,30.01,30.1064,130,54600,653,704700,61.7,55.81,2025-04-26T15:31:00.000Z,2025-05-24,4.26,,,2025-05-24 09:16:00-07:00
1748102460000,1.5659,2.6843,0,0,1,191,61.7,78,30.0,30.0963,97,46560,472,512100,61.7,54.77,2025-04-26T15:31:00.000Z,2025-05-24,,,,2025-05-24 09:01:00-07:00
1748101560000,0.0,2.2369,0,0,1,191,61.2,79,30.0,30.0964,84,35280,569,500400,61.2,54.63,,2025-05-24,,America/Los_Angeles,True,2025-05-24 08:46:00-07:00
1748100660000,0.0,0.0,0,0,1,191,60.3,81,30.0,30.0966,80,38400,392,424800,60.3,54.44,2025-04-26T15:31:00.000Z,2025-05-24,4.25,,,2025-05-24 08:31:00-07:00
1748099760000,0.0,1.7895,0,0,1,191,59.7,82,29.99,30.0867,79,33180,313,352800,59.7,54.19,2025-04-26T15:31:00.000Z,2025-05-24,,,,2025-05-24 08:16:00-07:00
1748098860000,0.0,0.8948,0,0,1,191,58.6,84,30.0,30.0969,82,39360,231,281700,58.6,53.78,2025-04-26T15:31:00.000Z,2025-05-24,,,,2025-05-24 08:01:00-07:00
1748097960000,0.0,1.1185,0,0,1,191,56.5,87,29.99,30.0873,114,47880,117,207900,56.5,52.68,2025-04-26T15:31:00.000Z,2025-05-24,,,,2025-05-24 07:46:00-07:00
1748097060000,0.0,0.0,0,0,1,191,54.1,88,29.99,30.0877,52,24960,65,105300,54.1,50.62,2025-04-26T15:31:00.000Z,2025-05-24,4.24,,,2025-05-24 07:31:00-07:00
1748096160000,0.0,0.0,0,0,1,191,52.9,87,29.98,30.0779,26,10920,39,58500,52.9,49.14,2025-04-26T15:31:00.000Z,2025-05-24,,,,2025-05-24 07:16:00-07:00
1748095260000,0.0,0.0,0,0,1,191,52.0,88,29.98,30.0781,15,7200,24,35100,52.0,48.56,2025-04-26T15:31:00.000Z,2025-05-24,,,,2025-05-24 07:01:00-07:00
1748094360000,0.0,0.0,0,0,1,191,51.3,87,29.97,30.0682,14,5880,10,21600,51.3,47.56,2025-04-26T15:31:00.000Z,2025-05-24,,,,2025-05-24 06:46:00-07:00
1748093460000,0.0,0.0,0,0,1,191,50.9,87,29.96,30.0583,7,3360,3,9000,50.9,47.17,2025-04-26T15:31:00.000Z,2025-05-24,4.24,,,2025-05-24 06:31:00-07:00
1748092560000,0.0,0.0,0,0,1,191,50.9,88,29.96,30.0583,3,1260,0,2700,50.9,47.47,2025-04-26T15:31:00.000Z,2025-05-24,,,,2025-05-24 06:16:00-07:00
