dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,date,batt1volts,tz,historical,local_time
1743749160000,0.2237,3.5791,0,0,1,239,52.3,69,30.01,30.1081,0,0,7091,6381900,52.3,42.44,2025-04-03,,,,2025-04-03 23:46:00-07:00
1743747360000,0.8948,4.9213,0,0,1,352,52.7,69,30.0,30.098,0,0,7091,6381900,52.7,42.82,2025-04-03,,,,2025-04-03 23:16:00-07:00
1743746460000,0.2237,3.1317,0,0,1,352,53.2,68,30.0,30.0979,0,0,7091,6381900,53.2,42.92,2025-04-03,,,,2025-04-03 23:01:00-07:00
1743745560000,0.6711,4.2502,0,0,1,352,53.4,67,30.0,30.0979,0,0,7091,6381900,53.4,42.72,2025-04-03,,,,2025-04-03 22:46:00-07:00
1743744660000,0.8948,4.2502,0,0,1,352,52.3,74,30.0,30.0981,0,0,7091,6381900,52.3,44.26,2025-04-03,4.18,,,2025-04-03 22:31:00-07:00
1743743760000,0.0,1.7895,0,0,1,352,52.7,75,29.99,30.088,0,0,7091,6381900,52.7,45.0,2025-04-03,,,,2025-04-03 22:16:00-07:00
1743742860000,0.6711,3.1317,0,0,1,352,53.4,73,29.99,30.0879,0,0,7091,6381900,53.4,44.97,2025-04-03,,,,2025-04-03 22:01:00-07:00
1743741960000,0.0,2.0132,0,0,1,352,54.5,70,29.98,30.0776,0,0,7091,6381900,54.5,44.92,2025-04-03,,,,2025-04-03 21:46:00-07:00
1743741060000,0.0,0.0,0,0,1,352,55.8,66,29.98,30.0774,0,0,7091,6381900,55.8,44.61,2025-04-03,4.19,America/Los_Angeles,True,2025-04-03 21:31:00-07:00
1743740160000,0.4474,2.908,0,0,1,352,57.0,62,29.97,30.0671,0,0,7091,6381900,57.0,44.11,2025-04-03,,,,2025-04-03 21:16:00-07:00
1743739260000,3.1317,7.6056,0,0,1,347,56.8,62,29.97,30.0672,0,0,7091,6381900,56.8,43.92,2025-04-03,,,,2025-04-03 21:01:00-07:00
1743738360000,0.8948,4.4739,0,0,1,131,54.3,68,29.96,30.0576,0,0,7091,6381900,54.3,43.97,2025-04-03,,,,2025-04-03 20:46:00-07:00
1743737460000,0.0,1.5659,0,0,1,140,53.2,74,29.96,30.0578,0,0,7091,6381900,53.2,45.13,2025-04-03,4.19,,,2025-04-03 20:31:00-07:00
1743736560000,0.0,0.0,0,0,1,140,53.6,76,29.96,30.0577,0,0,7091,6381900,53.6,46.22,2025-04-03,,,,2025-04-03 20:16:00-07:00
1743735660000,0.0,0.0,0,0,1,140,54.1,75,29.96,30.0576,0,0,7091,6381900,54.1,46.35,2025-04-03,,,,2025-04-03 20:01:00-07:00
1743734760000,0.0,0.0,0,0,1,140,54.7,74,29.96,30.0575,0,0,7091,6381900,54.7,46.58,2025-04-03,,,,2025-04-03 19:46:00-07:00
1743733860000,0.0,0.0,0,0,1,140,55.2,73,29.96,30.0574,0,0,7091,6381900,55.2,46.7,2025-04-03,4.2,,,2025-04-03 19:31:00-07:00
1743732960000,0.0,0.0,0,0,1,140,55.9,72,29.95,30.0473,2,840,7089,6381900,55.9,47.01,2025-04-03,,,,2025-04-03 19:16:00-07:00
1743732060000,0.0,0.0,0,0,1,140,56.1,72,29.94,30.0372,8,3840,7081,6380100,56.1,47.2,2025-04-03,,,,2025-04-03 19:01:00-07:00
1743731160000,0.2237,1.3422,0,0,1,140,56.3,74,29.94,30.0372,13,5460,7068,6372900,56.3,48.12,2025-04-03,,,,2025-04-03 18:46:00-07:00
