dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,date,tz,historical,local_time
1744699560000,0.0,0.0,0,0,1,203,53.4,89,4.25,30.03,30.128,0,0,3282,2953800,53.4,50.24,2025-04-14,,,2025-04-14 23:46:00-07:00
1744698660000,0.0,0.0,0,0,1,203,53.1,90,,30.03,30.1281,0,0,3282,2953800,53.1,50.24,2025-04-14,,,2025-04-14 23:31:00-07:00
1744697760000,0.0,0.0,0,0,1,203,53.1,89,,30.02,30.118,0,0,3282,2953800,53.1,49.94,2025-04-14,,,2025-04-14 23:16:00-07:00
1744696860000,0.0,0.0,0,0,1,203,53.6,88,,30.02,30.1179,0,0,3282,2953800,53.6,50.13,2025-04-14,,,2025-04-14 23:01:00-07:00
1744695960000,0.0,0.0,0,0,1,203,54.0,87,4.25,30.02,30.1179,0,0,3282,2953800,54.0,50.22,2025-04-14,,,2025-04-14 22:46:00-07:00
1744695060000,0.0,0.0,0,0,1,203,54.1,87,,30.02,30.1178,0,0,3282,2953800,54.1,50.32,2025-04-14,,,2025-04-14 22:31:00-07:00
1744694160000,0.0,0.0,0,0,1,203,54.1,88,,30.02,30.1178,0,0,3282,2953800,54.1,50.62,2025-04-14,,,2025-04-14 22:16:00-07:00
1744693260000,0.0,0.0,0,0,1,203,54.1,88,,30.02,30.1178,0,0,3282,2953800,54.1,50.62,2025-04-14,,,2025-04-14 22:01:00-07:00
1744692360000,0.0,0.0,0,0,1,203,54.1,88,4.25,30.02,30.1178,0,0,3282,2953800,54.1,50.62,2025-04-14,,,2025-04-14 21:46:00-07:00
1744691460000,0.0,0.0,0,0,1,203,54.0,90,,30.02,30.1179,0,0,3282,2953800,54.0,51.13,2025-04-14,,,2025-04-14 21:31:00-07:00
1744690560000,0.0,0.0,0,0,1,203,54.0,90,,30.02,30.1179,0,0,3282,2953800,54.0,51.13,2025-04-14,,,2025-04-14 21:16:00-07:00
1744689660000,0.0,0.0,0,0,1,203,54.0,90,,30.02,30.1179,0,0,3282,2953800,54.0,51.13,2025-04-14,,,2025-04-14 21:01:00-07:00
1744688760000,0.0,0.0,0,0,1,203,53.8,90,4.26,30.01,30.1079,0,0,3282,2953800,53.8,50.94,2025-04-14,,,2025-04-14 20:46:00-07:00
1744687860000,0.0,1.3422,0,0,1,203,53.8,90,,30.01,30.1079,0,0,3282,2953800,53.8,50.94,2025-04-14,,,2025-04-14 20:31:00-07:00
1744686960000,0.2237,2.0132,0,0,1,203,53.4,90,,30.01,30.1079,0,0,3282,2953800,53.4,50.54,2025-04-14,,,2025-04-14 20:16:00-07:00
1744686060000,0.0,1.3422,0,0,1,203,53.8,90,,30.0,30.0978,0,0,3282,2953800,53.8,50.94,2025-04-14,,,2025-04-14 20:01:00-07:00
1744685160000,0.2237,1.7895,0,0,1,203,54.3,89,4.25,30.0,30.0977,0,0,3282,2953800,54.3,51.13,2025-04-14,,,2025-04-14 19:46:00-07:00
1744684260000,0.6711,2.2369,0,0,1,203,55.4,85,,30.0,30.0975,0,0,3282,2953800,55.4,50.97,2025-04-14,,,2025-04-14 19:31:00-07:00
1744683360000,0.0,0.0,0,0,1,203,56.3,83,,30.01,30.1074,4,1680,3278,2953800,56.3,51.2,2025-04-14,,,2025-04-14 19:16:00-07:00
1744682460000,0.2237,1.5659,0,0,1,203,56.3,84,,30.01,30.1074,10,4800,3268,2950200,56.3,51.53,2025-04-14,,,2025-04-14 19:01:00-07:00
1744681560000,0.0,0.0,0,0,1,203,56.1,85,4.26,30.02,30.1175,21,8820,3247,2941200,56.1,51.65,2025-04-14,,,2025-04-14 18:46:00-07:00
1744680660000,0.0,0.8948,0,0,1,203,56.1,85,,30.02,30.1175,26,12480,3221,2922300,56.1,51.65,2025-04-14,,,2025-04-14 18:31:00-07:00
1744679760000,0.2237,2.2369,0,0,1,203,56.1,86,,30.03,30.1275,32,13440,3189,2898900,56.1,51.97,2025-04-14,,,2025-04-14 18:16:00-07:00
1744678860000,0.6711,3.1317,0,0,1,203,56.3,85,,30.02,30.1174,34,16320,3155,2870100,56.3,51.85,2025-04-14,,,2025-04-14 18:01:00-07:00
1744677960000,1.5659,4.0265,0,0,1,203,56.5,85,4.26,30.02,30.1174,44,18480,3111,2839500,56.5,52.04,2025-04-14,,,2025-04-14 17:46:00-07:00
1744677060000,1.5659,3.1317,0,0,1,203,56.5,85,,30.02,30.1174,55,26400,3056,2799900,56.5,52.04,2025-04-14,,,2025-04-14 17:31:00-07:00
1744676160000,2.2369,3.5791,0,0,1,203,56.5,85,,30.02,30.1174,65,27300,2991,2750400,56.5,52.04,2025-04-14,,,2025-04-14 17:16:00-07:00
1744675260000,1.7895,3.3554,0,0,1,203,56.7,85,,30.02,30.1173,76,36480,2915,2691900,56.7,52.24,2025-04-14,,,2025-04-14 17:01:00-07:00
1744674360000,1.5659,3.1317,0,0,1,203,56.7,85,4.27,30.02,30.1173,84,35280,2831,2623500,56.7,52.24,2025-04-14,,,2025-04-14 16:46:00-07:00
1744673460000,1.3422,2.4606,0,0,1,203,56.5,85,,30.02,30.1174,73,35040,2758,2547900,56.5,52.04,2025-04-14,,,2025-04-14 16:31:00-07:00
1744672560000,1.5659,2.6843,0,0,1,203,56.7,83,,30.02,30.1173,47,19740,2711,2482200,56.7,51.59,2025-04-14,,,2025-04-14 16:16:00-07:00
1744671660000,1.7895,2.908,0,0,1,203,57.2,82,,30.02,30.1172,121,58080,2590,2439900,57.2,51.75,2025-04-14,,,2025-04-14 16:01:00-07:00
1744670760000,1.3422,2.908,0,0,1,203,57.6,80,4.27,30.02,30.1172,108,45360,2482,2331000,57.6,51.47,2025-04-14,,,2025-04-14 15:46:00-07:00
1744669860000,0.4474,2.908,0,0,1,203,57.0,81,,30.03,30.1273,125,60000,2357,2233800,57.0,51.23,2025-04-14,,,2025-04-14 15:31:00-07:00
1744668960000,1.5659,2.908,0,0,1,203,56.8,83,,30.04,30.1374,109,45780,2248,2121300,56.8,51.69,2025-04-14,,,2025-04-14 15:16:00-07:00
1744668060000,0.2237,2.0132,0,0,1,203,56.5,84,,30.04,30.1374,107,51360,2141,2023200,56.5,51.72,2025-04-14,,,2025-04-14 15:01:00-07:00
1744667160000,1.7895,2.6843,0,0,1,203,56.5,84,4.27,30.04,30.1374,88,36960,2053,1926900,56.5,51.72,2025-04-14,,,2025-04-14 14:46:00-07:00
1744666260000,0.8948,2.4606,0,0,1,203,56.5,84,,30.04,30.1374,89,42720,1964,1847700,56.5,51.72,2025-04-14,,,2025-04-14 14:31:00-07:00
1744665360000,0.8948,2.6843,0,0,1,203,56.3,84,,30.03,30.1274,99,41580,1865,1767600,56.3,51.53,2025-04-14,,,2025-04-14 14:16:00-07:00
1744664460000,0.4474,2.0132,0,0,1,203,55.6,86,,30.03,30.1276,94,45120,1771,1678500,55.6,51.48,2025-04-14,,,2025-04-14 14:01:00-07:00
1744663560000,0.8948,2.6843,0,0,1,203,55.2,86,4.27,30.02,30.1176,85,35700,1686,1593900,55.2,51.09,2025-04-14,,,2025-04-14 13:46:00-07:00
1744662660000,1.7895,3.1317,0,0,1,203,55.2,87,,30.02,30.1176,80,38400,1606,1517400,55.2,51.4,2025-04-14,,,2025-04-14 13:31:00-07:00
1744661760000,2.2369,2.908,0,0,1,203,55.4,87,,30.02,30.1176,100,42000,1506,1445400,55.4,51.59,2025-04-14,,,2025-04-14 13:16:00-07:00
1744660860000,2.2369,2.908,0,0,1,203,55.8,87,,30.02,30.1175,99,47520,1407,1355400,55.8,51.99,2025-04-14,,,2025-04-14 13:01:00-07:00
1744659960000,1.7895,2.6843,0,0,1,203,55.8,87,4.27,30.02,30.1175,91,38220,1316,1266300,55.8,51.99,2025-04-14,,,2025-04-14 12:46:00-07:00
1744659060000,1.5659,2.908,0,0,1,203,55.6,87,,30.02,30.1175,103,49440,1213,1184400,55.6,51.79,2025-04-14,,,2025-04-14 12:31:00-07:00
1744658160000,1.1185,2.6843,0,0,1,203,55.0,88,,30.03,30.1277,108,45360,1003,999900,55.0,51.51,2025-04-14,,,2025-04-14 12:16:00-07:00
1744657260000,1.7895,2.6843,0,0,1,203,54.5,89,,30.03,30.1278,102,48960,1111,994500,54.5,51.32,2025-04-14,America/Los_Angeles,True,2025-04-14 12:01:00-07:00
1744656360000,2.2369,2.908,0,0,1,203,54.3,91,4.27,30.03,30.1278,99,41580,904,902700,54.3,51.73,2025-04-14,,,2025-04-14 11:46:00-07:00
1744655460000,2.0132,2.908,0,0,1,203,54.1,91,,30.03,30.1279,107,51360,797,813600,54.1,51.53,2025-04-14,,,2025-04-14 11:31:00-07:00
1744654560000,2.0132,3.1317,0,0,1,203,53.8,92,,30.03,30.1279,92,38640,705,717300,53.8,51.53,2025-04-14,,,2025-04-14 11:16:00-07:00
1744653660000,2.0132,2.908,0,0,1,203,53.8,92,,30.03,30.1279,91,43680,614,634500,53.8,51.53,2025-04-14,,,2025-04-14 11:01:00-07:00
1744652760000,2.2369,3.1317,0,0,1,203,53.6,93,4.28,30.03,30.128,98,41160,516,552600,53.6,51.62,2025-04-14,,,2025-04-14 10:46:00-07:00
1744651860000,1.7895,2.908,0,0,1,203,53.2,94,,30.03,30.128,85,40800,431,464400,53.2,51.52,2025-04-14,,,2025-04-14 10:31:00-07:00
1744650960000,0.6711,2.4606,0,0,1,203,52.7,95,,30.02,30.1181,78,32760,353,387900,52.7,51.31,2025-04-14,,,2025-04-14 10:16:00-07:00
1744650060000,1.1185,2.6843,0,0,1,203,52.5,96,,30.02,30.1181,71,34080,282,317700,52.5,51.39,2025-04-14,,,2025-04-14 10:01:00-07:00
1744649160000,0.6711,2.0132,0,0,1,203,52.3,97,4.27,30.02,30.1182,50,21000,232,253800,52.3,51.47,2025-04-14,,,2025-04-14 09:46:00-07:00
1744648260000,0.0,1.3422,0,0,1,203,52.2,98,,30.02,30.1182,52,24960,180,208800,52.2,51.65,2025-04-14,,,2025-04-14 09:31:00-07:00
1744647360000,0.6711,2.0132,0,0,1,203,51.8,98,,30.02,30.1183,41,17220,139,162000,51.8,51.25,2025-04-14,,,2025-04-14 09:16:00-07:00
1744646460000,1.1185,2.2369,0,0,1,203,51.6,98,,30.01,30.1083,32,15360,107,125100,51.6,51.05,2025-04-14,,,2025-04-14 09:01:00-07:00
1744645560000,1.1185,2.2369,0,0,1,203,51.4,98,4.27,30.0,30.0983,25,10500,82,96300,51.4,50.85,2025-04-14,,,2025-04-14 08:46:00-07:00
