dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,lastRain,date,tz,historical,batt1volts,local_time
1760104020000,0.0,0.0,0,0,1,208,52.5,96,51.39,52.5,29.9,29.9977,0,0,0,0,2025-04-26T15:31:00.000Z,2025-10-10,,,,2025-10-10 06:47:00-07:00
1760103120000,0.0,0.0,0,0,1,208,52.5,96,51.39,52.5,29.9,29.9977,0,0,0,0,,2025-10-10,America/Los_Angeles,True,,2025-10-10 06:32:00-07:00
1760102220000,0.0,0.0,0,0,1,208,52.7,96,51.59,52.7,29.9,29.9977,0,0,0,0,,2025-10-10,America/Los_Angeles,True,4.28,2025-10-10 06:17:00-07:00
1760101320000,0.0,0.0,0,0,1,208,52.7,96,51.59,52.7,29.9,29.9977,0,0,0,0,,2025-10-10,America/Los_Angeles,True,,2025-10-10 06:02:00-07:00
1760100420000,0.0,0.0,0,0,1,208,52.7,96,51.59,52.7,29.89,29.9877,0,0,0,0,,2025-10-10,America/Los_Angeles,True,,2025-10-10 05:47:00-07:00
1760099520000,0.0,0.0,0,0,1,208,52.7,95,51.31,52.7,29.89,29.9877,0,0,0,0,,2025-10-10,America/Los_Angeles,True,,2025-10-10 05:32:00-07:00
1760098620000,0.0,0.0,0,0,1,208,52.2,94,50.53,52.2,29.89,29.9878,0,0,0,0,,2025-10-10,America/Los_Angeles,True,4.29,2025-10-10 05:17:00-07:00
1760097720000,0.0,0.0,0,0,1,208,51.6,93,49.64,51.6,29.89,29.9879,0,0,0,0,,2025-10-10,America/Los_Angeles,True,,2025-10-10 05:02:00-07:00
1760096820000,0.0,0.0,0,0,1,208,51.6,92,49.35,51.6,29.89,29.9879,0,0,0,0,,2025-10-10,America/Los_Angeles,True,,2025-10-10 04:47:00-07:00
1760095920000,0.0,0.0,0,0,1,208,51.8,92,49.55,51.8,29.89,29.9878,0,0,0,0,,2025-10-10,America/Los_Angeles,True,,2025-10-10 04:32:00-07:00
1760095020000,0.0,0.0,0,0,1,208,52.2,93,50.24,52.2,29.89,29.9878,0,0,0,0,,2025-10-10,America/Los_Angeles,True,4.29,2025-10-10 04:17:00-07:00
1760094120000,0.0,0.0,0,0,1,208,52.3,92,50.04,52.3,29.9,29.9978,0,0,0,0,,2025-10-10,America/Los_Angeles,True,,2025-10-10 04:02:00-07:00
1760093220000,0.0,0.0,0,0,1,208,52.9,92,50.64,52.9,29.9,29.9977,0,0,0,0,,2025-10-10,America/Los_Angeles,True,,2025-10-10 03:47:00-07:00
1760092320000,0.0,0.0,0,0,1,208,53.2,92,50.94,53.2,29.9,29.9976,0,0,0,0,,2025-10-10,America/Los_Angeles,True,,2025-10-10 03:32:00-07:00
1760091420000,0.0,0.0,0,0,1,208,53.8,92,51.53,53.8,29.91,30.0075,0,0,0,0,,2025-10-10,America/Los_Angeles,True,4.29,2025-10-10 03:17:00-07:00
1760090520000,0.0,0.0,0,0,1,208,54.9,93,52.91,54.9,29.91,30.0073,0,0,0,0,,2025-10-10,America/Los_Angeles,True,,2025-10-10 03:02:00-07:00
1760089620000,0.0,0.0,0,0,1,208,55.6,94,53.9,55.6,29.92,30.0172,0,0,0,0,,2025-10-10,America/Los_Angeles,True,,2025-10-10 02:47:00-07:00
1760088720000,0.0,0.0,0,0,1,208,56.1,95,54.69,56.1,29.92,30.0171,0,0,0,0,,2025-10-10,America/Los_Angeles,True,,2025-10-10 02:32:00-07:00
1760087820000,0.0,0.0,0,0,1,208,56.7,96,55.57,56.7,29.93,30.027,0,0,0,0,,2025-10-10,America/Los_Angeles,True,4.3,2025-10-10 02:17:00-07:00
1760086920000,0.6711,2.6843,0,0,1,208,57.0,96,55.87,57.0,29.93,30.027,0,0,0,0,,2025-10-10,America/Los_Angeles,True,,2025-10-10 02:02:00-07:00
1760086020000,0.0,0.0,0,0,1,208,57.2,96,56.07,57.2,29.93,30.027,0,0,0,0,,2025-10-10,America/Los_Angeles,True,,2025-10-10 01:47:00-07:00
1760085120000,0.0,0.0,0,0,1,208,57.6,96,56.47,57.6,29.93,30.0269,0,0,0,0,,2025-10-10,America/Los_Angeles,True,,2025-10-10 01:32:00-07:00
1760084220000,0.0,0.0,0,0,1,208,57.2,96,56.07,57.2,29.93,30.027,0,0,0,0,,2025-10-10,America/Los_Angeles,True,4.3,2025-10-10 01:17:00-07:00
1760083320000,0.0,0.0,0,0,1,208,57.0,96,55.87,57.0,29.93,30.027,0,0,0,0,,2025-10-10,America/Los_Angeles,True,,2025-10-10 01:02:00-07:00
1760082420000,0.0,0.0,0,0,1,208,56.8,96,55.67,56.8,29.93,30.027,0,0,0,0,,2025-10-10,America/Los_Angeles,True,,2025-10-10 00:47:00-07:00
1760081520000,0.0,0.0,0,0,1,208,57.0,95,55.58,57.0,29.93,30.027,0,0,0,0,,2025-10-10,America/Los_Angeles,True,,2025-10-10 00:32:00-07:00
1760080620000,0.0,0.0,0,0,1,208,57.0,95,55.58,57.0,29.93,30.027,0,0,0,0,,2025-10-10,America/Los_Angeles,True,4.3,2025-10-10 00:17:00-07:00
1760079720000,0.0,0.0,0,0,1,208,57.2,95,55.78,57.2,29.93,30.027,0,0,0,0,,2025-10-10,America/Los_Angeles,True,,2025-10-10 00:02:00-07:00
