dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,lastRain,date,batt1volts,tz,historical,local_time
1742712600000,1.3422,2.908,0,0,1,50,52.7,91,29.95,30.0243,0,0,20787,18708300,52.7,50.15,2025-03-17T20:19:00.000Z,2025-03-22,,,,2025-03-22 23:50:00-07:00
1742711700000,0.4474,2.2369,0,0,1,50,52.9,90,29.95,30.0243,0,0,20787,18708300,52.9,50.05,2025-03-17T20:19:00.000Z,2025-03-22,4.29,,,2025-03-22 23:35:00-07:00
1742710800000,0.6711,2.4606,0,0,1,50,53.1,89,29.95,30.0243,0,0,20787,18708300,53.1,49.94,2025-03-17T20:19:00.000Z,2025-03-22,,,,2025-03-22 23:20:00-07:00
1742709900000,0.0,1.1185,0,0,1,50,53.2,89,29.94,30.0142,0,0,20787,18708300,53.2,50.04,2025-03-17T20:19:00.000Z,2025-03-22,,,,2025-03-22 23:05:00-07:00
1742709000000,0.0,1.7895,0,0,1,50,53.8,89,29.94,30.0141,0,0,20787,18708300,53.8,50.63,2025-03-17T20:19:00.000Z,2025-03-22,,,,2025-03-22 22:50:00-07:00
1742708100000,0.2237,2.4606,0,0,1,50,54.3,87,29.94,30.0141,0,0,20787,18708300,54.3,50.51,2025-03-17T20:19:00.000Z,2025-03-22,4.3,,,2025-03-22 22:35:00-07:00
1742707200000,0.4474,2.2369,0,0,1,50,54.7,87,29.93,30.004,0,0,20787,18708300,54.7,50.91,2025-03-17T20:19:00.000Z,2025-03-22,,,,2025-03-22 22:20:00-07:00
1742706300000,0.0,2.4606,0,0,1,201,54.7,88,29.93,30.004,0,0,20787,18708300,54.7,51.22,2025-03-17T20:19:00.000Z,2025-03-22,,,,2025-03-22 22:05:00-07:00
1742705400000,0.0,0.0,0,0,1,204,55.4,87,29.93,30.0039,0,0,20787,18708300,55.4,51.59,2025-03-17T20:19:00.000Z,2025-03-22,,,,2025-03-22 21:50:00-07:00
1742704500000,0.0,0.0,0,0,1,204,55.6,86,29.93,30.0038,0,0,20787,18708300,55.6,51.48,2025-03-17T20:19:00.000Z,2025-03-22,4.3,,,2025-03-22 21:35:00-07:00
1742703600000,0.2237,3.1317,0,0,1,204,55.8,87,29.93,30.0038,0,0,20787,18708300,55.8,51.99,2025-03-17T20:19:00.000Z,2025-03-22,,,,2025-03-22 21:20:00-07:00
1742702700000,1.1185,6.0397,0,0,1,227,55.9,89,29.93,30.0038,0,0,20787,18708300,55.9,52.7,2025-03-17T20:19:00.000Z,2025-03-22,,,,2025-03-22 21:05:00-07:00
1742701740000,0.4474,4.6976,0,0,1,231,56.1,89,29.92,29.9937,0,0,20787,18708300,56.1,52.9,2025-03-17T20:19:00.000Z,2025-03-22,,,,2025-03-22 20:49:00-07:00
1742700900000,1.5659,5.145,0,0,1,248,55.9,83,29.91,29.9838,0,0,20787,18708300,55.9,50.81,2025-03-17T20:19:00.000Z,2025-03-22,4.31,,,2025-03-22 20:35:00-07:00
1742700000000,1.5659,5.3686,0,0,1,71,56.3,81,29.91,29.9837,0,0,20787,18708300,56.3,50.54,2025-03-17T20:19:00.000Z,2025-03-22,,,,2025-03-22 20:20:00-07:00
1742699100000,0.2237,2.2369,0,0,1,78,56.8,76,29.9,29.9736,0,0,20787,18708300,56.8,49.32,2025-03-17T20:19:00.000Z,2025-03-22,,,,2025-03-22 20:05:00-07:00
1742698200000,0.4474,2.6843,0,0,1,78,57.9,73,29.89,29.9634,0,0,20787,18708300,57.9,49.3,2025-03-17T20:19:00.000Z,2025-03-22,,,,2025-03-22 19:50:00-07:00
1742697300000,0.4474,4.0265,0,0,1,103,57.9,72,29.89,29.9634,0,0,20787,18708300,57.9,48.93,2025-03-17T20:19:00.000Z,2025-03-22,4.32,,,2025-03-22 19:35:00-07:00
1742696400000,1.7895,6.0397,0,0,1,129,58.5,72,29.89,29.9633,3,2700,20784,18708300,58.5,49.5,2025-03-17T20:19:00.000Z,2025-03-22,,,,2025-03-22 19:20:00-07:00
1742695500000,2.4606,4.0265,0,0,1,129,59.5,71,29.89,29.9632,20,18000,20764,18705600,59.5,50.09,2025-03-17T20:19:00.000Z,2025-03-22,,,,2025-03-22 19:05:00-07:00
1742694600000,1.3422,4.6976,0,0,1,129,62.1,65,29.88,29.9528,53,47700,20711,18687600,62.1,50.19,2025-03-17T20:19:00.000Z,2025-03-22,,,,2025-03-22 18:50:00-07:00
1742693700000,3.3554,6.2634,0,0,1,129,62.2,62,29.88,29.9528,92,82800,20619,18639900,62.2,49.02,2025-03-17T20:19:00.000Z,2025-03-22,4.37,,,2025-03-22 18:35:00-07:00
1742692800000,4.0265,7.8293,0,0,1,126,62.6,60,29.88,29.9527,136,122400,20483,18557100,62.6,48.52,2025-03-17T20:19:00.000Z,2025-03-22,,,,2025-03-22 18:20:00-07:00
1742691900000,3.5791,7.1582,0,0,1,139,63.0,63,29.88,29.9527,187,168300,20296,18434700,63.0,50.2,2025-03-17T20:19:00.000Z,2025-03-22,,,,2025-03-22 18:05:00-07:00
1742691000000,1.7895,5.145,0,0,1,129,62.4,65,29.88,29.9528,160,144000,20136,18266400,62.4,50.48,2025-03-17T20:19:00.000Z,2025-03-22,,,,2025-03-22 17:50:00-07:00
1742690100000,2.6843,5.145,0,0,1,157,60.6,69,29.88,29.953,131,117900,19716,17862300,60.6,50.37,2025-03-17T20:19:00.000Z,2025-03-22,4.37,,,2025-03-22 17:35:00-07:00
1742689200000,4.6976,6.7108,0,0,1,171,62.4,61,29.88,29.9528,289,260100,19847,18004500,62.4,48.77,,2025-03-22,,America/Los_Angeles,True,2025-03-22 17:20:00-07:00
1742688300000,4.0265,5.816,0,0,1,159,63.5,59,29.88,29.9526,368,331200,19348,17744400,63.5,48.91,2025-03-17T20:19:00.000Z,2025-03-22,,,,2025-03-22 17:05:00-07:00
1742687400000,2.2369,5.3686,0,0,1,147,63.5,59,29.88,29.9526,435,391500,18913,17413200,63.5,48.91,2025-03-17T20:19:00.000Z,2025-03-22,,,,2025-03-22 16:50:00-07:00
1742686440000,1.3422,5.5923,0,0,1,136,64.4,58,29.89,29.9625,493,443700,18420,17021700,64.4,49.3,2025-03-17T20:19:00.000Z,2025-03-22,4.39,,,2025-03-22 16:34:00-07:00
1742685600000,1.5659,4.4739,0,0,1,232,61.7,69,29.9,29.9729,467,420300,17953,16578000,61.7,51.42,2025-03-17T20:19:00.000Z,2025-03-22,,,,2025-03-22 16:20:00-07:00
1742684700000,3.5791,5.5923,0,0,1,207,61.0,76,29.9,29.973,372,334800,17581,16157700,61.0,53.38,2025-03-17T20:19:00.000Z,2025-03-22,,,,2025-03-22 16:05:00-07:00
1742683800000,4.4739,6.7108,0,0,1,190,61.3,78,29.9,29.973,553,497700,17028,15822900,61.3,54.38,2025-03-17T20:19:00.000Z,2025-03-22,,,,2025-03-22 15:50:00-07:00
1742682840000,5.3686,7.8293,0,0,1,194,61.7,78,29.9,29.9729,733,659700,16295,15325200,61.7,54.77,2025-03-17T20:19:00.000Z,2025-03-22,4.38,,,2025-03-22 15:34:00-07:00
1742682000000,4.6976,8.053,0,0,1,186,62.6,72,29.91,29.9828,684,615600,15611,14665500,62.6,53.44,2025-03-17T20:19:00.000Z,2025-03-22,,,,2025-03-22 15:20:00-07:00
1742681100000,2.0132,4.9213,0,0,1,161,62.2,73,29.91,29.9829,563,506700,15048,14049900,62.2,53.43,2025-03-17T20:19:00.000Z,2025-03-22,,,,2025-03-22 15:05:00-07:00
