dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,lastRain,date,batt1volts,tz,historical,local_time
1760683800000,0.0,0.0,0,0,1,90,55.4,86,51.28,55.4,29.86,29.9337,0,0,19216,17294400,2025-10-15T04:20:00.000Z,2025-10-16,,,,2025-10-16 23:50:00-07:00
1760682900000,0.8948,2.4606,0,0,1,90,55.8,86,51.67,55.8,29.86,29.9336,0,0,19216,17294400,2025-10-15T04:20:00.000Z,2025-10-16,,,,2025-10-16 23:35:00-07:00
1760682060000,0.2237,1.7895,0,0,1,90,56.1,87,52.28,56.1,29.86,29.9336,0,0,19216,17294400,2025-10-15T04:20:00.000Z,2025-10-16,4.28,,,2025-10-16 23:21:00-07:00
1760681100000,0.2237,1.3422,0,0,1,90,56.3,87,52.48,56.3,29.87,29.9436,0,0,19216,17294400,2025-10-15T04:20:00.000Z,2025-10-16,,,,2025-10-16 23:05:00-07:00
1760680200000,0.0,0.0,0,0,1,90,56.5,88,52.99,56.5,29.87,29.9436,0,0,19216,17294400,2025-10-15T04:20:00.000Z,2025-10-16,,,,2025-10-16 22:50:00-07:00
1760679300000,0.2237,1.3422,0,0,1,90,56.1,87,52.28,56.1,29.86,29.9336,0,0,19216,17294400,2025-10-15T04:20:00.000Z,2025-10-16,,,,2025-10-16 22:35:00-07:00
1760678460000,1.7895,4.2502,0,0,1,90,56.8,87,52.97,56.8,29.87,29.9435,0,0,19216,17294400,2025-10-15T04:20:00.000Z,2025-10-16,4.29,,,2025-10-16 22:21:00-07:00
1760677560000,0.2237,2.0132,0,0,1,90,57.2,84,52.41,57.2,29.86,29.9334,0,0,19216,17294400,2025-10-15T04:20:00.000Z,2025-10-16,,,,2025-10-16 22:06:00-07:00
1760676660000,0.0,0.0,0,0,1,90,57.9,81,52.1,57.9,29.87,29.9434,0,0,19216,17294400,2025-10-15T04:20:00.000Z,2025-10-16,,,,2025-10-16 21:51:00-07:00
1760675760000,0.0,0.0,0,0,1,90,58.5,79,52.01,58.5,29.87,29.9433,0,0,19216,17294400,2025-10-15T04:20:00.000Z,2025-10-16,,,,2025-10-16 21:36:00-07:00
