dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,date,batt1volts,lastRain,local_time
1767167400000,0.0,0.0,0,0.01,1,102,61.3,68,50.65,61.3,30.04,30.1365,0,0,6,1580400,America/Los_Angeles,True,2025-12-30,,,2025-12-30 23:50:00-08:00
1767166500000,0.0,0.0,0,0.01,1,102,61.7,66,50.22,61.7,30.03,30.1264,0,0,6,1580400,America/Los_Angeles,True,2025-12-30,,,2025-12-30 23:35:00-08:00
1767165600000,0.0,0.0,0,0.01,1,102,62.4,63,49.63,62.4,30.03,30.1263,0,0,6,1580400,America/Los_Angeles,True,2025-12-30,4.13,,2025-12-30 23:20:00-08:00
1767164700000,0.0,2.0132,0,0.01,1,102,63.1,57,47.62,63.1,30.03,30.1262,0,0,6,1580400,America/Los_Angeles,True,2025-12-30,,,2025-12-30 23:05:00-08:00
1767163800000,0.0,0.0,0,0.01,1,102,64.0,55,47.5,64.0,30.03,30.126,0,0,6,1580400,America/Los_Angeles,True,2025-12-30,,,2025-12-30 22:50:00-08:00
1767162900000,0.0,1.1185,0,0.01,1,102,64.9,51,46.33,64.9,30.04,30.1359,0,0,6,1580400,America/Los_Angeles,True,2025-12-30,,,2025-12-30 22:35:00-08:00
1767162000000,0.0,0.0,0,0.01,1,102,65.3,49,45.64,65.3,30.04,30.1358,0,0,6,1580400,America/Los_Angeles,True,2025-12-30,4.12,,2025-12-30 22:20:00-08:00
1767161100000,0.0,0.0,0,0.01,1,102,65.5,48,45.28,65.5,30.03,30.1257,0,0,6,1580400,America/Los_Angeles,True,2025-12-30,,,2025-12-30 22:05:00-08:00
1767160200000,0.0,0.0,0,0.01,1,102,65.1,48,44.92,65.1,30.04,30.1358,0,0,6,1580400,America/Los_Angeles,True,2025-12-30,,,2025-12-30 21:50:00-08:00
1767159300000,0.0,0.0,0,0.01,1,102,64.8,50,45.72,64.8,30.04,30.1359,0,0,6,1580400,America/Los_Angeles,True,2025-12-30,,,2025-12-30 21:35:00-08:00
1767158400000,0.0,0.0,0,0.01,1,102,64.8,52,46.76,64.8,30.04,30.1359,0,0,6,1580400,America/Los_Angeles,True,2025-12-30,4.13,,2025-12-30 21:20:00-08:00
1767157500000,0.0,0.0,0,0.01,1,102,64.8,54,47.76,64.8,30.04,30.1359,0,0,6,1580400,America/Los_Angeles,True,2025-12-30,,,2025-12-30 21:05:00-08:00
1767156600000,0.0,0.0,0,0.01,1,102,64.9,55,48.34,64.9,30.04,30.1359,0,0,6,1580400,America/Los_Angeles,True,2025-12-30,,,2025-12-30 20:50:00-08:00
1767155700000,0.0,0.0,0,0.01,1,102,64.9,54,47.85,64.9,30.03,30.1258,0,0,6,1580400,America/Los_Angeles,True,2025-12-30,,,2025-12-30 20:35:00-08:00
1767154800000,0.0,0.0,0,0.01,1,102,64.6,55,48.06,64.6,30.03,30.1259,0,0,6,1580400,America/Los_Angeles,True,2025-12-30,4.13,,2025-12-30 20:20:00-08:00
1767153900000,0.0,0.0,0,0.01,1,102,64.2,60,50.02,64.2,30.03,30.126,0,0,6,1580400,America/Los_Angeles,True,2025-12-30,,,2025-12-30 20:05:00-08:00
1767153000000,0.0,1.1185,0,0.01,1,102,64.2,62,50.9,64.2,30.03,30.126,0,0,6,1580400,America/Los_Angeles,True,2025-12-30,,,2025-12-30 19:50:00-08:00
1767152100000,0.0,1.5659,0,0.01,1,102,64.0,64,51.57,64.0,30.03,30.126,0,0,6,1580400,America/Los_Angeles,True,2025-12-30,,,2025-12-30 19:35:00-08:00
1767151200000,0.0,0.0,0,0.01,1,102,63.9,66,52.31,63.9,30.03,30.126,0,0,6,1580400,America/Los_Angeles,True,2025-12-30,4.13,,2025-12-30 19:20:00-08:00
1767150300000,0.0,0.0,0,0.01,1,102,63.9,66,52.31,63.9,30.03,30.126,0,0,6,1580400,America/Los_Angeles,True,2025-12-30,,,2025-12-30 19:05:00-08:00
1767149400000,0.0,0.0,0,0.01,1,102,63.7,67,52.53,63.7,30.03,30.1261,0,0,6,1580400,America/Los_Angeles,True,2025-12-30,,,2025-12-30 18:50:00-08:00
1767148500000,0.0,0.0,0,0.01,1,102,63.5,68,52.74,63.5,30.03,30.1261,0,0,6,1580400,America/Los_Angeles,True,2025-12-30,,,2025-12-30 18:35:00-08:00
1767147600000,0.0,0.0,0,0.01,1,102,63.1,73,54.3,63.1,30.03,30.1262,0,0,6,1580400,America/Los_Angeles,True,2025-12-30,4.14,,2025-12-30 18:20:00-08:00
1767146700000,0.2237,1.5659,0,0.01,1,102,63.3,76,55.6,63.3,30.03,30.1261,0,0,6,1580400,America/Los_Angeles,True,2025-12-30,,,2025-12-30 18:05:00-08:00
1767145800000,0.8948,1.5659,0,0.01,1,102,63.9,70,53.92,63.9,30.03,30.126,0,0,6,1580400,America/Los_Angeles,True,2025-12-30,,,2025-12-30 17:50:00-08:00
1767144900000,0.0,0.0,0,0.01,1,102,64.4,65,52.37,64.4,30.02,30.1159,0,0,6,1580400,America/Los_Angeles,True,2025-12-30,,,2025-12-30 17:35:00-08:00
1767144000000,0.0,0.0,0,0.01,1,102,64.4,64,51.95,64.4,30.02,30.1159,0,0,6,1580400,America/Los_Angeles,True,2025-12-30,4.14,,2025-12-30 17:20:00-08:00
