dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,lastRain,date,tz,historical,batt1volts,local_time
1756088220000,0.0,0.0,0,0,1,224,68.7,84,63.66,69.22,29.83,29.9245,3,540,0,2700,2025-04-26T15:31:00.000Z,2025-08-24,,,,2025-08-24 19:17:00-07:00
1756087320000,0.4474,1.7895,0,0,1,224,68.9,84,63.86,69.44,29.83,29.9245,6,1080,8010,7232400,,2025-08-24,America/Los_Angeles,True,,2025-08-24 19:02:00-07:00
1756086420000,1.3422,2.0132,0,0,1,224,69.3,83,63.91,69.83,29.83,29.9244,10,1800,7993,7227000,,2025-08-24,America/Los_Angeles,True,,2025-08-24 18:47:00-07:00
1756085520000,1.3422,2.6843,0,0,1,224,69.6,82,63.85,70.11,29.84,29.9344,13,2340,7973,7218000,,2025-08-24,America/Los_Angeles,True,4.34,2025-08-24 18:32:00-07:00
1756084620000,0.6711,2.6843,0,0,1,224,69.8,82,64.05,70.33,29.84,29.9344,17,3060,7949,7206300,,2025-08-24,America/Los_Angeles,True,,2025-08-24 18:17:00-07:00
1756083720000,1.5659,2.6843,0,0,1,224,70.2,81,64.09,70.73,29.84,29.9343,20,3600,7949,7191000,,2025-08-24,America/Los_Angeles,True,,2025-08-24 18:02:00-07:00
1756082820000,1.3422,2.4606,0,0,1,224,70.2,81,64.09,70.73,29.84,29.9343,24,4320,7922,7173000,,2025-08-24,America/Los_Angeles,True,,2025-08-24 17:47:00-07:00
1756081920000,1.7895,3.1317,0,0,1,224,70.5,81,64.38,71.06,29.84,29.9342,27,4860,7820,7151400,,2025-08-24,America/Los_Angeles,True,4.36,2025-08-24 17:32:00-07:00
1756081020000,1.7895,3.1317,0,0,1,224,70.9,80,64.41,71.45,29.84,29.9342,30,5400,7755,7127100,,2025-08-24,America/Los_Angeles,True,,2025-08-24 17:17:00-07:00
1756080120000,2.2369,4.0265,0,0,1,224,71.4,77,63.8,71.86,29.84,29.9341,34,6120,7755,7100100,,2025-08-24,America/Los_Angeles,True,,2025-08-24 17:02:00-07:00
1756079220000,2.2369,4.0265,0,0,1,224,71.2,77,63.61,71.64,29.84,29.9341,38,6840,7755,7069500,,2025-08-24,America/Los_Angeles,True,,2025-08-24 16:47:00-07:00
1756078320000,2.4606,3.8028,0,0,1,224,71.1,79,64.25,71.62,29.84,29.9341,65,11700,7685,7035300,,2025-08-24,America/Los_Angeles,True,4.38,2025-08-24 16:32:00-07:00
1756077420000,2.4606,4.0265,0,0,1,224,70.7,79,63.86,71.18,29.85,29.9442,70,12600,7461,6976800,,2025-08-24,America/Los_Angeles,True,,2025-08-24 16:17:00-07:00
1756076520000,2.6843,4.0265,0,0,1,224,71.1,77,63.51,71.53,29.85,29.9442,92,16560,7461,6913800,,2025-08-24,America/Los_Angeles,True,,2025-08-24 16:02:00-07:00
1756075620000,2.6843,3.8028,0,0,1,224,71.8,76,63.82,72.25,29.85,29.944,75,13500,7461,6831000,,2025-08-24,America/Los_Angeles,True,,2025-08-24 15:47:00-07:00
1756074720000,2.6843,3.8028,0,0,1,224,72.5,73,63.34,72.88,29.85,29.9439,57,10260,6846,6763500,,2025-08-24,America/Los_Angeles,True,4.48,2025-08-24 15:32:00-07:00
1756073820000,2.4606,4.0265,0,0,1,224,72.5,72,62.95,72.83,29.86,29.9539,615,110700,5741,6712200,,2025-08-24,America/Los_Angeles,True,,2025-08-24 15:17:00-07:00
1756072920000,2.6843,4.2502,0,0,1,224,72.0,73,62.86,72.33,29.87,29.9641,711,127980,5674,6158700,,2025-08-24,America/Los_Angeles,True,,2025-08-24 15:02:00-07:00
1756072020000,2.6843,4.2502,0,0,1,224,71.6,72,62.08,71.84,29.88,29.9742,394,70920,5606,5518800,,2025-08-24,America/Los_Angeles,True,,2025-08-24 14:47:00-07:00
1756071120000,2.908,5.3686,0,0,1,228,71.2,72,61.7,71.4,29.89,29.9843,67,12060,5533,5164200,,2025-08-24,America/Los_Angeles,True,4.38,2025-08-24 14:32:00-07:00
1756070220000,3.1317,4.4739,0,0,1,232,71.1,74,62.38,71.39,29.89,29.9843,68,12240,5533,5103900,,2025-08-24,America/Los_Angeles,True,,2025-08-24 14:17:00-07:00
1756069320000,2.908,4.6976,0,0,1,232,71.2,75,62.86,71.55,29.9,29.9943,73,13140,5405,5042700,,2025-08-24,America/Los_Angeles,True,,2025-08-24 14:02:00-07:00
1756068420000,2.6843,4.6976,0,0,1,232,71.4,76,63.43,71.81,29.9,29.9943,67,12060,5405,4977000,,2025-08-24,America/Los_Angeles,True,,2025-08-24 13:47:00-07:00
1756067520000,2.908,4.9213,0,0,1,232,71.6,77,64.0,72.08,29.9,29.9942,61,10980,4774,4916700,,2025-08-24,America/Los_Angeles,True,4.42,2025-08-24 13:32:00-07:00
1756066620000,3.1317,5.145,0,0,1,232,71.6,76,63.62,72.03,29.9,29.9942,63,11340,4573,4861800,,2025-08-24,America/Los_Angeles,True,,2025-08-24 13:17:00-07:00
1756065720000,3.1317,4.6976,0,0,1,233,71.6,76,63.62,72.03,29.9,29.9942,568,102240,4573,4805100,,2025-08-24,America/Los_Angeles,True,,2025-08-24 13:02:00-07:00
1756064820000,2.908,5.145,0,0,1,233,71.8,76,63.82,72.25,29.91,30.0042,201,36180,3998,4293900,,2025-08-24,America/Los_Angeles,True,,2025-08-24 12:47:00-07:00
1756063920000,2.6843,4.6976,0,0,1,235,71.6,77,64.0,72.08,29.91,30.0043,575,103500,3204,4113000,,2025-08-24,America/Los_Angeles,True,4.64,2025-08-24 12:32:00-07:00
1756063020000,2.2369,4.2502,0,0,1,235,71.2,79,64.34,71.73,29.91,30.0043,450,81000,3204,3595500,,2025-08-24,America/Los_Angeles,True,,2025-08-24 12:17:00-07:00
1756062120000,2.2369,4.0265,0,0,1,235,70.7,80,64.22,71.23,29.91,30.0044,153,27540,2933,3190500,,2025-08-24,America/Los_Angeles,True,,2025-08-24 12:02:00-07:00
1756061220000,2.2369,4.2502,0,0,1,238,70.0,82,64.24,70.55,29.91,30.0045,191,34380,2933,3052800,,2025-08-24,America/Los_Angeles,True,,2025-08-24 11:47:00-07:00
1756060320000,2.2369,4.4739,0,0,1,238,69.1,84,64.05,69.66,29.91,30.0047,271,48780,2025,2880900,,2025-08-24,America/Los_Angeles,True,4.64,2025-08-24 11:32:00-07:00
1756059420000,2.2369,3.8028,0,0,1,238,68.4,86,64.04,68.98,29.91,30.0048,414,74520,1560,2637000,,2025-08-24,America/Los_Angeles,True,,2025-08-24 11:17:00-07:00
1756058520000,2.0132,3.5791,0,0,1,238,68.5,87,64.47,69.14,29.91,30.0048,494,88920,1560,2264400,,2025-08-24,America/Los_Angeles,True,,2025-08-24 11:02:00-07:00
1756057620000,2.0132,3.8028,0,0,1,238,68.9,87,64.86,69.58,29.91,30.0047,185,33300,972,1819800,,2025-08-24,America/Los_Angeles,True,,2025-08-24 10:47:00-07:00
1756056720000,1.7895,3.1317,0,0,1,238,68.7,86,64.34,69.31,29.91,30.0048,280,50400,972,1653300,,2025-08-24,America/Los_Angeles,True,4.57,2025-08-24 10:32:00-07:00
1756055820000,2.0132,3.1317,0,0,1,238,68.7,85,64.0,69.27,29.91,30.0048,588,105840,502,1401300,,2025-08-24,America/Los_Angeles,True,,2025-08-24 10:17:00-07:00
1756054920000,1.7895,3.5791,0,0,1,238,68.7,84,63.66,69.22,29.91,30.0048,470,84600,316,872100,,2025-08-24,America/Los_Angeles,True,,2025-08-24 10:02:00-07:00
1756054020000,1.5659,3.1317,0,0,1,238,68.5,85,63.81,69.05,29.91,30.0048,115,20700,316,449100,,2025-08-24,America/Los_Angeles,True,,2025-08-24 09:47:00-07:00
1756053120000,2.2369,3.3554,0,0,1,238,68.2,85,63.51,68.72,29.91,30.0049,71,12780,166,345600,,2025-08-24,America/Los_Angeles,True,4.31,2025-08-24 09:32:00-07:00
1756052220000,1.7895,2.6843,0,0,1,238,67.8,84,62.78,67.8,29.91,30.0049,99,17820,166,281700,,2025-08-24,America/Los_Angeles,True,,2025-08-24 09:17:00-07:00
1756051320000,1.7895,2.6843,0,0,1,238,66.7,87,62.7,66.7,29.91,30.0051,51,9180,78,192600,,2025-08-24,America/Los_Angeles,True,,2025-08-24 09:02:00-07:00
1756050420000,0.8948,2.2369,0,0,1,238,65.3,92,62.91,65.3,29.92,30.0154,63,11340,56,146700,,2025-08-24,America/Los_Angeles,True,,2025-08-24 08:47:00-07:00
1756049520000,0.0,0.0,0,0,1,238,64.2,95,62.74,64.2,29.92,30.0156,25,4500,39,90000,,2025-08-24,America/Los_Angeles,True,4.29,2025-08-24 08:32:00-07:00
1756048620000,0.0,0.0,0,0,1,238,63.1,96,61.94,63.1,29.92,30.0158,22,3960,25,67500,,2025-08-24,America/Los_Angeles,True,,2025-08-24 08:17:00-07:00
1756047720000,0.0,0.0,0,0,1,238,62.1,96,60.94,62.1,29.92,30.016,17,3060,25,47700,,2025-08-24,America/Los_Angeles,True,,2025-08-24 08:02:00-07:00
1756046820000,0.0,0.0,0,0,1,238,60.8,95,59.36,60.8,29.91,30.0062,14,2520,15,32400,,2025-08-24,America/Los_Angeles,True,,2025-08-24 07:47:00-07:00
1756045920000,0.0,0.0,0,0,1,238,59.9,95,58.46,59.9,29.91,30.0064,10,1800,3,19800,,2025-08-24,America/Los_Angeles,True,4.27,2025-08-24 07:32:00-07:00
1756045020000,0.0,0.0,0,0,1,238,59.5,95,58.07,59.5,29.9,29.9964,7,1260,3,10800,,2025-08-24,America/Los_Angeles,True,,2025-08-24 07:17:00-07:00
1756044120000,0.0,0.0,0,0,1,238,59.7,95,58.26,59.7,29.9,29.9964,4,720,3,4500,,2025-08-24,America/Los_Angeles,True,,2025-08-24 07:02:00-07:00
1756043220000,0.0,0.0,0,0,1,238,60.1,95,58.66,60.1,29.9,29.9963,1,180,3,900,,2025-08-24,America/Los_Angeles,True,,2025-08-24 06:47:00-07:00
1756042320000,0.0,0.0,0,0,1,238,60.4,95,58.96,60.4,29.9,29.9963,0,0,3,0,,2025-08-24,America/Los_Angeles,True,4.29,2025-08-24 06:32:00-07:00
1756041420000,0.0,0.0,0,0,1,238,60.6,95,59.16,60.6,29.9,29.9962,0,0,3,0,,2025-08-24,America/Los_Angeles,True,,2025-08-24 06:17:00-07:00
1756040520000,0.0,0.0,0,0,1,238,60.8,94,59.06,60.8,29.89,29.9862,0,0,3,0,,2025-08-24,America/Los_Angeles,True,,2025-08-24 06:02:00-07:00
1756039620000,0.0,0.0,0,0,1,238,60.8,94,59.06,60.8,29.89,29.9862,0,0,3,0,,2025-08-24,America/Los_Angeles,True,,2025-08-24 05:47:00-07:00
1756038720000,0.0,0.0,0,0,1,238,60.6,93,58.56,60.6,29.89,29.9862,0,0,3,0,,2025-08-24,America/Los_Angeles,True,4.3,2025-08-24 05:32:00-07:00
1756037820000,0.0,0.0,0,0,1,238,60.4,92,58.06,60.4,29.89,29.9862,0,0,3,0,,2025-08-24,America/Los_Angeles,True,,2025-08-24 05:17:00-07:00
1756036920000,0.0,0.0,0,0,1,238,61.0,92,58.66,61.0,29.89,29.9861,0,0,3,0,,2025-08-24,America/Los_Angeles,True,,2025-08-24 05:02:00-07:00
1756036020000,0.0,0.0,0,0,1,238,61.7,93,59.65,61.7,29.88,29.976,0,0,3,0,,2025-08-24,America/Los_Angeles,True,,2025-08-24 04:47:00-07:00
1756035120000,0.0,0.0,0,0,1,238,62.1,93,60.05,62.1,29.89,29.9859,0,0,3,0,,2025-08-24,America/Los_Angeles,True,4.3,2025-08-24 04:32:00-07:00
1756034220000,0.0,0.0,0,0,1,238,62.6,93,60.54,62.6,29.89,29.9858,0,0,3,0,,2025-08-24,America/Los_Angeles,True,,2025-08-24 04:17:00-07:00
1756033320000,0.0,0.0,0,0,1,238,62.8,94,61.05,62.8,29.89,29.9858,0,0,3,0,,2025-08-24,America/Los_Angeles,True,,2025-08-24 04:02:00-07:00
1756032420000,0.0,0.0,0,0,1,238,63.0,93,60.94,63.0,29.9,29.9958,0,0,3,0,,2025-08-24,America/Los_Angeles,True,,2025-08-24 03:47:00-07:00
1756031520000,0.0,0.0,0,0,1,238,63.1,93,61.04,63.1,29.9,29.9958,0,0,3,0,,2025-08-24,America/Los_Angeles,True,4.31,2025-08-24 03:32:00-07:00
1756030620000,0.0,0.0,0,0,1,238,63.3,93,61.24,63.3,29.9,29.9957,0,0,3,0,,2025-08-24,America/Los_Angeles,True,,2025-08-24 03:17:00-07:00
1756029720000,0.0,0.0,0,0,1,238,63.7,92,61.33,63.7,29.89,29.9856,0,0,3,0,,2025-08-24,America/Los_Angeles,True,,2025-08-24 03:02:00-07:00
1756028820000,0.0,0.0,0,0,1,238,63.9,92,61.53,63.9,29.89,29.9856,0,0,3,0,,2025-08-24,America/Los_Angeles,True,,2025-08-24 02:47:00-07:00
1756027920000,0.0,0.8948,0,0,1,238,64.2,92,61.82,64.2,29.89,29.9855,0,0,3,0,,2025-08-24,America/Los_Angeles,True,4.3,2025-08-24 02:32:00-07:00
1756027020000,0.0,0.0,0,0,1,238,64.6,92,62.22,64.6,29.89,29.9855,0,0,3,0,,2025-08-24,America/Los_Angeles,True,,2025-08-24 02:17:00-07:00
1756026120000,0.0,0.0,0,0,1,238,64.9,92,62.52,64.9,29.88,29.9754,0,0,3,0,,2025-08-24,America/Los_Angeles,True,,2025-08-24 02:02:00-07:00
1756025220000,0.0,0.8948,0,0,1,238,65.1,91,62.4,65.1,29.88,29.9753,0,0,3,0,,2025-08-24,America/Los_Angeles,True,,2025-08-24 01:47:00-07:00
1756024320000,0.0,0.0,0,0,1,238,65.3,91,62.6,65.3,29.87,29.9653,0,0,3,0,,2025-08-24,America/Los_Angeles,True,4.31,2025-08-24 01:32:00-07:00
1756023420000,0.0,1.3422,0,0,1,238,65.3,91,62.6,65.3,29.87,29.9653,0,0,3,0,,2025-08-24,America/Los_Angeles,True,,2025-08-24 01:17:00-07:00
1756022520000,0.0,0.0,0,0,1,238,65.3,91,62.6,65.3,29.87,29.9653,0,0,3,0,,2025-08-24,America/Los_Angeles,True,,2025-08-24 01:02:00-07:00
1756021620000,0.0,0.0,0,0,1,238,65.3,91,62.6,65.3,29.87,29.9653,0,0,3,0,,2025-08-24,America/Los_Angeles,True,,2025-08-24 00:47:00-07:00
1756020720000,0.0,0.0,0,0,1,238,65.5,91,62.8,65.5,29.87,29.9652,0,0,3,0,,2025-08-24,America/Los_Angeles,True,4.32,2025-08-24 00:32:00-07:00
1756019820000,0.0,0.0,0,0,1,238,65.7,91,63.0,65.7,29.87,29.9652,0,0,3,0,,2025-08-24,America/Los_Angeles,True,,2025-08-24 00:17:00-07:00
1756018920000,0.0,0.0,0,0,1,238,65.7,91,63.0,65.7,29.87,29.9652,0,0,3,0,,2025-08-24,America/Los_Angeles,True,,2025-08-24 00:02:00-07:00
