dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,date,batt1volts,tz,historical,local_time
1748155800000,0.0,0.8948,0,0,1,325,55.4,81,29.96,30.0339,0,0,26870,24183000,55.4,49.67,2025-05-24,,,,2025-05-24 23:50:00-07:00
1748154900000,0.0,0.0,0,0,1,325,56.3,81,29.96,30.0338,0,0,26870,24183000,56.3,50.54,2025-05-24,,,,2025-05-24 23:35:00-07:00
1748154000000,0.0,2.4606,0,0,1,325,56.5,82,29.96,30.0338,0,0,26870,24183000,56.5,51.07,2025-05-24,4.27,,,2025-05-24 23:20:00-07:00
1748153100000,0.2237,2.0132,0,0,1,325,56.8,83,29.97,30.0438,0,0,26870,24183000,56.8,51.69,2025-05-24,,,,2025-05-24 23:05:00-07:00
1748152200000,0.0,0.0,0,0,1,325,57.2,83,29.96,30.0337,0,0,26870,24183000,57.2,52.08,2025-05-24,,,,2025-05-24 22:50:00-07:00
1748151300000,0.0,0.0,0,0,1,325,57.7,82,29.96,30.0336,0,0,26870,24183000,57.7,52.24,2025-05-24,,,,2025-05-24 22:35:00-07:00
1748150400000,0.0,1.7895,0,0,1,325,58.1,81,29.96,30.0336,0,0,26870,24183000,58.1,52.3,2025-05-24,4.3,,,2025-05-24 22:20:00-07:00
1748149500000,0.0,0.8948,0,0,1,325,58.6,80,29.96,30.0335,0,0,26870,24183000,58.6,52.45,2025-05-24,,,,2025-05-24 22:05:00-07:00
1748148600000,0.2237,2.0132,0,0,1,325,58.8,80,29.96,30.0335,0,0,26870,24183000,58.8,52.64,2025-05-24,,,,2025-05-24 21:50:00-07:00
1748147700000,0.0,2.2369,0,0,1,325,58.8,81,29.95,30.0234,0,0,26870,24183000,58.8,52.98,2025-05-24,,,,2025-05-24 21:35:00-07:00
1748146800000,0.2237,2.0132,0,0,1,325,59.2,82,29.95,30.0234,0,0,26870,24183000,59.2,53.71,2025-05-24,4.31,,,2025-05-24 21:20:00-07:00
1748145900000,0.2237,2.2369,0,0,1,301,59.5,82,29.95,30.0233,0,0,26870,24183000,59.5,54.0,2025-05-24,,,,2025-05-24 21:05:00-07:00
1748145000000,0.0,0.0,0,0,1,255,59.4,82,29.95,30.0234,0,0,26870,24183000,59.4,53.9,2025-05-24,,,,2025-05-24 20:50:00-07:00
1748144100000,0.0,0.0,0,0,1,255,59.9,82,29.95,30.0233,0,0,26870,24183000,59.9,54.39,2025-05-24,,,,2025-05-24 20:35:00-07:00
1748143200000,1.1185,5.145,0,0,1,255,60.3,81,29.95,30.0232,0,0,26870,24183000,60.3,54.44,2025-05-24,4.31,,,2025-05-24 20:20:00-07:00
1748142300000,3.5791,6.9345,0,0,1,248,60.6,81,29.95,30.0232,4,3600,26852,24170400,60.6,54.73,2025-05-24,,,,2025-05-24 20:05:00-07:00
1748141400000,4.6976,8.2767,0,0,1,246,61.0,79,29.95,30.0231,14,12600,26856,24179400,61.0,54.44,2025-05-24,,America/Los_Angeles,True,2025-05-24 19:50:00-07:00
1748140500000,4.4739,8.2767,0,0,1,244,61.7,77,29.94,30.013,37,33300,26815,24166800,61.7,54.41,2025-05-24,,,,2025-05-24 19:35:00-07:00
1748139600000,4.0265,7.1582,0,0,1,254,62.8,75,29.95,30.0229,73,65700,26742,24133500,62.8,54.75,2025-05-24,4.32,,,2025-05-24 19:20:00-07:00
1748138700000,4.2502,8.5004,0,0,1,255,63.9,73,29.95,30.0227,107,96300,26635,24067800,63.9,55.07,2025-05-24,,,,2025-05-24 19:05:00-07:00
1748137800000,4.4739,11.4084,0,0,1,263,64.8,71,29.95,30.0226,144,129600,26491,23971500,64.8,55.17,2025-05-24,,,,2025-05-24 18:50:00-07:00
1748136900000,5.3686,10.0662,0,0,1,269,65.7,68,29.95,30.0225,185,166500,26306,23841900,65.7,54.84,2025-05-24,,,,2025-05-24 18:35:00-07:00
1748136000000,5.816,11.1847,0,0,1,273,65.8,69,29.94,30.0124,228,205200,26078,23675400,65.8,55.34,2025-05-24,4.35,,,2025-05-24 18:20:00-07:00
1748135100000,5.3686,10.961,0,0,1,285,66.2,69,29.94,30.0124,271,243900,25807,23470200,66.2,55.72,2025-05-24,,,,2025-05-24 18:05:00-07:00
1748134200000,5.5923,10.2899,0,0,1,270,66.9,69,29.95,30.0223,319,287100,25488,23226300,66.9,56.39,2025-05-24,,,,2025-05-24 17:50:00-07:00
1748133300000,5.3686,9.6188,0,0,1,266,66.9,69,29.95,30.0223,365,328500,25123,22939200,66.9,56.39,2025-05-24,,,,2025-05-24 17:35:00-07:00
1748132400000,5.5923,10.0662,0,0,1,258,66.9,69,29.94,30.0123,414,372600,24709,22610700,66.9,56.39,2025-05-24,4.38,,,2025-05-24 17:20:00-07:00
1748131500000,6.0397,11.4084,0,0,1,258,67.1,68,29.94,30.0123,461,414900,24248,22238100,67.1,56.18,2025-05-24,,,,2025-05-24 17:05:00-07:00
1748130600000,6.9345,11.4084,0,0,1,256,67.1,68,29.94,30.0123,507,456300,23741,21823200,67.1,56.18,2025-05-24,,,,2025-05-24 16:50:00-07:00
1748129700000,6.9345,12.7505,0,0,1,255,67.5,67,29.94,30.0122,553,497700,23188,21366900,67.5,56.15,2025-05-24,,,,2025-05-24 16:35:00-07:00
1748128800000,6.4871,12.3031,0,0,1,258,68.4,65,29.94,30.0121,597,537300,22591,20869200,68.0,56.17,2025-05-24,4.38,,,2025-05-24 16:20:00-07:00
1748127900000,7.3819,12.7505,0,0,1,250,68.7,64,29.95,30.0221,641,576900,21950,20331900,68.28,56.02,2025-05-24,,,,2025-05-24 16:05:00-07:00
1748127000000,6.9345,12.3031,0,0,1,261,68.9,63,29.95,30.022,688,619200,21262,19755000,68.45,55.78,2025-05-24,,,,2025-05-24 15:50:00-07:00
1748126100000,6.2634,12.3031,0,0,1,262,69.3,62,29.96,30.032,749,674100,20513,19135800,68.84,55.71,2025-05-24,,,,2025-05-24 15:35:00-07:00
1748125200000,7.1582,12.0795,0,0,1,260,69.1,62,29.96,30.032,794,714600,19719,18461700,68.62,55.52,2025-05-24,4.38,,,2025-05-24 15:20:00-07:00
1748124300000,7.3819,13.4216,0,0,1,246,69.3,62,29.96,30.032,749,674100,18970,17747100,68.84,55.71,2025-05-24,,,,2025-05-24 15:05:00-07:00
1748123400000,6.7108,11.6321,0,0,1,247,69.8,62,29.97,30.042,796,716400,18174,17073000,69.39,56.18,2025-05-24,,,,2025-05-24 14:50:00-07:00
1748122500000,7.1582,10.7373,0,0,1,237,68.5,64,29.97,30.0421,843,758700,17331,16356600,68.06,55.83,2025-05-24,,,,2025-05-24 14:35:00-07:00
1748121600000,6.2634,10.961,0,0,1,235,69.6,63,29.97,30.042,970,873000,16361,15597900,69.22,56.44,2025-05-24,4.39,,,2025-05-24 14:20:00-07:00
1748120700000,5.145,9.1714,0,0,1,232,68.2,62,29.98,30.0522,936,842400,15425,14724900,67.63,54.67,2025-05-24,,,,2025-05-24 14:05:00-07:00
1748119800000,4.9213,8.5004,0,0,1,219,66.7,64,29.98,30.0524,702,631800,14723,13882500,66.7,54.13,2025-05-24,,,,2025-05-24 13:50:00-07:00
1748118900000,5.145,8.5004,0,0,1,207,66.6,66,29.98,30.0524,804,723600,13919,13250700,66.6,54.88,2025-05-24,,,,2025-05-24 13:35:00-07:00
1748118000000,4.6976,7.8293,0,0,1,226,66.7,67,29.98,30.0524,663,596700,13256,12527100,66.7,55.39,2025-05-24,4.4,,,2025-05-24 13:20:00-07:00
1748117100000,6.0397,10.0662,0,0,1,210,66.6,68,29.98,30.0524,781,702900,12475,11930400,66.6,55.7,2025-05-24,,,,2025-05-24 13:05:00-07:00
1748116200000,7.1582,9.6188,0,0,1,208,66.0,68,29.98,30.0525,991,891900,11484,11227500,66.0,55.13,2025-05-24,,,,2025-05-24 12:50:00-07:00
1748115300000,5.816,9.6188,0,0,1,226,67.3,67,29.97,30.0423,942,847800,10542,10335600,67.3,55.96,2025-05-24,,,,2025-05-24 12:35:00-07:00
1748114400000,6.2634,10.961,0,0,1,217,65.5,70,29.97,30.0425,906,815400,9636,9487800,65.5,55.45,2025-05-24,4.41,,,2025-05-24 12:20:00-07:00
1748113500000,6.7108,9.6188,0,0,1,213,64.9,71,29.97,30.0426,892,802800,8744,8672400,64.9,55.27,2025-05-24,,,,2025-05-24 12:05:00-07:00
1748112600000,6.7108,9.8425,0,0,1,213,65.1,71,29.97,30.0426,879,791100,7865,7869600,65.1,55.46,2025-05-24,,,,2025-05-24 11:50:00-07:00
1748111700000,5.816,9.6188,0,0,1,216,65.1,70,29.97,30.0426,857,771300,7008,7078500,65.1,55.07,2025-05-24,,,,2025-05-24 11:35:00-07:00
1748110800000,5.3686,9.3951,0,0,1,220,65.3,70,29.97,30.0426,839,755100,6169,6307200,65.3,55.26,2025-05-24,4.48,,,2025-05-24 11:20:00-07:00
1748109900000,5.3686,8.9477,0,0,1,238,65.1,71,29.97,30.0426,814,732600,5355,5552100,65.1,55.46,2025-05-24,,,,2025-05-24 11:05:00-07:00
1748109000000,5.5923,9.6188,0,0,1,248,64.9,72,29.97,30.0426,679,611100,4676,4819500,64.9,55.65,2025-05-24,,,,2025-05-24 10:50:00-07:00
1748108100000,5.145,8.9477,0,0,1,234,64.6,73,29.97,30.0427,560,504000,4116,4208400,64.6,55.74,2025-05-24,,,,2025-05-24 10:35:00-07:00
1748107200000,4.4739,8.5004,0,0,1,243,64.2,73,29.97,30.0427,476,428400,3640,3704400,64.2,55.36,2025-05-24,4.48,,,2025-05-24 10:20:00-07:00
1748106300000,3.8028,6.9345,0,0,1,220,63.9,74,29.97,30.0428,427,384300,3213,3276000,63.9,55.44,2025-05-24,,,,2025-05-24 10:05:00-07:00
