dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,lastRain,date,batt1volts,tz,historical,local_time
1748933160000,0.4474,1.7895,0,0,1,171,56.8,95,30.0,30.0973,0,0,4197,3777300,56.8,55.38,2025-04-26T15:31:00.000Z,2025-06-02,,,,2025-06-02 23:46:00-07:00
1748932260000,0.2237,1.5659,0,0,1,171,56.8,94,30.0,30.0973,0,0,4197,3777300,56.8,55.09,2025-04-26T15:31:00.000Z,2025-06-02,4.22,,,2025-06-02 23:31:00-07:00
1748931360000,0.2237,1.5659,0,0,1,171,57.0,94,30.0,30.0972,0,0,4197,3777300,57.0,55.29,2025-04-26T15:31:00.000Z,2025-06-02,,,,2025-06-02 23:16:00-07:00
1748930460000,0.2237,2.0132,0,0,1,171,57.6,92,30.01,30.1071,0,0,4197,3777300,57.6,55.29,2025-04-26T15:31:00.000Z,2025-06-02,,,,2025-06-02 23:01:00-07:00
1748929560000,0.6711,2.2369,0,0,1,171,58.3,89,30.01,30.107,0,0,4197,3777300,58.3,55.07,2025-04-26T15:31:00.000Z,2025-06-02,,,,2025-06-02 22:46:00-07:00
1748928660000,0.0,1.5659,0,0,1,171,58.5,87,30.0,30.0969,0,0,4197,3777300,58.5,54.64,2025-04-26T15:31:00.000Z,2025-06-02,4.23,,,2025-06-02 22:31:00-07:00
1748927760000,0.2237,1.7895,0,0,1,171,58.5,87,30.0,30.0969,0,0,4197,3777300,58.5,54.64,2025-04-26T15:31:00.000Z,2025-06-02,,,,2025-06-02 22:16:00-07:00
1748926860000,0.2237,2.2369,0,0,1,171,58.6,87,30.0,30.0969,0,0,4197,3777300,58.6,54.74,2025-04-26T15:31:00.000Z,2025-06-02,,,,2025-06-02 22:01:00-07:00
1748925960000,0.6711,2.4606,0,0,1,171,59.0,87,29.99,30.0868,0,0,4197,3777300,59.0,55.13,,2025-06-02,,America/Los_Angeles,True,2025-06-02 21:46:00-07:00
1748925060000,0.4474,2.0132,0,0,1,171,59.4,86,29.98,30.0767,0,0,4197,3777300,59.4,55.21,,2025-06-02,,America/Los_Angeles,True,2025-06-02 21:31:00-07:00
