dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,lastRain,date,tz,historical,local_time
1751438760000,0.0,0.0,0,0,1,234,57.9,93,4.16,55.89,57.9,29.84,29.9365,0,0,6271,5643900,2025-04-26T15:31:00.000Z,2025-07-01,,,2025-07-01 23:46:00-07:00
1751437860000,0.0,0.0,0,0,1,234,57.7,93,,55.69,57.7,29.84,29.9366,0,0,6271,5643900,2025-04-26T15:31:00.000Z,2025-07-01,,,2025-07-01 23:31:00-07:00
1751436960000,0.6711,1.5659,0,0,1,234,57.6,93,,55.59,57.6,29.84,29.9366,0,0,6271,5643900,2025-04-26T15:31:00.000Z,2025-07-01,,,2025-07-01 23:16:00-07:00
1751436060000,0.4474,1.5659,0,0,1,234,56.8,94,,55.09,56.8,29.84,29.9367,0,0,6271,5643900,2025-04-26T15:31:00.000Z,2025-07-01,,,2025-07-01 23:01:00-07:00
1751435160000,0.0,0.0,0,0,1,234,56.8,94,4.17,55.09,56.8,29.84,29.9367,0,0,6271,5643900,2025-04-26T15:31:00.000Z,2025-07-01,,,2025-07-01 22:46:00-07:00
1751434260000,0.0,0.0,0,0,1,234,57.2,93,,55.19,57.2,29.84,29.9367,0,0,6271,5643900,2025-04-26T15:31:00.000Z,2025-07-01,,,2025-07-01 22:31:00-07:00
1751433360000,0.0,0.0,0,0,1,234,57.4,92,,55.09,57.4,29.83,29.9266,0,0,6271,5643900,2025-04-26T15:31:00.000Z,2025-07-01,,,2025-07-01 22:16:00-07:00
1751432460000,0.0,0.0,0,0,1,234,57.9,93,,55.89,57.9,29.83,29.9265,0,0,6271,5643900,2025-04-26T15:31:00.000Z,2025-07-01,,,2025-07-01 22:01:00-07:00
1751431560000,0.0,0.0,0,0,1,234,58.3,93,4.17,56.28,58.3,29.83,29.9264,0,0,6271,5643900,2025-04-26T15:31:00.000Z,2025-07-01,,,2025-07-01 21:46:00-07:00
1751430660000,0.0,0.0,0,0,1,234,58.6,93,,56.58,58.6,29.83,29.9264,0,0,6271,5643900,2025-04-26T15:31:00.000Z,2025-07-01,,,2025-07-01 21:31:00-07:00
1751429760000,0.8948,2.4606,0,0,1,234,58.6,93,,56.58,58.6,29.83,29.9264,0,0,6271,5643900,2025-04-26T15:31:00.000Z,2025-07-01,,,2025-07-01 21:16:00-07:00
1751428860000,1.5659,3.1317,0,0,1,234,58.8,92,,56.48,58.8,29.83,29.9263,0,0,6271,5643900,2025-04-26T15:31:00.000Z,2025-07-01,,,2025-07-01 21:01:00-07:00
