dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,lastRain,date,tz,historical,batt1volts,local_time
1759992600000,0.0,0.0,0,0,1,288,56.1,87,52.28,56.1,29.9,29.9737,0,0,18364,16527600,2025-09-26T12:35:00.000Z,2025-10-08,,,,2025-10-08 23:50:00-07:00
1759991700000,0.0,0.0,0,0,1,288,56.5,86,52.36,56.5,29.9,29.9736,0,0,18364,16527600,2025-09-26T12:35:00.000Z,2025-10-08,,,,2025-10-08 23:35:00-07:00
1759990800000,0.0,0.0,0,0,1,288,57.2,84,52.41,57.2,29.9,29.9735,0,0,18364,16527600,,2025-10-08,America/Los_Angeles,True,,2025-10-08 23:20:00-07:00
1759989000000,0.8948,3.1317,0,0,1,288,61.0,78,54.09,61.0,29.9,29.973,0,0,18364,16527600,2025-09-26T12:35:00.000Z,2025-10-08,,,,2025-10-08 22:50:00-07:00
1759988100000,2.6843,5.816,0,0,1,288,60.8,80,54.59,60.8,29.89,29.963,0,0,18364,16527600,2025-09-26T12:35:00.000Z,2025-10-08,,,,2025-10-08 22:35:00-07:00
1759987200000,2.908,5.145,0,0,1,288,59.9,82,54.39,59.9,29.89,29.9631,0,0,18364,16527600,2025-09-26T12:35:00.000Z,2025-10-08,,,,2025-10-08 22:20:00-07:00
1759986300000,2.0132,4.6976,0,0,1,288,60.4,82,54.88,60.4,29.88,29.953,0,0,18364,16527600,2025-09-26T12:35:00.000Z,2025-10-08,,,4.29,2025-10-08 22:05:00-07:00
1759985400000,2.0132,4.2502,0,0,1,288,61.0,82,55.46,61.0,29.88,29.953,0,0,18364,16527600,2025-09-26T12:35:00.000Z,2025-10-08,,,,2025-10-08 21:50:00-07:00
1759984500000,2.2369,6.0397,0,0,1,288,61.2,83,55.99,61.2,29.88,29.9529,0,0,18364,16527600,2025-09-26T12:35:00.000Z,2025-10-08,,,,2025-10-08 21:35:00-07:00
1759983600000,2.908,5.5923,0,0,1,288,61.0,84,56.13,61.0,29.88,29.953,0,0,18364,16527600,2025-09-26T12:35:00.000Z,2025-10-08,,,,2025-10-08 21:20:00-07:00
1759982700000,1.3422,3.8028,0,0,1,288,60.6,85,56.06,60.6,29.88,29.953,0,0,18364,16527600,2025-09-26T12:35:00.000Z,2025-10-08,,,4.28,2025-10-08 21:05:00-07:00
1759981800000,0.2237,2.0132,0,0,1,288,61.0,84,56.13,61.0,29.88,29.953,0,0,18364,16527600,2025-09-26T12:35:00.000Z,2025-10-08,,,,2025-10-08 20:50:00-07:00
