dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,lastRain,date,batt1volts,tz,historical,local_time
1774767120000,0.2237,1.5659,0,0,1,202,58.3,96,57.16,29.96,30.0568,0,0,9639,8675100,58.3,2026-02-19T18:37:00.000Z,2026-03-28,,,,2026-03-28 23:52:00-07:00
1774766220000,0.0,0.0,0,0,1,202,58.3,96,57.16,29.96,30.0568,0,0,9639,8675100,58.3,2026-02-19T18:37:00.000Z,2026-03-28,,,,2026-03-28 23:37:00-07:00
1774765320000,0.0,0.0,0,0,1,202,58.3,96,57.16,29.96,30.0568,0,0,9639,8675100,58.3,2026-02-19T18:37:00.000Z,2026-03-28,,,,2026-03-28 23:22:00-07:00
1774764420000,0.0,0.0,0,0,1,202,58.5,96,57.36,29.96,30.0568,0,0,9639,8675100,58.5,2026-02-19T18:37:00.000Z,2026-03-28,4.31,,,2026-03-28 23:07:00-07:00
1774763520000,0.0,1.1185,0,0,1,202,58.5,96,57.36,29.96,30.0568,0,0,9639,8675100,58.5,2026-02-19T18:37:00.000Z,2026-03-28,,,,2026-03-28 22:52:00-07:00
1774762620000,0.6711,1.7895,0,0,1,202,58.1,96,56.96,29.96,30.0569,0,0,9639,8675100,58.1,2026-02-19T18:37:00.000Z,2026-03-28,,,,2026-03-28 22:37:00-07:00
1774761720000,0.0,0.0,0,0,1,202,57.7,96,56.57,29.96,30.057,0,0,9639,8675100,57.7,2026-02-19T18:37:00.000Z,2026-03-28,,,,2026-03-28 22:22:00-07:00
1774760820000,0.0,0.0,0,0,1,202,57.7,96,56.57,29.96,30.057,0,0,9639,8675100,57.7,2026-02-19T18:37:00.000Z,2026-03-28,4.32,,,2026-03-28 22:07:00-07:00
1774759920000,0.0,0.0,0,0,1,202,57.7,96,56.57,29.96,30.057,0,0,9639,8675100,57.7,2026-02-19T18:37:00.000Z,2026-03-28,,,,2026-03-28 21:52:00-07:00
1774759020000,0.0,0.0,0,0,1,202,58.1,96,56.96,29.97,30.0669,0,0,9639,8675100,58.1,,2026-03-28,,America/Los_Angeles,True,2026-03-28 21:37:00-07:00
1774758120000,0.0,1.1185,0,0,1,202,58.3,96,57.16,29.97,30.0669,0,0,9639,8675100,58.3,2026-02-19T18:37:00.000Z,2026-03-28,,,,2026-03-28 21:22:00-07:00
1774757220000,0.0,0.0,0,0,1,202,58.5,95,57.07,29.96,30.0568,0,0,9639,8675100,58.5,2026-02-19T18:37:00.000Z,2026-03-28,4.32,,,2026-03-28 21:07:00-07:00
1774756320000,0.0,0.0,0,0,1,202,58.6,95,57.17,29.96,30.0568,0,0,9639,8675100,58.6,2026-02-19T18:37:00.000Z,2026-03-28,,,,2026-03-28 20:52:00-07:00
1774755420000,0.0,0.0,0,0,1,202,59.0,95,57.57,29.96,30.0567,0,0,9639,8675100,59.0,2026-02-19T18:37:00.000Z,2026-03-28,,,,2026-03-28 20:37:00-07:00
1774754520000,0.0,0.0,0,0,1,202,59.0,94,57.27,29.96,30.0567,0,0,9639,8675100,59.0,2026-02-19T18:37:00.000Z,2026-03-28,,,,2026-03-28 20:22:00-07:00
1774753620000,0.0,0.0,0,0,1,202,59.2,94,57.47,29.96,30.0567,0,0,9639,8675100,59.2,2026-02-19T18:37:00.000Z,2026-03-28,4.33,,,2026-03-28 20:07:00-07:00
1774752720000,0.0,0.0,0,0,1,202,59.4,94,57.67,29.96,30.0566,0,0,9639,8675100,59.4,2026-02-19T18:37:00.000Z,2026-03-28,,,,2026-03-28 19:52:00-07:00
1774751820000,0.0,0.0,0,0,1,202,59.5,93,57.47,29.96,30.0566,0,0,9639,8675100,59.5,2026-02-19T18:37:00.000Z,2026-03-28,,,,2026-03-28 19:37:00-07:00
1774750920000,0.0,0.0,0,0,1,202,60.1,93,58.07,29.96,30.0565,1,900,9638,8675100,60.1,2026-02-19T18:37:00.000Z,2026-03-28,,,,2026-03-28 19:22:00-07:00
1774750020000,0.0,1.3422,0,0,1,202,60.3,93,58.27,29.96,30.0565,6,5400,9632,8674200,60.3,2026-02-19T18:37:00.000Z,2026-03-28,4.33,,,2026-03-28 19:07:00-07:00
1774749120000,1.3422,2.0132,0,0,1,202,60.3,92,57.96,29.96,30.0565,14,12600,9618,8668800,60.3,2026-02-19T18:37:00.000Z,2026-03-28,,,,2026-03-28 18:52:00-07:00
1774748220000,1.3422,2.2369,0,0,1,202,60.6,91,57.96,29.96,30.0564,24,21600,9594,8656200,60.6,2026-02-19T18:37:00.000Z,2026-03-28,,,,2026-03-28 18:37:00-07:00
1774747320000,1.3422,2.0132,0,0,1,202,60.6,91,57.96,29.95,30.0464,29,26100,9565,8634600,60.6,2026-02-19T18:37:00.000Z,2026-03-28,,,,2026-03-28 18:22:00-07:00
1774746420000,1.3422,2.4606,0,0,1,202,60.8,90,57.85,29.96,30.0564,21,18900,9544,8608500,60.8,2026-02-19T18:37:00.000Z,2026-03-28,4.34,,,2026-03-28 18:07:00-07:00
1774745520000,2.2369,3.1317,0,0,1,202,61.5,89,58.22,29.95,30.0462,25,22500,9519,8589600,61.5,2026-02-19T18:37:00.000Z,2026-03-28,,,,2026-03-28 17:52:00-07:00
1774744620000,2.0132,4.2502,0,0,1,202,62.2,88,58.6,29.95,30.0461,42,37800,9477,8567100,62.2,2026-02-19T18:37:00.000Z,2026-03-28,,,,2026-03-28 17:37:00-07:00
1774743720000,0.6711,5.145,0,0,1,277,62.6,89,59.31,29.96,30.056,81,72900,9396,8529300,62.6,2026-02-19T18:37:00.000Z,2026-03-28,,,,2026-03-28 17:22:00-07:00
1774742820000,1.3422,3.8028,0,0,1,231,62.4,90,59.43,29.96,30.0561,114,102600,9282,8456400,62.4,2026-02-19T18:37:00.000Z,2026-03-28,4.36,,,2026-03-28 17:07:00-07:00
1774741920000,1.1185,3.5791,0,0,1,231,62.2,89,58.91,29.96,30.0561,94,84600,9188,8353800,62.2,2026-02-19T18:37:00.000Z,2026-03-28,,,,2026-03-28 16:52:00-07:00
1774741020000,1.7895,3.5791,0,0,1,231,62.4,88,58.8,29.96,30.0561,94,84600,9094,8269200,62.4,2026-02-19T18:37:00.000Z,2026-03-28,,,,2026-03-28 16:37:00-07:00
1774740120000,2.0132,3.8028,0,0,1,233,62.2,89,58.91,29.96,30.0561,140,126000,8954,8184600,62.2,2026-02-19T18:37:00.000Z,2026-03-28,,,,2026-03-28 16:22:00-07:00
1774739220000,2.4606,3.8028,0,0,1,233,61.2,90,58.24,29.96,30.0563,136,122400,8818,8058600,61.2,2026-02-19T18:37:00.000Z,2026-03-28,4.38,,,2026-03-28 16:07:00-07:00
1774738320000,2.2369,4.2502,0,0,1,233,61.2,89,57.93,29.96,30.0563,140,126000,8678,7936200,61.2,2026-02-19T18:37:00.000Z,2026-03-28,,,,2026-03-28 15:52:00-07:00
1774737420000,1.7895,3.8028,0,0,1,233,61.5,89,58.22,29.96,30.0563,203,182700,8475,7810200,61.5,2026-02-19T18:37:00.000Z,2026-03-28,,,,2026-03-28 15:37:00-07:00
1774736520000,2.6843,4.2502,0,0,1,233,61.9,88,58.3,29.96,30.0562,287,258300,8188,7627500,61.9,2026-02-19T18:37:00.000Z,2026-03-28,,,,2026-03-28 15:22:00-07:00
1774735620000,2.2369,4.2502,0,0,1,234,61.9,87,57.98,29.96,30.0562,234,210600,7785,7217100,61.9,2026-02-19T18:37:00.000Z,2026-03-28,4.43,,,2026-03-28 15:07:00-07:00
1774734720000,2.4606,5.145,0,0,1,226,62.6,85,58.02,29.97,30.0661,169,152100,8019,7158600,62.6,,2026-03-28,,America/Los_Angeles,True,2026-03-28 14:52:00-07:00
1774733820000,2.0132,4.2502,0,0,1,227,64.0,82,58.39,29.97,30.0658,425,382500,7360,7006500,64.0,2026-02-19T18:37:00.000Z,2026-03-28,,,,2026-03-28 14:37:00-07:00
1774732920000,2.2369,4.0265,0,0,1,227,64.0,82,58.39,29.97,30.0658,804,723600,6556,6624000,64.0,2026-02-19T18:37:00.000Z,2026-03-28,4.59,,,2026-03-28 14:22:00-07:00
1774732020000,2.4606,3.8028,0,0,1,227,63.3,83,58.04,29.98,30.076,696,626400,5860,5900400,63.3,2026-02-19T18:37:00.000Z,2026-03-28,,,,2026-03-28 14:07:00-07:00
1774731120000,2.4606,4.0265,0,0,1,227,63.1,83,57.85,29.98,30.076,565,508500,5295,5274000,63.1,2026-02-19T18:37:00.000Z,2026-03-28,,,,2026-03-28 13:52:00-07:00
1774730220000,2.4606,4.4739,0,0,1,227,63.9,83,58.63,29.98,30.0759,709,638100,4586,4765500,63.9,2026-02-19T18:37:00.000Z,2026-03-28,,,,2026-03-28 13:37:00-07:00
1774729320000,2.4606,4.0265,0,0,1,227,63.1,84,58.18,29.99,30.0861,749,674100,3135,3495600,63.1,2026-02-19T18:37:00.000Z,2026-03-28,4.58,,,2026-03-28 13:22:00-07:00
1774728420000,2.2369,4.2502,0,0,1,227,63.1,84,58.18,30.0,30.0961,702,631800,3884,3453300,63.1,,2026-03-28,,America/Los_Angeles,True,2026-03-28 13:07:00-07:00
1774727520000,2.4606,4.0265,0,0,1,227,62.8,85,58.22,30.0,30.0961,798,718200,2337,2821500,62.8,2026-02-19T18:37:00.000Z,2026-03-28,,,,2026-03-28 12:52:00-07:00
1774726620000,2.4606,4.2502,0,0,1,229,62.8,86,58.55,30.01,30.1062,569,512100,1768,2103300,62.8,2026-02-19T18:37:00.000Z,2026-03-28,4.36,,,2026-03-28 12:37:00-07:00
1774725720000,0.4474,3.3554,0,0,1,279,62.2,87,58.28,30.01,30.1063,147,132300,1621,1591200,62.2,2026-02-19T18:37:00.000Z,2026-03-28,,,,2026-03-28 12:22:00-07:00
1774724820000,0.8948,4.2502,0,0,1,248,61.7,88,58.11,30.02,30.1164,248,223200,1373,1458900,61.7,2026-02-19T18:37:00.000Z,2026-03-28,,,,2026-03-28 12:07:00-07:00
1774723920000,2.0132,3.1317,0,0,1,182,60.4,91,57.76,30.03,30.1267,263,236700,1110,1235700,60.4,2026-02-19T18:37:00.000Z,2026-03-28,,,,2026-03-28 11:52:00-07:00
1774723020000,1.1185,3.3554,0,0,1,182,59.9,92,57.57,30.04,30.1368,154,138600,956,999000,59.9,2026-02-19T18:37:00.000Z,2026-03-28,4.26,,,2026-03-28 11:37:00-07:00
1774722120000,0.0,2.0132,0,0,1,182,59.4,93,57.37,30.05,30.1469,131,117900,534,598500,59.4,2026-02-19T18:37:00.000Z,2026-03-28,,,,2026-03-28 11:22:00-07:00
1774721220000,0.4474,3.1317,0,0,1,182,58.8,94,57.08,30.05,30.147,105,94500,665,742500,58.8,,2026-03-28,,America/Los_Angeles,True,2026-03-28 11:07:00-07:00
1774720320000,0.2237,2.0132,0,0,1,182,58.5,95,57.07,30.05,30.1471,94,84600,665,648000,58.5,,2026-03-28,4.26,America/Los_Angeles,True,2026-03-28 10:52:00-07:00
1774719420000,0.6711,2.4606,0,0,1,182,58.1,96,56.96,30.05,30.1472,88,79200,446,480600,58.1,2026-02-19T18:37:00.000Z,2026-03-28,,,,2026-03-28 10:37:00-07:00
1774718520000,1.3422,2.2369,0,0,1,182,57.9,96,56.77,30.05,30.1472,92,82800,665,484200,57.9,,2026-03-28,,America/Los_Angeles,True,2026-03-28 10:22:00-07:00
1774717620000,0.6711,2.2369,0,0,1,182,57.7,97,56.85,30.04,30.1372,86,77400,360,401400,57.7,2026-02-19T18:37:00.000Z,2026-03-28,4.26,,,2026-03-28 10:07:00-07:00
1774716720000,0.0,1.7895,0,0,1,182,57.6,97,56.75,30.04,30.1372,79,71100,281,324000,57.6,2026-02-19T18:37:00.000Z,2026-03-28,,,,2026-03-28 09:52:00-07:00
1774715820000,0.0,1.5659,0,0,1,182,57.4,98,56.84,30.04,30.1373,63,56700,218,252900,57.4,2026-02-19T18:37:00.000Z,2026-03-28,,,,2026-03-28 09:37:00-07:00
1774714920000,0.0,0.0,0,0,1,182,57.0,98,56.44,30.04,30.1373,55,49500,163,196200,57.0,2026-02-19T18:37:00.000Z,2026-03-28,,,,2026-03-28 09:22:00-07:00
1774714020000,0.0,0.0,0,0,1,182,56.8,99,56.52,30.04,30.1374,47,42300,116,146700,56.8,2026-02-19T18:37:00.000Z,2026-03-28,4.26,,,2026-03-28 09:07:00-07:00
1774713120000,0.2237,1.7895,0,0,1,182,56.5,99,56.22,30.04,30.1374,37,33300,79,104400,56.5,2026-02-19T18:37:00.000Z,2026-03-28,,,,2026-03-28 08:52:00-07:00
1774712220000,0.0,0.0,0,0,1,182,56.5,99,56.22,30.04,30.1374,28,25200,51,71100,56.5,2026-02-19T18:37:00.000Z,2026-03-28,,,,2026-03-28 08:37:00-07:00
1774711320000,0.0,0.0,0,0,1,182,56.5,99,56.22,30.03,30.1274,21,18900,30,45900,56.5,2026-02-19T18:37:00.000Z,2026-03-28,,,,2026-03-28 08:22:00-07:00
1774710420000,0.0,1.3422,0,0,1,182,56.8,99,56.52,30.03,30.1274,14,12600,16,27000,56.8,2026-02-19T18:37:00.000Z,2026-03-28,4.26,,,2026-03-28 08:07:00-07:00
1774709520000,0.0,0.0,0,0,1,182,57.0,99,56.72,30.02,30.1173,9,8100,7,14400,57.0,2026-02-19T18:37:00.000Z,2026-03-28,,,,2026-03-28 07:52:00-07:00
1774708620000,0.0,0.0,0,0,1,182,57.0,100,57.0,30.01,30.1073,5,4500,2,6300,57.0,2026-02-19T18:37:00.000Z,2026-03-28,,,,2026-03-28 07:37:00-07:00
1774707720000,0.0,0.0,0,0,1,182,56.8,100,56.8,30.01,30.1073,2,1800,0,1800,56.8,2026-02-19T18:37:00.000Z,2026-03-28,,,,2026-03-28 07:22:00-07:00
