dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,lastRain,date,batt1volts,tz,historical,local_time
1755586200000,0.0,2.0132,0,0,1,51,64.8,85,60.18,64.8,29.93,30.0025,0,0,26293,23663700,2025-08-16T03:20:00.000Z,2025-08-18,,,,2025-08-18 23:50:00-07:00
1755585300000,0.4474,3.3554,0,0,1,51,65.3,85,60.67,65.3,29.92,29.9925,0,0,26293,23663700,2025-08-16T03:20:00.000Z,2025-08-18,4.29,,,2025-08-18 23:35:00-07:00
1755584400000,0.8948,3.1317,0,0,1,51,65.7,84,60.73,65.7,29.92,29.9924,0,0,26293,23663700,2025-08-16T03:20:00.000Z,2025-08-18,,,,2025-08-18 23:20:00-07:00
1755583500000,0.4474,2.908,0,0,1,51,65.8,84,60.83,65.8,29.92,29.9924,0,0,26293,23663700,2025-08-16T03:20:00.000Z,2025-08-18,,,,2025-08-18 23:05:00-07:00
1755582600000,0.2237,2.6843,0,0,1,51,65.8,85,61.16,65.8,29.91,29.9824,0,0,26293,23663700,2025-08-16T03:20:00.000Z,2025-08-18,4.29,,,2025-08-18 22:50:00-07:00
1755581700000,0.4474,2.908,0,0,1,51,65.8,85,61.16,65.8,29.91,29.9824,0,0,26293,23663700,2025-08-16T03:20:00.000Z,2025-08-18,,,,2025-08-18 22:35:00-07:00
1755580800000,0.4474,2.6843,0,0,1,51,66.4,86,62.08,66.4,29.91,29.9823,0,0,26293,23663700,2025-08-16T03:20:00.000Z,2025-08-18,,,,2025-08-18 22:20:00-07:00
1755579900000,0.8948,3.5791,0,0,1,51,66.6,84,61.61,66.6,29.9,29.9722,0,0,26293,23663700,,2025-08-18,,America/Los_Angeles,True,2025-08-18 22:05:00-07:00
1755579000000,0.8948,4.2502,0,0,1,47,66.7,84,61.71,66.7,29.9,29.9722,0,0,26293,23663700,2025-08-16T03:20:00.000Z,2025-08-18,,,,2025-08-18 21:50:00-07:00
1755578100000,0.2237,3.5791,0,0,1,254,66.2,84,61.22,66.2,29.9,29.9723,0,0,26293,23663700,2025-08-16T03:20:00.000Z,2025-08-18,,,,2025-08-18 21:35:00-07:00
1755577200000,0.0,1.3422,0,0,1,240,65.8,84,60.83,65.8,29.9,29.9723,0,0,26293,23663700,2025-08-16T03:20:00.000Z,2025-08-18,,,,2025-08-18 21:20:00-07:00
1755576300000,0.0,1.3422,0,0,1,240,65.8,85,61.16,65.8,29.9,29.9723,0,0,26293,23663700,2025-08-16T03:20:00.000Z,2025-08-18,,,,2025-08-18 21:05:00-07:00
1755575400000,0.0,0.0,0,0,1,240,66.0,84,61.02,66.0,29.89,29.9623,0,0,26293,23663700,2025-08-16T03:20:00.000Z,2025-08-18,,,,2025-08-18 20:50:00-07:00
1755574500000,0.0,0.0,0,0,1,240,66.2,84,61.22,66.2,29.89,29.9623,0,0,26293,23663700,2025-08-16T03:20:00.000Z,2025-08-18,,,,2025-08-18 20:35:00-07:00
1755573600000,0.0,0.0,0,0,1,240,66.4,84,61.41,66.4,29.89,29.9622,0,0,26293,23663700,2025-08-16T03:20:00.000Z,2025-08-18,4.31,,,2025-08-18 20:20:00-07:00
1755572700000,0.0,0.0,0,0,1,240,66.7,84,61.71,66.7,29.89,29.9622,0,0,26293,23663700,2025-08-16T03:20:00.000Z,2025-08-18,,,,2025-08-18 20:05:00-07:00
1755571800000,0.8948,3.8028,0,0,1,240,67.3,83,61.95,67.3,29.88,29.9521,2,1800,26291,23663700,2025-08-16T03:20:00.000Z,2025-08-18,,,,2025-08-18 19:50:00-07:00
