dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,feelsLike,date,lastRain,batt1volts,local_time
1788072780000,0.0,0.0,0,0,1,198,70.0,87,65.95,29.84,29.9343,0,0,0,7692300,America/Los_Angeles,True,70.79,2026-08-29,,,2026-08-29 23:53:00-07:00
1788071880000,0.0,0.0,0,0,1,198,70.3,87,66.24,29.83,29.9242,0,0,8547,7692300,,,71.12,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 23:38:00-07:00
1788070980000,0.2237,1.5659,0,0,1,198,70.5,88,66.77,29.83,29.9242,0,0,8547,7692300,America/Los_Angeles,True,71.39,2026-08-29,,,2026-08-29 23:23:00-07:00
1788070080000,0.0,1.3422,0,0,1,198,70.5,88,66.77,29.83,29.9242,0,0,8547,7692300,,,71.39,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 23:08:00-07:00
1788069180000,0.0,0.0,0,0,1,198,70.9,87,66.83,29.83,29.9241,0,0,8547,7692300,,,71.78,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 22:53:00-07:00
1788068280000,0.2237,1.7895,0,0,1,198,71.1,87,67.03,29.83,29.9241,0,0,8547,7692300,,,72.0,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 22:38:00-07:00
1788067380000,0.2237,2.2369,0,0,1,198,71.2,85,66.45,29.83,29.9241,0,0,8547,7692300,,,72.02,2026-08-29,2026-06-12T17:37:00.000Z,4.29,2026-08-29 22:23:00-07:00
1788066480000,0.0,1.3422,0,0,1,198,71.4,84,66.3,29.83,29.924,0,0,8547,7692300,,,72.19,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 22:08:00-07:00
1788065580000,0.4474,1.5659,0,0,1,198,71.1,82,65.32,29.83,29.9241,0,0,8547,7692300,,,71.76,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 21:53:00-07:00
1788064680000,0.2237,1.7895,0,0,1,198,71.6,82,65.8,29.83,29.924,0,0,8547,7692300,,,72.31,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 21:38:00-07:00
1788063780000,0.0,1.1185,0,0,1,198,71.8,82,66.0,29.83,29.924,0,0,8547,7692300,,,72.53,2026-08-29,2026-06-12T17:37:00.000Z,4.3,2026-08-29 21:23:00-07:00
1788062880000,0.0,0.0,0,0,1,198,71.8,83,66.35,29.83,29.924,0,0,8547,7692300,,,72.58,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 21:08:00-07:00
1788061980000,0.0,0.0,0,0,1,198,72.1,82,66.29,29.83,29.9239,0,0,8547,7692300,,,72.86,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 20:53:00-07:00
1788061080000,0.0,1.3422,0,0,1,198,72.7,81,66.52,29.82,29.9138,0,0,8547,7692300,,,73.48,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 20:38:00-07:00
1788060180000,0.2237,1.5659,0,0,1,198,72.7,79,65.8,29.81,29.9038,0,0,8547,7692300,,,73.38,2026-08-29,2026-06-12T17:37:00.000Z,4.31,2026-08-29 20:23:00-07:00
1788059280000,0.0,0.0,0,0,1,198,73.0,77,65.35,29.8,29.8937,0,0,8547,7692300,,,73.62,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 20:08:00-07:00
1788058380000,0.4474,2.4606,0,0,1,198,73.6,77,65.93,29.81,29.9036,0,0,8547,7692300,,,74.28,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 19:53:00-07:00
1788057480000,0.2237,2.2369,0,0,1,198,74.1,76,66.04,29.8,29.8935,0,0,8547,7692300,,,74.78,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 19:38:00-07:00
1788056580000,0.4474,2.0132,0,0,1,198,74.8,73,65.55,29.8,29.8934,3,2700,8544,7692300,,,75.41,2026-08-29,2026-06-12T17:37:00.000Z,4.32,2026-08-29 19:23:00-07:00
1788055680000,0.2237,1.7895,0,0,1,198,76.3,70,65.78,29.8,29.8931,8,7200,8536,7689600,,,76.92,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 19:08:00-07:00
1788054780000,0.4474,1.7895,0,0,1,198,77.4,68,65.99,29.8,29.8929,17,15300,8519,7682400,,,78.04,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 18:53:00-07:00
1788053880000,0.2237,2.2369,0,0,1,198,78.6,67,66.71,29.8,29.8927,32,28800,8487,7667100,,,79.31,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 18:38:00-07:00
1788052980000,0.0,1.3422,0,0,1,198,79.2,65,66.4,29.8,29.8926,30,27000,8457,7638300,,,79.88,2026-08-29,2026-06-12T17:37:00.000Z,4.33,2026-08-29 18:23:00-07:00
1788052080000,0.2237,1.5659,0,0,1,198,79.3,62,65.13,29.81,29.9026,31,27900,8426,7611300,,,79.84,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 18:08:00-07:00
1788051180000,0.2237,2.2369,0,0,1,198,78.8,64,65.57,29.81,29.9027,33,29700,8393,7583400,,,79.39,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 17:53:00-07:00
1788050280000,1.1185,2.4606,0,0,1,198,78.3,67,66.42,29.81,29.9028,26,23400,8367,7553700,,,78.98,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 17:38:00-07:00
1788049380000,1.7895,3.5791,0,0,1,198,79.3,64,66.04,29.81,29.9026,40,36000,8327,7530300,,,79.94,2026-08-29,2026-06-12T17:37:00.000Z,4.34,2026-08-29 17:23:00-07:00
1788048480000,1.5659,3.1317,0,0,1,198,80.2,61,65.51,29.81,29.9024,42,37800,8285,7494300,,,82.17,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 17:08:00-07:00
1788047580000,1.3422,2.908,0,0,1,198,78.8,65,66.02,29.81,29.9027,54,48600,8231,7456500,,,79.44,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 16:53:00-07:00
1788046680000,0.8948,2.4606,0,0,1,198,76.6,72,66.88,29.82,29.9131,71,63900,8160,7407900,,,77.34,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 16:38:00-07:00
1788045780000,1.3422,2.908,0,0,1,198,75.7,76,67.58,29.83,29.9233,66,59400,8094,7344000,,,76.54,2026-08-29,2026-06-12T17:37:00.000Z,4.36,2026-08-29 16:23:00-07:00
1788044880000,2.0132,3.8028,0,0,1,198,75.9,75,67.39,29.83,29.9233,80,72000,8014,7284600,,,76.72,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 16:08:00-07:00
1788043980000,2.2369,4.0265,0,0,1,198,76.5,75,67.97,29.84,29.9332,63,56700,7951,7212600,,,77.38,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 15:53:00-07:00
1788043080000,2.0132,3.8028,0,0,1,198,77.0,74,68.06,29.85,29.9431,91,81900,7860,7155900,,,77.88,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 15:38:00-07:00
1788042180000,2.4606,4.6976,0,0,1,198,80.1,60,64.94,29.85,29.9426,429,386100,7431,7074000,,,81.93,2026-08-29,2026-06-12T17:37:00.000Z,4.44,2026-08-29 15:23:00-07:00
1788041280000,1.5659,3.8028,0,0,1,198,79.7,60,64.56,29.85,29.9427,465,418500,6966,6687900,,,80.19,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 15:08:00-07:00
1788040380000,2.0132,3.5791,0,0,1,198,76.3,71,66.19,29.87,29.9633,333,299700,6633,6269400,,,76.97,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 14:53:00-07:00
1788039480000,2.4606,4.4739,0,0,1,198,75.9,76,67.78,29.88,29.9734,226,203400,6407,5969700,,,76.76,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 14:38:00-07:00
1788038580000,1.7895,4.6976,0,0,1,198,78.1,70,67.5,29.88,29.973,387,348300,6020,5766300,,,78.9,2026-08-29,2026-06-12T17:37:00.000Z,4.47,2026-08-29 14:23:00-07:00
1788037680000,1.7895,3.5791,0,0,1,198,77.5,66,65.23,29.88,29.9731,736,662400,5284,5418000,,,78.05,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 14:08:00-07:00
1788036780000,2.4606,3.5791,0,0,1,198,74.5,77,66.8,29.88,29.9737,387,348300,4897,4755600,,,75.27,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 13:53:00-07:00
1788035880000,2.908,4.0265,0,0,1,198,74.5,77,66.8,29.88,29.9737,217,195300,4680,4407300,,,75.27,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 13:38:00-07:00
1788034980000,2.2369,3.8028,0,0,1,198,76.6,75,68.07,29.88,29.9733,377,339300,4303,4212000,,,77.48,2026-08-29,2026-06-12T17:37:00.000Z,4.43,2026-08-29 13:23:00-07:00
1788034080000,1.7895,3.1317,0,0,1,198,75.9,78,68.53,29.89,29.9834,440,396000,3863,3872700,,,76.86,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 13:08:00-07:00
1788033180000,2.2369,3.5791,0,0,1,198,74.5,82,68.63,29.9,29.9937,382,343800,3481,3476700,,,75.5,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 12:53:00-07:00
1788032280000,1.7895,2.908,0,0,1,198,73.9,83,68.4,29.91,30.0039,188,169200,3293,3132900,,,74.89,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 12:38:00-07:00
1788031380000,2.2369,3.8028,0,0,1,198,73.9,83,68.4,29.91,30.0039,276,248400,3017,2963700,,,74.89,2026-08-29,2026-06-12T17:37:00.000Z,4.35,2026-08-29 12:23:00-07:00
1788030480000,2.0132,3.5791,0,0,1,198,73.9,84,68.75,29.91,30.0039,176,158400,2841,2715300,,,74.94,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 12:08:00-07:00
1788029580000,1.1185,3.1317,0,0,1,198,73.9,85,69.1,29.92,30.0139,242,217800,2599,2556900,,,74.99,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 11:53:00-07:00
1788028680000,1.5659,3.5791,0,0,1,198,73.2,85,68.41,29.92,30.014,125,112500,2474,2339100,,,74.22,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 11:38:00-07:00
1788027780000,2.2369,4.0265,0,0,1,198,75.4,82,69.51,29.92,30.0136,190,171000,2284,2226600,,,76.49,2026-08-29,2026-06-12T17:37:00.000Z,4.36,2026-08-29 11:23:00-07:00
1788026880000,2.4606,4.2502,0,0,1,198,75.9,80,69.27,29.91,30.0035,224,201600,2060,2055600,,,76.95,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 11:08:00-07:00
1788025980000,2.6843,4.4739,0,0,1,198,76.5,79,69.49,29.9,29.9934,338,304200,1722,1854000,,,77.56,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 10:53:00-07:00
1788025080000,2.2369,3.8028,0,0,1,198,75.7,81,69.44,29.89,29.9835,281,252900,1441,1549800,,,76.78,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 10:38:00-07:00
1788024180000,2.4606,3.5791,0,0,1,198,74.8,82,68.92,29.89,29.9836,255,229500,1186,1296900,,,75.83,2026-08-29,2026-06-12T17:37:00.000Z,4.4,2026-08-29 10:23:00-07:00
1788023280000,1.5659,3.3554,0,0,1,198,75.9,81,69.64,29.89,29.9834,365,328500,821,1067400,,,77.0,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 10:08:00-07:00
1788022380000,0.2237,3.3554,0,0,1,198,75.4,82,69.51,29.89,29.9835,181,162900,640,738900,,,76.49,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 09:53:00-07:00
1788021480000,0.2237,2.2369,0,0,1,198,73.4,86,68.95,29.9,29.9939,126,113400,514,576000,,,74.48,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 09:38:00-07:00
1788020580000,0.8948,2.6843,0,0,1,198,72.9,88,69.13,29.9,29.994,95,85500,419,462600,,,74.03,2026-08-29,2026-06-12T17:37:00.000Z,4.25,2026-08-29 09:23:00-07:00
1788019680000,0.6711,2.4606,0,0,1,198,73.0,87,68.89,29.9,29.994,66,59400,353,377100,,,74.09,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 09:08:00-07:00
1788018780000,0.6711,2.4606,0,0,1,198,72.5,88,68.74,29.91,30.0041,109,98100,244,317700,,,73.59,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 08:53:00-07:00
1788017880000,1.1185,2.4606,0,0,1,198,72.0,87,67.91,29.9,29.9942,48,43200,196,219600,,,72.99,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 08:38:00-07:00
1788016980000,0.2237,1.5659,0,0,1,198,71.1,88,67.36,29.9,29.9943,56,50400,140,176400,,,72.05,2026-08-29,2026-06-12T17:37:00.000Z,4.25,2026-08-29 08:23:00-07:00
1788016080000,0.0,0.0,0,0,1,198,70.0,90,66.93,29.9,29.9945,36,32400,104,126000,,,70.93,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 08:08:00-07:00
1788015180000,0.0,0.0,0,0,1,198,68.5,92,66.08,29.9,29.9948,45,40500,59,93600,,,69.37,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 07:53:00-07:00
1788014280000,0.0,0.0,0,0,1,198,67.6,92,65.19,29.9,29.9949,21,18900,38,53100,,,67.6,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 07:38:00-07:00
1788013380000,0.0,0.0,0,0,1,198,66.9,92,64.5,29.89,29.985,15,13500,23,34200,,,66.9,2026-08-29,2026-06-12T17:37:00.000Z,4.25,2026-08-29 07:23:00-07:00
1788012480000,0.0,0.0,0,0,1,198,66.2,92,63.8,29.88,29.9751,19,17100,4,20700,,,66.2,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 07:08:00-07:00
1788011580000,0.0,0.0,0,0,1,198,66.0,92,63.61,29.88,29.9752,4,3600,0,3600,,,66.0,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 06:53:00-07:00
1788010680000,0.0,0.0,0,0,1,198,66.0,92,63.61,29.88,29.9752,0,0,0,0,,,66.0,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 06:38:00-07:00
1788009780000,0.0,0.0,0,0,1,198,66.4,91,63.69,29.88,29.9751,0,0,0,0,,,66.4,2026-08-29,2026-06-12T17:37:00.000Z,4.25,2026-08-29 06:23:00-07:00
1788008880000,0.0,0.0,0,0,1,198,66.6,92,64.2,29.87,29.965,0,0,0,0,,,66.6,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 06:08:00-07:00
1788007980000,0.0,0.0,0,0,1,198,66.9,92,64.5,29.87,29.965,0,0,0,0,America/Los_Angeles,True,66.9,2026-08-29,,,2026-08-29 05:53:00-07:00
1788007080000,0.0,0.0,0,0,1,198,67.1,92,64.69,29.86,29.9549,0,0,0,0,,,67.1,2026-08-29,2026-06-12T17:37:00.000Z,4.26,2026-08-29 05:38:00-07:00
1788006180000,0.0,0.0,0,0,1,198,67.1,91,64.38,29.86,29.9549,0,0,0,0,,,67.1,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 05:23:00-07:00
1788005280000,0.0,0.0,0,0,1,198,67.3,91,64.58,29.86,29.9549,0,0,0,0,,,67.3,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 05:08:00-07:00
1788004380000,0.0,0.0,0,0,1,198,67.3,90,64.26,29.85,29.9448,0,0,0,0,,,67.3,2026-08-29,2026-06-12T17:37:00.000Z,,2026-08-29 04:53:00-07:00
1788003480000,0.0,0.0,0,0,1,198,67.8,90,64.75,29.85,29.9447,0,0,0,0,,,67.8,2026-08-29,2026-06-12T17:37:00.000Z,4.26,2026-08-29 04:38:00-07:00
