dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,lastRain,date,batt1volts,local_time
1744181400000,0.0,0.0,0,0,1,154,54.3,90,29.99,30.0642,0,0,25582,23023800,54.3,51.43,2025-04-01T21:20:00.000Z,2025-04-08,,2025-04-08 23:50:00-07:00
1744180500000,0.0,2.6843,0,0,1,154,54.7,89,29.99,30.0641,0,0,25582,23023800,54.7,51.52,2025-04-01T21:20:00.000Z,2025-04-08,4.29,2025-04-08 23:35:00-07:00
1744179600000,0.0,0.0,0,0,1,154,55.2,89,29.99,30.064,0,0,25582,23023800,55.2,52.01,2025-04-01T21:20:00.000Z,2025-04-08,,2025-04-08 23:20:00-07:00
1744178700000,0.0,0.0,0,0,1,154,55.4,89,29.99,30.064,0,0,25582,23023800,55.4,52.21,2025-04-01T21:20:00.000Z,2025-04-08,,2025-04-08 23:05:00-07:00
1744177800000,0.0,0.0,0,0,1,154,54.9,90,29.99,30.0641,0,0,25582,23023800,54.9,52.02,2025-04-01T21:20:00.000Z,2025-04-08,,2025-04-08 22:50:00-07:00
1744176900000,0.0,0.0,0,0,1,154,54.9,90,29.99,30.0641,0,0,25582,23023800,54.9,52.02,2025-04-01T21:20:00.000Z,2025-04-08,4.29,2025-04-08 22:35:00-07:00
1744176000000,0.0,0.0,0,0,1,154,55.0,91,30.0,30.0741,0,0,25582,23023800,55.0,52.42,2025-04-01T21:20:00.000Z,2025-04-08,,2025-04-08 22:20:00-07:00
1744175100000,0.0,0.0,0,0,1,154,54.7,91,29.99,30.0641,0,0,25582,23023800,54.7,52.12,2025-04-01T21:20:00.000Z,2025-04-08,,2025-04-08 22:05:00-07:00
1744174200000,0.0,0.0,0,0,1,154,54.7,91,29.99,30.0641,0,0,25582,23023800,54.7,52.12,2025-04-01T21:20:00.000Z,2025-04-08,,2025-04-08 21:50:00-07:00
1744173300000,0.0,0.0,0,0,1,154,54.7,90,29.99,30.0641,0,0,25582,23023800,54.7,51.82,2025-04-01T21:20:00.000Z,2025-04-08,4.31,2025-04-08 21:35:00-07:00
1744172400000,0.0,0.0,0,0,1,154,55.0,90,29.98,30.0541,0,0,25582,23023800,55.0,52.12,2025-04-01T21:20:00.000Z,2025-04-08,,2025-04-08 21:20:00-07:00
1744171500000,0.0,0.0,0,0,1,154,55.4,90,29.98,30.054,0,0,25582,23023800,55.4,52.51,2025-04-01T21:20:00.000Z,2025-04-08,,2025-04-08 21:05:00-07:00
1744170600000,0.0,0.0,0,0,1,154,55.6,89,29.97,30.0439,0,0,25582,23023800,55.6,52.41,2025-04-01T21:20:00.000Z,2025-04-08,,2025-04-08 20:50:00-07:00
1744169700000,0.0,0.0,0,0,1,154,56.1,89,29.96,30.0338,0,0,25582,23023800,56.1,52.9,2025-04-01T21:20:00.000Z,2025-04-08,4.31,2025-04-08 20:35:00-07:00
