dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,lastRain,date,tz,historical,batt1volts,local_time
1759842120000,0,0.0,0,0,1,227,60.6,94,58.86,60.6,29.87,29.9661,0,0,0,0,2025-04-26T15:31:00.000Z,2025-10-07,,,,2025-10-07 06:02:00-07:00
1759841220000,0,0.0,0,0,1,227,60.6,94,58.86,60.6,29.87,29.9661,0,0,0,0,,2025-10-07,America/Los_Angeles,True,,2025-10-07 05:47:00-07:00
1759840320000,0,0.0,0,0,1,227,60.8,94,59.06,60.8,29.86,29.9561,0,0,0,0,,2025-10-07,America/Los_Angeles,True,4.26,2025-10-07 05:32:00-07:00
1759839420000,0,0.0,0,0,1,227,61.0,93,58.96,61.0,29.86,29.956,0,0,0,0,,2025-10-07,America/Los_Angeles,True,,2025-10-07 05:17:00-07:00
1759838520000,0,0.0,0,0,1,227,61.0,94,59.26,61.0,29.86,29.956,0,0,0,0,,2025-10-07,America/Los_Angeles,True,,2025-10-07 05:02:00-07:00
1759837620000,0,0.0,0,0,1,227,61.2,94,59.46,61.2,29.86,29.956,0,0,0,0,,2025-10-07,America/Los_Angeles,True,,2025-10-07 04:47:00-07:00
1759836720000,0,1.5659,0,0,1,227,61.2,94,59.46,61.2,29.86,29.956,0,0,0,0,,2025-10-07,America/Los_Angeles,True,4.3,2025-10-07 04:32:00-07:00
1759835820000,0,0.0,0,0,1,227,61.2,94,59.46,61.2,29.86,29.956,0,0,0,0,,2025-10-07,America/Los_Angeles,True,,2025-10-07 04:17:00-07:00
1759834920000,0,0.0,0,0,1,227,61.2,94,59.46,61.2,29.86,29.956,0,0,0,0,,2025-10-07,America/Los_Angeles,True,,2025-10-07 04:02:00-07:00
1759834020000,0,0.0,0,0,1,227,61.2,94,59.46,61.2,29.86,29.956,0,0,0,0,,2025-10-07,America/Los_Angeles,True,,2025-10-07 03:47:00-07:00
1759833120000,0,0.0,0,0,1,227,61.0,94,59.26,61.0,29.86,29.956,0,0,0,0,,2025-10-07,America/Los_Angeles,True,4.31,2025-10-07 03:32:00-07:00
1759832220000,0,0.0,0,0,1,227,60.8,94,59.06,60.8,29.87,29.9661,0,0,0,0,,2025-10-07,America/Los_Angeles,True,,2025-10-07 03:17:00-07:00
1759831320000,0,0.0,0,0,1,227,60.6,94,58.86,60.6,29.87,29.9661,0,0,0,0,,2025-10-07,America/Los_Angeles,True,,2025-10-07 03:02:00-07:00
1759830420000,0,0.0,0,0,1,227,60.3,95,58.86,60.3,29.87,29.9662,0,0,0,0,,2025-10-07,America/Los_Angeles,True,,2025-10-07 02:47:00-07:00
1759829520000,0,0.0,0,0,1,227,59.9,95,58.46,59.9,29.87,29.9663,0,0,0,0,,2025-10-07,America/Los_Angeles,True,4.3,2025-10-07 02:32:00-07:00
1759828620000,0,0.0,0,0,1,227,59.7,95,58.26,59.7,29.87,29.9663,0,0,0,0,,2025-10-07,America/Los_Angeles,True,,2025-10-07 02:17:00-07:00
1759827720000,0,0.0,0,0,1,227,59.5,95,58.07,59.5,29.88,29.9764,0,0,0,0,,2025-10-07,America/Los_Angeles,True,,2025-10-07 02:02:00-07:00
1759826820000,0,0.0,0,0,1,227,59.2,96,58.06,59.2,29.88,29.9764,0,0,0,0,,2025-10-07,America/Los_Angeles,True,,2025-10-07 01:47:00-07:00
1759825920000,0,0.0,0,0,1,227,59.0,96,57.86,59.0,29.88,29.9765,0,0,0,0,,2025-10-07,America/Los_Angeles,True,4.31,2025-10-07 01:32:00-07:00
1759825020000,0,0.0,0,0,1,227,58.5,96,57.36,58.5,29.88,29.9765,0,0,0,0,,2025-10-07,America/Los_Angeles,True,,2025-10-07 01:17:00-07:00
1759824120000,0,0.0,0,0,1,227,57.9,96,56.77,57.9,29.88,29.9767,0,0,0,0,,2025-10-07,America/Los_Angeles,True,,2025-10-07 01:02:00-07:00
1759823220000,0,0.0,0,0,1,227,57.4,96,56.27,57.4,29.88,29.9768,0,0,0,0,,2025-10-07,America/Los_Angeles,True,,2025-10-07 00:47:00-07:00
1759822320000,0,0.0,0,0,1,227,57.0,95,55.58,57.0,29.87,29.9668,0,0,0,0,,2025-10-07,America/Los_Angeles,True,4.31,2025-10-07 00:32:00-07:00
1759821420000,0,0.0,0,0,1,227,57.0,95,55.58,57.0,29.87,29.9668,0,0,0,0,,2025-10-07,America/Los_Angeles,True,,2025-10-07 00:17:00-07:00
1759820520000,0,0.0,0,0,1,227,57.2,95,55.78,57.2,29.87,29.9668,0,0,0,0,,2025-10-07,America/Los_Angeles,True,,2025-10-07 00:02:00-07:00
