dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,lastRain,date,batt1volts,tz,historical,local_time
1766821800000,0.2237,2.4606,0.0,0.07,1,5,47.5,97,46.69,47.5,30.03,30.1291,0,0,1257,1131300,2025-12-26T20:20:00.000Z,2025-12-26,,,,2025-12-26 23:50:00-08:00
1766820900000,0.0,0.0,0.0,0.07,1,5,47.7,97,46.89,47.7,30.03,30.1291,0,0,1257,1131300,2025-12-26T20:20:00.000Z,2025-12-26,4.06,,,2025-12-26 23:35:00-08:00
1766820000000,0.4474,5.3686,0.0,0.07,1,5,47.8,97,46.99,47.8,30.04,30.1391,0,0,1257,1131300,2025-12-26T20:20:00.000Z,2025-12-26,,,,2025-12-26 23:20:00-08:00
1766819100000,0.0,2.908,0.0,0.07,1,5,48.0,97,47.19,48.0,30.04,30.1391,0,0,1257,1131300,2025-12-26T20:20:00.000Z,2025-12-26,,,,2025-12-26 23:05:00-08:00
1766818200000,0.2237,3.3554,0.0,0.07,1,5,48.2,96,47.11,48.2,30.04,30.139,0,0,1257,1131300,2025-12-26T20:20:00.000Z,2025-12-26,,,,2025-12-26 22:50:00-08:00
1766817300000,0.0,0.0,0.0,0.07,1,5,48.2,96,47.11,48.2,30.04,30.139,0,0,1257,1131300,2025-12-26T20:20:00.000Z,2025-12-26,4.06,,,2025-12-26 22:35:00-08:00
1766816400000,0.0,0.0,0.0,0.07,1,5,48.2,96,47.11,48.2,30.04,30.139,0,0,1257,1131300,2025-12-26T20:20:00.000Z,2025-12-26,,,,2025-12-26 22:20:00-08:00
1766815500000,0.4474,4.9213,0.0,0.07,1,4,48.0,97,47.19,48.0,30.04,30.1391,0,0,1257,1131300,2025-12-26T20:20:00.000Z,2025-12-26,,,,2025-12-26 22:05:00-08:00
1766814600000,0.2237,2.2369,0.0,0.07,1,208,48.0,97,47.19,48.0,30.04,30.1391,0,0,1257,1131300,2025-12-26T20:20:00.000Z,2025-12-26,,,,2025-12-26 21:50:00-08:00
1766813700000,0.0,0.0,0.0,0.07,1,208,48.2,97,47.39,48.2,30.04,30.139,0,0,1257,1131300,,2025-12-26,4.05,America/Los_Angeles,True,2025-12-26 21:35:00-08:00
1766812800000,0.0,0.0,0.0,0.07,1,208,48.7,97,47.89,48.7,30.04,30.1389,0,0,1257,1131300,2025-12-26T20:20:00.000Z,2025-12-26,,,,2025-12-26 21:20:00-08:00
1766811900000,0.0,0.0,0.0,0.07,1,208,48.9,97,48.09,48.9,30.04,30.1389,0,0,1257,1131300,2025-12-26T20:20:00.000Z,2025-12-26,,,,2025-12-26 21:05:00-08:00
1766811000000,0.0,0.0,0.0,0.07,1,208,49.3,96,48.21,49.3,30.03,30.1288,0,0,1257,1131300,2025-12-26T20:20:00.000Z,2025-12-26,4.06,,,2025-12-26 20:50:00-08:00
