dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,date,tz,historical,local_time
1743662760000,0.0,0.0,0,0,1,355,50.0,70,4.16,29.91,30.0083,0,0,6753,6077700,50.0,40.61,2025-04-02,,,2025-04-02 23:46:00-07:00
1743661860000,0.0,2.2369,0,0,1,355,50.7,68,,29.91,30.0081,0,0,6753,6077700,50.7,40.53,2025-04-02,,,2025-04-02 23:31:00-07:00
1743660960000,0.0,0.0,0,0,1,355,51.4,65,,29.9,29.998,0,0,6753,6077700,51.4,40.03,2025-04-02,,,2025-04-02 23:16:00-07:00
1743660060000,0.2237,4.0265,0,0,1,355,51.1,66,,29.9,29.998,0,0,6753,6077700,51.1,40.14,2025-04-02,,,2025-04-02 23:01:00-07:00
1743659160000,0.2237,3.8028,0,0,1,355,51.1,66,4.17,29.91,30.008,0,0,6753,6077700,51.1,40.14,2025-04-02,,,2025-04-02 22:46:00-07:00
1743658260000,0.4474,5.816,0,0,1,327,51.4,65,,29.91,30.008,0,0,6753,6077700,51.4,40.03,2025-04-02,,,2025-04-02 22:31:00-07:00
1743657360000,1.1185,5.816,0,0,1,306,51.8,65,,29.91,30.0079,0,0,6753,6077700,51.8,40.41,2025-04-02,,,2025-04-02 22:16:00-07:00
1743656460000,1.1185,5.145,0,0,1,303,52.2,65,,29.91,30.0078,0,0,6753,6077700,52.2,40.79,2025-04-02,,,2025-04-02 22:01:00-07:00
1743655560000,0.8948,4.9213,0,0,1,314,52.3,66,4.17,29.91,30.0078,0,0,6753,6077700,52.3,41.28,2025-04-02,,,2025-04-02 21:46:00-07:00
1743654660000,0.8948,5.145,0,0,1,257,52.5,66,,29.9,29.9977,0,0,6753,6077700,52.5,41.47,2025-04-02,,,2025-04-02 21:31:00-07:00
1743653760000,1.1185,6.2634,0,0,1,213,52.2,68,,29.89,29.9878,0,0,6753,6077700,52.2,41.96,2025-04-02,,,2025-04-02 21:16:00-07:00
1743652860000,2.908,6.2634,0,0,1,213,52.2,68,,29.89,29.9878,0,0,6753,6077700,52.2,41.96,2025-04-02,,,2025-04-02 21:01:00-07:00
1743651960000,2.4606,5.145,0,0,1,213,52.7,64,4.18,29.88,29.9776,0,0,6753,6077700,52.7,40.87,2025-04-02,,,2025-04-02 20:46:00-07:00
1743651060000,0.6711,4.4739,0,0,1,297,52.7,61,,29.88,29.9776,0,0,6753,6077700,52.7,39.63,2025-04-02,,,2025-04-02 20:31:00-07:00
1743650160000,2.6843,10.0662,0,0,1,335,53.1,59,,29.87,29.9675,0,0,6753,6077700,53.1,39.15,2025-04-02,,,2025-04-02 20:16:00-07:00
1743649260000,2.6843,12.9742,0,0,1,353,53.4,57,,29.85,29.9474,0,0,6753,6077700,53.4,38.55,2025-04-02,,,2025-04-02 20:01:00-07:00
1743648360000,2.908,8.9477,0,0,1,331,54.0,58,4.18,29.86,29.9573,0,0,6753,6077700,54.0,39.56,2025-04-02,,,2025-04-02 19:46:00-07:00
1743647460000,2.4606,8.9477,0,0,1,325,54.5,58,,29.86,29.9572,0,0,6751,6075900,54.5,40.03,2025-04-02,,,2025-04-02 19:31:00-07:00
1743646560000,2.6843,8.2767,0,0,1,348,55.2,57,,29.87,29.9671,2,840,6751,6077700,55.2,40.24,2025-04-02,America/Los_Angeles,True,2025-04-02 19:16:00-07:00
