dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,lastRain,date,tz,historical,batt1volts,local_time
1761762720000,2.2369,3.5791,0,0,1,193,77.9,29,43.06,76.75,30.02,30.1135,41,7380,0,36900,2025-10-14T14:47:00.000Z,2025-10-29,,,,2025-10-29 11:32:00-07:00
1761761820000,1.3422,3.1317,0,0,1,193,77.4,31,44.38,76.3,30.02,30.1136,61,10980,281,474300,,2025-10-29,America/Los_Angeles,True,,2025-10-29 11:17:00-07:00
1761760920000,2.2369,3.1317,0,0,1,193,76.5,34,46.03,75.45,30.03,30.1238,74,13320,281,419400,,2025-10-29,America/Los_Angeles,True,,2025-10-29 11:02:00-07:00
1761760020000,0.4474,2.6843,0,0,1,193,75.2,36,46.4,74.11,30.03,30.124,89,16020,281,352800,,2025-10-29,America/Los_Angeles,True,4.31,2025-10-29 10:47:00-07:00
1761759120000,1.1185,2.4606,0,0,1,193,72.7,40,46.97,71.55,30.03,30.1244,63,11340,281,272700,,2025-10-29,America/Los_Angeles,True,,2025-10-29 10:32:00-07:00
1761758220000,0.0,2.4606,0,0,1,193,69.4,50,49.94,68.39,30.04,30.1351,51,9180,143,216000,,2025-10-29,America/Los_Angeles,True,,2025-10-29 10:17:00-07:00
1761757320000,0.0,0.0,0,0,1,193,67.6,59,52.75,67.6,30.04,30.1354,30,5400,120,170100,,2025-10-29,America/Los_Angeles,True,,2025-10-29 10:02:00-07:00
1761756420000,0.0,0.0,0,0,1,193,65.1,67,53.86,65.1,30.04,30.1358,32,5760,120,143100,,2025-10-29,America/Los_Angeles,True,4.27,2025-10-29 09:47:00-07:00
1761755520000,0.0,0.0,0,0,1,193,61.9,71,52.39,61.9,30.04,30.1364,25,4500,120,114300,,2025-10-29,America/Los_Angeles,True,,2025-10-29 09:32:00-07:00
1761754620000,0.0,0.0,0,0,1,193,58.1,73,49.49,58.1,30.04,30.1371,23,4140,120,91800,,2025-10-29,America/Los_Angeles,True,,2025-10-29 09:17:00-07:00
1761753720000,0.0,0.0,0,0,1,193,55.0,79,48.61,55.0,30.04,30.1377,21,3780,62,71100,,2025-10-29,America/Los_Angeles,True,,2025-10-29 09:02:00-07:00
1761752820000,0.0,0.0,0,0,1,193,53.1,82,47.75,53.1,30.03,30.1281,18,3240,43,52200,,2025-10-29,America/Los_Angeles,True,4.26,2025-10-29 08:47:00-07:00
1761751920000,0.0,0.0,0,0,1,193,51.8,82,46.48,51.8,30.02,30.1183,14,2520,43,36000,,2025-10-29,America/Los_Angeles,True,,2025-10-29 08:32:00-07:00
1761751020000,0.0,0.0,0,0,1,193,51.1,83,46.12,51.1,30.02,30.1184,11,1980,43,23400,,2025-10-29,America/Los_Angeles,True,,2025-10-29 08:17:00-07:00
