dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,lastRain,date,batt1volts,tz,historical,local_time
1780642320000,0.0,0.0,0,0,1,221,59.0,94,57.27,29.88,29.9765,0,0,10486,9437400,59.0,2026-05-29T05:22:00.000Z,2026-06-04,,,,2026-06-04 23:52:00-07:00
1780641420000,0.0,0.0,0,0,1,221,59.2,94,57.47,29.88,29.9764,0,0,10486,9437400,59.2,2026-05-29T05:22:00.000Z,2026-06-04,4.3,,,2026-06-04 23:37:00-07:00
1780640520000,0.0,0.0,0,0,1,221,59.4,94,57.67,29.89,29.9864,0,0,10486,9437400,59.4,2026-05-29T05:22:00.000Z,2026-06-04,,,,2026-06-04 23:22:00-07:00
1780639620000,0.0,1.1185,0,0,1,221,59.5,93,57.47,29.89,29.9864,0,0,10486,9437400,59.5,2026-05-29T05:22:00.000Z,2026-06-04,,,,2026-06-04 23:07:00-07:00
1780638720000,0.0,0.0,0,0,1,221,59.5,93,57.47,29.9,29.9964,0,0,10486,9437400,59.5,2026-05-29T05:22:00.000Z,2026-06-04,,,,2026-06-04 22:52:00-07:00
1780637820000,0.0,0.0,0,0,1,221,59.7,92,57.37,29.9,29.9964,0,0,10486,9437400,59.7,2026-05-29T05:22:00.000Z,2026-06-04,4.31,,,2026-06-04 22:37:00-07:00
1780636920000,0.0,0.0,0,0,1,221,59.9,92,57.57,29.9,29.9964,0,0,10486,9437400,59.9,,2026-06-04,,America/Los_Angeles,True,2026-06-04 22:22:00-07:00
1780636020000,0.0,0.0,0,0,1,221,59.7,92,57.37,29.89,29.9864,0,0,10486,9437400,59.7,2026-05-29T05:22:00.000Z,2026-06-04,,,,2026-06-04 22:07:00-07:00
1780635120000,0.0,0.0,0,0,1,221,59.5,91,56.87,29.88,29.9764,0,0,10486,9437400,59.5,2026-05-29T05:22:00.000Z,2026-06-04,4.31,,,2026-06-04 21:52:00-07:00
1780634220000,0.0,0.0,0,0,1,221,58.6,89,55.37,29.88,29.9765,0,0,10486,9437400,58.6,2026-05-29T05:22:00.000Z,2026-06-04,,,,2026-06-04 21:37:00-07:00
1780633320000,0.0,0.0,0,0,1,221,58.6,90,55.67,29.88,29.9765,0,0,10486,9437400,58.6,2026-05-29T05:22:00.000Z,2026-06-04,,,,2026-06-04 21:22:00-07:00
1780632420000,0.0,0.0,0,0,1,221,59.0,88,55.45,29.88,29.9765,0,0,10486,9437400,59.0,2026-05-29T05:22:00.000Z,2026-06-04,,,,2026-06-04 21:07:00-07:00
1780631520000,0.0,0.0,0,0,1,221,59.5,88,55.94,29.87,29.9663,0,0,10486,9437400,59.5,2026-05-29T05:22:00.000Z,2026-06-04,4.32,,,2026-06-04 20:52:00-07:00
1780630620000,0.0,0.0,0,0,1,221,60.4,89,57.14,29.87,29.9662,0,0,10486,9437400,60.4,2026-05-29T05:22:00.000Z,2026-06-04,,,,2026-06-04 20:37:00-07:00
1780629720000,0.0,0.0,0,0,1,221,60.8,89,57.53,29.88,29.9761,0,0,10486,9437400,60.8,2026-05-29T05:22:00.000Z,2026-06-04,,,,2026-06-04 20:22:00-07:00
1780628820000,0.0,0.0,0,0,1,221,61.3,87,57.39,29.88,29.976,1,900,10485,9437400,61.3,2026-05-29T05:22:00.000Z,2026-06-04,,,,2026-06-04 20:07:00-07:00
1780627920000,0.0,0.0,0,0,1,221,61.7,87,57.79,29.88,29.976,5,4500,10480,9436500,61.7,2026-05-29T05:22:00.000Z,2026-06-04,4.32,,,2026-06-04 19:52:00-07:00
1780627020000,0.0,0.0,0,0,1,221,61.9,87,57.98,29.88,29.9759,9,8100,10471,9432000,61.9,2026-05-29T05:22:00.000Z,2026-06-04,,,,2026-06-04 19:37:00-07:00
1780626120000,0.4474,2.4606,0,0,1,221,61.9,87,57.98,29.88,29.9759,13,11700,10458,9423900,61.9,2026-05-29T05:22:00.000Z,2026-06-04,,,,2026-06-04 19:22:00-07:00
1780625220000,1.1185,2.908,0,0,1,221,62.2,86,57.96,29.88,29.9759,18,16200,10440,9412200,62.2,2026-05-29T05:22:00.000Z,2026-06-04,,,,2026-06-04 19:07:00-07:00
1780624320000,1.5659,2.6843,0,0,1,221,62.8,84,57.89,29.87,29.9657,52,46800,10388,9396000,62.8,2026-05-29T05:22:00.000Z,2026-06-04,4.33,,,2026-06-04 18:52:00-07:00
1780623420000,2.0132,3.3554,0,0,1,221,63.0,82,57.41,29.87,29.9657,37,33300,10351,9349200,63.0,2026-05-29T05:22:00.000Z,2026-06-04,,,,2026-06-04 18:37:00-07:00
1780622520000,0.8948,3.8028,0,0,1,221,63.1,81,57.17,29.87,29.9657,36,32400,10315,9315900,63.1,2026-05-29T05:22:00.000Z,2026-06-04,,,,2026-06-04 18:22:00-07:00
1780621620000,1.3422,3.3554,0,0,1,221,63.0,83,57.75,29.87,29.9657,44,39600,10271,9283500,63.0,2026-05-29T05:22:00.000Z,2026-06-04,,,,2026-06-04 18:07:00-07:00
1780620720000,1.7895,3.8028,0,0,1,221,63.0,84,58.09,29.88,29.9757,56,50400,10215,9243900,63.0,2026-05-29T05:22:00.000Z,2026-06-04,4.34,,,2026-06-04 17:52:00-07:00
1780619820000,2.4606,4.0265,0,0,1,221,63.1,85,58.51,29.88,29.9757,53,47700,10162,9193500,63.1,2026-05-29T05:22:00.000Z,2026-06-04,,,,2026-06-04 17:37:00-07:00
1780618920000,2.908,4.6976,0,0,1,227,63.7,84,58.77,29.88,29.9756,55,49500,10107,9145800,63.7,2026-05-29T05:22:00.000Z,2026-06-04,,,,2026-06-04 17:22:00-07:00
