dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,lastRain,date,tz,historical,batt1volts,local_time
1782197460000,0.0,2.0132,0,0,1,269,60.6,88,57.02,29.95,30.0232,0,0,28837,25953300,60.6,2026-06-06T17:21:00.000Z,2026-06-22,,,,2026-06-22 23:51:00-07:00
1782196560000,0.0,1.1185,0,0,1,246,60.4,88,56.83,29.95,30.0232,0,0,28837,25953300,60.4,2026-06-06T17:21:00.000Z,2026-06-22,,,,2026-06-22 23:36:00-07:00
1782195660000,0.0,0.0,0,0,1,246,60.4,88,56.83,29.95,30.0232,0,0,28837,25953300,60.4,2026-06-06T17:21:00.000Z,2026-06-22,,,,2026-06-22 23:21:00-07:00
1782193860000,0.0,0.0,0,0,1,246,61.0,88,57.42,29.96,30.0331,0,0,28837,25953300,61.0,,2026-06-22,America/Los_Angeles,True,,2026-06-22 22:51:00-07:00
1782192960000,0.0,0.0,0,0,1,246,60.6,88,57.02,29.96,30.0332,0,0,28837,25953300,60.6,2026-06-06T17:21:00.000Z,2026-06-22,,,,2026-06-22 22:36:00-07:00
1782192060000,0.0,0.0,0,0,1,246,60.8,87,56.9,29.96,30.0332,0,0,28837,25953300,60.8,2026-06-06T17:21:00.000Z,2026-06-22,,,,2026-06-22 22:21:00-07:00
1782191160000,0.0,0.0,0,0,1,246,61.2,87,57.3,29.95,30.0231,0,0,28837,25953300,61.2,2026-06-06T17:21:00.000Z,2026-06-22,,,4.28,2026-06-22 22:06:00-07:00
1782190260000,0.0,0.0,0,0,1,246,61.7,87,57.79,29.95,30.023,0,0,28837,25953300,61.7,2026-06-06T17:21:00.000Z,2026-06-22,,,,2026-06-22 21:51:00-07:00
1782189360000,0.0,0.0,0,0,1,246,61.7,86,57.47,29.94,30.013,0,0,28837,25953300,61.7,2026-06-06T17:21:00.000Z,2026-06-22,,,,2026-06-22 21:36:00-07:00
1782188460000,0.2237,1.5659,0,0,1,246,61.7,85,57.14,29.93,30.003,0,0,28837,25953300,61.7,2026-06-06T17:21:00.000Z,2026-06-22,,,,2026-06-22 21:21:00-07:00
1782187560000,0.0,0.0,0,0,1,246,61.7,85,57.14,29.93,30.003,0,0,28837,25953300,61.7,2026-06-06T17:21:00.000Z,2026-06-22,,,4.29,2026-06-22 21:06:00-07:00
1782186660000,0.6711,2.0132,0,0,1,246,62.4,84,57.5,29.93,30.0029,0,0,28837,25953300,62.4,2026-06-06T17:21:00.000Z,2026-06-22,,,,2026-06-22 20:51:00-07:00
1782185760000,2.0132,2.6843,0,0,1,246,63.0,84,58.09,29.93,30.0028,0,0,28837,25953300,63.0,2026-06-06T17:21:00.000Z,2026-06-22,,,,2026-06-22 20:36:00-07:00
1782184860000,2.0132,2.6843,0,0,1,246,63.1,82,57.51,29.93,30.0028,2,1800,28835,25953300,63.1,2026-06-06T17:21:00.000Z,2026-06-22,,,,2026-06-22 20:21:00-07:00
1782183960000,2.2369,2.908,0,0,1,246,63.9,81,57.95,29.93,30.0027,9,8100,28826,25951500,63.9,2026-06-06T17:21:00.000Z,2026-06-22,,,4.29,2026-06-22 20:06:00-07:00
1782183060000,2.908,4.2502,0,0,1,246,64.6,80,58.28,29.93,30.0026,18,16200,28808,25943400,64.6,2026-06-06T17:21:00.000Z,2026-06-22,,,,2026-06-22 19:51:00-07:00
1782182160000,3.3554,4.6976,0,0,1,246,65.8,77,58.38,29.92,29.9924,48,43200,28760,25927200,65.8,2026-06-06T17:21:00.000Z,2026-06-22,,,,2026-06-22 19:36:00-07:00
1782181260000,3.5791,6.2634,0,0,1,242,66.4,75,58.23,29.92,29.9923,88,79200,28672,25884000,66.4,2026-06-06T17:21:00.000Z,2026-06-22,,,,2026-06-22 19:21:00-07:00
1782180360000,4.2502,7.6056,0,0,1,261,67.3,73,58.34,29.92,29.9922,122,109800,28550,25804800,67.3,2026-06-06T17:21:00.000Z,2026-06-22,,,4.3,2026-06-22 19:06:00-07:00
1782179460000,4.4739,8.2767,0,0,1,281,68.4,69,57.82,29.92,29.992,161,144900,28389,25695000,68.18,2026-06-06T17:21:00.000Z,2026-06-22,,,,2026-06-22 18:51:00-07:00
1782178560000,4.9213,7.8293,0,0,1,270,68.2,71,58.43,29.92,29.9921,202,181800,28187,25550100,68.06,2026-06-06T17:21:00.000Z,2026-06-22,,,,2026-06-22 18:36:00-07:00
1782177660000,5.816,9.1714,0,0,1,265,67.5,72,58.15,29.92,29.9921,245,220500,27942,25368300,67.5,2026-06-06T17:21:00.000Z,2026-06-22,,,,2026-06-22 18:21:00-07:00
1782176760000,6.2634,9.6188,0,0,1,250,67.6,72,58.24,29.92,29.9921,288,259200,27654,25147800,67.6,2026-06-06T17:21:00.000Z,2026-06-22,,,4.34,2026-06-22 18:06:00-07:00
1782175860000,5.816,9.3951,0,0,1,250,68.9,69,58.3,29.92,29.992,334,300600,27320,24888600,68.73,2026-06-06T17:21:00.000Z,2026-06-22,,,,2026-06-22 17:51:00-07:00
1782174960000,4.6976,10.2899,0,0,1,255,69.3,68,58.27,29.92,29.9919,380,342000,26940,24588000,69.13,2026-06-06T17:21:00.000Z,2026-06-22,,,,2026-06-22 17:36:00-07:00
1782174060000,7.1582,10.0662,0,0,1,241,67.8,70,57.65,29.92,29.9921,424,381600,26516,24246000,67.8,2026-06-06T17:21:00.000Z,2026-06-22,,,,2026-06-22 17:21:00-07:00
1782173160000,7.1582,10.5136,0,0,1,242,68.4,69,57.82,29.91,29.982,469,422100,26047,23864400,68.18,2026-06-06T17:21:00.000Z,2026-06-22,,,4.36,2026-06-22 17:06:00-07:00
1782172260000,7.8293,12.3031,0,0,1,244,68.9,67,57.48,29.91,29.9819,513,461700,25534,23442300,68.64,2026-06-06T17:21:00.000Z,2026-06-22,,,,2026-06-22 16:51:00-07:00
1782171360000,6.9345,12.5268,0,0,1,269,69.3,67,57.86,29.91,29.9819,556,500400,24978,22980600,69.08,2026-06-06T17:21:00.000Z,2026-06-22,,,,2026-06-22 16:36:00-07:00
1782170460000,7.3819,12.7505,0,0,1,273,69.6,67,58.15,29.91,29.9818,597,537300,24381,22480200,69.41,2026-06-06T17:21:00.000Z,2026-06-22,,,,2026-06-22 16:21:00-07:00
1782169560000,7.1582,12.9742,0,0,1,263,69.6,66,57.73,29.92,29.9919,636,572400,23745,21942900,69.36,2026-06-06T17:21:00.000Z,2026-06-22,,,4.36,2026-06-22 16:06:00-07:00
1782168660000,8.5004,13.4216,0,0,1,251,69.1,68,58.08,29.92,29.9919,671,603900,23074,21370500,68.91,2026-06-06T17:21:00.000Z,2026-06-22,,,,2026-06-22 15:51:00-07:00
1782167760000,7.3819,13.1979,0,0,1,267,69.4,68,58.37,29.92,29.9919,706,635400,22368,20766600,69.24,2026-06-06T17:21:00.000Z,2026-06-22,,,,2026-06-22 15:36:00-07:00
1782166860000,8.2767,11.8558,0,0,1,242,68.0,70,57.84,29.92,29.9921,737,663300,21631,20131200,68.0,2026-06-06T17:21:00.000Z,2026-06-22,,,,2026-06-22 15:21:00-07:00
1782165960000,8.7241,12.3031,0,0,1,238,68.2,70,58.03,29.93,30.0021,766,689400,20865,19467900,68.01,2026-06-06T17:21:00.000Z,2026-06-22,,,4.36,2026-06-22 15:06:00-07:00
1782165060000,8.2767,12.0795,0,0,1,242,68.5,70,58.32,29.93,30.002,792,712800,20073,18778500,68.34,2026-06-06T17:21:00.000Z,2026-06-22,,,,2026-06-22 14:51:00-07:00
1782164160000,8.2767,12.3031,0,0,1,238,68.5,71,58.72,29.92,29.992,815,733500,19258,18065700,68.39,2026-06-06T17:21:00.000Z,2026-06-22,,,,2026-06-22 14:36:00-07:00
1782163260000,7.8293,11.8558,0,0,1,243,68.9,70,58.7,29.92,29.992,835,751500,18423,17332200,68.78,2026-06-06T17:21:00.000Z,2026-06-22,,,,2026-06-22 14:21:00-07:00
1782162360000,7.8293,11.8558,0,0,1,242,68.7,70,58.51,29.93,30.002,851,765900,17572,16580700,68.56,2026-06-06T17:21:00.000Z,2026-06-22,,,4.37,2026-06-22 14:06:00-07:00
1782161460000,8.9477,12.7505,0,0,1,237,68.4,71,58.62,29.92,29.992,865,778500,16707,15814800,68.28,2026-06-06T17:21:00.000Z,2026-06-22,,,,2026-06-22 13:51:00-07:00
1782160560000,7.8293,12.0795,0,0,1,245,68.7,70,58.51,29.93,30.002,874,786600,15833,15036300,68.56,2026-06-06T17:21:00.000Z,2026-06-22,,,,2026-06-22 13:36:00-07:00
1782159660000,7.1582,11.6321,0,0,1,244,69.1,69,58.49,29.93,30.002,882,793800,14951,14249700,68.95,2026-06-06T17:21:00.000Z,2026-06-22,,,,2026-06-22 13:21:00-07:00
1782158760000,5.816,8.7241,0,0,1,214,68.2,71,58.43,29.94,30.0121,885,796500,14066,13455900,68.06,2026-06-06T17:21:00.000Z,2026-06-22,,,4.38,2026-06-22 13:06:00-07:00
1782157860000,5.3686,8.5004,0,0,1,198,67.8,71,58.05,29.94,30.0122,885,796500,13181,12659400,67.8,2026-06-06T17:21:00.000Z,2026-06-22,,,,2026-06-22 12:51:00-07:00
1782156960000,5.5923,9.1714,0,0,1,199,68.2,70,58.03,29.95,30.0221,881,792900,12300,11862900,68.01,2026-06-06T17:21:00.000Z,2026-06-22,,,,2026-06-22 12:36:00-07:00
1782156060000,5.3686,7.8293,0,0,1,165,67.3,70,57.17,29.95,30.0222,872,784800,11428,11070000,67.3,2026-06-06T17:21:00.000Z,2026-06-22,,,,2026-06-22 12:21:00-07:00
1782155160000,5.816,8.5004,0,0,1,161,67.3,71,57.57,29.95,30.0222,862,775800,7425,7458300,67.3,2026-06-06T17:21:00.000Z,2026-06-22,,,4.41,2026-06-22 12:06:00-07:00
1782154260000,6.2634,10.5136,0,0,1,145,67.5,71,57.76,29.95,30.0222,848,763200,8287,9509400,67.5,,2026-06-22,America/Los_Angeles,True,,2026-06-22 11:51:00-07:00
1782153360000,6.9345,10.5136,0,0,1,154,67.1,72,57.76,29.95,30.0223,831,747900,8287,8746200,67.1,,2026-06-22,America/Los_Angeles,True,,2026-06-22 11:36:00-07:00
1782152460000,7.6056,12.3031,0,0,1,156,66.7,73,57.76,29.95,30.0223,680,612000,8287,7998300,66.7,,2026-06-22,America/Los_Angeles,True,4.45,2026-06-22 11:21:00-07:00
1782151560000,7.1582,10.7373,0,0,1,155,67.6,73,58.63,29.94,30.0122,782,703800,8287,7386300,67.6,,2026-06-22,America/Los_Angeles,True,,2026-06-22 11:06:00-07:00
1782150660000,7.3819,12.5268,0,0,1,152,68.0,72,58.63,29.93,30.0021,756,680400,6669,6682500,68.0,2026-06-06T17:21:00.000Z,2026-06-22,,,,2026-06-22 10:51:00-07:00
1782149760000,9.1714,14.9875,0,0,1,128,68.0,72,58.63,29.92,29.9921,727,654300,5942,6002100,68.0,2026-06-06T17:21:00.000Z,2026-06-22,,,4.43,2026-06-22 10:36:00-07:00
1782148860000,9.1714,14.9875,0,0,1,124,67.8,72,58.44,29.92,29.9921,692,622800,5250,5347800,67.8,2026-06-06T17:21:00.000Z,2026-06-22,,,,2026-06-22 10:21:00-07:00
1782147960000,9.1714,14.7638,0,0,1,128,68.4,71,58.62,29.92,29.992,656,590400,4594,4725000,68.28,2026-06-06T17:21:00.000Z,2026-06-22,,,,2026-06-22 10:06:00-07:00
1782147060000,8.2767,13.869,0,0,1,134,68.5,69,57.92,29.92,29.992,620,558000,3974,4134600,68.29,2026-06-06T17:21:00.000Z,2026-06-22,,,,2026-06-22 09:51:00-07:00
1782146160000,7.6056,12.3031,0,0,1,132,68.2,69,57.63,29.91,29.982,580,522000,3394,3576600,67.96,2026-06-06T17:21:00.000Z,2026-06-22,,,4.38,2026-06-22 09:36:00-07:00
1782145260000,6.4871,11.4084,0,0,1,133,68.5,70,58.32,29.91,29.982,538,484200,2856,3054600,68.34,2026-06-06T17:21:00.000Z,2026-06-22,,,,2026-06-22 09:21:00-07:00
1782144360000,6.7108,11.1847,0,0,1,144,68.5,71,58.72,29.91,29.982,494,444600,2362,2570400,68.39,2026-06-06T17:21:00.000Z,2026-06-22,,,,2026-06-22 09:06:00-07:00
1782143460000,2.0132,8.7241,0,0,1,144,68.7,70,58.51,29.91,29.982,449,404100,1913,2125800,68.56,2026-06-06T17:21:00.000Z,2026-06-22,,,,2026-06-22 08:51:00-07:00
1782142560000,2.0132,6.0397,0,0,1,112,66.9,73,57.96,29.91,29.9822,404,363600,1509,1721700,66.9,2026-06-06T17:21:00.000Z,2026-06-22,,,4.22,2026-06-22 08:36:00-07:00
1782141660000,1.3422,7.6056,0,0,1,115,65.7,75,57.55,29.91,29.9824,357,321300,1152,1358100,65.7,2026-06-06T17:21:00.000Z,2026-06-22,,,,2026-06-22 08:21:00-07:00
1782140760000,2.908,9.6188,0,0,1,109,64.6,78,57.58,29.91,29.9825,308,277200,844,1036800,64.6,2026-06-06T17:21:00.000Z,2026-06-22,,,,2026-06-22 08:06:00-07:00
1782139860000,1.7895,5.5923,0,0,1,66,63.1,81,57.17,29.91,29.9827,261,234900,583,759600,63.1,2026-06-06T17:21:00.000Z,2026-06-22,,,,2026-06-22 07:51:00-07:00
1782138960000,0.8948,3.8028,0,0,1,54,61.7,85,57.14,29.9,29.9729,219,197100,364,524700,61.7,2026-06-06T17:21:00.000Z,2026-06-22,,,,2026-06-22 07:36:00-07:00
1782138060000,0.4474,2.6843,0,0,1,46,60.1,87,56.22,29.9,29.9731,180,162000,184,327600,60.1,2026-06-06T17:21:00.000Z,2026-06-22,,,,2026-06-22 07:21:00-07:00
1782137160000,0.6711,2.908,0,0,1,59,58.5,89,55.27,29.89,29.9633,98,88200,86,165600,58.5,2026-06-06T17:21:00.000Z,2026-06-22,,,,2026-06-22 07:06:00-07:00
1782136260000,0.4474,3.5791,0,0,1,78,57.4,90,54.49,29.89,29.9635,39,35100,47,77400,57.4,2026-06-06T17:21:00.000Z,2026-06-22,,,4.22,2026-06-22 06:51:00-07:00
1782135360000,0.0,2.2369,0,0,1,78,56.7,90,53.8,29.89,29.9636,26,23400,21,42300,56.7,2026-06-06T17:21:00.000Z,2026-06-22,,,,2026-06-22 06:36:00-07:00
1782134460000,0.0,0.0,0,0,1,78,56.3,89,53.1,29.89,29.9636,14,12600,7,18900,56.3,2026-06-06T17:21:00.000Z,2026-06-22,,,,2026-06-22 06:21:00-07:00
1782133560000,0.0,1.1185,0,0,1,78,56.7,89,53.49,29.88,29.9536,6,5400,1,6300,56.7,2026-06-06T17:21:00.000Z,2026-06-22,,,,2026-06-22 06:06:00-07:00
1782132660000,0.0,0.0,0,0,1,78,56.5,89,53.3,29.88,29.9536,1,900,0,900,56.5,2026-06-06T17:21:00.000Z,2026-06-22,,,4.23,2026-06-22 05:51:00-07:00
1782131760000,0.0,0.0,0,0,1,78,56.5,89,53.3,29.88,29.9536,0,0,0,0,56.5,2026-06-06T17:21:00.000Z,2026-06-22,,,,2026-06-22 05:36:00-07:00
