dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,lastRain,date,tz,historical,batt1volts,local_time
1783925460000,0.6711,2.4606,0,0,1,276,61.9,88,58.3,29.92,29.9929,0,0,17451,15705900,61.9,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 23:51:00-07:00
1783924560000,1.5659,2.908,0,0,1,276,62.1,88,58.5,29.92,29.9929,0,0,17451,15705900,62.1,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 23:36:00-07:00
1783923660000,2.2369,4.2502,0,0,1,276,62.4,89,59.11,29.92,29.9929,0,0,17451,15705900,62.4,,2026-07-12,America/Los_Angeles,True,,2026-07-12 23:21:00-07:00
1783922760000,1.5659,2.908,0,0,1,276,61.9,88,58.3,29.92,29.9929,0,0,17451,15705900,61.9,2026-06-06T17:21:00.000Z,2026-07-12,,,4.27,2026-07-12 23:06:00-07:00
1783921860000,2.2369,3.3554,0,0,1,276,62.1,88,58.5,29.91,29.9829,0,0,17451,15705900,62.1,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 22:51:00-07:00
1783920960000,1.7895,2.4606,0,0,1,276,62.4,88,58.8,29.91,29.9828,0,0,17451,15705900,62.4,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 22:36:00-07:00
1783920060000,1.3422,2.4606,0,0,1,276,62.4,88,58.8,29.91,29.9828,0,0,17451,15705900,62.4,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 22:21:00-07:00
1783919160000,1.5659,2.6843,0,0,1,276,62.6,87,58.67,29.91,29.9828,0,0,17451,15705900,62.6,2026-06-06T17:21:00.000Z,2026-07-12,,,4.28,2026-07-12 22:06:00-07:00
1783918260000,0.4474,2.0132,0,0,1,276,62.8,87,58.87,29.91,29.9828,0,0,17451,15705900,62.8,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 21:51:00-07:00
1783917360000,0.0,0.0,0,0,1,276,62.6,86,58.35,29.91,29.9828,0,0,17451,15705900,62.6,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 21:36:00-07:00
1783916460000,0.6711,3.1317,0,0,1,276,63.0,86,58.74,29.91,29.9827,0,0,17451,15705900,63.0,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 21:21:00-07:00
1783915560000,2.0132,4.0265,0,0,1,276,63.1,86,58.84,29.91,29.9827,0,0,17451,15705900,63.1,2026-06-06T17:21:00.000Z,2026-07-12,,,4.29,2026-07-12 21:06:00-07:00
1783914660000,0.6711,2.6843,0,0,1,12,63.3,85,58.71,29.9,29.9727,0,0,17451,15705900,63.3,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 20:51:00-07:00
1783913760000,1.7895,3.8028,0,0,1,282,63.5,84,58.57,29.89,29.9626,0,0,17451,15705900,63.5,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 20:36:00-07:00
1783912860000,2.6843,4.6976,0,0,1,277,63.9,84,58.97,29.89,29.9626,0,0,17451,15705900,63.9,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 20:21:00-07:00
1783911960000,2.4606,4.4739,0,0,1,277,64.2,83,58.92,29.89,29.9625,5,4500,17446,15705900,64.2,2026-06-06T17:21:00.000Z,2026-07-12,,,4.29,2026-07-12 20:06:00-07:00
1783911060000,1.3422,3.1317,0,0,1,277,64.8,82,59.17,29.89,29.9624,12,10800,17434,15701400,64.8,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 19:51:00-07:00
1783910160000,3.1317,8.7241,0,0,1,297,64.9,80,58.58,29.89,29.9624,24,21600,17410,15690600,64.9,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 19:36:00-07:00
1783909260000,5.145,9.1714,0,0,1,270,66.0,79,59.29,29.9,29.9723,57,51300,17200,15531300,66.0,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 19:21:00-07:00
1783908360000,5.3686,10.2899,0,0,1,272,65.8,80,59.45,29.9,29.9723,102,91800,17257,15617700,65.8,,2026-07-12,America/Los_Angeles,True,4.3,2026-07-12 19:06:00-07:00
1783907460000,4.9213,9.1714,0,0,1,277,65.8,80,59.45,29.89,29.9623,51,45900,17257,15525900,65.8,,2026-07-12,America/Los_Angeles,True,,2026-07-12 18:51:00-07:00
1783906560000,4.9213,10.2899,0,0,1,272,65.8,79,59.1,29.9,29.9723,55,49500,17145,15480000,65.8,2026-06-06T17:21:00.000Z,2026-07-12,,,4.31,2026-07-12 18:36:00-07:00
1783905660000,5.816,10.7373,0,0,1,268,66.7,78,59.62,29.9,29.9722,83,74700,17062,15430500,66.7,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 18:21:00-07:00
1783904760000,6.4871,11.4084,0,0,1,273,67.6,77,60.12,29.9,29.9721,141,126900,16921,15355800,67.6,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 18:06:00-07:00
1783903860000,6.7108,10.961,0,0,1,261,69.1,74,60.45,29.9,29.9719,204,183600,16278,14833800,69.19,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 17:51:00-07:00
1783902960000,5.816,10.0662,0,0,1,270,69.6,73,60.55,29.91,29.9818,439,395100,16482,15045300,69.69,,2026-07-12,America/Los_Angeles,True,4.36,2026-07-12 17:36:00-07:00
1783902060000,6.7108,9.8425,0,0,1,242,68.5,76,60.63,29.91,29.982,407,366300,15871,14650200,68.62,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 17:21:00-07:00
1783901160000,6.4871,9.8425,0,0,1,245,67.8,77,60.32,29.91,29.9821,289,260100,15328,14055300,67.8,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 17:06:00-07:00
1783900260000,6.2634,9.8425,0,0,1,249,67.8,77,60.32,29.91,29.9821,254,228600,15617,14023800,67.8,,2026-07-12,America/Los_Angeles,True,4.35,2026-07-12 16:51:00-07:00
1783899360000,6.0397,9.6188,0,0,1,258,69.3,74,60.65,29.91,29.9819,257,231300,15071,13795200,69.41,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 16:36:00-07:00
1783898460000,4.9213,9.8425,0,0,1,275,69.1,76,61.21,29.92,29.9919,332,298800,14739,13563900,69.28,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 16:21:00-07:00
1783897560000,6.0397,10.7373,0,0,1,269,68.9,76,61.01,29.92,29.992,297,267300,14442,13265100,69.06,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 16:06:00-07:00
1783896660000,6.4871,11.6321,0,0,1,270,69.1,76,61.21,29.92,29.9919,309,278100,14133,12997800,69.28,2026-06-06T17:21:00.000Z,2026-07-12,,,4.36,2026-07-12 15:51:00-07:00
1783895760000,6.4871,12.0795,0,0,1,272,68.9,75,60.64,29.91,29.9819,248,223200,13885,12719700,69.02,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 15:36:00-07:00
1783894860000,7.6056,12.3031,0,0,1,263,69.8,75,61.51,29.91,29.9818,245,220500,13640,12496500,70.01,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 15:21:00-07:00
1783893960000,8.7241,14.5401,0,0,1,256,72.3,72,62.75,29.9,29.9715,468,421200,13172,12276000,72.61,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 15:06:00-07:00
1783893060000,8.5004,14.9875,0,0,1,260,74.7,70,64.25,29.88,29.9511,784,705600,12388,11854800,75.16,2026-06-06T17:21:00.000Z,2026-07-12,,,4.36,2026-07-12 14:51:00-07:00
1783892160000,9.1714,14.9875,0,0,1,264,74.8,68,63.52,29.88,29.9511,823,740700,11565,11149200,75.18,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 14:36:00-07:00
1783891260000,7.3819,12.7505,0,0,1,261,75.0,68,63.71,29.88,29.951,905,814500,10660,10408500,75.4,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 14:21:00-07:00
1783890360000,7.3819,12.5268,0,0,1,268,74.7,67,63.0,29.89,29.9611,698,628200,9962,9594000,75.02,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 14:06:00-07:00
1783889460000,6.7108,11.6321,0,0,1,268,72.3,70,61.95,29.9,29.9715,563,506700,9399,8965800,72.52,2026-06-06T17:21:00.000Z,2026-07-12,,,4.37,2026-07-12 13:51:00-07:00
1783888560000,5.3686,9.1714,0,0,1,269,72.3,70,61.95,29.91,29.9815,429,386100,8970,8459100,72.52,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 13:36:00-07:00
1783887660000,5.5923,9.1714,0,0,1,250,73.0,69,62.21,29.92,29.9914,549,494100,8421,8073000,73.24,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 13:21:00-07:00
1783886760000,6.4871,10.0662,0,0,1,246,72.5,70,62.15,29.93,30.0015,873,785700,7548,7578900,72.74,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 13:06:00-07:00
1783885860000,6.0397,9.1714,0,0,1,243,72.1,71,62.17,29.94,30.0116,813,731700,6735,6793200,72.35,2026-06-06T17:21:00.000Z,2026-07-12,,,4.4,2026-07-12 12:51:00-07:00
1783884960000,6.2634,10.0662,0,0,1,216,70.7,74,62.0,29.95,30.0218,848,763200,5887,6061500,70.95,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 12:36:00-07:00
1783884060000,5.3686,8.5004,0,0,1,205,71.2,73,62.09,29.95,30.0217,844,759600,5043,5298300,71.45,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 12:21:00-07:00
1783883160000,6.2634,10.2899,0,0,1,176,71.1,74,62.38,29.96,30.0318,831,747900,4212,4538700,71.39,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 12:06:00-07:00
1783882260000,6.4871,9.8425,0,0,1,180,70.9,74,62.19,29.96,30.0318,800,720000,3412,3790800,71.17,2026-06-06T17:21:00.000Z,2026-07-12,,,4.45,2026-07-12 11:51:00-07:00
1783881360000,4.4739,10.5136,0,0,1,145,75.2,66,63.04,29.96,30.0312,547,492300,2865,3070800,75.52,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 11:36:00-07:00
1783880460000,4.0265,8.9477,0,0,1,134,75.6,67,63.85,29.97,30.0412,519,467100,2346,2578500,76.01,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 11:21:00-07:00
1783879560000,2.6843,7.6056,0,0,1,100,73.6,69,62.79,29.97,30.0414,436,392400,1910,2111400,73.9,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 11:06:00-07:00
1783878660000,1.5659,6.9345,0,0,1,130,71.8,72,62.27,29.97,30.0417,237,213300,1673,1719000,72.06,2026-06-06T17:21:00.000Z,2026-07-12,,,4.38,2026-07-12 10:51:00-07:00
1783877760000,1.1185,3.5791,0,0,1,151,69.8,76,61.88,29.97,30.042,192,172800,1481,1505700,70.05,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 10:36:00-07:00
1783876860000,0.8948,3.3554,0,0,1,151,68.0,79,61.24,29.98,30.0522,191,171900,1290,1332900,68.0,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 10:21:00-07:00
1783875960000,3.5791,8.2767,0,0,1,133,69.3,76,61.4,29.97,30.042,194,174600,1096,1161000,69.5,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 10:06:00-07:00
1783875060000,1.7895,7.6056,0,0,1,136,69.1,77,61.58,29.96,30.032,219,197100,877,986400,69.33,2026-06-06T17:21:00.000Z,2026-07-12,,,4.37,2026-07-12 09:51:00-07:00
1783874160000,0.4474,4.2502,0,0,1,346,67.5,80,61.11,29.96,30.0322,241,216900,636,789300,67.5,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 09:36:00-07:00
1783873260000,0.0,2.0132,0,0,1,338,65.3,84,60.34,29.97,30.0426,171,153900,465,572400,65.3,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 09:21:00-07:00
1783872360000,0.6711,2.2369,0,0,1,338,63.9,85,59.3,29.97,30.0428,125,112500,340,418500,63.9,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 09:06:00-07:00
1783871460000,1.5659,3.5791,0,0,1,299,63.1,86,58.84,29.97,30.0429,89,80100,251,306000,63.1,2026-06-06T17:21:00.000Z,2026-07-12,,,4.23,2026-07-12 08:51:00-07:00
1783870560000,0.8948,3.3554,0,0,1,255,63.1,87,59.16,29.96,30.0329,57,51300,194,225900,63.1,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 08:36:00-07:00
1783869660000,0.0,1.3422,0,0,1,255,63.0,87,59.07,29.96,30.0329,32,28800,162,174600,63.0,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 08:21:00-07:00
1783868760000,0.6711,3.8028,0,0,1,255,62.8,87,58.87,29.96,30.0329,39,35100,123,145800,62.8,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 08:06:00-07:00
1783867860000,2.6843,6.0397,0,0,1,255,62.4,88,58.8,29.97,30.043,30,27000,93,110700,62.4,2026-06-06T17:21:00.000Z,2026-07-12,,,4.23,2026-07-12 07:51:00-07:00
1783866960000,3.3554,7.1582,0,0,1,201,62.6,88,58.99,29.97,30.0429,21,18900,72,83700,62.6,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 07:36:00-07:00
1783866060000,2.6843,6.2634,0,0,1,179,63.0,88,59.39,29.96,30.0329,31,27900,41,64800,63.0,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 07:21:00-07:00
1783865160000,0.2237,1.7895,0,0,1,179,62.2,88,58.6,29.95,30.023,23,20700,18,36900,62.2,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 07:06:00-07:00
1783864260000,0.0,0.0,0,0,1,179,62.1,89,58.82,29.94,30.0129,10,9000,8,16200,62.1,2026-06-06T17:21:00.000Z,2026-07-12,,,4.23,2026-07-12 06:51:00-07:00
1783863360000,2.0132,8.2767,0,0,1,212,62.1,89,58.82,29.92,29.9929,5,4500,3,7200,62.1,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 06:36:00-07:00
1783862460000,4.6976,8.2767,0,0,1,198,62.2,89,58.91,29.91,29.9829,3,2700,0,2700,62.2,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 06:21:00-07:00
1783861560000,0.4474,2.6843,0,0,1,280,62.1,89,58.82,29.91,29.9829,0,0,0,0,62.1,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 06:06:00-07:00
1783860660000,1.1185,4.0265,0,0,1,238,62.1,89,58.82,29.91,29.9829,0,0,0,0,62.1,2026-06-06T17:21:00.000Z,2026-07-12,,,4.24,2026-07-12 05:51:00-07:00
1783859760000,1.1185,3.5791,0,0,1,212,62.1,89,58.82,29.91,29.9829,0,0,0,0,62.1,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 05:36:00-07:00
1783858860000,0.8948,4.0265,0,0,1,205,62.4,89,59.11,29.91,29.9828,0,0,0,0,62.4,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 05:21:00-07:00
1783857960000,1.3422,3.8028,0,0,1,205,62.4,89,59.11,29.91,29.9828,0,0,0,0,62.4,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 05:06:00-07:00
1783857060000,1.1185,3.3554,0,0,1,205,62.4,89,59.11,29.91,29.9828,0,0,0,0,62.4,2026-06-06T17:21:00.000Z,2026-07-12,,,4.25,2026-07-12 04:51:00-07:00
1783856160000,0.0,0.0,0,0,1,205,62.6,89,59.31,29.91,29.9828,0,0,0,0,62.6,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 04:36:00-07:00
1783855260000,1.1185,4.4739,0,0,1,207,62.6,89,59.31,29.91,29.9828,0,0,0,0,62.6,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 04:21:00-07:00
1783854360000,0.0,1.1185,0,0,1,356,62.4,88,58.8,29.91,29.9828,0,0,0,0,62.4,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 04:06:00-07:00
1783853460000,0.0,0.8948,0,0,1,328,62.4,88,58.8,29.91,29.9828,0,0,0,0,62.4,2026-06-06T17:21:00.000Z,2026-07-12,,,4.25,2026-07-12 03:51:00-07:00
1783852560000,0.0,0.0,0,0,1,295,62.2,89,58.91,29.91,29.9829,0,0,0,0,62.2,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 03:36:00-07:00
1783851660000,0.4474,3.8028,0,0,1,347,62.2,89,58.91,29.91,29.9829,0,0,0,0,62.2,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 03:21:00-07:00
1783850760000,3.3554,5.816,0,0,1,254,62.4,88,58.8,29.9,29.9728,0,0,0,0,62.4,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 03:06:00-07:00
1783849860000,0.6711,4.2502,0,0,1,304,62.4,88,58.8,29.9,29.9728,0,0,0,0,62.4,2026-06-06T17:21:00.000Z,2026-07-12,,,4.26,2026-07-12 02:51:00-07:00
1783848960000,0.8948,3.8028,0,0,1,306,62.4,88,58.8,29.9,29.9728,0,0,0,0,62.4,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 02:36:00-07:00
1783848060000,0.2237,3.1317,0,0,1,306,62.4,88,58.8,29.91,29.9828,0,0,0,0,62.4,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 02:21:00-07:00
1783847160000,1.3422,3.5791,0,0,1,306,62.4,88,58.8,29.91,29.9828,0,0,0,0,62.4,,2026-07-12,America/Los_Angeles,True,,2026-07-12 02:06:00-07:00
1783846260000,1.5659,4.0265,0,0,1,306,62.6,88,58.99,29.92,29.9928,0,0,0,0,62.6,2026-06-06T17:21:00.000Z,2026-07-12,,,4.26,2026-07-12 01:51:00-07:00
1783845360000,1.3422,4.2502,0,0,1,306,62.8,88,59.19,29.92,29.9928,0,0,0,0,62.8,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 01:36:00-07:00
1783844460000,1.3422,3.5791,0,0,1,306,62.8,88,59.19,29.92,29.9928,0,0,0,0,62.8,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 01:21:00-07:00
1783843560000,0.8948,3.5791,0,0,1,306,62.8,88,59.19,29.93,30.0028,0,0,0,0,62.8,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 01:06:00-07:00
1783842660000,1.5659,4.0265,0,0,1,306,62.8,88,59.19,29.93,30.0028,0,0,0,0,62.8,2026-06-06T17:21:00.000Z,2026-07-12,,,4.27,2026-07-12 00:51:00-07:00
1783841760000,1.7895,3.5791,0,0,1,306,62.8,88,59.19,29.92,29.9928,0,0,0,0,62.8,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 00:36:00-07:00
1783840860000,2.4606,6.2634,0,0,1,298,63.0,88,59.39,29.91,29.9827,0,0,0,0,63.0,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 00:21:00-07:00
1783839960000,4.0265,10.2899,0,0,1,279,63.0,88,59.39,29.91,29.9827,0,0,0,0,63.0,2026-06-06T17:21:00.000Z,2026-07-12,,,,2026-07-12 00:06:00-07:00
