dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,lastRain,date,batt1volts,local_time
1776754260000,0.0,0.0,0,0,1,264,53.1,83,48.07,29.99,30.0644,0,0,26587,23928300,53.1,2026-04-12T14:36:00.000Z,2026-04-20,,2026-04-20 23:51:00-07:00
1776753360000,0.0,0.0,0,0,1,264,53.1,84,48.39,29.99,30.0644,0,0,26587,23928300,53.1,2026-04-12T14:36:00.000Z,2026-04-20,,2026-04-20 23:36:00-07:00
1776752460000,0.0,0.0,0,0,1,264,53.4,84,48.69,29.98,30.0543,0,0,26587,23928300,53.4,2026-04-12T14:36:00.000Z,2026-04-20,4.27,2026-04-20 23:21:00-07:00
1776751560000,0.0,0.0,0,0,1,264,53.6,83,48.56,29.98,30.0543,0,0,26587,23928300,53.6,2026-04-12T14:36:00.000Z,2026-04-20,,2026-04-20 23:06:00-07:00
1776750660000,0.0,0.0,0,0,1,264,54.3,83,49.25,29.98,30.0542,0,0,26587,23928300,54.3,2026-04-12T14:36:00.000Z,2026-04-20,,2026-04-20 22:51:00-07:00
1776749760000,0.0,0.0,0,0,1,264,54.7,83,49.64,29.98,30.0541,0,0,26587,23928300,54.7,2026-04-12T14:36:00.000Z,2026-04-20,,2026-04-20 22:36:00-07:00
1776748860000,0.0,0.0,0,0,1,264,54.7,83,49.64,29.98,30.0541,0,0,26587,23928300,54.7,2026-04-12T14:36:00.000Z,2026-04-20,4.28,2026-04-20 22:21:00-07:00
1776747960000,0.0,0.0,0,0,1,264,55.2,82,49.8,29.98,30.054,0,0,26587,23928300,55.2,2026-04-12T14:36:00.000Z,2026-04-20,,2026-04-20 22:06:00-07:00
1776747060000,0.0,0.0,0,0,1,264,55.8,81,50.06,29.98,30.0539,0,0,26587,23928300,55.8,2026-04-12T14:36:00.000Z,2026-04-20,,2026-04-20 21:51:00-07:00
1776746160000,0.0,0.0,0,0,1,264,56.3,81,50.54,29.98,30.0539,0,0,26587,23928300,56.3,2026-04-12T14:36:00.000Z,2026-04-20,,2026-04-20 21:36:00-07:00
