dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,dewPoint,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,lastRain,date,tz,historical,local_time
1777704720000,0.0,0.0,0,0,1,198,56.5,94,4.29,54.79,29.93,30.0271,0,0,12378,11140200,56.5,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 23:52:00-07:00
1777703820000,0.0,0.0,0,0,1,198,56.7,94,,54.99,29.92,30.017,0,0,12378,11140200,56.7,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 23:37:00-07:00
1777702920000,0.0,0.0,0,0,1,198,56.5,93,,54.5,29.92,30.0171,0,0,12378,11140200,56.5,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 23:22:00-07:00
1777702020000,0.0,0.0,0,0,1,198,56.3,93,,54.3,29.92,30.0171,0,0,12378,11140200,56.3,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 23:07:00-07:00
1777701120000,0.0,0.0,0,0,1,198,56.5,91,4.3,53.9,29.91,30.007,0,0,12378,11140200,56.5,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 22:52:00-07:00
1777700220000,0.0,0.0,0,0,1,198,56.7,90,,53.8,29.91,30.007,0,0,12378,11140200,56.7,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 22:37:00-07:00
1777699320000,0.0,0.0,0,0,1,198,57.0,90,,54.09,29.91,30.0069,0,0,12378,11140200,57.0,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 22:22:00-07:00
1777698420000,0.2237,1.1185,0,0,1,198,57.4,89,,54.18,29.91,30.0069,0,0,12378,11140200,57.4,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 22:07:00-07:00
1777697520000,0.4474,1.1185,0,0,1,198,57.4,90,4.31,54.49,29.92,30.0169,0,0,12378,11140200,57.4,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 21:52:00-07:00
1777696620000,0.2237,1.1185,0,0,1,198,57.2,91,,54.6,29.91,30.0069,0,0,12378,11140200,57.2,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 21:37:00-07:00
1777695720000,0.0,0.0,0,0,1,198,56.5,93,,54.5,29.91,30.007,0,0,12378,11140200,56.5,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 21:22:00-07:00
1777694820000,0.0,0.0,0,0,1,198,56.5,94,,54.79,29.91,30.007,0,0,12378,11140200,56.5,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 21:07:00-07:00
1777693920000,0.0,0.0,0,0,1,198,56.5,92,4.31,54.2,29.91,30.007,0,0,12378,11140200,56.5,,2026-05-01,America/Los_Angeles,True,2026-05-01 20:52:00-07:00
1777693020000,0.0,0.0,0,0,1,198,56.8,92,,54.5,29.91,30.007,0,0,12378,11140200,56.8,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 20:37:00-07:00
1777692120000,0.0,0.0,0,0,1,198,57.2,92,,54.9,29.91,30.0069,0,0,12378,11140200,57.2,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 20:22:00-07:00
1777691220000,0.0,0.0,0,0,1,198,57.6,92,4.32,55.29,29.91,30.0068,0,0,12378,11140200,57.6,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 20:07:00-07:00
1777690320000,0.0,0.0,0,0,1,198,57.7,92,,55.39,29.9,29.9968,0,0,12378,11140200,57.7,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 19:52:00-07:00
1777689420000,0.0,1.3422,0,0,1,198,58.1,91,,55.48,29.9,29.9967,3,2700,12375,11140200,58.1,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 19:37:00-07:00
1777688520000,0.6711,2.4606,0,0,1,198,58.5,90,4.32,55.58,29.9,29.9966,6,5400,12369,11137500,58.5,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 19:22:00-07:00
1777687620000,0.8948,2.0132,0,0,1,198,58.6,89,,55.37,29.91,30.0066,11,9900,12358,11132100,58.6,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 19:07:00-07:00
1777686720000,0.8948,2.908,0,0,1,198,58.8,89,,55.56,29.91,30.0066,17,15300,12341,11122200,58.8,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 18:52:00-07:00
1777685820000,1.7895,2.908,0,0,1,198,59.2,87,,55.33,29.91,30.0065,23,20700,12318,11106900,59.2,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 18:37:00-07:00
1777684920000,1.1185,3.1317,0,0,1,198,59.4,87,4.33,55.53,29.91,30.0065,46,41400,12272,11086200,59.4,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 18:22:00-07:00
1777684020000,1.3422,3.8028,0,0,1,198,59.4,87,,55.53,29.91,30.0065,40,36000,12232,11044800,59.4,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 18:07:00-07:00
1777683120000,1.1185,4.2502,0,0,1,198,59.5,86,,55.31,29.91,30.0065,41,36900,12191,11008800,59.5,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 17:52:00-07:00
1777682220000,1.5659,5.5923,0,0,1,205,59.7,85,,55.18,29.91,30.0064,44,39600,12147,10971900,59.7,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 17:37:00-07:00
1777681320000,2.2369,5.3686,0,0,1,245,60.3,83,4.35,55.11,29.91,30.0063,49,44100,12098,10932300,60.3,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 17:22:00-07:00
1777680420000,1.7895,4.6976,0,0,1,240,60.8,83,,55.6,29.92,30.0163,57,51300,12041,10888200,60.8,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 17:07:00-07:00
1777679520000,2.2369,5.5923,0,0,1,239,61.3,82,,55.76,29.92,30.0162,60,54000,11981,10836900,61.3,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 16:52:00-07:00
1777678620000,2.0132,5.145,0,0,1,257,61.9,81,,56.0,29.92,30.016,66,59400,11915,10782900,61.9,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 16:37:00-07:00
1777677720000,2.0132,6.4871,0,0,1,257,62.2,81,4.37,56.29,29.92,30.016,136,122400,11779,10723500,62.2,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 16:22:00-07:00
1777676820000,2.0132,5.3686,0,0,1,221,62.6,81,,56.68,29.93,30.026,83,74700,11696,10601100,62.6,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 16:07:00-07:00
1777675920000,1.5659,4.9213,0,0,1,224,63.0,81,,57.07,29.93,30.0259,99,89100,11597,10526400,63.0,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 15:52:00-07:00
1777675020000,2.2369,5.3686,0,0,1,244,63.7,79,,57.06,29.93,30.0257,199,179100,11398,10437300,63.7,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 15:37:00-07:00
1777674120000,1.7895,6.2634,0,0,1,243,63.9,77,4.59,56.54,29.93,30.0257,367,330300,11031,10258200,63.9,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 15:22:00-07:00
1777673220000,2.2369,6.2634,0,0,1,229,63.5,78,,56.51,29.93,30.0258,718,646200,10313,9927900,63.5,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 15:07:00-07:00
1777672320000,1.7895,6.2634,0,0,1,234,63.9,78,,56.9,29.94,30.0357,776,698400,9537,9281700,63.9,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 14:52:00-07:00
1777671420000,1.5659,6.2634,0,0,1,234,64.2,78,,57.19,29.95,30.0457,803,722700,8734,8583300,64.2,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 14:37:00-07:00
1777670520000,2.0132,5.145,0,0,1,241,64.2,78,4.64,57.19,29.95,30.0457,772,694800,7962,7860600,64.2,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 14:22:00-07:00
1777669620000,2.6843,6.4871,0,0,1,247,65.1,76,,57.34,29.94,30.0355,856,770400,7106,7165800,65.1,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 14:07:00-07:00
1777668720000,2.908,5.3686,0,0,1,219,64.9,76,,57.15,29.95,30.0456,873,785700,6233,6395400,64.9,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 13:52:00-07:00
1777667820000,1.5659,5.145,0,0,1,205,65.3,75,,57.17,29.95,30.0455,883,794700,5350,5609700,65.3,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 13:37:00-07:00
1777666920000,3.1317,5.3686,0,0,1,216,64.4,77,4.64,57.03,29.95,30.0457,885,796500,4465,4815000,64.4,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 13:22:00-07:00
1777666020000,2.4606,4.2502,0,0,1,237,63.9,77,,56.54,29.96,30.0558,725,652500,3740,4018500,63.9,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 13:07:00-07:00
1777665120000,2.4606,3.8028,0,0,1,237,63.1,79,,56.48,29.97,30.066,508,457200,3232,3366000,63.1,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 12:52:00-07:00
1777664220000,1.5659,3.8028,0,0,1,253,62.8,79,,56.19,29.97,30.066,407,366300,2825,2908800,62.8,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 12:37:00-07:00
1777663320000,1.1185,2.2369,0,0,1,260,62.4,81,4.41,56.49,29.97,30.0661,314,282600,2511,2542500,62.4,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 12:22:00-07:00
1777662420000,0.6711,3.3554,0,0,1,261,61.9,82,,56.34,29.98,30.0762,276,248400,2235,2259900,61.9,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 12:07:00-07:00
1777661520000,0.8948,2.6843,0,0,1,261,61.2,83,,55.99,29.99,30.0864,246,221400,1989,2011500,61.2,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 11:52:00-07:00
1777660620000,0.6711,3.1317,0,0,1,310,60.8,85,,56.26,30.0,30.0965,221,198900,1768,1790100,60.8,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 11:37:00-07:00
1777659720000,0.0,0.0,0,0,1,311,59.9,86,4.28,55.7,30.0,30.0967,182,163800,1027,1088100,59.9,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 11:22:00-07:00
1777658820000,0.0,2.4606,0,0,1,311,59.9,87,,56.02,30.0,30.0967,171,153900,1597,1427400,59.9,,2026-05-01,America/Los_Angeles,True,2026-05-01 11:07:00-07:00
1777657920000,0.4474,2.0132,0,0,1,311,59.5,87,,55.63,29.99,30.0867,204,183600,1209,1273500,59.5,,2026-05-01,America/Los_Angeles,True,2026-05-01 10:52:00-07:00
1777657020000,0.0,0.0,0,0,1,311,59.4,88,4.3,55.84,30.0,30.0968,184,165600,1209,1089900,59.4,,2026-05-01,America/Los_Angeles,True,2026-05-01 10:37:00-07:00
1777656120000,0.0,0.0,0,0,1,311,59.2,89,,55.96,30.0,30.0968,157,141300,870,924300,59.2,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 10:22:00-07:00
1777655220000,0.0,0.0,0,0,1,311,59.4,89,,56.15,30.0,30.0968,143,128700,727,783000,59.4,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 10:07:00-07:00
1777654320000,0.0,0.0,0,0,1,311,59.5,89,4.27,56.25,30.0,30.0968,127,114300,600,654300,59.5,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 09:52:00-07:00
1777653420000,0.0,0.0,0,0,1,311,59.2,89,,55.96,29.99,30.0868,118,106200,482,540000,59.2,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 09:37:00-07:00
1777652520000,0.0,0.0,0,0,1,311,58.8,90,,55.87,30.0,30.0969,85,76500,397,433800,58.8,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 09:22:00-07:00
1777651620000,0.0,0.0,0,0,1,311,58.5,91,,55.88,30.0,30.0969,67,60300,330,357300,58.5,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 09:07:00-07:00
1777650720000,0.0,0.0,0,0,1,311,58.5,91,4.27,55.88,29.99,30.0869,50,45000,280,297000,58.5,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 08:52:00-07:00
1777649820000,0.0,0.0,0,0,1,311,58.5,91,,55.88,29.99,30.0869,40,36000,240,252000,58.5,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 08:37:00-07:00
1777648920000,0.0,0.0,0,0,1,311,58.5,91,,55.88,29.98,30.0769,42,37800,198,216000,58.5,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 08:22:00-07:00
1777648020000,0.0,0.0,0,0,1,311,58.1,92,,55.79,29.98,30.0769,41,36900,157,178200,58.1,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 08:07:00-07:00
1777647120000,0.0,0.0,0,0,1,311,57.4,93,4.27,55.39,29.97,30.067,41,36900,116,141300,57.4,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 07:52:00-07:00
1777646220000,0.0,0.0,0,0,1,311,56.7,94,,54.99,29.97,30.0672,37,33300,79,104400,56.7,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 07:37:00-07:00
1777645320000,0.0,0.0,0,0,1,311,54.9,95,,53.49,29.96,30.0575,37,33300,42,71100,54.9,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 07:22:00-07:00
1777644420000,0.0,0.0,0,0,1,311,53.8,96,,52.69,29.96,30.0577,23,20700,19,37800,53.8,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 07:07:00-07:00
1777643520000,0.0,0.0,0,0,1,311,53.4,96,4.26,52.29,29.95,30.0477,12,10800,7,17100,53.4,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 06:52:00-07:00
1777642620000,0.0,0.0,0,0,1,311,53.1,96,,51.99,29.95,30.0478,6,5400,1,6300,53.1,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 06:37:00-07:00
1777641720000,0.0,0.0,0,0,1,311,53.1,96,,51.99,29.94,30.0378,1,900,0,900,53.1,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 06:22:00-07:00
1777640820000,0.0,0.0,0,0,1,311,53.2,95,,51.8,29.94,30.0377,0,0,0,0,53.2,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 06:07:00-07:00
1777639920000,0.0,1.3422,0,0,1,311,53.4,95,4.27,52.0,29.94,30.0377,0,0,0,0,53.4,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 05:52:00-07:00
1777639020000,0.0,1.5659,0,0,1,311,54.0,94,,52.31,29.94,30.0376,0,0,0,0,54.0,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 05:37:00-07:00
1777638120000,0.0,0.0,0,0,1,311,54.5,95,,53.1,29.93,30.0275,0,0,0,0,54.5,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 05:22:00-07:00
1777637220000,0.0,0.0,0,0,1,311,54.5,95,,53.1,29.93,30.0275,0,0,0,0,54.5,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 05:07:00-07:00
1777636320000,0.0,0.0,0,0,1,311,54.9,95,4.28,53.49,29.93,30.0274,0,0,0,0,54.9,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 04:52:00-07:00
1777635420000,0.0,0.0,0,0,1,311,55.0,95,,53.59,29.93,30.0274,0,0,0,0,55.0,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 04:37:00-07:00
1777634520000,0.0,0.0,0,0,1,311,55.0,94,,53.3,29.93,30.0274,0,0,0,0,55.0,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 04:22:00-07:00
1777633620000,0.0,0.0,0,0,1,311,55.0,92,,52.72,29.93,30.0274,0,0,0,0,55.0,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 04:07:00-07:00
1777632720000,0.0,0.0,0,0,1,311,55.4,92,4.29,53.11,29.93,30.0273,0,0,0,0,55.4,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 03:52:00-07:00
1777631820000,0.0,0.0,0,0,1,311,56.1,92,,53.81,29.93,30.0272,0,0,0,0,56.1,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 03:37:00-07:00
1777630920000,0.0,0.0,0,0,1,311,56.8,91,,54.2,29.93,30.027,0,0,0,0,56.8,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 03:22:00-07:00
1777630020000,0.0,0.0,0,0,1,311,57.2,91,,54.6,29.92,30.0169,0,0,0,0,57.2,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 03:07:00-07:00
1777629120000,0.0,0.0,0,0,1,311,57.7,90,4.29,54.79,29.92,30.0168,0,0,0,0,57.7,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 02:52:00-07:00
1777628220000,0.0,0.0,0,0,1,311,58.1,90,,55.18,29.92,30.0168,0,0,0,0,58.1,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 02:37:00-07:00
1777627320000,0.0,0.0,0,0,1,311,58.3,90,,55.38,29.92,30.0167,0,0,0,0,58.3,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 02:22:00-07:00
1777626420000,0.0,0.0,0,0,1,311,58.5,90,,55.58,29.91,30.0066,0,0,0,0,58.5,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 02:07:00-07:00
1777625520000,0.0,0.0,0,0,1,311,58.6,89,4.3,55.37,29.91,30.0066,0,0,0,0,58.6,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 01:52:00-07:00
1777624620000,0.0,0.0,0,0,1,311,58.8,88,,55.25,29.91,30.0066,0,0,0,0,58.8,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 01:37:00-07:00
1777623720000,0.0,0.0,0,0,1,311,59.0,88,,55.45,29.92,30.0166,0,0,0,0,59.0,2026-04-25T23:52:00.000Z,2026-05-01,,,2026-05-01 01:22:00-07:00
