dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,date,lastRain,batt1volts,local_time
1752907800000,2.0132,7.3819,0,0,1,74,61.5,88,57.91,61.5,29.93,30.003,0,0,0,25242300,America/Los_Angeles,True,2025-07-18,,,2025-07-18 23:50:00-07:00
1752906900000,1.7895,7.6056,0,0,1,49,61.3,89,58.03,61.3,29.92,29.993,0,0,28047,25242300,,,2025-07-18,2025-07-17T04:20:00.000Z,,2025-07-18 23:35:00-07:00
1752906000000,0.8948,5.816,0,0,1,33,60.4,90,57.45,60.4,29.91,29.9831,0,0,28047,25242300,,,2025-07-18,2025-07-17T04:20:00.000Z,4.29,2025-07-18 23:20:00-07:00
1752905100000,1.1185,3.1317,0,0,1,30,60.3,90,57.35,60.3,29.91,29.9831,0,0,28047,25242300,,,2025-07-18,2025-07-17T04:20:00.000Z,,2025-07-18 23:05:00-07:00
1752904200000,0.4474,2.2369,0,0,1,30,60.3,90,57.35,60.3,29.91,29.9831,0,0,28047,25242300,,,2025-07-18,2025-07-17T04:20:00.000Z,,2025-07-18 22:50:00-07:00
1752903300000,0.0,0.0,0,0,1,30,60.6,90,57.65,60.6,29.91,29.9831,0,0,28047,25242300,,,2025-07-18,2025-07-17T04:20:00.000Z,,2025-07-18 22:35:00-07:00
1752902400000,0.0,0.0,0,0,1,30,61.0,89,57.73,61.0,29.91,29.983,0,0,28047,25242300,,,2025-07-18,2025-07-17T04:20:00.000Z,4.29,2025-07-18 22:20:00-07:00
1752901500000,0.0,1.7895,0,0,1,30,61.2,89,57.93,61.2,29.92,29.993,0,0,28047,25242300,,,2025-07-18,2025-07-17T04:20:00.000Z,,2025-07-18 22:05:00-07:00
1752900600000,0.2237,1.5659,0,0,1,30,61.2,88,57.61,61.2,29.92,29.993,0,0,28047,25242300,,,2025-07-18,2025-07-17T04:20:00.000Z,,2025-07-18 21:50:00-07:00
1752899700000,0.2237,2.0132,0,0,1,30,61.5,87,57.59,61.5,29.92,29.993,0,0,28047,25242300,,,2025-07-18,2025-07-17T04:20:00.000Z,,2025-07-18 21:35:00-07:00
1752898800000,0.0,0.0,0,0,1,30,61.7,86,57.47,61.7,29.92,29.993,0,0,28047,25242300,,,2025-07-18,2025-07-17T04:20:00.000Z,4.28,2025-07-18 21:20:00-07:00
1752897900000,0.0,1.3422,0,0,1,180,62.1,85,57.53,62.1,29.92,29.9929,0,0,28047,25242300,,,2025-07-18,2025-07-17T04:20:00.000Z,,2025-07-18 21:05:00-07:00
1752897000000,0.2237,2.2369,0,0,1,226,62.2,84,57.3,62.2,29.91,29.9829,0,0,28047,25242300,,,2025-07-18,2025-07-17T04:20:00.000Z,,2025-07-18 20:50:00-07:00
1752896100000,0.0,0.0,0,0,1,226,62.6,83,57.36,62.6,29.91,29.9828,0,0,28047,25242300,,,2025-07-18,2025-07-17T04:20:00.000Z,,2025-07-18 20:35:00-07:00
1752895200000,0.0,0.0,0,0,1,226,63.1,82,57.51,63.1,29.91,29.9827,2,1800,28045,25242300,,,2025-07-18,2025-07-17T04:20:00.000Z,4.31,2025-07-18 20:20:00-07:00
1752894300000,0.0,0.0,0,0,1,226,63.9,80,57.6,63.9,29.91,29.9826,8,7200,28037,25240500,,,2025-07-18,2025-07-17T04:20:00.000Z,,2025-07-18 20:05:00-07:00
1752893400000,0.0,2.2369,0,0,1,225,64.4,80,58.09,64.4,29.91,29.9826,18,16200,28019,25233300,,,2025-07-18,2025-07-17T04:20:00.000Z,,2025-07-18 19:50:00-07:00
1752892500000,2.0132,3.1317,0,0,1,225,64.9,79,58.23,64.9,29.91,29.9825,59,53100,27960,25217100,,,2025-07-18,2025-07-17T04:20:00.000Z,,2025-07-18 19:35:00-07:00
1752891600000,2.908,5.145,0,0,1,225,64.9,80,58.58,64.9,29.91,29.9825,91,81900,27869,25164000,,,2025-07-18,2025-07-17T04:20:00.000Z,4.32,2025-07-18 19:20:00-07:00
1752890700000,3.3554,5.145,0,0,1,225,64.9,80,58.58,64.9,29.91,29.9825,126,113400,27743,25082100,,,2025-07-18,2025-07-17T04:20:00.000Z,,2025-07-18 19:05:00-07:00
1752889800000,4.0265,6.0397,0,0,1,226,65.3,80,58.97,65.3,29.91,29.9824,166,149400,27577,24968700,,,2025-07-18,2025-07-17T04:20:00.000Z,,2025-07-18 18:50:00-07:00
1752888900000,4.2502,6.2634,0,0,1,219,65.7,79,59.0,65.7,29.91,29.9824,207,186300,27370,24819300,,,2025-07-18,2025-07-17T04:20:00.000Z,,2025-07-18 18:35:00-07:00
1752888000000,4.4739,6.9345,0,0,1,208,66.0,78,58.94,66.0,29.91,29.9823,252,226800,27118,24633000,,,2025-07-18,2025-07-17T04:20:00.000Z,4.35,2025-07-18 18:20:00-07:00
1752887100000,4.2502,6.7108,0,0,1,221,66.7,77,59.25,66.7,29.91,29.9822,298,268200,26820,24406200,,,2025-07-18,2025-07-17T04:20:00.000Z,,2025-07-18 18:05:00-07:00
1752886200000,4.2502,6.4871,0,0,1,214,66.6,78,59.52,66.6,29.91,29.9822,345,310500,26475,24138000,,,2025-07-18,2025-07-17T04:20:00.000Z,,2025-07-18 17:50:00-07:00
1752885300000,4.9213,7.3819,0,0,1,221,67.3,76,59.47,67.3,29.91,29.9822,391,351900,26084,23827500,,,2025-07-18,2025-07-17T04:20:00.000Z,,2025-07-18 17:35:00-07:00
1752884400000,4.0265,6.7108,0,0,1,188,67.6,75,59.39,67.6,29.92,29.9921,437,393300,25647,23475600,,,2025-07-18,2025-07-17T04:20:00.000Z,4.37,2025-07-18 17:20:00-07:00
1752883500000,4.2502,7.1582,0,0,1,184,67.6,75,59.39,67.6,29.92,29.9921,482,433800,25165,23082300,,,2025-07-18,2025-07-17T04:20:00.000Z,,2025-07-18 17:05:00-07:00
1752882600000,4.4739,7.3819,0,0,1,181,67.8,75,59.58,67.8,29.93,30.0021,525,472500,24640,22648500,,,2025-07-18,2025-07-17T04:20:00.000Z,,2025-07-18 16:50:00-07:00
1752881700000,4.4739,7.3819,0,0,1,194,67.8,75,59.58,67.8,29.93,30.0021,568,511200,24072,22176000,,,2025-07-18,2025-07-17T04:20:00.000Z,,2025-07-18 16:35:00-07:00
1752880800000,4.0265,6.9345,0,0,1,209,67.8,75,59.58,67.8,29.93,30.0021,609,548100,23463,21664800,,,2025-07-18,2025-07-17T04:20:00.000Z,4.38,2025-07-18 16:20:00-07:00
1752879900000,5.145,7.3819,0,0,1,206,67.8,75,59.58,67.8,29.94,30.0122,643,578700,22820,21116700,,,2025-07-18,2025-07-17T04:20:00.000Z,,2025-07-18 16:05:00-07:00
1752879000000,4.6976,7.6056,0,0,1,207,67.8,75,59.58,67.8,29.94,30.0122,676,608400,22144,20538000,,,2025-07-18,2025-07-17T04:20:00.000Z,,2025-07-18 15:50:00-07:00
1752878100000,4.9213,7.8293,0,0,1,194,68.2,74,59.59,68.2,29.94,30.0121,710,639000,21434,19929600,,,2025-07-18,2025-07-17T04:20:00.000Z,,2025-07-18 15:35:00-07:00
1752877200000,5.3686,8.2767,0,0,1,193,68.0,74,59.39,68.0,29.94,30.0121,743,668700,20691,19290600,,,2025-07-18,2025-07-17T04:20:00.000Z,4.38,2025-07-18 15:20:00-07:00
1752876300000,4.6976,8.5004,0,0,1,182,68.9,72,59.49,68.87,29.95,30.022,771,693900,19920,18621900,,,2025-07-18,2025-07-17T04:20:00.000Z,,2025-07-18 15:05:00-07:00
1752875400000,4.4739,7.1582,0,0,1,183,69.4,71,59.58,69.38,29.95,30.022,797,717300,19123,17928000,,,2025-07-18,2025-07-17T04:20:00.000Z,,2025-07-18 14:50:00-07:00
1752874500000,4.9213,8.2767,0,0,1,184,68.9,72,59.49,68.87,29.95,30.022,818,736200,18305,17210700,,,2025-07-18,2025-07-17T04:20:00.000Z,,2025-07-18 14:35:00-07:00
1752873600000,5.145,7.8293,0,0,1,162,68.5,73,59.49,68.48,29.95,30.0221,837,753300,17468,16474500,,,2025-07-18,2025-07-17T04:20:00.000Z,4.39,2025-07-18 14:20:00-07:00
1752872700000,4.6976,7.8293,0,0,1,170,68.7,72,59.3,68.65,29.95,30.0221,853,767700,16615,15721200,,,2025-07-18,2025-07-17T04:20:00.000Z,,2025-07-18 14:05:00-07:00
1752871800000,5.3686,8.2767,0,0,1,203,67.6,74,59.01,67.6,29.95,30.0222,864,777600,15751,14953500,,,2025-07-18,2025-07-17T04:20:00.000Z,,2025-07-18 13:50:00-07:00
1752870900000,5.816,8.9477,0,0,1,222,68.2,72,58.82,68.1,29.95,30.0221,874,786600,13999,13385700,,,2025-07-18,2025-07-17T04:20:00.000Z,,2025-07-18 13:35:00-07:00
1752870000000,5.816,10.0662,0,0,1,241,68.5,72,59.11,68.43,29.95,30.0221,878,790200,14873,13389300,America/Los_Angeles,True,2025-07-18,,4.39,2025-07-18 13:20:00-07:00
1752869100000,7.8293,12.5268,0,0,1,243,66.9,74,58.34,66.9,29.95,30.0223,878,790200,13121,12599100,,,2025-07-18,2025-07-17T04:20:00.000Z,,2025-07-18 13:05:00-07:00
1752868200000,8.5004,13.4216,0,0,1,243,68.7,72,59.3,68.65,29.95,30.0221,881,792900,12240,11808900,,,2025-07-18,2025-07-17T04:20:00.000Z,,2025-07-18 12:50:00-07:00
