dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,lastRain,date,tz,historical,local_time
1745823000000,0.0,0.0,0,0,1,292,50.4,83,4.29,30.04,30.1149,0,0,18891,17001900,50.4,45.43,2025-04-26T15:20:00.000Z,2025-04-27,,,2025-04-27 23:50:00-07:00
1745822100000,0.0,1.7895,0,0,1,292,50.5,82,,30.03,30.1048,0,0,18891,17001900,50.5,45.21,2025-04-26T15:20:00.000Z,2025-04-27,,,2025-04-27 23:35:00-07:00
1745821200000,0.0,0.0,0,0,1,292,51.3,80,,30.03,30.1047,0,0,18891,17001900,51.3,45.34,2025-04-26T15:20:00.000Z,2025-04-27,,,2025-04-27 23:20:00-07:00
1745820300000,0.0,1.5659,0,0,1,292,52.0,79,,30.04,30.1146,0,0,18891,17001900,52.0,45.69,2025-04-26T15:20:00.000Z,2025-04-27,,,2025-04-27 23:05:00-07:00
1745819400000,1.3422,5.816,0,0,1,292,52.7,77,4.29,30.04,30.1145,0,0,18891,17001900,52.7,45.69,2025-04-26T15:20:00.000Z,2025-04-27,,,2025-04-27 22:50:00-07:00
1745818500000,3.1317,8.2767,0,0,1,289,52.9,78,,30.04,30.1145,0,0,18891,17001900,52.9,46.23,2025-04-26T15:20:00.000Z,2025-04-27,,,2025-04-27 22:35:00-07:00
1745817600000,2.6843,6.2634,0,0,1,285,52.2,80,,30.04,30.1146,0,0,18891,17001900,52.2,46.22,2025-04-26T15:20:00.000Z,2025-04-27,,,2025-04-27 22:20:00-07:00
1745816700000,3.3554,6.0397,0,0,1,285,52.5,78,,30.04,30.1146,0,0,18891,17001900,52.5,45.84,2025-04-26T15:20:00.000Z,2025-04-27,,,2025-04-27 22:05:00-07:00
1745815800000,3.1317,5.145,0,0,1,285,52.9,77,4.3,30.04,30.1145,0,0,18891,17001900,52.9,45.89,2025-04-26T15:20:00.000Z,2025-04-27,,,2025-04-27 21:50:00-07:00
1745814900000,0.8948,2.908,0,0,1,285,52.9,76,,30.04,30.1145,0,0,18891,17001900,52.9,45.54,2025-04-26T15:20:00.000Z,2025-04-27,,,2025-04-27 21:35:00-07:00
1745814000000,0.6711,3.8028,0,0,1,285,53.6,75,,30.03,30.1044,0,0,18891,17001900,53.6,45.87,2025-04-26T15:20:00.000Z,2025-04-27,,,2025-04-27 21:20:00-07:00
1745813100000,0.4474,2.908,0,0,1,285,54.1,73,,30.03,30.1043,0,0,18891,17001900,54.1,45.64,2025-04-26T15:20:00.000Z,2025-04-27,,,2025-04-27 21:05:00-07:00
