dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,lastRain,date,local_time
1759754820000,0,0,0,0,1,194,61.3,94,59.56,61.3,29.81,29.9058,0,0,0,0,2025-04-26T15:31:00.000Z,2025-10-06,2025-10-06 05:47:00-07:00
