dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,lastRain,date,batt1volts,tz,historical,local_time
1753906620000,2.2369,4.9213,0,0,1,231,69.1,74,60.45,69.19,30.02,30.1151,89,16020,0,80100,2025-04-26T15:31:00.000Z,2025-07-30,,,,2025-07-30 13:17:00-07:00
1753905720000,2.908,4.4739,0,0,1,221,69.1,75,60.83,69.23,30.02,30.1151,146,26280,4463,5075100,,2025-07-30,4.4,America/Los_Angeles,True,2025-07-30 13:02:00-07:00
1753904820000,2.2369,4.9213,0,0,1,218,69.1,76,61.21,69.28,30.03,30.1251,457,82260,4463,4943700,,2025-07-30,,America/Los_Angeles,True,2025-07-30 12:47:00-07:00
1753903920000,2.4606,4.4739,0,0,1,217,68.0,79,61.24,68.0,30.03,30.1253,662,119160,2861,4532400,,2025-07-30,,America/Los_Angeles,True,2025-07-30 12:32:00-07:00
1753903020000,1.7895,3.5791,0,0,1,217,66.6,82,60.93,66.6,30.04,30.1356,774,139320,2769,3936600,,2025-07-30,,America/Los_Angeles,True,2025-07-30 12:17:00-07:00
1753902120000,2.0132,4.0265,0,0,1,217,64.9,85,60.28,64.9,30.04,30.1359,828,149040,1516,3240000,,2025-07-30,4.56,America/Los_Angeles,True,2025-07-30 12:02:00-07:00
1753901220000,2.4606,4.2502,0,0,1,217,64.6,86,60.31,64.6,30.05,30.146,717,129060,1193,2494800,,2025-07-30,,America/Los_Angeles,True,2025-07-30 11:47:00-07:00
1753900320000,2.908,5.145,0,0,1,217,65.8,84,60.83,65.8,30.04,30.1357,386,69480,1193,1849500,,2025-07-30,,America/Los_Angeles,True,2025-07-30 11:32:00-07:00
1753899420000,2.908,4.4739,0,0,1,218,67.6,79,60.85,67.6,30.04,30.1354,92,16560,1193,1502100,,2025-07-30,,America/Los_Angeles,True,2025-07-30 11:17:00-07:00
1753898520000,1.7895,3.8028,0,0,1,226,69.8,73,60.74,69.91,30.04,30.135,150,27000,930,1419300,,2025-07-30,4.44,America/Los_Angeles,True,2025-07-30 11:02:00-07:00
1753897620000,0.2237,2.908,0,0,1,85,69.8,72,60.36,69.86,30.04,30.135,263,47340,930,1284300,,2025-07-30,,America/Los_Angeles,True,2025-07-30 10:47:00-07:00
1753896720000,0.2237,1.5659,0,0,1,221,69.4,73,60.36,69.47,30.04,30.1351,323,58140,930,1047600,,2025-07-30,,America/Los_Angeles,True,2025-07-30 10:32:00-07:00
1753895820000,0.2237,2.6843,0,0,1,221,69.1,73,60.07,69.14,30.04,30.1351,199,35820,403,756900,,2025-07-30,,America/Los_Angeles,True,2025-07-30 10:17:00-07:00
1753894920000,0.2237,2.0132,0,0,1,221,68.7,73,59.69,68.7,30.04,30.1352,59,10620,314,577800,,2025-07-30,4.28,America/Los_Angeles,True,2025-07-30 10:02:00-07:00
1753894020000,0.0,1.7895,0,0,1,221,68.5,74,59.88,68.53,30.04,30.1352,59,10620,314,524700,,2025-07-30,,America/Los_Angeles,True,2025-07-30 09:47:00-07:00
1753893120000,0.2237,2.4606,0,0,1,221,68.4,73,59.4,68.37,30.04,30.1352,142,25560,314,471600,,2025-07-30,,America/Los_Angeles,True,2025-07-30 09:32:00-07:00
1753892220000,0.2237,1.7895,0,0,1,221,67.6,74,59.01,67.6,30.04,30.1354,68,12240,314,343800,,2025-07-30,,America/Los_Angeles,True,2025-07-30 09:17:00-07:00
1753891320000,0.2237,1.5659,0,0,1,221,66.7,77,59.25,66.7,30.03,30.1255,47,8460,251,282600,,2025-07-30,4.26,America/Los_Angeles,True,2025-07-30 09:02:00-07:00
1753890420000,0.0,1.3422,0,0,1,221,65.3,81,59.31,65.3,30.03,30.1258,42,7560,211,240300,,2025-07-30,,America/Los_Angeles,True,2025-07-30 08:47:00-07:00
1753889520000,0.0,0.0,0,0,1,221,63.7,86,59.43,63.7,30.03,30.1261,63,11340,162,202500,,2025-07-30,,America/Los_Angeles,True,2025-07-30 08:32:00-07:00
1753888620000,0.0,0.0,0,0,1,221,61.9,91,59.24,61.9,30.03,30.1264,40,7200,132,145800,,2025-07-30,,America/Los_Angeles,True,2025-07-30 08:17:00-07:00
1753887720000,0.0,1.3422,0,0,1,221,59.7,95,58.26,59.7,30.03,30.1268,49,8820,115,109800,,2025-07-30,4.26,America/Los_Angeles,True,2025-07-30 08:02:00-07:00
1753886820000,0.0,0.0,0,0,1,221,58.3,96,57.16,58.3,30.02,30.117,30,5400,96,65700,,2025-07-30,,America/Los_Angeles,True,2025-07-30 07:47:00-07:00
1753885920000,0.0,0.0,0,0,1,221,57.2,96,56.07,57.2,30.02,30.1172,17,3060,96,38700,,2025-07-30,,America/Los_Angeles,True,2025-07-30 07:32:00-07:00
